season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltySave,penaltyWon,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest
2015-16,6767935,1,4,Newcastle_United,Home,796,17974,Steven Taylor,steven-taylor,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767935,1,4,Newcastle_United,Home,3057,7933,Fabricio Coloccini,fabricio-coloccini,D,False,,,6.0,9.0,29.0,38.0,2.0,,3.0,,,1.0,2.0,,,,4.0,1.0,,,,,,,,1.0,,,90.0,1.0,1.0,,,,,,6.7,,,,,5.0,1.0,,,10.0,,12.0,31.0,43.0,2,,55.0,,,1.0
2015-16,6767935,1,4,Newcastle_United,Home,32213,52940,Daryl Janmaat,daryl-janmaat,D,False,1.0,,4.0,26.0,15.0,40.0,2.0,4.0,6.0,,,,,,,1.0,6.0,7.0,,,1.0,,,,,,,,90.0,,,,,,,,6.3,,,,,3.0,3.0,2.0,,8.0,,41.0,21.0,60.0,0,2.0,88.0,1.0,,1.0
2015-16,6767935,1,4,Newcastle_United,Home,143344,92170,Massadio Haïdara,massadio-haidara,D,False,2.0,,4.0,32.0,18.0,48.0,2.0,1.0,7.0,,,,2.0,,,2.0,7.0,7.0,,,,,,,,3.0,1.0,,90.0,,1.0,,,,,,6.5,,,,,4.0,2.0,7.0,,4.0,,44.0,22.0,59.0,0,2.0,103.0,2.0,3.0,1.0
2015-16,6767935,1,4,Newcastle_United,Home,238612,149736,Chancel Mbemba,chancel-mbemba,D,False,,,3.0,12.0,33.0,45.0,5.0,3.0,9.0,,,,,,,,6.0,6.0,,,1.0,,,,,5.0,,,90.0,,,,,,,,7.2,,,,,6.0,,,,4.0,,14.0,34.0,48.0,0,3.0,63.0,,,
2015-16,6767943,2,4,Newcastle_United,Away,796,17974,Steven Taylor,steven-taylor,D,True,,,2.0,,11.0,11.0,,1.0,,,,,,,,,,1.0,,,,,,,,1.0,,,45.0,,1.0,,,,,,6.6,,,,,2.0,,,,4.0,,2.0,13.0,15.0,0,,19.0,,,
2015-16,6767943,2,4,Newcastle_United,Away,3057,7933,Fabricio Coloccini,fabricio-coloccini,D,False,,,4.0,6.0,23.0,29.0,2.0,,2.0,,,,2.0,,,1.0,5.0,3.0,,,,,,,,,,,90.0,,3.0,,,,,,6.2,,,,,2.0,1.0,,,5.0,,6.0,25.0,31.0,0,2.0,41.0,1.0,,1.0
2015-16,6767943,2,4,Newcastle_United,Away,20402,11378,Mike Williamson,mike-williamson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767943,2,4,Newcastle_United,Away,32213,52940,Daryl Janmaat,daryl-janmaat,D,False,,,2.0,3.0,5.0,8.0,,1.0,4.0,,,,1.0,,,2.0,8.0,4.0,,,4.0,,,,,1.0,,,41.0,,,,,,,,5.5,,,,,,3.0,2.0,,2.0,,8.0,7.0,13.0,0,1.0,31.0,2.0,,2.0
2015-16,6767943,2,4,Newcastle_United,Away,143344,92170,Massadio Haïdara,massadio-haidara,D,False,,,2.0,8.0,19.0,27.0,,2.0,6.0,,,,,,,,1.0,10.0,,,1.0,,,,,2.0,,,90.0,,,,,,,,7.1,,,,,3.0,2.0,,,4.0,,12.0,19.0,31.0,0,2.0,54.0,2.0,4.0,2.0
