season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2018-19,7827868,1,4,Newcastle_United,Home,45680,58845,Ciaran Clark,ciaran-clark,D,False,,,3.0,5.0,17.0,22.0,1.0,7.0,6.0,,,1.0,,,,1.0,3.0,10.0,,,1.0,,,,,1.0,,,90.0,,1.0,,,,,,13.0,,6.9,,,1.0,,3.0,,,,8.0,,15.0,19.0,34.0,2,3.0,48.0,,,,2.0
2018-19,7827868,1,4,Newcastle_United,Home,101882,119471,Fabian Schär,fabian-schar,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827868,1,4,Newcastle_United,Home,153444,101148,Jamaal Lascelles,jamaal-lascelles,D,False,,,2.0,6.0,32.0,38.0,2.0,5.0,7.0,,,,,,,1.0,4.0,8.0,,,1.0,,,,,4.0,,,90.0,,,,,,,,13.0,,6.7,,,,,4.0,,,,6.0,,14.0,34.0,48.0,0,2.0,66.0,,1.0,,2.0
2018-19,7827868,1,4,Newcastle_United,Home,185995,106618,Paul Dummett,paul-dummett,D,False,,,4.0,13.0,11.0,24.0,1.0,3.0,4.0,,,,,,,,1.0,4.0,,,,,,,,1.0,,,90.0,,,,,,,,20.0,,6.4,,,1.0,,3.0,,1.0,,10.0,,24.0,15.0,38.0,1,1.0,63.0,1.0,1.0,,
2018-19,7827868,1,4,Newcastle_United,Home,210082,109528,Javier Manquillo,javier-manquillo,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827868,1,4,Newcastle_United,Home,314040,151119,DeAndre Yedlin,deandre-yedlin,D,False,,,1.0,12.0,15.0,27.0,3.0,,1.0,,,,1.0,,,,6.0,1.0,,,1.0,,,,,2.0,,,89.0,,,,,,,,19.0,,6.2,,,1.0,,1.0,1.0,,,5.0,,22.0,18.0,40.0,1,1.0,67.0,,,,1.0
2018-19,7827898,2,4,Newcastle_United,Away,38393,57145,Federico Fernández,federico-fernandez,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827898,2,4,Newcastle_United,Away,45680,58845,Ciaran Clark,ciaran-clark,D,False,,,2.0,4.0,22.0,26.0,3.0,7.0,6.0,,,,,,,,3.0,10.0,,,,,,,,1.0,,,90.0,,,,,,,,14.0,,7.1,,,,,6.0,,,,10.0,,13.0,27.0,40.0,0,1.0,53.0,,2.0,,1.0
2018-19,7827898,2,4,Newcastle_United,Away,153444,101148,Jamaal Lascelles,jamaal-lascelles,D,False,,,2.0,8.0,24.0,32.0,4.0,6.0,5.0,,,1.0,,,,,6.0,9.0,,,2.0,,,,,2.0,,,90.0,,1.0,,,,,,8.0,,7.4,,,,,6.0,,,,5.0,,12.0,27.0,39.0,1,2.0,53.0,1.0,1.0,,2.0
2018-19,7827898,2,4,Newcastle_United,Away,185995,106618,Paul Dummett,paul-dummett,D,False,,,1.0,4.0,3.0,7.0,1.0,5.0,4.0,,,,1.0,,,,2.0,6.0,,,,,,,,,,,90.0,,,,,,,,18.0,,6.8,,,,,4.0,,1.0,,6.0,,12.0,9.0,20.0,0,1.0,39.0,,,,1.0
2018-19,7827898,2,4,Newcastle_United,Away,210082,109528,Javier Manquillo,javier-manquillo,D,False,,,,2.0,1.0,3.0,1.0,2.0,3.0,,,,1.0,,,1.0,6.0,2.0,,,2.0,,,,,2.0,,,45.0,,,,,,,,10.0,,6.0,,,,,1.0,1.0,,,2.0,,6.0,3.0,9.0,0,,24.0,,,,
