season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2021-22,9576414,1,4,Newcastle_United,Home,38393,57145,Federico Fernández,federico-fernandez,D,False,,,6.0,17.0,41.0,58.0,,2.0,4.0,,,,1.0,,,,1.0,2.0,,,,,,,,,1.0,,,90.0,,4.0,,,,,,1.0,,7.1,,,1.0,,10.0,,,,7.0,,18.0,41.0,59.0,1,,76.0,,,,
2021-22,9576414,1,4,Newcastle_United,Home,45680,58845,Ciaran Clark,ciaran-clark,D,False,,,3.0,15.0,20.0,35.0,2.0,4.0,9.0,,,1.0,1.0,,,1.0,4.0,4.0,,,,,,,,,,1.0,,90.0,,1.0,,,,,,15.0,,6.2,,,2.0,,6.0,,,,7.0,,25.0,23.0,48.0,3,,63.0,,,,
2021-22,9576414,1,4,Newcastle_United,Home,101882,119471,Fabian Schär,fabian-schar,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576414,1,4,Newcastle_United,Home,150396,111773,Emil Krafth,emil-krafth,D,False,,,,9.0,14.0,23.0,3.0,,1.0,,,,,,,,3.0,1.0,,,,,,,,,2.0,,,84.0,,,,,,,,8.0,,6.1,,,1.0,,4.0,,,,5.0,,13.0,17.0,30.0,1,1.0,41.0,,,,
2021-22,9576414,1,4,Newcastle_United,Home,153444,101148,Jamaal Lascelles,jamaal-lascelles,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576209,2,4,Newcastle_United,Away,38393,57145,Federico Fernández,federico-fernandez,D,False,,,4.0,5.0,32.0,37.0,,2.0,4.0,1.0,,,,,,,,2.0,,,,,,,,,,1.0,,78.0,,,,,,,,4.0,,6.9,,,1.0,,1.0,,,,6.0,,8.0,33.0,41.0,1,,44.0,,,,
2021-22,9576209,2,4,Newcastle_United,Away,45680,58845,Ciaran Clark,ciaran-clark,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576209,2,4,Newcastle_United,Away,101882,119471,Fabian Schär,fabian-schar,D,False,1.0,,6.0,12.0,27.0,38.0,,3.0,5.0,,,,,,,,2.0,5.0,,,2.0,,,,,,1.0,,,90.0,,,,,,,,15.0,,6.8,,,,,5.0,,1.0,,15.0,,23.0,31.0,53.0,0,1.0,66.0,,1.0,,
2021-22,9576209,2,4,Newcastle_United,Away,150396,111773,Emil Krafth,emil-krafth,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576209,2,4,Newcastle_United,Away,153444,101148,Jamaal Lascelles,jamaal-lascelles,D,False,,,1.0,4.0,29.0,33.0,3.0,4.0,2.0,,,,,,,,4.0,4.0,,,3.0,,,,,,1.0,,,90.0,,,,1.0,,,,6.0,,6.1,,,1.0,,3.0,,,,2.0,,7.0,32.0,39.0,1,,46.0,,,,
2021-22,9576383,3,4,Newcastle_United,Home,38393,57145,Federico Fernández,federico-fernandez,D,False,,,1.0,4.0,14.0,18.0,,3.0,3.0,,,,1.0,,,,2.0,5.0,,,1.0,,,,,,,,,90.0,,4.0,,,,,,11.0,,7.0,,,,,6.0,,1.0,,7.0,,12.0,16.0,27.0,0,2.0,41.0,,,,
2021-22,9576383,3,4,Newcastle_United,Home,45680,58845,Ciaran Clark,ciaran-clark,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576383,3,4,Newcastle_United,Home,101882,119471,Fabian Schär,fabian-schar,D,False,,,9.0,5.0,23.0,28.0,,4.0,6.0,,,,,,,,,5.0,,1.0,1.0,,,,,,,1.0,,90.0,,1.0,,,,,,16.0,,6.7,,,,,4.0,,,,12.0,,10.0,28.0,38.0,0,1.0,50.0,4.0,,,1.0
2021-22,9576383,3,4,Newcastle_United,Home,150396,111773,Emil Krafth,emil-krafth,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576383,3,4,Newcastle_United,Home,153444,101148,Jamaal Lascelles,jamaal-lascelles,D,False,,,,2.0,17.0,19.0,2.0,2.0,4.0,,,,,,,,3.0,2.0,,,1.0,,,,,,1.0,,,90.0,,1.0,,1.0,,,,4.0,,6.3,,,1.0,,,,,,2.0,,4.0,19.0,23.0,1,,27.0,,,,
2021-22,9576383,3,4,Newcastle_United,Home,210082,109528,Javier Manquillo,javier-manquillo,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576135,4,4,Newcastle_United,Away,38393,57145,Federico Fernández,federico-fernandez,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
