playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,oboxBlocked,substituteOn,aerialDuels,shotsOnTargetOutsideBox,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,oboxTarget,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,throughBalls,goalAssists,goals,awayGoals,goalKicks,cleanSheets,iboxTarget,shotsOnTargetInBox,shotsBlockedInBox,homeGoals,rightFootGoals,iboxBlocked,gkSuccessfulDistribution,clearancesOffTheLine,savesMadeFromOutsideBox,punches,savesMade,goalkeeperSmother,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,overruns,unsuccessfulLayoffs,penaltiesConceded,ownGoalScored,handballsConceded,leftFootGoals,hitWoodwork,foulWonPenalty,cornersTakenInclShortCorners,penaltiesTaken,headedGoals,penaltyGoals,successfulCornersIntoBox,unsuccessfulCornersIntoBox,catches,savesMadeCaught,penaltiesFaced,drops,redCards2ndYellow,lastPlayerTackle,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,otherGoals
476502,Boubacar Traoré,Midfielder,Wolves,39,Mali,2023-24,72.0,3.0,0.3225,0.0,4.0,1.0,0.2612,35.0,7.0,58.0,24.0,11.0,7.0,67.0,3.0,443.0,1.0,4.0,17.0,23.0,1.0,3.0,804.0,17.0,55.0,3.0,17.0,49.0,361.0,3.0,1.0,4.0,21.3944,6.0,3.0,7.0,23.0,55.0,140.0,4.0,0.0,127.0,10.0,104.0,62.0,24.0,1.0,12.0,4.0,182.0,20.0,3.0,21.0,104.0,6.0,0.0,438.0,6.0,3.0,106.0,23.0,10.0,2.0,117.0,23.0,5.0,15.0,82.0,594.0,4.0,2.0,4.0,4.0,197.0,19.0,0.2942,4.0,9.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449133,Harvey Griffiths,Midfielder,Wolves,39,England,2023-24,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231057,Jean-Ricner Bellegarde,Midfielder,Wolves,39,Haiti,2023-24,78.0,2.0,0.7974,1.0,5.0,5.0,1.0881,17.0,10.0,38.0,22.0,7.0,10.0,44.0,21.0,281.0,2.0,1.0,12.0,35.0,,3.0,959.0,27.0,66.0,3.0,27.0,58.0,232.0,32.0,,2.0,22.6056,11.0,,13.0,23.0,51.0,50.0,24.0,0.0,144.0,16.0,72.0,41.0,22.0,,7.0,17.0,142.0,20.0,27.0,36.0,109.0,8.0,1.0,274.0,5.0,6.0,139.0,10.0,17.0,2.0,62.0,10.0,8.0,5.0,97.0,530.0,1.0,8.0,1.0,3.0,98.0,7.0,1.5665,0.0,6.0,9.0,1.0,1.0,2.0,2.0,,,3.0,3.0,4.0,0.0,2.0,4.0,,,,,,,,,,5.0,1.0,,,2.0,,,,6.0,,,,1.0,5.0,,,,,,,,,,
240299,Joe Hodge,Midfielder,Wolves,39,Ireland,2023-24,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448089,João Gomes,Midfielder,Wolves,39,Brazil,2023-24,211.0,5.0,1.7475,0.0,11.0,8.0,1.5284,128.0,15.0,159.0,34.0,25.0,32.0,207.0,5.0,1237.0,1.0,8.0,2.0,44.0,3.0,12.0,2657.0,26.0,210.0,5.0,75.0,192.0,999.0,36.0,,6.0,55.3129,19.0,7.0,29.0,51.0,185.0,337.0,38.0,1.0,421.0,43.0,364.0,183.0,34.0,3.0,54.0,23.0,512.0,46.0,13.0,67.0,377.0,18.0,0.0,1199.0,7.0,7.0,338.0,74.0,26.0,8.0,289.0,66.0,18.0,31.0,247.0,1764.0,9.0,14.0,8.0,22.0,530.0,53.0,1.6925,11.0,48.0,73.0,7.0,1.0,2.0,2.0,,3.0,3.0,3.0,3.0,0.0,1.0,3.0,,1.0,,,,,,,,1.0,2.0,2.0,,2.0,,2.0,,14.0,,1.0,,5.0,6.0,,,,,,,,,,
151086,Mario Lemina,Midfielder,Wolves,39,Gabon,2023-24,146.0,4.0,1.2783,1.0,14.0,18.0,4.8875,90.0,34.0,133.0,35.0,25.0,34.0,191.0,11.0,1439.0,8.0,7.0,1.0,77.0,5.0,4.0,2974.0,42.0,174.0,6.0,36.0,139.0,1189.0,52.0,,8.0,61.8863,19.0,2.0,56.0,55.0,104.0,442.0,24.0,1.0,320.0,27.0,342.0,199.0,35.0,5.0,32.0,19.0,527.0,49.0,11.0,41.0,243.0,35.0,0.0,1417.0,16.0,7.0,288.0,58.0,25.0,9.0,408.0,43.0,41.0,59.0,247.0,1926.0,9.0,7.0,7.0,23.0,725.0,36.0,4.6212,10.0,58.0,57.0,8.0,1.0,4.0,1.0,,4.0,9.0,9.0,7.0,3.0,1.0,7.0,,,,,,,,,,5.0,1.0,,,1.0,,1.0,,,,3.0,,,,,,,,1.0,,,,,
483398,Matthew Whittingham,Midfielder,Wolves,39,England,2023-24,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88484,Pablo Sarabia,Midfielder,Wolves,39,Spain,2023-24,110.0,7.0,4.8877,0.0,15.0,18.0,5.3263,20.0,31.0,156.0,30.0,23.0,20.0,190.0,35.0,829.0,9.0,7.0,10.0,29.0,8.0,38.0,1748.0,22.0,69.0,2.0,60.0,62.0,606.0,59.0,,1.0,30.3537,44.0,,6.0,27.0,88.0,144.0,25.0,1.0,179.0,16.0,251.0,90.0,30.0,8.0,7.0,22.0,428.0,25.0,93.0,45.0,150.0,7.0,0.0,795.0,13.0,24.0,384.0,13.0,17.0,1.0,245.0,21.0,10.0,33.0,189.0,1248.0,7.0,15.0,7.0,9.0,249.0,19.0,5.4745,5.0,34.0,52.0,9.0,7.0,4.0,0.0,,,6.0,6.0,8.0,4.0,,8.0,,,,,,,,,,5.0,5.0,,,1.0,3.0,,,71.0,2.0,1.0,2.0,24.0,42.0,,,,,,,7.0,7.0,0.5022,
497606,Tawanda Chirewa,Midfielder,Wolves,39,Zimbabwe,2023-24,13.0,2.0,0.0778,0.0,1.0,1.0,0.1377,7.0,2.0,8.0,8.0,2.0,1.0,9.0,2.0,53.0,1.0,1.0,7.0,4.0,1.0,2.0,139.0,3.0,11.0,,2.0,10.0,43.0,5.0,,,2.1203,1.0,,,2.0,10.0,15.0,2.0,0.0,24.0,,15.0,3.0,8.0,1.0,4.0,2.0,29.0,2.0,2.0,5.0,20.0,1.0,0.0,50.0,1.0,1.0,25.0,3.0,1.0,,5.0,4.0,1.0,1.0,18.0,93.0,,1.0,1.0,,17.0,3.0,0.1614,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
514362,Temple Ojinnaka,Midfielder,Wolves,39,Italy,2023-24,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
