playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,fiftyFifty,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,substituteOn,aerialDuels,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,rightFootGoals,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,headedGoals,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulLaunches,goalKicks,cleanSheets,penaltyGoalsConceded,gkSuccessfulDistribution,clearancesOffTheLine,handballsConceded,foulWonPenalty,oboxBlocked,penaltiesConceded,lastPlayerTackle,shotsBlockedOutsideBox,catches,savesMadeFromOutsideBox,punches,savesMade,drops,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,successfulCornersIntoBox,oboxTarget,leftFootGoals,unsuccessfulCornersIntoBox,expectedGoalsFreekick,freekickTotal,attemptsFromSetPieces,throwInsToOppositionPlayer,penaltiesSaved,savesMadeCaught,penaltiesFaced,savesFromPenalty,goalkeeperSmother,crossesNotClaimed,redCards2ndYellow,secondGoalAssists,ownGoalScored,penaltiesTaken,penaltyGoals
476502,Boubacar Traoré,Midfielder,Wolves,39,Mali,2022-23,29.0,,0.0669,14.0,0.0,,,,,12.0,3.0,,23.0,10.0,1.0,,7.0,4.0,27.0,1.0,145.0,,,,6.0,15.0,,,405.0,,,8.0,25.0,,4.0,18.0,113.0,2.0,6.602,,1.0,9.0,,21.0,40.0,2.0,0.0,54.0,2.0,,43.0,27.0,10.0,,7.0,4.0,55.0,9.0,,1.0,7.0,,39.0,7.0,0.0,145.0,3.0,,41.0,5.0,4.0,2.0,42.0,10.0,7.0,5.0,20.0,196.0,,2.0,,2.0,63.0,7.0,0.0654,2.0,4.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449133,Harvey Griffiths,Midfielder,Wolves,39,England,2022-23,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240299,Joe Hodge,Midfielder,Wolves,39,Ireland,2022-23,7.0,,0.0498,8.0,0.0,1.0,,1.0,,5.0,1.0,,15.0,6.0,,,4.0,1.0,17.0,1.0,95.0,,,,5.0,3.0,,,174.0,,,2.0,7.0,,9.0,6.0,75.0,6.0,4.5428,1.0,2.0,5.0,1.0,5.0,13.0,1.0,0.0,14.0,5.0,,32.0,13.0,6.0,,3.0,,47.0,5.0,,1.0,2.0,1.0,11.0,1.0,0.0,95.0,1.0,1.0,24.0,2.0,,,28.0,2.0,,3.0,22.0,123.0,2.0,1.0,,1.0,31.0,2.0,0.2561,1.0,2.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448089,João Gomes,Midfielder,Wolves,39,Brazil,2022-23,43.0,1.0,0.1035,21.0,0.0,2.0,2.0,1.0,0.0791,29.0,2.0,,52.0,11.0,,2.0,13.0,7.0,64.0,6.0,312.0,1.0,,1.0,4.0,11.0,1.0,1.0,650.0,1.0,,4.0,60.0,1.0,18.0,53.0,238.0,6.0,14.0422,5.0,11.0,18.0,,39.0,90.0,16.0,1.0,103.0,9.0,0.0,87.0,59.0,11.0,1.0,16.0,7.0,126.0,17.0,,7.0,12.0,,92.0,7.0,0.0,300.0,,1.0,92.0,13.0,8.0,3.0,75.0,17.0,4.0,10.0,60.0,438.0,1.0,3.0,,7.0,123.0,16.0,0.2961,5.0,12.0,18.0,2.0,,1.0,1.0,,,,,2.0,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
19624,João Moutinho,Midfielder,Wolves,39,Portugal,2022-23,94.0,4.0,1.9439,33.0,0.0,6.0,3.0,,0.936,51.0,10.0,7.0,134.0,31.0,2.0,14.0,21.0,20.0,159.0,18.0,990.0,,1.0,,11.0,31.0,18.0,2.0,1783.0,2.0,2.0,23.0,82.0,4.0,36.0,74.0,781.0,15.0,25.9478,34.0,18.0,28.0,2.0,71.0,285.0,15.0,0.0,176.0,16.0,,278.0,106.0,31.0,,21.0,7.0,478.0,24.0,,41.0,14.0,2.0,145.0,8.0,0.0,914.0,7.0,8.0,235.0,30.0,8.0,6.0,249.0,31.0,18.0,50.0,178.0,1266.0,1.0,14.0,,9.0,371.0,21.0,1.3085,3.0,25.0,42.0,,,2.0,1.0,,,3.0,,4.0,,,4.0,,,,,,,,,34.0,1.0,12.0,1.0,,13.0,0.3161,3.0,3.0,2.0,,,,,,,,,,,
245923,Luke Cundle,Midfielder,Wolves,39,England,2022-23,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151086,Mario Lemina,Midfielder,Wolves,39,Gabon,2022-23,52.0,1.0,0.4651,21.0,1.0,4.0,2.0,,0.8566,38.0,5.0,1.0,64.0,19.0,1.0,5.0,13.0,17.0,82.0,2.0,647.0,,1.0,,2.0,22.0,1.0,,1303.0,,,5.0,75.0,3.0,27.0,58.0,538.0,5.0,25.5131,2.0,23.0,28.0,,47.0,204.0,9.0,0.0,127.0,18.0,,174.0,91.0,19.0,,14.0,3.0,194.0,25.0,,2.0,11.0,,105.0,17.0,0.0,642.0,3.0,6.0,109.0,24.0,11.0,8.0,180.0,18.0,14.0,27.0,89.0,825.0,,8.0,,8.0,372.0,9.0,0.2658,2.0,18.0,26.0,4.0,,2.0,2.0,,,,,4.0,,1.0,4.0,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,1.0,,,,
465351,Matheus Nunes,Midfielder,Wolves,39,Portugal,2022-23,167.0,7.0,1.3322,60.0,1.0,10.0,9.0,7.0,1.3069,66.0,18.0,6.0,135.0,34.0,1.0,14.0,21.0,30.0,172.0,28.0,974.0,1.0,2.0,0.0,4.0,52.0,9.0,5.0,2475.0,5.0,2.0,30.0,185.0,7.0,54.0,163.0,721.0,56.0,36.5707,26.0,32.0,38.0,4.0,137.0,280.0,49.0,1.0,352.0,31.0,1.0,206.0,154.0,34.0,1.0,23.0,27.0,409.0,31.0,,34.0,66.0,4.0,300.0,22.0,1.0,959.0,9.0,13.0,324.0,43.0,48.0,4.0,254.0,37.0,16.0,81.0,234.0,1487.0,7.0,16.0,1.0,10.0,402.0,18.0,2.3796,2.0,37.0,44.0,1.0,,4.0,2.0,,,1.0,,6.0,1.0,,6.0,,,,,,,,,9.0,3.0,3.0,3.0,,5.0,0.0438,1.0,1.0,1.0,,,,,,,,1.0,,,
88484,Pablo Sarabia,Midfielder,Wolves,39,Spain,2022-23,56.0,5.0,0.8085,17.0,0.0,7.0,5.0,1.0,0.4713,12.0,13.0,2.0,62.0,13.0,,10.0,9.0,9.0,73.0,16.0,314.0,1.0,3.0,1.0,4.0,16.0,8.0,4.0,770.0,4.0,,13.0,25.0,1.0,22.0,22.0,230.0,22.0,9.1304,11.0,4.0,9.0,6.0,43.0,50.0,8.0,0.0,81.0,7.0,0.0,100.0,42.0,13.0,1.0,6.0,9.0,148.0,8.0,,38.0,23.0,6.0,65.0,3.0,0.0,303.0,8.0,15.0,146.0,6.0,2.0,,70.0,13.0,2.0,11.0,94.0,477.0,3.0,7.0,,2.0,101.0,9.0,3.0727,3.0,11.0,20.0,,,,2.0,,,2.0,,1.0,,,1.0,,,,,,,,,28.0,,5.0,,,20.0,0.1714,1.0,1.0,,,,,,,,,,,,
171317,Rúben Neves,Midfielder,Wolves,39,Portugal,2022-23,129.0,1.0,1.5442,62.0,0.0,19.0,16.0,1.0,5.2135,79.0,47.0,7.0,176.0,35.0,1.0,11.0,32.0,33.0,326.0,22.0,2034.0,6.0,1.0,1.0,2.0,50.0,12.0,,3022.0,,,25.0,144.0,7.0,67.0,119.0,1495.0,26.0,43.6129,31.0,82.0,48.0,5.0,104.0,651.0,18.0,1.0,273.0,37.0,5.0,584.0,237.0,35.0,5.0,36.0,9.0,744.0,41.0,,41.0,21.0,5.0,223.0,25.0,0.0,1922.0,31.0,16.0,420.0,43.0,22.0,22.0,541.0,38.0,50.0,213.0,258.0,2575.0,10.0,3.0,2.0,56.0,976.0,27.0,5.1681,12.0,150.0,104.0,15.0,,9.0,1.0,,1.0,1.0,,14.0,1.0,,14.0,,,,,,,,,21.0,10.0,7.0,10.0,1.0,12.0,0.519,11.0,11.0,1.0,,,,,,,,,,3.0,3.0
