season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2023-24,11352254,1,49,Sheffield_United,Home,187861,82143,Wes Foderingham,wes-foderingham,G,False,,,4.0,4.0,5.0,9.0,,,8.0,,,,,,,,,,,,0.00367608,0.0,0.0,,,,0.9279,,,,,,90.0,,,,,,,21.0,,8.0,5.0,7.0,,,,,,,25.0,,25.0,5.0,30.0,0,,38.0,,,,
2023-24,11352254,1,49,Sheffield_United,Home,288997,102549,Adam Davies,adam-davies,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352399,2,49,Sheffield_United,Away,187861,82143,Wes Foderingham,wes-foderingham,G,False,,,4.0,3.0,15.0,18.0,,,10.0,,,,,,,,,1.0,,,0.00052924,0.0,0.0,,,,0.0504,1.0,,,,,90.0,,,,,,,12.0,1.0,6.7,1.0,2.0,,,1.0,,,1.0,16.0,,12.0,18.0,30.0,0,1.0,40.0,,,,1.0
2023-24,11352399,2,49,Sheffield_United,Away,288997,102549,Adam Davies,adam-davies,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352524,3,49,Sheffield_United,Home,187861,82143,Wes Foderingham,wes-foderingham,G,False,,,12.0,12.0,8.0,20.0,,1.0,12.0,,,,,,,,,2.0,,,0.00133287,0.0,0.0,,,,0.4679,,,,,,90.0,,,,,1.0,,11.0,,8.0,4.0,7.0,,,,1.0,,,23.0,,22.0,9.0,31.0,0,,44.0,,1.0,1.0,
2023-24,11352524,3,49,Sheffield_United,Home,288997,102549,Adam Davies,adam-davies,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352597,4,49,Sheffield_United,Home,187861,82143,Wes Foderingham,wes-foderingham,G,False,,2.0,7.0,5.0,16.0,21.0,,,12.0,,,,,,,,,,,,0.00072054,0.0,0.0,,,,1.6805,1.0,,,,,90.0,,,,,,,7.0,,7.3,2.0,4.0,,,,,,2.0,14.0,,11.0,17.0,28.0,0,,42.0,,,,
2023-24,11352597,4,49,Sheffield_United,Home,288997,102549,Adam Davies,adam-davies,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352621,5,49,Sheffield_United,Away,187861,82143,Wes Foderingham,wes-foderingham,G,False,,2.0,19.0,19.0,10.0,29.0,,,20.0,,,,,,,,,2.0,,,0.00245951,0.0,0.0,1.0,,,-0.0247,1.0,,,,,90.0,,,,,,,14.0,,8.9,3.0,8.0,,,1.0,,,2.0,32.0,,29.0,13.0,42.0,0,,63.0,,2.0,,
2023-24,11352621,5,49,Sheffield_United,Away,288997,102549,Adam Davies,adam-davies,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
