season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,metersCoveredHighSpeedRunningKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredSprintingKm,metersCoveredWalkingKm,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2025-26,14025038,1,56,Sunderland,Home,805137,201895,Omar Alderete,omar-alderete,D,True,1.0,,1.0,3.0,11.0,14.0,1.0,2.0,,1.0,,,,,,,1.0,3.0,,,0.122951,,,,1.0,,,,,1.0,1.0,,0.08,1.88,0.46,0.02,1.68,37.0,,,,,,,,,2.0,,,7.3,,,,,,3.0,,1.0,,2.0,,4.0,11.0,15.0,,,0,1.0,22.0,1.0,,,
2025-26,14025038,1,56,Sunderland,Home,831424,434399,Reinildo Mandava,reinildo-mandava,D,False,,,1.0,13.0,19.0,32.0,,,,3.0,,,,,,1.0,2.0,3.0,,,0.00484782,,,1.0,0.0,,,,,2.0,,,0.31,4.95,0.82,0.16,3.41,90.0,,,,,,,,,14.0,,,6.9,,,,,,4.0,,,,6.0,,21.0,21.0,42.0,,,0,2.0,63.0,,1.0,,2.0
2025-26,14025038,1,56,Sunderland,Home,958878,223827,Daniel Ballard,daniel-ballard,D,False,,,3.0,7.0,14.0,21.0,3.0,6.0,,4.0,,,,,1.0,,3.0,10.0,,1.0,0.00638843,0.1827,0.7834,,0.0,1.0,,,,,,,0.27,4.87,0.97,0.02,2.96,90.0,2.0,4.0,,,,,,,5.0,,,9.3,,,2.0,,,9.0,,,,7.0,,11.0,14.0,25.0,,,4,1.0,49.0,1.0,4.0,,1.0
2025-26,14025038,1,56,Sunderland,Home,989034,487676,Trai Hume,hume-trai,D,False,1.0,,2.0,18.0,8.0,26.0,3.0,4.0,,3.0,,,,1.0,,,5.0,8.0,,,0.0855114,,,1.0,0.0,,,,,1.0,1.0,,0.47,5.05,1.19,0.13,3.14,90.0,,,,,,,,,19.0,,,7.3,,,,,,3.0,1.0,6.0,,6.0,,25.0,12.0,37.0,,,0,2.0,60.0,,1.0,1.0,1.0
2025-26,14025038,1,56,Sunderland,Home,1088897,,Jenson Seelt,jenson-seelt,D,False,,,1.0,10.0,13.0,23.0,,1.0,,4.0,,,,1.0,,,1.0,3.0,,,0.00307293,,,,0.0,,,,,,,,0.16,2.51,0.49,0.06,1.77,53.0,,1.0,,,,,,,5.0,,,7.2,,,,,,3.0,,,,3.0,,14.0,14.0,28.0,,,0,2.0,36.0,,,,
2025-26,14025071,2,56,Sunderland,Away,174975,105717,Arthur Masuaku,arthur-masuaku,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025071,2,56,Sunderland,Away,805137,201895,Omar Alderete,omar-alderete,D,False,1.0,,2.0,32.0,43.0,75.0,2.0,3.0,,6.0,,,2.0,1.0,,,5.0,6.0,,,0.0153642,0.061,,1.0,0.0,,,,,2.0,,,,,,,,90.0,,,,,,,,,14.0,,,6.5,,,,,,5.0,1.0,1.0,,9.0,,44.0,43.0,87.0,,,2,2.0,102.0,1.0,1.0,,1.0
2025-26,14025071,2,56,Sunderland,Away,831424,434399,Reinildo Mandava,reinildo-mandava,D,False,1.0,,1.0,39.0,24.0,63.0,2.0,3.0,,3.0,,,,,,1.0,3.0,10.0,,,0.0227711,,,,0.0,,,,,1.0,,,,,,,,90.0,,,,,,,,,11.0,,,7.0,,,,,,6.0,,2.0,,2.0,,42.0,27.0,69.0,,,0,5.0,98.0,3.0,2.0,,2.0
2025-26,14025071,2,56,Sunderland,Away,958878,223827,Daniel Ballard,daniel-ballard,D,False,,,,1.0,2.0,3.0,,1.0,,,1.0,,,,,,,1.0,,,0.166126,,,,0.0,,,,,,1.0,,,,,,,9.0,,,,,,,,,1.0,,,7.0,,,,,,2.0,,,,1.0,,2.0,2.0,4.0,,,0,,6.0,,,,
2025-26,14025071,2,56,Sunderland,Away,989034,487676,Trai Hume,hume-trai,D,False,,,1.0,26.0,19.0,45.0,1.0,3.0,,3.0,,,1.0,,,1.0,3.0,6.0,,,0.026636,0.0269,,,0.0,,,,,1.0,1.0,,,,,,,90.0,,,,,,,,,20.0,,,6.5,,,,,,,1.0,4.0,,3.0,,33.0,25.0,58.0,,,1,2.0,81.0,,1.0,,2.0
