season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,crossNotClaimed,dispossessed,duelLost,duelWon,fouls,goalAssist,goals,goodHighClaim,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,possessionLostCtrl,rating,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalLongBalls,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonTackle
2013-14,3964837,3,56,Sunderland,Away,4574,17468,Carlos Cuellar,carlos-cuellar,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,3964837,3,56,Sunderland,Away,17898,39453,Modibo Diakité,modibo-diakite,D,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3964837,3,56,Sunderland,Away,41021,52828,Valentin Roberge,valentin-roberge,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,3964837,3,56,Sunderland,Away,45764,51955,Ondřej Čelůstka,ondrej-celustka,D,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3964837,3,56,Sunderland,Away,98222,88601,Charis Mavrias,charis-mavrias,D,True,,,,,,,,,,,,,,,,,,0.0,0.0,,,,29.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965131,4,56,Sunderland,Home,749,1841,Wes Brown,wes-brown,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,3965131,4,56,Sunderland,Home,4574,17468,Carlos Cuellar,carlos-cuellar,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,3965131,4,56,Sunderland,Home,17898,39453,Modibo Diakité,modibo-diakite,D,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965131,4,56,Sunderland,Home,41021,52828,Valentin Roberge,valentin-roberge,D,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965131,4,56,Sunderland,Home,45764,51955,Ondřej Čelůstka,ondrej-celustka,D,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965131,4,56,Sunderland,Home,98222,88601,Charis Mavrias,charis-mavrias,D,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,71.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965153,5,56,Sunderland,Away,763,3736,John O'Shea,john-oshea,D,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965153,5,56,Sunderland,Away,4574,17468,Carlos Cuellar,carlos-cuellar,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,3965153,5,56,Sunderland,Away,17898,39453,Modibo Diakité,modibo-diakite,D,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965153,5,56,Sunderland,Away,45764,51955,Ondřej Čelůstka,ondrej-celustka,D,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965153,5,56,Sunderland,Away,98222,88601,Charis Mavrias,charis-mavrias,D,True,,,,,,,,,,,,,,,,,,0.0,0.0,,,,44.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965171,6,56,Sunderland,Home,763,3736,John O'Shea,john-oshea,D,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965171,6,56,Sunderland,Home,4574,17468,Carlos Cuellar,carlos-cuellar,D,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965171,6,56,Sunderland,Home,41021,52828,Valentin Roberge,valentin-roberge,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,3965171,6,56,Sunderland,Home,45764,51955,Ondřej Čelůstka,ondrej-celustka,D,True,,,,,,,,,,,,,,,,,,0.0,0.0,,,,16.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965171,6,56,Sunderland,Home,98222,88601,Charis Mavrias,charis-mavrias,D,True,,,,,,,,,,,,,,,,,,0.0,0.0,,,,5.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965191,7,56,Sunderland,Home,763,3736,John O'Shea,john-oshea,D,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965191,7,56,Sunderland,Home,4574,17468,Carlos Cuellar,carlos-cuellar,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,3965191,7,56,Sunderland,Home,41021,52828,Valentin Roberge,valentin-roberge,D,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965191,7,56,Sunderland,Home,45764,51955,Ondřej Čelůstka,ondrej-celustka,D,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965213,8,56,Sunderland,Away,763,3736,John O'Shea,john-oshea,D,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965213,8,56,Sunderland,Away,768,17997,Phil Bardsley,phil-bardsley,D,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,1.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965213,8,56,Sunderland,Away,4574,17468,Carlos Cuellar,carlos-cuellar,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,3965213,8,56,Sunderland,Away,11711,11958,Andrea Dossena,andrea-dossena,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,3965213,8,56,Sunderland,Away,41021,52828,Valentin Roberge,valentin-roberge,D,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965213,8,56,Sunderland,Away,45764,51955,Ondřej Čelůstka,ondrej-celustka,D,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965231,9,56,Sunderland,Home,763,3736,John O'Shea,john-oshea,D,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965231,9,56,Sunderland,Home,768,17997,Phil Bardsley,phil-bardsley,D,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,77.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965231,9,56,Sunderland,Home,4574,17468,Carlos Cuellar,carlos-cuellar,D,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965231,9,56,Sunderland,Home,11711,11958,Andrea Dossena,andrea-dossena,D,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965231,9,56,Sunderland,Home,41021,52828,Valentin Roberge,valentin-roberge,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,3965231,9,56,Sunderland,Home,45764,51955,Ondřej Čelůstka,ondrej-celustka,D,True,,,,,,,,,,,,,,,,,,0.0,0.0,,,,13.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965245,10,56,Sunderland,Away,749,1841,Wes Brown,wes-brown,D,True,,,,6.0,6.0,2.0,1.0,2.0,,,,1.0,,,3.0,2.0,,0.0,0.0,,,,44.0,,2.0,0.0,2.0,6.9,,,,4.0,,,,,7.0,7.0,0.0,1.0,19.0,1.0,1.0,1.0
2013-14,3965245,10,56,Sunderland,Away,763,3736,John O'Shea,john-oshea,D,False,,1.0,4.0,11.0,15.0,1.0,3.0,5.0,,,,,,,2.0,6.0,1.0,0.0,0.0,,2.0,,90.0,,3.0,0.0,10.0,7.8,,1.0,,15.0,,,3.0,10.0,15.0,25.0,1.0,2.0,49.0,,1.0,2.0
2013-14,3965245,10,56,Sunderland,Away,768,17997,Phil Bardsley,phil-bardsley,D,False,1.0,2.0,7.0,12.0,18.0,,2.0,3.0,,,,,,1.0,2.0,5.0,1.0,0.0,0.0,,1.0,,90.0,,3.0,0.0,11.0,7.3,,1.0,,5.0,,2.0,4.0,14.0,12.0,24.0,1.0,2.0,53.0,,1.0,1.0
2013-14,3965245,10,56,Sunderland,Away,4574,17468,Carlos Cuellar,carlos-cuellar,D,False,,2.0,3.0,14.0,17.0,,3.0,1.0,,,,1.0,,,1.0,5.0,,0.0,0.0,,,,90.0,,2.0,1.0,12.0,6.9,,,,15.0,,,9.0,10.0,18.0,28.0,0.0,1.0,50.0,,1.0,1.0
2013-14,3965245,10,56,Sunderland,Away,11711,11958,Andrea Dossena,andrea-dossena,D,False,,2.0,2.0,8.0,10.0,,1.0,1.0,,,,1.0,,1.0,3.0,2.0,1.0,0.0,0.0,,2.0,1.0,45.0,,,0.0,6.0,5.7,,,,1.0,,,2.0,5.0,8.0,13.0,0.0,1.0,22.0,,,
2013-14,3965245,10,56,Sunderland,Away,45764,51955,Ondřej Čelůstka,ondrej-celustka,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,3965271,11,56,Sunderland,Home,749,1841,Wes Brown,wes-brown,D,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965271,11,56,Sunderland,Home,763,3736,John O'Shea,john-oshea,D,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965271,11,56,Sunderland,Home,768,17997,Phil Bardsley,phil-bardsley,D,False,,,,,,,,,,,,,,,,,,0.0,1.0,,,,90.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965271,11,56,Sunderland,Home,17898,39453,Modibo Diakité,modibo-diakite,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,3965271,11,56,Sunderland,Home,45764,51955,Ondřej Čelůstka,ondrej-celustka,D,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965271,11,56,Sunderland,Home,98222,88601,Charis Mavrias,charis-mavrias,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,3965291,12,56,Sunderland,Away,749,1841,Wes Brown,wes-brown,D,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,36.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965291,12,56,Sunderland,Away,763,3736,John O'Shea,john-oshea,D,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965291,12,56,Sunderland,Away,768,17997,Phil Bardsley,phil-bardsley,D,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965291,12,56,Sunderland,Away,41021,52828,Valentin Roberge,valentin-roberge,D,True,,,,,,,,,,,,,,,,,,0.0,0.0,,,,52.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965291,12,56,Sunderland,Away,45764,51955,Ondřej Čelůstka,ondrej-celustka,D,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,70.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965291,12,56,Sunderland,Away,98222,88601,Charis Mavrias,charis-mavrias,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,3965297,13,56,Sunderland,Away,749,1841,Wes Brown,wes-brown,D,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965297,13,56,Sunderland,Away,763,3736,John O'Shea,john-oshea,D,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965297,13,56,Sunderland,Away,768,17997,Phil Bardsley,phil-bardsley,D,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965297,13,56,Sunderland,Away,11711,11958,Andrea Dossena,andrea-dossena,D,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,84.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965297,13,56,Sunderland,Away,41021,52828,Valentin Roberge,valentin-roberge,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,3965297,13,56,Sunderland,Away,45764,51955,Ondřej Čelůstka,ondrej-celustka,D,True,,,,,,,,,,,,,,,,,,0.0,0.0,,,,6.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965329,14,56,Sunderland,Home,749,1841,Wes Brown,wes-brown,D,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965329,14,56,Sunderland,Home,763,3736,John O'Shea,john-oshea,D,False,,,,,,,,,,,,,,,,,,0.0,1.0,,,,90.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965329,14,56,Sunderland,Home,768,17997,Phil Bardsley,phil-bardsley,D,False,,,,,,,,,,,,,,,,,,0.0,1.0,,,,90.0,,,1.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965329,14,56,Sunderland,Home,11711,11958,Andrea Dossena,andrea-dossena,D,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965329,14,56,Sunderland,Home,41021,52828,Valentin Roberge,valentin-roberge,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,3965329,14,56,Sunderland,Home,45764,51955,Ondřej Čelůstka,ondrej-celustka,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,3965351,15,56,Sunderland,Home,749,1841,Wes Brown,wes-brown,D,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965351,15,56,Sunderland,Home,763,3736,John O'Shea,john-oshea,D,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,1.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965351,15,56,Sunderland,Home,768,17997,Phil Bardsley,phil-bardsley,D,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965351,15,56,Sunderland,Home,11711,11958,Andrea Dossena,andrea-dossena,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,3965351,15,56,Sunderland,Home,17898,39453,Modibo Diakité,modibo-diakite,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,3965351,15,56,Sunderland,Home,45764,51955,Ondřej Čelůstka,ondrej-celustka,D,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,77.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965375,16,56,Sunderland,Away,749,1841,Wes Brown,wes-brown,D,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965375,16,56,Sunderland,Away,763,3736,John O'Shea,john-oshea,D,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965375,16,56,Sunderland,Away,768,17997,Phil Bardsley,phil-bardsley,D,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,82.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965375,16,56,Sunderland,Away,11711,11958,Andrea Dossena,andrea-dossena,D,True,,,,,,,,,,,,,,,,,,0.0,0.0,,,,8.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965375,16,56,Sunderland,Away,41021,52828,Valentin Roberge,valentin-roberge,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,3965375,16,56,Sunderland,Away,45764,51955,Ondřej Čelůstka,ondrej-celustka,D,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965391,17,56,Sunderland,Home,749,1841,Wes Brown,wes-brown,D,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965391,17,56,Sunderland,Home,763,3736,John O'Shea,john-oshea,D,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965391,17,56,Sunderland,Home,768,17997,Phil Bardsley,phil-bardsley,D,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965391,17,56,Sunderland,Home,11711,11958,Andrea Dossena,andrea-dossena,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,3965391,17,56,Sunderland,Home,41021,52828,Valentin Roberge,valentin-roberge,D,True,,,,,,,,,,,,,,,,,,0.0,0.0,,,,1.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965391,17,56,Sunderland,Home,45764,51955,Ondřej Čelůstka,ondrej-celustka,D,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965403,18,56,Sunderland,Away,768,17997,Phil Bardsley,phil-bardsley,D,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965403,18,56,Sunderland,Away,11711,11958,Andrea Dossena,andrea-dossena,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,3965403,18,56,Sunderland,Away,17898,39453,Modibo Diakité,modibo-diakite,D,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965403,18,56,Sunderland,Away,41021,52828,Valentin Roberge,valentin-roberge,D,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965403,18,56,Sunderland,Away,45764,51955,Ondřej Čelůstka,ondrej-celustka,D,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965419,19,56,Sunderland,Away,768,17997,Phil Bardsley,phil-bardsley,D,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965419,19,56,Sunderland,Away,11711,11958,Andrea Dossena,andrea-dossena,D,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965419,19,56,Sunderland,Away,17898,39453,Modibo Diakité,modibo-diakite,D,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965419,19,56,Sunderland,Away,41021,52828,Valentin Roberge,valentin-roberge,D,False,,,,,,,,,,,,,,,,,,1.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965419,19,56,Sunderland,Away,45764,51955,Ondřej Čelůstka,ondrej-celustka,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,3965451,20,56,Sunderland,Home,768,17997,Phil Bardsley,phil-bardsley,D,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965451,20,56,Sunderland,Home,11711,11958,Andrea Dossena,andrea-dossena,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,3965451,20,56,Sunderland,Home,17898,39453,Modibo Diakité,modibo-diakite,D,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965451,20,56,Sunderland,Home,41021,52828,Valentin Roberge,valentin-roberge,D,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,77.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965451,20,56,Sunderland,Home,45764,51955,Ondřej Čelůstka,ondrej-celustka,D,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965463,21,56,Sunderland,Away,749,1841,Wes Brown,wes-brown,D,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965463,21,56,Sunderland,Away,763,3736,John O'Shea,john-oshea,D,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965463,21,56,Sunderland,Away,768,17997,Phil Bardsley,phil-bardsley,D,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965463,21,56,Sunderland,Away,45764,51955,Ondřej Čelůstka,ondrej-celustka,D,True,,,,,,,,,,,,,,,,,,0.0,0.0,,,,3.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965463,21,56,Sunderland,Away,69408,82263,Marcos Alonso,marcos-alonso,D,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965489,22,56,Sunderland,Home,749,1841,Wes Brown,wes-brown,D,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965489,22,56,Sunderland,Home,763,3736,John O'Shea,john-oshea,D,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965489,22,56,Sunderland,Home,768,17997,Phil Bardsley,phil-bardsley,D,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965489,22,56,Sunderland,Home,41021,52828,Valentin Roberge,valentin-roberge,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,3965489,22,56,Sunderland,Home,45764,51955,Ondřej Čelůstka,ondrej-celustka,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,3965489,22,56,Sunderland,Home,69408,82263,Marcos Alonso,marcos-alonso,D,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965509,23,56,Sunderland,Home,749,1841,Wes Brown,wes-brown,D,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965509,23,56,Sunderland,Home,763,3736,John O'Shea,john-oshea,D,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,90.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
2013-14,3965509,23,56,Sunderland,Home,768,17997,Phil Bardsley,phil-bardsley,D,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,45.0,,,0.0,,,,,,,,,,,,,0.0,,,,,
