season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2022-23,10385599,6,11,Everton,Home,13918,40349,Asmir Begović,asmir-begovic,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385599,6,11,Everton,Home,138530,111234,Jordan Pickford,jordan-pickford,G,False,,,5.0,3.0,6.0,9.0,,,8.0,,,,,,,,,,,,0.00057276,0.0,0.0,,,,1.4915,1.0,,,,,90.0,,,,,,,16.0,,9.2,7.0,8.0,,,,,,,20.0,,17.0,7.0,24.0,0,,39.0,,,,
2022-23,11047751,7,11,Everton,Away,13918,40349,Asmir Begović,asmir-begovic,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,11047751,7,11,Everton,Away,138530,111234,Jordan Pickford,jordan-pickford,G,False,,,6.0,5.0,5.0,10.0,,,4.0,,,,,,,,,,,,0.00130174,0.0,0.0,,,,-0.6728,,,,,,90.0,,,,,,,20.0,,5.5,1.0,1.0,,,1.0,,,,26.0,,24.0,6.0,30.0,0,,35.0,,,,
2022-23,10385623,8,11,Everton,Home,4387,11974,Eldin Jakupović,eldin-jakupovic,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385623,8,11,Everton,Home,13918,40349,Asmir Begović,asmir-begovic,G,False,,,5.0,3.0,13.0,16.0,,1.0,9.0,,,,,,,,,1.0,,,0.00050188,0.0,0.0,,,,0.4929,1.0,,,,,90.0,,,,,,,9.0,2.0,8.0,4.0,4.0,,,3.0,,,,14.0,,12.0,13.0,25.0,0,,39.0,,,,
2022-23,10385657,9,11,Everton,Away,13918,40349,Asmir Begović,asmir-begovic,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385657,9,11,Everton,Away,138530,111234,Jordan Pickford,jordan-pickford,G,False,,,15.0,10.0,15.0,25.0,,2.0,8.0,,,,,,,,,2.0,,,0.00349738,0.0,0.0,,,,-0.1719,,,,,,90.0,,,,,,,9.0,2.0,7.7,4.0,5.0,,,4.0,,,,24.0,,19.0,15.0,34.0,0,,47.0,,,,
2022-23,10385762,10,11,Everton,Home,13918,40349,Asmir Begović,asmir-begovic,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385762,10,11,Everton,Home,138530,111234,Jordan Pickford,jordan-pickford,G,False,,,10.0,7.0,21.0,28.0,3.0,,7.0,,,,,,,,3.0,,,,0.00631419,0.0,0.0,,,,0.0926,1.0,,,,,90.0,,,,,,,13.0,,6.3,,2.0,,,1.0,,,,23.0,,18.0,23.0,41.0,0,,51.0,,,,
2022-23,10385753,11,11,Everton,Away,13918,40349,Asmir Begović,asmir-begovic,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385753,11,11,Everton,Away,138530,111234,Jordan Pickford,jordan-pickford,G,False,,,5.0,4.0,6.0,10.0,,,8.0,,,,,,,,1.0,,,,0.00163715,0.0,0.0,1.0,,,0.1231,,,,,,90.0,,,1.0,1.0,,,18.0,1.0,6.9,5.0,5.0,,,1.0,,,,23.0,,18.0,10.0,28.0,0,,41.0,,,,
2022-23,10385715,12,11,Everton,Away,13918,40349,Asmir Begović,asmir-begovic,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385715,12,11,Everton,Away,138530,111234,Jordan Pickford,jordan-pickford,G,False,,1.0,12.0,9.0,5.0,14.0,,,8.0,,,,,,,,,,,,0.00376011,0.0,0.0,,,,-0.3346,,,,,,90.0,,,,,,,19.0,,6.7,3.0,3.0,,,,,,1.0,31.0,,27.0,6.0,33.0,0,,41.0,,,,
2022-23,10385721,13,11,Everton,Home,13918,40349,Asmir Begović,asmir-begovic,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385721,13,11,Everton,Home,138530,111234,Jordan Pickford,jordan-pickford,G,False,,,6.0,5.0,8.0,13.0,,,4.0,,,,,,,,,,,,0.00124319,0.0,0.0,,,,0.5654,1.0,,,,,90.0,,,,,,,10.0,,7.2,1.0,2.0,,,,,,,16.0,,13.0,10.0,23.0,0,,30.0,,,,
2022-23,10385378,14,11,Everton,Away,13918,40349,Asmir Begović,asmir-begovic,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385378,14,11,Everton,Away,138530,111234,Jordan Pickford,jordan-pickford,G,False,,1.0,10.0,6.0,17.0,23.0,,,6.0,,,,,,,,,,,,0.0182796,0.0,0.0,,,,1.6407,,,,1.0,,90.0,,,,,,,16.0,1.0,8.6,5.0,6.0,,,4.0,,,1.0,26.0,,19.0,20.0,39.0,0,,54.0,,,,
2022-23,10385390,15,11,Everton,Home,13918,40349,Asmir Begović,asmir-begovic,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385390,15,11,Everton,Home,138530,111234,Jordan Pickford,jordan-pickford,G,False,,,11.0,11.0,17.0,28.0,,,10.0,,,,,,,,,,,1.0,0.0057042,0.0,0.0,,,,-0.5045,,,,,,90.0,,,,,,,16.0,,7.0,3.0,6.0,,,2.0,,,,26.0,,23.0,21.0,44.0,0,,57.0,,,,
2022-23,10385386,16,11,Everton,Away,13918,40349,Asmir Begović,asmir-begovic,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385386,16,11,Everton,Away,138530,111234,Jordan Pickford,jordan-pickford,G,False,,,3.0,2.0,19.0,21.0,,,8.0,,,,,,,,,,1.0,,0.00031041,0.0,0.0,,,,0.2274,,,,,,90.0,,,,,,,4.0,,6.2,3.0,5.0,,,,,,,7.0,,6.0,19.0,25.0,0,,37.0,,,,
2022-23,10385391,17,11,Everton,Home,13918,40349,Asmir Begović,asmir-begovic,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385391,17,11,Everton,Home,138530,111234,Jordan Pickford,jordan-pickford,G,False,,1.0,5.0,2.0,20.0,22.0,,,8.0,,,,,,,,,,,,0.00029306,0.0,0.0,,,,-0.7809,,,,,,90.0,,,,,,,9.0,,6.4,2.0,2.0,,,1.0,,,1.0,14.0,,10.0,21.0,31.0,0,,40.0,,,,
2022-23,10385418,18,11,Everton,Away,13918,40349,Asmir Begović,asmir-begovic,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385418,18,11,Everton,Away,138530,111234,Jordan Pickford,jordan-pickford,G,False,,,7.0,4.0,7.0,11.0,,1.0,6.0,,,,,,,,,1.0,,,0.00077133,0.0,0.0,,,,0.2454,,,,,,90.0,,,,,,,20.0,2.0,6.9,2.0,2.0,,,3.0,,,,26.0,,23.0,8.0,31.0,0,,38.0,,,,
2022-23,10385421,19,11,Everton,Home,13918,40349,Asmir Begović,asmir-begovic,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385421,19,11,Everton,Home,138530,111234,Jordan Pickford,jordan-pickford,G,False,,,3.0,2.0,23.0,25.0,,,8.0,,,,,,,,,,,,0.00213704,0.0,0.0,,,,-1.8531,,,,,,90.0,,,,,,,3.0,,6.2,2.0,4.0,,,,,,,6.0,,4.0,24.0,28.0,0,,38.0,,,,
2022-23,10385422,20,11,Everton,Home,13918,40349,Asmir Begović,asmir-begovic,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385422,20,11,Everton,Home,138530,111234,Jordan Pickford,jordan-pickford,G,False,,,15.0,11.0,11.0,22.0,,,12.0,,,,,,,,,,,,0.00865594,0.0,0.0,,,,-0.4468,1.0,,,,,90.0,,,,,,,28.0,,6.3,2.0,3.0,,,,,,,41.0,,38.0,11.0,49.0,0,,58.0,,,,
2022-23,10385444,21,11,Everton,Away,13918,40349,Asmir Begović,asmir-begovic,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385444,21,11,Everton,Away,138530,111234,Jordan Pickford,jordan-pickford,G,False,,1.0,5.0,3.0,18.0,21.0,,,4.0,,,,,,,,,1.0,,,0.00156957,0.0,0.0,,,,-0.0603,,,,,,90.0,,,,,,,8.0,,6.6,1.0,2.0,,,,,,1.0,12.0,,8.0,21.0,29.0,0,,36.0,,1.0,,
2022-23,10385450,22,11,Everton,Home,13918,40349,Asmir Begović,asmir-begovic,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385450,22,11,Everton,Home,138530,111234,Jordan Pickford,jordan-pickford,G,False,,,14.0,14.0,2.0,16.0,,,7.0,,,,,,,,,1.0,,,0.0053105,0.0,0.0,,,,0.1396,2.0,,,,,90.0,,,,,,,15.0,,7.2,1.0,2.0,,,,,,,29.0,,29.0,2.0,31.0,0,,38.0,,1.0,,
2022-23,10385456,23,11,Everton,Away,13918,40349,Asmir Begović,asmir-begovic,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385456,23,11,Everton,Away,138530,111234,Jordan Pickford,jordan-pickford,G,False,,,10.0,8.0,12.0,20.0,,,13.0,,,,,,,,,,1.0,,0.00433831,0.0,0.0,,,,0.2801,1.0,,,,,90.0,,,,,,,15.0,1.0,6.2,3.0,4.0,,,1.0,,,,25.0,,22.0,13.0,35.0,0,,48.0,,,,
2022-23,10385463,24,11,Everton,Home,13918,40349,Asmir Begović,asmir-begovic,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385463,24,11,Everton,Home,138530,111234,Jordan Pickford,jordan-pickford,G,False,,1.0,8.0,7.0,12.0,19.0,,1.0,11.0,,,,,,,,,1.0,,,0.00526271,0.0,0.0,,,,,1.0,,,,,90.0,,,,,,,13.0,1.0,7.2,,,,,1.0,,,1.0,21.0,,18.0,14.0,32.0,0,,41.0,,,,
2022-23,10385471,25,11,Everton,Home,13918,40349,Asmir Begović,asmir-begovic,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385471,25,11,Everton,Home,138530,111234,Jordan Pickford,jordan-pickford,G,False,,,7.0,6.0,6.0,12.0,,,6.0,,,,,,,,,,,,0.00132893,0.0,0.0,,,,1.5483,,,,,,90.0,,,,1.0,,,15.0,,6.5,2.0,3.0,,,,,,,22.0,,21.0,6.0,27.0,0,,32.0,,,,
2022-23,10385507,26,11,Everton,Away,13918,40349,Asmir Begović,asmir-begovic,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385507,26,11,Everton,Away,138530,111234,Jordan Pickford,jordan-pickford,G,False,,,11.0,7.0,4.0,11.0,,1.0,8.0,,,,,,,,,2.0,,,0.00359694,0.0,0.0,,,,-0.0201,,,,,,90.0,,,,,,,15.0,1.0,6.6,2.0,2.0,,,2.0,,,,26.0,,21.0,5.0,26.0,0,,33.0,,1.0,,
2022-23,10385516,27,11,Everton,Home,13918,40349,Asmir Begović,asmir-begovic,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385516,27,11,Everton,Home,138530,111234,Jordan Pickford,jordan-pickford,G,False,,1.0,3.0,3.0,,3.0,,,8.0,,,,,,1.0,,,,,,0.0129059,0.0,0.0,,,,0.593,1.0,,,,,90.0,,,,,,,22.0,1.0,7.2,1.0,3.0,,,1.0,,,1.0,25.0,,24.0,1.0,25.0,0,,33.0,,,,
2022-23,10385526,28,11,Everton,Away,13918,40349,Asmir Begović,asmir-begovic,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385526,28,11,Everton,Away,138530,111234,Jordan Pickford,jordan-pickford,G,False,,,2.0,1.0,9.0,10.0,,,8.0,,,,,,,,,,,,7.041e-05,0.0,0.0,,,,0.6009,,,,,,90.0,,,,1.0,,,12.0,1.0,7.0,4.0,5.0,,,1.0,,,,14.0,,13.0,9.0,22.0,0,,34.0,,,,
2022-23,10385542,29,11,Everton,Home,13918,40349,Asmir Begović,asmir-begovic,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385542,29,11,Everton,Home,138530,111234,Jordan Pickford,jordan-pickford,G,False,,,7.0,6.0,4.0,10.0,,,4.0,,,,,,,,,,,,0.011836,0.0,0.0,,,,-0.0061,,,1.0,,,90.0,,,,1.0,,,18.0,,6.2,,,,,,,,,25.0,,23.0,5.0,28.0,0,,31.0,,,,
2022-23,10385578,30,11,Everton,Away,13918,40349,Asmir Begović,asmir-begovic,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385578,30,11,Everton,Away,138530,111234,Jordan Pickford,jordan-pickford,G,False,,1.0,13.0,4.0,16.0,20.0,,1.0,11.0,,,,,,,,,1.0,,,0.00045544,0.0,0.0,,,,0.1827,1.0,,,,,90.0,,,,,,,16.0,1.0,8.3,8.0,9.0,,,1.0,,,1.0,28.0,,17.0,18.0,35.0,0,,53.0,,,,
2022-23,10385583,31,11,Everton,Home,13918,40349,Asmir Begović,asmir-begovic,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385583,31,11,Everton,Home,138530,111234,Jordan Pickford,jordan-pickford,G,False,,2.0,3.0,1.0,15.0,16.0,,,13.0,,,,,,,,,,,,0.00012607,0.0,0.0,,,,-0.4172,2.0,,,,,90.0,,,,,,,19.0,,6.4,,4.0,,,,,,2.0,22.0,,20.0,15.0,35.0,0,,45.0,,,,
2022-23,10385594,32,11,Everton,Away,10343,11948,Andy Lonergan,andy-lonergan,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385594,32,11,Everton,Away,13918,40349,Asmir Begović,asmir-begovic,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385594,32,11,Everton,Away,138530,111234,Jordan Pickford,jordan-pickford,G,False,,1.0,6.0,6.0,8.0,14.0,,,15.0,,,,,,,,,1.0,,,0.00406518,,,,,,0.3534,1.0,,,,,90.0,,,,,,,19.0,,7.4,,2.0,,,,,,1.0,23.0,,21.0,10.0,31.0,0,,44.0,,1.0,,
2022-23,10385612,33,11,Everton,Home,13918,40349,Asmir Begović,asmir-begovic,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385612,33,11,Everton,Home,138530,111234,Jordan Pickford,jordan-pickford,G,False,,1.0,5.0,4.0,2.0,6.0,,,7.0,,,,,,,,,,,,0.00383143,0.0,0.0,,,,-0.2768,1.0,,,,,90.0,,,,,,,19.0,,5.7,2.0,3.0,,,,,,1.0,24.0,,23.0,2.0,25.0,0,,31.0,,,,
2022-23,10385652,34,11,Everton,Away,13918,40349,Asmir Begović,asmir-begovic,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385652,34,11,Everton,Away,138530,111234,Jordan Pickford,jordan-pickford,G,False,,1.0,13.0,13.0,6.0,19.0,,,10.0,,,,1.0,,,,1.0,,,,0.0130622,0.0,0.0,,,,0.2574,1.0,,1.0,,,90.0,,,,1.0,1.0,,18.0,,6.8,3.0,3.0,,,,,,1.0,31.0,,29.0,8.0,37.0,0,,45.0,,,,
2022-23,11155330,35,11,Everton,Away,13918,40349,Asmir Begović,asmir-begovic,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,11155330,35,11,Everton,Away,138530,111234,Jordan Pickford,jordan-pickford,G,False,,1.0,10.0,10.0,1.0,11.0,,1.0,6.0,,,,,,,,,2.0,,,0.00244292,0.0,0.0,,,,1.4326,,,,,,90.0,,,,,,,24.0,1.0,7.4,4.0,4.0,,,1.0,,,1.0,33.0,,31.0,4.0,35.0,0,,41.0,,1.0,,
2022-23,10385685,36,11,Everton,Home,10343,11948,Andy Lonergan,andy-lonergan,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385685,36,11,Everton,Home,13918,40349,Asmir Begović,asmir-begovic,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385685,36,11,Everton,Home,138530,111234,Jordan Pickford,jordan-pickford,G,False,,,6.0,4.0,13.0,17.0,,,5.0,,,,,,,,,,,,0.00193558,,,,,,-1.7854,,,,,,90.0,,,,,,,12.0,,5.7,,1.0,,,,,,,18.0,,14.0,15.0,29.0,0,,32.0,,,,
2022-23,10385716,37,11,Everton,Away,10343,11948,Andy Lonergan,andy-lonergan,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385716,37,11,Everton,Away,13918,40349,Asmir Begović,asmir-begovic,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385716,37,11,Everton,Away,138530,111234,Jordan Pickford,jordan-pickford,G,False,,,10.0,8.0,11.0,19.0,,,6.0,,,,,,1.0,,,,,,0.00983714,,,,,,0.2482,1.0,,,,,90.0,,,,,,,15.0,,7.0,4.0,4.0,,,,,,,25.0,,22.0,12.0,34.0,0,,42.0,,,,
2022-23,10385724,38,11,Everton,Home,10343,11948,Andy Lonergan,andy-lonergan,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385724,38,11,Everton,Home,13918,40349,Asmir Begović,asmir-begovic,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385724,38,11,Everton,Home,138530,111234,Jordan Pickford,jordan-pickford,G,False,,,12.0,9.0,10.0,19.0,,,6.0,,,,,,,,,,,,0.00456293,0.0,0.0,,,,0.2027,1.0,,,,,90.0,,,,,,,10.0,,7.2,,1.0,,,,,,,22.0,,19.0,10.0,29.0,0,,34.0,,,,
