season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2024-25,12436967,5,11,Everton,Away,930666,222627,João Virgínia,joao-virginia,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436992,6,11,Everton,Home,138530,111234,Jordan Pickford,jordan-pickford,G,False,,1.0,14.0,9.0,15.0,24.0,,,,13.0,,,,,,,,,,,,0.0113806,,,,0.0,,-0.291,3.0,,,,,90.0,,,,,,,14.0,,,7.3,1.0,3.0,,,,1.0,,,1.0,28.0,,23.0,15.0,38.0,,,0,,51.0,,,,
2024-25,12436992,6,11,Everton,Home,930666,222627,João Virgínia,joao-virginia,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437018,7,11,Everton,Home,13918,40349,Asmir Begović,asmir-begovic,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437018,7,11,Everton,Home,138530,111234,Jordan Pickford,jordan-pickford,G,False,,1.0,6.0,5.0,11.0,16.0,,,,7.0,,,,,,1.0,,,,,,0.00308478,,,,0.0,,0.8644,1.0,,,,,90.0,,,,1.0,1.0,,19.0,,2.0,7.7,2.0,3.0,,,,2.0,,,1.0,25.0,,24.0,11.0,35.0,,,0,,46.0,,,,
2024-25,12437018,7,11,Everton,Home,930666,222627,João Virgínia,joao-virginia,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437030,8,11,Everton,Away,13918,40349,Asmir Begović,asmir-begovic,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437030,8,11,Everton,Away,138530,111234,Jordan Pickford,jordan-pickford,G,False,,2.0,4.0,3.0,13.0,16.0,,,,12.0,,,,,,,,,1.0,,,0.00074043,,,,0.0,,0.3213,,,,,,90.0,,,,,,,24.0,,2.0,6.9,1.0,2.0,,,,3.0,,,2.0,28.0,,24.0,16.0,40.0,,,0,,50.0,,1.0,,
2024-25,12437030,8,11,Everton,Away,930666,222627,João Virgínia,joao-virginia,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437047,9,11,Everton,Home,138530,111234,Jordan Pickford,jordan-pickford,G,False,,1.0,10.0,10.0,13.0,23.0,,,,12.0,,,,,,,,,,,,0.00631954,,,,0.0,,0.326,,,,,,90.0,,,,,,,13.0,,,7.0,2.0,2.0,,,,4.0,,,1.0,21.0,,21.0,13.0,34.0,,,0,,48.0,,,,
2024-25,12437047,9,11,Everton,Home,930666,222627,João Virgínia,joao-virginia,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437058,10,11,Everton,Away,13918,40349,Asmir Begović,asmir-begovic,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437058,10,11,Everton,Away,138530,111234,Jordan Pickford,jordan-pickford,G,False,,,7.0,4.0,14.0,18.0,,,,6.0,,,,,,,,,,,,0.00537807,,,,0.0,,-0.1901,,,1.0,,,90.0,,,,,,,12.0,,1.0,6.5,1.0,1.0,,,,1.0,,,,19.0,,15.0,15.0,30.0,,,0,,36.0,,,,
2024-25,12437058,10,11,Everton,Away,930666,222627,João Virgínia,joao-virginia,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436486,11,11,Everton,Away,13918,40349,Asmir Begović,asmir-begovic,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436486,11,11,Everton,Away,138530,111234,Jordan Pickford,jordan-pickford,G,False,,1.0,10.0,3.0,18.0,21.0,,,,6.0,,,,,,,,,,,,0.00073095,,,,0.0,,1.211,1.0,,,,,90.0,,,,,,,13.0,,,8.6,5.0,6.0,,,,,,,1.0,23.0,,14.0,20.0,34.0,,,0,,46.0,,,,
2024-25,12436486,11,11,Everton,Away,930666,222627,João Virgínia,joao-virginia,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436488,12,11,Everton,Home,138530,111234,Jordan Pickford,jordan-pickford,G,False,,1.0,2.0,3.0,14.0,17.0,,,,9.0,,,,,,,,,1.0,,,0.00053105,,,,0.0,,0.3807,,,,,,90.0,,,,,,,7.0,,,7.1,1.0,2.0,,,,,,,1.0,8.0,,9.0,14.0,23.0,,,0,,34.0,,1.0,,
2024-25,12436488,12,11,Everton,Home,930666,222627,João Virgínia,joao-virginia,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436505,13,11,Everton,Away,13918,40349,Asmir Begović,asmir-begovic,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436505,13,11,Everton,Away,138530,111234,Jordan Pickford,jordan-pickford,G,False,,1.0,8.0,5.0,25.0,30.0,,,,6.0,,,,,,,,,1.0,,,0.00656898,,,,0.0,,-2.6159,,,,,1.0,90.0,,,,,,,12.0,,,6.1,,1.0,,,,1.0,,,1.0,20.0,,16.0,26.0,42.0,,,0,1.0,49.0,,,,
2024-25,12436505,13,11,Everton,Away,930666,222627,João Virgínia,joao-virginia,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436947,14,11,Everton,Home,138530,111234,Jordan Pickford,jordan-pickford,G,False,,3.0,10.0,8.0,19.0,27.0,,,,10.0,,,,,,,,,,,,0.00909867,,,,0.0,,0.3802,,,,1.0,,90.0,,,,,,,17.0,,,7.4,1.0,2.0,,,,2.0,,,3.0,26.0,,23.0,21.0,44.0,,,0,,54.0,,,,
2024-25,12436947,14,11,Everton,Home,930666,222627,João Virgínia,joao-virginia,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,13344418,15,11,Everton,Home,13918,40349,Asmir Begović,asmir-begovic,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,13344418,15,11,Everton,Home,138530,111234,Jordan Pickford,jordan-pickford,G,False,,,11.0,8.0,10.0,18.0,,,,9.0,,,,,,,,,,,,0.00755139,,,,0.0,,-0.4445,,,,,,90.0,,,,,,,18.0,,,6.6,,2.0,,,,,,,,28.0,,22.0,14.0,36.0,,,0,,41.0,,,,
2024-25,13344418,15,11,Everton,Home,930666,222627,João Virgínia,joao-virginia,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436438,16,11,Everton,Away,138530,111234,Jordan Pickford,jordan-pickford,G,False,,1.0,6.0,4.0,10.0,14.0,1.0,,,10.0,,,,,,,,1.0,,,,0.00180139,,,,0.0,,1.8123,3.0,,,,,90.0,,,,,,,20.0,,2.0,8.2,5.0,5.0,,,,5.0,,,1.0,24.0,,21.0,11.0,32.0,,,0,,49.0,,,,
2024-25,12436438,16,11,Everton,Away,930666,222627,João Virgínia,joao-virginia,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436466,17,11,Everton,Home,138530,111234,Jordan Pickford,jordan-pickford,G,False,,,8.0,7.0,10.0,17.0,,,,10.0,,,,,,,,,,,,0.00299625,,,,0.0,,0.5136,,,,,,90.0,,,,,,,20.0,,,7.4,2.0,4.0,,,,,,,,28.0,,27.0,10.0,37.0,,,0,,45.0,,,,
2024-25,12436466,17,11,Everton,Home,930666,222627,João Virgínia,joao-virginia,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436481,18,11,Everton,Away,138530,111234,Jordan Pickford,jordan-pickford,G,False,,1.0,13.0,8.0,26.0,34.0,,,,11.0,,,,1.0,,,,1.0,,,,0.00428615,,,,0.0,,0.6643,1.0,,,,,90.0,,,,1.0,1.0,,18.0,,,7.6,3.0,4.0,,,,1.0,,,1.0,31.0,,23.0,29.0,52.0,,,0,,67.0,,,,
2024-25,12436481,18,11,Everton,Away,930666,222627,João Virgínia,joao-virginia,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436517,19,11,Everton,Home,138530,111234,Jordan Pickford,jordan-pickford,G,False,,,8.0,6.0,21.0,27.0,,,,14.0,,,,,,,,,,,,0.0060533,,,,0.0,,-0.2904,1.0,,,,,90.0,,,,,,,13.0,,,7.2,4.0,5.0,,,,,,,,21.0,,18.0,22.0,40.0,,,0,,55.0,,,,
2024-25,12436517,19,11,Everton,Home,930666,222627,João Virgínia,joao-virginia,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436518,20,11,Everton,Away,13918,40349,Asmir Begović,asmir-begovic,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436518,20,11,Everton,Away,138530,111234,Jordan Pickford,jordan-pickford,G,False,,2.0,13.0,13.0,4.0,17.0,,1.0,,13.0,,,,,,,,,2.0,,,0.0220238,,,,0.0,,2.0162,,,,,,90.0,,,,,,,23.0,,2.0,8.2,5.0,7.0,,,,2.0,,,2.0,36.0,,33.0,7.0,40.0,,,0,,57.0,,1.0,,
2024-25,12436518,20,11,Everton,Away,930666,222627,João Virgínia,joao-virginia,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436434,21,11,Everton,Home,13918,40349,Asmir Begović,asmir-begovic,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436434,21,11,Everton,Home,138530,111234,Jordan Pickford,jordan-pickford,G,False,,1.0,8.0,6.0,27.0,33.0,,,,12.0,,,,,,,,,,,,0.00628524,,,,0.0,,-0.1992,1.0,,,,,90.0,,,,,,,12.0,,,7.2,1.0,2.0,,,,,,,1.0,18.0,,15.0,28.0,43.0,,,0,,55.0,,,,
2024-25,12436434,21,11,Everton,Home,930666,222627,João Virgínia,joao-virginia,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436448,22,11,Everton,Home,13918,40349,Asmir Begović,asmir-begovic,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436448,22,11,Everton,Home,138530,111234,Jordan Pickford,jordan-pickford,G,False,,,12.0,9.0,17.0,26.0,,,,6.0,,,,,,,,,,,,0.00760679,,,,0.0,,0.1452,1.0,,,,,90.0,,,,,,,10.0,,,7.1,3.0,3.0,,,,1.0,,,,22.0,,17.0,19.0,36.0,,,0,,46.0,,,,
2024-25,12436448,22,11,Everton,Home,930666,222627,João Virgínia,joao-virginia,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436895,23,11,Everton,Away,13918,40349,Asmir Begović,asmir-begovic,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436895,23,11,Everton,Away,138530,111234,Jordan Pickford,jordan-pickford,G,False,,,8.0,8.0,18.0,26.0,,2.0,,7.0,,,,,,,,,2.0,,,0.00187596,,,,0.0,,0.6075,1.0,,,,,90.0,,,,,,,22.0,,1.0,6.9,1.0,1.0,,,,1.0,,,,30.0,,27.0,21.0,48.0,,,0,,54.0,,1.0,,
2024-25,12436895,23,11,Everton,Away,930666,222627,João Virgínia,joao-virginia,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436921,24,11,Everton,Home,13918,40349,Asmir Begović,asmir-begovic,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436921,24,11,Everton,Home,138530,111234,Jordan Pickford,jordan-pickford,G,False,,1.0,8.0,4.0,21.0,25.0,,1.0,,6.0,1.0,,,,,,,,2.0,,,0.00752546,,,,1.0,,0.0552,1.0,,,1.0,,90.0,,,,,,,4.0,,,7.8,1.0,1.0,,,,1.0,,,1.0,12.0,,7.0,22.0,29.0,,,0,,37.0,,2.0,,
2024-25,12436921,24,11,Everton,Home,930666,222627,João Virgínia,joao-virginia,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436939,25,11,Everton,Away,13918,40349,Asmir Begović,asmir-begovic,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436939,25,11,Everton,Away,138530,111234,Jordan Pickford,jordan-pickford,G,False,,2.0,15.0,9.0,20.0,29.0,,,,13.0,,,,,,,,,,,,0.0017757,,,,0.0,,0.782,2.0,,,,,90.0,,,,,,,14.0,,,7.9,2.0,5.0,,,,2.0,,,2.0,29.0,,23.0,20.0,43.0,,,0,,58.0,,,,
2024-25,12436939,25,11,Everton,Away,930666,222627,João Virgínia,joao-virginia,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436625,26,11,Everton,Home,13918,40349,Asmir Begović,asmir-begovic,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436625,26,11,Everton,Home,138530,111234,Jordan Pickford,jordan-pickford,G,False,,,12.0,11.0,14.0,25.0,,,,10.0,,,,,,,,,,,,0.00754797,,,,0.0,,-1.7377,1.0,,,,,90.0,,,,,,,14.0,,,6.3,,1.0,,,,1.0,,,,26.0,,25.0,14.0,39.0,,,0,,47.0,,,,
2024-25,12436625,26,11,Everton,Home,930666,222627,João Virgínia,joao-virginia,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436968,27,11,Everton,Away,13918,40349,Asmir Begović,asmir-begovic,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436968,27,11,Everton,Away,138530,111234,Jordan Pickford,jordan-pickford,G,False,,,11.0,3.0,23.0,26.0,,,,8.0,,,,,,,,,,,,0.00303469,,,,0.0,,-0.1099,,,,,,90.0,,,,,,,10.0,,,6.9,1.0,2.0,,,,,,,,20.0,,11.0,24.0,35.0,,,0,,42.0,,,,
2024-25,12436968,27,11,Everton,Away,930666,222627,João Virgínia,joao-virginia,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437012,28,11,Everton,Away,13918,40349,Asmir Begović,asmir-begovic,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437012,28,11,Everton,Away,138530,111234,Jordan Pickford,jordan-pickford,G,False,,,11.0,6.0,20.0,26.0,,,,7.0,,,,,,,,,,,,0.00630937,,,,0.0,,0.1193,,,,,,90.0,,,,,,,12.0,,1.0,7.1,2.0,2.0,,,,2.0,,,,23.0,,15.0,23.0,38.0,,,0,,48.0,,,,
2024-25,12437012,28,11,Everton,Away,930666,222627,João Virgínia,joao-virginia,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437021,29,11,Everton,Home,138530,111234,Jordan Pickford,jordan-pickford,G,False,,1.0,5.0,1.0,27.0,28.0,,,,8.0,,,,,,,,,,,,0.0002633,,,,0.0,,0.8235,,,,,,90.0,,,,,,,10.0,,,7.5,3.0,5.0,,,,2.0,,,1.0,14.0,,10.0,27.0,37.0,,,0,,50.0,,,,
2024-25,12437021,29,11,Everton,Home,930666,222627,João Virgínia,joao-virginia,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436593,30,11,Everton,Away,138530,111234,Jordan Pickford,jordan-pickford,G,False,,,6.0,4.0,11.0,15.0,,,,10.0,,,,,,,,,,,,0.00253543,,,,0.0,,-0.7305,2.0,,,,,90.0,,,,,,,15.0,,2.0,7.0,1.0,3.0,,,,3.0,,,,21.0,,18.0,12.0,30.0,,,0,,44.0,,,,
2024-25,12436593,30,11,Everton,Away,930666,222627,João Virgínia,joao-virginia,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436596,31,11,Everton,Home,138530,111234,Jordan Pickford,jordan-pickford,G,False,,,8.0,8.0,12.0,20.0,,,,4.0,,,,,,,,,,,,0.0182697,,,,0.0,,-0.35,,,,,,90.0,,,,,,,16.0,,1.0,6.9,2.0,3.0,,,,1.0,,,,23.0,,23.0,12.0,35.0,,,0,,40.0,1.0,,,
2024-25,12436596,31,11,Everton,Home,930666,222627,João Virgínia,joao-virginia,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436613,32,11,Everton,Away,138530,111234,Jordan Pickford,jordan-pickford,G,False,,,3.0,2.0,20.0,22.0,,,,6.0,,,,,,,,,,,,0.00044717,,,,0.0,,0.7796,1.0,,,,,90.0,,,,,,,12.0,,,7.8,5.0,5.0,,,,,,,,15.0,,13.0,21.0,34.0,,,0,,45.0,,,,
2024-25,12436613,32,11,Everton,Away,930666,222627,João Virgínia,joao-virginia,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436628,33,11,Everton,Home,138530,111234,Jordan Pickford,jordan-pickford,G,False,,3.0,15.0,6.0,25.0,31.0,,,,14.0,,,,,,1.0,,,,,,0.007646,,,,0.0,,0.8881,,,,,,90.0,,,,,,,10.0,,,7.3,2.0,4.0,,,,1.0,,,3.0,25.0,,15.0,26.0,41.0,,,0,,51.0,,,,
2024-25,12436628,33,11,Everton,Home,930666,222627,João Virgínia,joao-virginia,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436550,34,11,Everton,Away,13918,40349,Asmir Begović,asmir-begovic,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436550,34,11,Everton,Away,138530,111234,Jordan Pickford,jordan-pickford,G,False,,,4.0,1.0,29.0,30.0,,,,13.0,,,,,,,,,,,1.0,0.00053023,,,,0.0,,0.7349,,,,,,90.0,,,,,,,8.0,,1.0,7.6,4.0,6.0,,,,1.0,,,,12.0,,7.0,31.0,38.0,,,0,,55.0,,,,
2024-25,12436550,34,11,Everton,Away,930666,222627,João Virgínia,joao-virginia,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436572,35,11,Everton,Home,138530,111234,Jordan Pickford,jordan-pickford,G,False,,1.0,6.0,4.0,25.0,29.0,,1.0,,5.0,,,,,,,,,1.0,,,0.00342219,,,,0.0,,-0.7888,,,,,,90.0,,,,,,,11.0,,,6.5,1.0,3.0,,,,,,,1.0,17.0,,15.0,25.0,40.0,,,0,,47.0,,1.0,,
2024-25,12436572,35,11,Everton,Home,930666,222627,João Virgínia,joao-virginia,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436566,36,11,Everton,Away,138530,111234,Jordan Pickford,jordan-pickford,G,False,,,8.0,6.0,23.0,29.0,,,,6.0,,,,,,,,,,,,0.00451517,,,,0.0,,0.2805,1.0,,,,,90.0,,,,,,,14.0,,,7.4,2.0,5.0,,,,,,,,22.0,,19.0,24.0,43.0,,,0,,50.0,,,,
2024-25,12436566,36,11,Everton,Away,930666,222627,João Virgínia,joao-virginia,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436579,37,11,Everton,Home,138530,111234,Jordan Pickford,jordan-pickford,G,False,,2.0,9.0,1.0,29.0,30.0,,,,3.0,,,,,,,,,,,,0.00019012,,,,0.0,,1.217,,,,,,90.0,,,,,,,13.0,,,7.2,2.0,2.0,,,,,,,2.0,22.0,,11.0,32.0,43.0,,,0,,47.0,,,,
