season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2018-19,7827867,1,57,Watford,Home,16701,38439,Étienne Capoue,etienne-capoue,M,False,,,4.0,17.0,24.0,41.0,1.0,2.0,7.0,,,,3.0,,,1.0,9.0,9.0,,,4.0,,,,,2.0,,,90.0,1.0,,,,,,,16.0,,7.1,,,2.0,,1.0,1.0,,,7.0,,30.0,26.0,56.0,3,4.0,76.0,,3.0,1.0,3.0
2018-19,7827867,1,57,Watford,Home,96535,121599,Abdoulaye Doucouré,abdoulaye-doucoure,M,False,,,,26.0,29.0,55.0,1.0,5.0,9.0,,,,2.0,,,,5.0,6.0,,,1.0,,,,,1.0,2.0,,90.0,,,,,,,,13.0,,6.8,,,,,1.0,2.0,,,1.0,,37.0,29.0,66.0,0,,71.0,,,1.0,
2018-19,7827867,1,57,Watford,Home,122701,61566,Roberto Pereyra,roberto-pereyra,M,False,,,1.0,22.0,7.0,29.0,2.0,,12.0,1.0,,1.0,1.0,,,3.0,8.0,7.0,,,,,2.0,,,2.0,1.0,,87.0,2.0,,,,,,,13.0,,8.7,,,1.0,,,5.0,,,1.0,,27.0,8.0,35.0,4,1.0,57.0,,3.0,3.0,
2018-19,7827867,1,57,Watford,Home,193554,108413,Will Hughes,will-hughes,M,False,,,1.0,11.0,7.0,18.0,2.0,3.0,4.0,,,1.0,1.0,,,2.0,6.0,12.0,,,1.0,,,,,,,,81.0,,,,,,,,10.0,,7.0,,,2.0,,,1.0,1.0,,2.0,,16.0,9.0,24.0,3,5.0,44.0,1.0,3.0,1.0,1.0
2018-19,7827867,1,57,Watford,Home,319847,157775,Ken Sema,ken-sema,M,True,,,,4.0,2.0,6.0,,,2.0,,,,,,,,,1.0,,,,,,,,,,,9.0,,,,,,,,1.0,,6.6,,,,,,,,,,,5.0,2.0,7.0,0,1.0,9.0,,,,1.0
2018-19,7827897,2,57,Watford,Away,16701,38439,Étienne Capoue,etienne-capoue,M,False,,,3.0,8.0,21.0,29.0,4.0,1.0,12.0,,,,2.0,,,,8.0,5.0,,,2.0,,,,,2.0,,,90.0,,,,,,,,10.0,,6.4,,,,,1.0,1.0,,,8.0,,15.0,24.0,39.0,0,2.0,46.0,,1.0,1.0,1.0
2018-19,7827897,2,57,Watford,Away,96535,121599,Abdoulaye Doucouré,abdoulaye-doucoure,M,False,,,2.0,18.0,19.0,37.0,,1.0,8.0,1.0,,,1.0,,,,2.0,5.0,,,,1.0,,,,,1.0,,90.0,,,,,,,,11.0,,7.3,,,,,3.0,2.0,,,5.0,,24.0,21.0,45.0,0,3.0,56.0,2.0,,1.0,1.0
2018-19,7827897,2,57,Watford,Away,122701,61566,Roberto Pereyra,roberto-pereyra,M,False,1.0,,1.0,16.0,12.0,27.0,,,7.0,1.0,,,,,,1.0,3.0,1.0,,,1.0,,,,,2.0,2.0,,90.0,,,,,,,,12.0,,7.0,,,,,,2.0,2.0,,1.0,,24.0,13.0,35.0,0,,46.0,1.0,,1.0,
2018-19,7827897,2,57,Watford,Away,193554,108413,Will Hughes,will-hughes,M,False,,,1.0,21.0,6.0,27.0,1.0,,6.0,,,1.0,1.0,,,1.0,6.0,8.0,,,3.0,,1.0,,,,2.0,,83.0,1.0,,,,,,,12.0,,7.5,,,,,1.0,,,,3.0,,25.0,10.0,35.0,2,6.0,57.0,3.0,2.0,,4.0
2018-19,7827897,2,57,Watford,Away,319847,157775,Ken Sema,ken-sema,M,True,,,,1.0,3.0,4.0,2.0,3.0,3.0,,,,,,,2.0,5.0,5.0,,,1.0,,,,,2.0,,,22.0,1.0,,,,,,,9.0,,6.4,,,,,,,,,1.0,,5.0,4.0,9.0,1,,18.0,1.0,2.0,,
