season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2017-18,7437084,1,57,Watford,Home,642,16045,Ben Watson,ben-watson,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437084,1,57,Watford,Home,16701,38439,Étienne Capoue,etienne-capoue,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437084,1,57,Watford,Home,27714,44604,Nordin Amrabat,nordin-amrabat,M,False,1.0,,,12.0,5.0,16.0,4.0,2.0,3.0,,,,,,,4.0,14.0,7.0,,,6.0,,,,,,1.0,,90.0,,,,,,,,25.0,,6.5,,,,,1.0,2.0,4.0,,2.0,1.0,27.0,8.0,31.0,0,3.0,51.0,1.0,1.0,1.0,
2017-18,7437084,1,57,Watford,Home,46432,43250,Tom Cleverley,tom-cleverley,M,False,,,3.0,21.0,10.0,31.0,2.0,,5.0,,,,,,,,3.0,,,,,,,,,1.0,,,90.0,,,,,,,,16.0,,6.3,,,,,,1.0,1.0,,6.0,,31.0,13.0,43.0,0,,53.0,1.0,,,
2017-18,7437084,1,57,Watford,Home,96535,121599,Abdoulaye Doucouré,abdoulaye-doucoure,M,False,,,5.0,25.0,35.0,60.0,,3.0,11.0,,,,1.0,,,1.0,4.0,7.0,,,2.0,,1.0,,,1.0,2.0,,90.0,1.0,,,,,,,16.0,,7.8,,,,,2.0,3.0,,,5.0,,34.0,39.0,73.0,1,1.0,86.0,2.0,,3.0,
2017-18,7437084,1,57,Watford,Home,98450,89085,Nathaniel Chalobah,nathaniel-chalobah,M,False,,,,9.0,10.0,19.0,,2.0,6.0,,,,,,,,,4.0,,,,,,,,1.0,,,90.0,,,,,,,,7.0,,6.7,,,1.0,,,,,,2.0,,15.0,11.0,26.0,1,2.0,31.0,,,,
2017-18,7437084,1,57,Watford,Home,122701,61566,Roberto Pereyra,roberto-pereyra,M,False,,,2.0,1.0,2.0,3.0,1.0,,2.0,,,1.0,,,,,1.0,3.0,,,,,,,,,,,49.0,,,,,,,,1.0,,6.8,,,,,,1.0,,,2.0,,1.0,2.0,3.0,1,,10.0,1.0,2.0,1.0,
2017-18,7437730,2,57,Watford,Away,642,16045,Ben Watson,ben-watson,M,True,,,,2.0,,2.0,,,,,,,1.0,,,,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,2.0,,,,,,,1.0,,1.0,,,,4.0,,3.0,0,,6.0,,,,
2017-18,7437730,2,57,Watford,Away,16701,38439,Étienne Capoue,etienne-capoue,M,True,,,,2.0,2.0,4.0,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,1.0,,10.0,1.0,,,,,,,,,7.4,,,,,1.0,,,,,,2.0,2.0,4.0,1,,6.0,,,,
2017-18,7437730,2,57,Watford,Away,27714,44604,Nordin Amrabat,nordin-amrabat,M,False,1.0,,1.0,15.0,4.0,18.0,2.0,1.0,4.0,,,,2.0,,,,5.0,4.0,,,,,,,,,2.0,,82.0,,,,,,,,13.0,,7.0,,,1.0,,1.0,1.0,5.0,,2.0,1.0,22.0,5.0,22.0,1,3.0,39.0,3.0,,,2.0
2017-18,7437730,2,57,Watford,Away,46432,43250,Tom Cleverley,tom-cleverley,M,False,2.0,,5.0,29.0,17.0,44.0,1.0,,12.0,,,2.0,,,,,4.0,3.0,,,3.0,,,,,1.0,2.0,,90.0,,,,,,,,9.0,,7.2,,,,,,,4.0,,6.0,,34.0,18.0,48.0,2,2.0,67.0,2.0,1.0,,2.0
2017-18,7437730,2,57,Watford,Away,96535,121599,Abdoulaye Doucouré,abdoulaye-doucoure,M,False,,,5.0,24.0,22.0,46.0,1.0,1.0,5.0,,,1.0,,,,,2.0,3.0,,,1.0,,,,,1.0,,,90.0,,1.0,,,,,,11.0,,7.1,,,,,1.0,,,,7.0,,29.0,25.0,54.0,1,2.0,63.0,2.0,,,2.0
2017-18,7437730,2,57,Watford,Away,98450,89085,Nathaniel Chalobah,nathaniel-chalobah,M,False,,,2.0,11.0,9.0,20.0,,5.0,7.0,,1.0,,,,,3.0,5.0,12.0,,,2.0,,,,,,,,89.0,2.0,1.0,,,,,,16.0,,7.5,,,3.0,,1.0,3.0,,,5.0,1.0,20.0,11.0,31.0,5,4.0,52.0,1.0,,3.0,3.0
2017-18,7437730,2,57,Watford,Away,193554,108413,Will Hughes,will-hughes,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437784,3,57,Watford,Home,642,16045,Ben Watson,ben-watson,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437784,3,57,Watford,Home,16701,38439,Étienne Capoue,etienne-capoue,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
