playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,aerialDuels,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,headedGoals,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulPassesOwnHalf,unsuccessfulLongPasses,goalKicks,cleanSheets,penaltiesConceded,ownGoalScored,successfulLaunches,rightFootGoals,gkSuccessfulDistribution,blocks,clearancesOffTheLine,unsuccessfulLaunches,throwInsToOppositionPlayer,lastPlayerTackle,throughBalls,shotsOnTargetOutsideBox,oboxTarget,hitWoodwork,successfulCornersIntoBox,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,expectedGoalsFreekick,cornersTakenInclShortCorners,leftFootGoals,foulWonPenalty,redCards2ndYellow,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,penaltiesTaken,penaltyGoals
440323,Armando Broja,Forward,Burnley,90,Albania,2025-26,130.0,1.0,0.2251,0.0,8.0,6.0,6.0,1.6642,6.0,8.0,46.0,24.0,1.0,8.0,8.0,46.0,2.0,151.0,1.0,6.0,1.0,1.0,16.0,111.0,1.0,5.0,849.0,5.0,5.0,76.0,65.0,5.0,12.0,30.0,104.0,42.0,2.0,28.0278,4.0,9.0,27.0,7.0,54.0,35.0,16.0,0.0,195.0,7.0,0.0,31.0,26.0,24.0,3.0,16.0,82.0,22.0,1.0,2.0,36.0,7.0,84.0,35.0,0.0,149.0,2.0,4.0,119.0,3.0,8.0,36.0,14.0,3.0,1.0,49.0,324.0,1.0,6.0,1.0,24.0,3.0,1.0,2.1458,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44699,Ashley Barnes,Forward,Burnley,90,England,2025-26,11.0,,0.0409,0.0,1.0,1.0,,0.3995,,1.0,8.0,7.0,,1.0,,9.0,,13.0,,2.0,,,7.0,16.0,,1.0,40.0,1.0,,8.0,10.0,1.0,,2.0,4.0,5.0,1.0,2.311,,,3.0,1.0,3.0,2.0,2.0,0.0,21.0,,,7.0,2.0,7.0,,,3.0,2.0,,,2.0,1.0,5.0,8.0,0.0,13.0,,2.0,17.0,,1.0,2.0,2.0,,,2.0,27.0,,,,1.0,,1.0,0.2499,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578614,Enock Agyei,Forward,Burnley,90,Belgium,2025-26,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179458,Jacob Bruun Larsen,Forward,Burnley,90,Denmark,2025-26,59.0,5.0,1.1711,0.0,7.0,4.0,4.0,0.8774,12.0,10.0,47.0,28.0,1.0,14.0,10.0,54.0,19.0,292.0,,4.0,,4.0,18.0,28.0,9.0,2.0,1023.0,2.0,,17.0,33.0,3.0,22.0,22.0,235.0,35.0,3.0,26.2951,11.0,13.0,29.0,3.0,42.0,61.0,,0.0,92.0,7.0,,65.0,31.0,28.0,8.0,25.0,180.0,26.0,,33.0,36.0,3.0,64.0,11.0,0.0,285.0,6.0,16.0,149.0,4.0,10.0,79.0,1.0,6.0,3.0,87.0,504.0,16.0,10.0,4.0,67.0,,,1.38,0.0,8.0,7.0,,,,,,,,1.0,,5.0,,,2.0,2.0,2.0,1.0,4.0,5.0,5.0,11.0,0.2033,18.0,,,,,,,,,,,,,,,,
444180,Jaidon Anthony,Forward,Burnley,90,England,2025-26,188.0,9.0,2.8657,0.0,13.0,23.0,6.0,8.1597,42.0,42.0,148.0,37.0,2.0,34.0,32.0,180.0,44.0,897.0,8.0,9.0,3.0,3.0,5.0,37.0,14.0,9.0,2735.0,9.0,4.0,25.0,134.0,4.0,59.0,122.0,688.0,108.0,5.0,54.514,35.0,27.0,59.0,10.0,163.0,247.0,47.0,0.0,322.0,26.0,5.0,209.0,141.0,37.0,20.0,65.0,437.0,55.0,,66.0,106.0,10.0,285.0,12.0,0.0,832.0,19.0,16.0,461.0,22.0,36.0,137.0,28.0,15.0,29.0,304.0,1541.0,18.0,19.0,3.0,294.0,13.0,,5.1307,4.0,57.0,32.0,,2.0,1.0,,1.0,3.0,,7.0,,10.0,7.0,,4.0,6.0,6.0,2.0,5.0,,,18.0,,27.0,5.0,1.0,,,,,,,,,,,,,,
644593,Kian McMahon-Brown,Forward,Burnley,90,Ireland,2025-26,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469272,Loum Tchaouna,Forward,Burnley,90,France,2025-26,82.0,10.0,0.9283,0.0,9.0,9.0,3.0,1.1008,18.0,14.0,76.0,29.0,1.0,24.0,14.0,85.0,24.0,342.0,2.0,1.0,1.0,5.0,15.0,39.0,10.0,3.0,1270.0,3.0,2.0,25.0,54.0,3.0,28.0,40.0,244.0,29.0,3.0,23.968,12.0,10.0,24.0,4.0,57.0,49.0,16.0,0.0,136.0,13.0,1.0,74.0,38.0,29.0,9.0,14.0,178.0,21.0,,24.0,31.0,4.0,97.0,14.0,0.0,337.0,5.0,8.0,181.0,9.0,7.0,114.0,13.0,2.0,13.0,105.0,578.0,3.0,12.0,5.0,89.0,8.0,,1.2514,2.0,23.0,9.0,,,,,1.0,1.0,,1.0,,4.0,,,1.0,4.0,4.0,3.0,,2.0,2.0,,0.0762,1.0,1.0,,,,,,,,,,,,,,,
435973,Lyle Foster,Forward,Burnley,90,South Africa,2025-26,142.0,1.0,0.4899,0.0,7.0,6.0,1.0,3.3068,16.0,13.0,77.0,26.0,2.0,12.0,15.0,84.0,5.0,280.0,3.0,11.0,2.0,3.0,11.0,98.0,1.0,3.0,1372.0,3.0,3.0,70.0,66.0,1.0,23.0,38.0,189.0,55.0,2.0,28.0924,8.0,20.0,30.0,4.0,72.0,68.0,13.0,1.0,208.0,7.0,1.0,47.0,42.0,26.0,4.0,12.0,143.0,29.0,,5.0,44.0,4.0,110.0,28.0,0.0,278.0,7.0,8.0,190.0,12.0,10.0,79.0,22.0,4.0,7.0,86.0,523.0,4.0,12.0,3.0,54.0,5.0,2.0,3.2454,4.0,15.0,7.0,,,,,,2.0,,3.0,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,
174592,Marcus Edwards,Forward,Burnley,90,England,2025-26,82.0,5.0,1.8469,0.0,9.0,6.0,1.0,0.9897,11.0,14.0,53.0,23.0,3.0,15.0,11.0,59.0,14.0,338.0,1.0,1.0,1.0,3.0,12.0,10.0,5.0,5.0,1064.0,5.0,2.0,8.0,45.0,1.0,12.0,43.0,273.0,54.0,1.0,20.7286,17.0,4.0,18.0,6.0,74.0,54.0,18.0,0.0,127.0,1.0,0.0,84.0,50.0,23.0,6.0,24.0,208.0,17.0,,15.0,52.0,6.0,117.0,2.0,0.0,326.0,8.0,11.0,170.0,5.0,14.0,116.0,7.0,2.0,6.0,84.0,548.0,3.0,9.0,3.0,76.0,2.0,2.0,1.4907,0.0,12.0,6.0,,,,,2.0,,,,,2.0,,,3.0,,,1.0,,4.0,4.0,1.0,0.3699,5.0,1.0,,,,,,,,,,,,,,,
437748,Mike Trésor,Forward,Burnley,90,Belgium,2025-26,7.0,1.0,0.005,0.0,,,1.0,,1.0,,4.0,6.0,,,,4.0,1.0,27.0,,,,,6.0,3.0,1.0,,37.0,,,3.0,1.0,2.0,,1.0,22.0,1.0,,2.2329,1.0,,2.0,,4.0,5.0,,0.0,8.0,,,9.0,4.0,6.0,,2.0,12.0,,,2.0,4.0,,5.0,,0.0,26.0,,1.0,13.0,1.0,,4.0,,,1.0,9.0,42.0,,,,12.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,
