season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2021-22,9576162,1,90,Burnley,Home,20993,40145,Jack Cork,jack-cork,M,False,,,1.0,5.0,4.0,9.0,1.0,2.0,7.0,,,1.0,,,1.0,6.0,3.0,,,2.0,,,,,,,,,85.0,,,,,,,,12.0,,6.2,,,1.0,,2.0,2.0,1.0,,2.0,,10.0,5.0,14.0,2,1.0,28.0,3.0,,,
2021-22,9576162,1,90,Burnley,Home,27028,44699,Ashley Barnes,ashley-barnes,M,True,,,,1.0,,1.0,2.0,,1.0,,,,,,,3.0,,,,1.0,,,,,,1.0,1.0,,20.0,,,,,,,,2.0,,6.6,,,,,,,,,,,3.0,,3.0,0,,5.0,,,,
2021-22,9576162,1,90,Burnley,Home,49647,60551,Ashley Westwood,ashley-westwood,M,False,2.0,,4.0,18.0,5.0,21.0,1.0,,5.0,1.0,,,1.0,,,2.0,1.0,,,,1.0,,,,,1.0,2.0,,90.0,,,,,,,,17.0,,7.4,,,,,1.0,,9.0,,7.0,,33.0,6.0,30.0,0,1.0,45.0,,,,1.0
2021-22,9576162,1,90,Burnley,Home,49805,60586,Jóhann Guðmundsson,johann-gumundsson,M,False,,,1.0,12.0,,12.0,2.0,,2.0,,,,1.0,,2.0,6.0,8.0,,,1.0,,,,,1.0,,,,90.0,,,,,,,,12.0,,6.9,,,2.0,,2.0,6.0,4.0,,2.0,,18.0,1.0,15.0,2,2.0,38.0,3.0,,6.0,1.0
2021-22,9576162,1,90,Burnley,Home,358394,172782,Josh Brownhill,josh-brownhill,M,True,,,,2.0,4.0,6.0,,1.0,1.0,,,,,,,,3.0,,,,,,,,,1.0,1.0,,11.0,,,,,,,,4.0,,7.0,,,,,,,1.0,,1.0,,6.0,4.0,9.0,0,2.0,14.0,,,,2.0
2021-22,9576162,1,90,Burnley,Home,935543,433154,Dwight McNeil,dwight-mcneil,M,False,2.0,,,10.0,4.0,12.0,,,1.0,,,,,1.0,2.0,4.0,2.0,,,1.0,,,,,,1.0,2.0,,79.0,,2.0,,,,,,14.0,,7.3,,,,,1.0,3.0,10.0,,1.0,,19.0,5.0,14.0,0,,38.0,,,2.0,
2021-22,9576162,1,90,Burnley,Home,993533,461096,Lewis Richardson,lewis-richardson,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576069,2,90,Burnley,Away,20993,40145,Jack Cork,jack-cork,M,False,,,1.0,6.0,5.0,11.0,1.0,1.0,2.0,,,,,,1.0,2.0,2.0,,,,,,,,,1.0,,,90.0,,,,,,,,8.0,,6.5,,,1.0,,1.0,,1.0,,3.0,,12.0,5.0,16.0,1,1.0,29.0,,,,1.0
2021-22,9576069,2,90,Burnley,Away,27028,44699,Ashley Barnes,ashley-barnes,M,False,,,1.0,13.0,,13.0,6.0,5.0,5.0,,1.0,,,,,8.0,8.0,,,2.0,,,,,,,3.0,,90.0,1.0,1.0,,,,,,11.0,,7.0,,,,,1.0,1.0,,,1.0,2.0,17.0,1.0,18.0,1,1.0,31.0,5.0,1.0,1.0,
2021-22,9576069,2,90,Burnley,Away,49805,60586,Jóhann Guðmundsson,johann-gumundsson,M,False,2.0,,,13.0,3.0,14.0,1.0,1.0,3.0,,,,,,2.0,7.0,3.0,,,4.0,,,,,,,1.0,,79.0,,,,,,,,12.0,,6.5,,,,,,,4.0,,,,21.0,4.0,21.0,0,1.0,31.0,1.0,1.0,,
2021-22,9576069,2,90,Burnley,Away,358394,172782,Josh Brownhill,josh-brownhill,M,False,1.0,,1.0,11.0,5.0,15.0,1.0,,7.0,,,,,,3.0,6.0,4.0,,,1.0,,,,,,3.0,1.0,,90.0,,,,,,,,15.0,,6.8,,,,,2.0,1.0,4.0,,4.0,,20.0,6.0,22.0,0,3.0,43.0,,1.0,,1.0
2021-22,9576069,2,90,Burnley,Away,935543,433154,Dwight McNeil,dwight-mcneil,M,False,1.0,,,10.0,8.0,17.0,,1.0,4.0,,,,2.0,1.0,1.0,5.0,9.0,,,1.0,,,,,,2.0,1.0,,90.0,1.0,2.0,,,,,,16.0,,7.8,,,1.0,,,5.0,5.0,,2.0,,18.0,10.0,23.0,2,3.0,50.0,3.0,1.0,4.0,3.0
2021-22,9576069,2,90,Burnley,Away,993533,461096,Lewis Richardson,lewis-richardson,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576069,2,90,Burnley,Away,1085982,461567,Owen Dodgson,owen-dodgson,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576190,3,90,Burnley,Home,9692,17349,Aaron Lennon,aaron-lennon,M,True,,,,3.0,1.0,4.0,1.0,,2.0,,,,,,,3.0,3.0,,,1.0,,,,,,,,,27.0,,,,,,,,1.0,,6.5,,,,,,1.0,,,,,3.0,1.0,4.0,0,2.0,11.0,,1.0,,1.0
2021-22,9576190,3,90,Burnley,Home,20993,40145,Jack Cork,jack-cork,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576190,3,90,Burnley,Home,27028,44699,Ashley Barnes,ashley-barnes,M,False,,,1.0,9.0,5.0,14.0,3.0,7.0,5.0,,,,1.0,,5.0,13.0,13.0,,,3.0,,,,,,,1.0,,79.0,,,,,,,,22.0,,6.7,,,1.0,,,1.0,,,1.0,,14.0,7.0,21.0,1,3.0,48.0,8.0,3.0,,1.0
2021-22,9576190,3,90,Burnley,Home,49647,60551,Ashley Westwood,ashley-westwood,M,False,1.0,,2.0,16.0,13.0,28.0,,,7.0,,,,1.0,,1.0,4.0,4.0,,,2.0,,,,,1.0,2.0,2.0,,90.0,,,,,,,,16.0,,7.1,,,,,1.0,1.0,6.0,,5.0,,28.0,16.0,38.0,0,1.0,54.0,,2.0,1.0,1.0
2021-22,9576190,3,90,Burnley,Home,49805,60586,Jóhann Guðmundsson,johann-gumundsson,M,False,,,,14.0,3.0,17.0,1.0,1.0,5.0,,,,,,1.0,5.0,2.0,,,2.0,,,,,,,,,63.0,,,,,,,,8.0,,6.5,,,1.0,,,2.0,3.0,,1.0,1.0,19.0,4.0,20.0,1,,28.0,,,1.0,
2021-22,9576190,3,90,Burnley,Home,358394,172782,Josh Brownhill,josh-brownhill,M,False,1.0,,2.0,11.0,7.0,17.0,1.0,1.0,7.0,,,1.0,,,,2.0,1.0,,,1.0,,,,,,2.0,,,90.0,,,,,,,,11.0,,6.6,,,1.0,,2.0,,1.0,,6.0,,18.0,8.0,25.0,2,,35.0,1.0,,,
2021-22,9576190,3,90,Burnley,Home,935543,433154,Dwight McNeil,dwight-mcneil,M,False,1.0,,,12.0,6.0,17.0,1.0,2.0,10.0,1.0,,1.0,2.0,,1.0,6.0,13.0,,,,,,,,,,2.0,,90.0,,,,,,,,20.0,,7.7,,,1.0,,1.0,6.0,9.0,,2.0,,25.0,7.0,23.0,2,7.0,57.0,3.0,,4.0,6.0
2021-22,9576114,4,90,Burnley,Away,9692,17349,Aaron Lennon,aaron-lennon,M,True,,,,1.0,3.0,4.0,1.0,,2.0,,,,,,,1.0,,,,,,,,,,,,,14.0,,,,,,,,1.0,,6.5,,,,,,,,,,,2.0,3.0,5.0,0,,7.0,,,,
2021-22,9576114,4,90,Burnley,Away,20993,40145,Jack Cork,jack-cork,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576114,4,90,Burnley,Away,27028,44699,Ashley Barnes,ashley-barnes,M,False,,,1.0,5.0,4.0,9.0,5.0,4.0,2.0,,,,1.0,,2.0,9.0,5.0,,,1.0,,,,,,,1.0,,76.0,,,,,,,,10.0,,6.5,,,,,,1.0,,,1.0,1.0,10.0,6.0,16.0,0,,20.0,1.0,,1.0,
2021-22,9576114,4,90,Burnley,Away,49647,60551,Ashley Westwood,ashley-westwood,M,False,2.0,,6.0,24.0,28.0,50.0,,,9.0,1.0,,,1.0,,1.0,2.0,5.0,,,,,,,,,2.0,2.0,,90.0,,,,,,,,20.0,,7.4,,,,,1.0,1.0,6.0,,13.0,,42.0,28.0,64.0,0,3.0,82.0,1.0,1.0,1.0,2.0
2021-22,9576114,4,90,Burnley,Away,49805,60586,Jóhann Guðmundsson,johann-gumundsson,M,False,1.0,,,6.0,2.0,7.0,2.0,,3.0,1.0,,,,,1.0,3.0,2.0,,,,1.0,,,,,3.0,1.0,,76.0,,1.0,,,,,,16.0,,7.1,,,,,,,4.0,,3.0,,14.0,6.0,16.0,0,2.0,36.0,2.0,,,1.0
2021-22,9576114,4,90,Burnley,Away,358394,172782,Josh Brownhill,josh-brownhill,M,False,,,1.0,19.0,13.0,32.0,2.0,,4.0,,,,2.0,,1.0,7.0,1.0,,,2.0,,,,,,3.0,,,90.0,1.0,1.0,,,,,,11.0,,6.3,,,,,1.0,1.0,1.0,,3.0,,28.0,14.0,41.0,1,,54.0,,,1.0,
2021-22,9576114,4,90,Burnley,Away,935543,433154,Dwight McNeil,dwight-mcneil,M,False,2.0,,1.0,13.0,12.0,23.0,,,13.0,1.0,,,1.0,,3.0,4.0,7.0,,,,,,,,,,2.0,,90.0,3.0,,,,,,,16.0,,7.6,,,,,,5.0,5.0,,1.0,,24.0,13.0,32.0,3,2.0,54.0,,,5.0,2.0
2021-22,9576406,5,90,Burnley,Home,9692,17349,Aaron Lennon,aaron-lennon,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576406,5,90,Burnley,Home,20993,40145,Jack Cork,jack-cork,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576406,5,90,Burnley,Home,27028,44699,Ashley Barnes,ashley-barnes,M,False,,,,7.0,4.0,11.0,4.0,3.0,1.0,,,,,,2.0,8.0,4.0,,,2.0,,,,,,,,,57.0,,,,,,,,8.0,,6.6,,,2.0,,,,,,,1.0,12.0,4.0,16.0,2,,24.0,1.0,1.0,,
