season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2018-19,7827869,1,90,Burnley,Away,9692,17349,Aaron Lennon,aaron-lennon,M,False,1.0,,,16.0,2.0,17.0,4.0,,3.0,,1.0,,,,,,6.0,2.0,,,1.0,,,,,,,,90.0,1.0,,,,,,,9.0,,6.4,,,,,1.0,1.0,3.0,,2.0,,22.0,3.0,22.0,1,2.0,33.0,1.0,,,2.0
2018-19,7827869,1,90,Burnley,Away,20993,40145,Jack Cork,jack-cork,M,False,,,2.0,21.0,19.0,40.0,3.0,,7.0,,,,2.0,,,,8.0,2.0,,,3.0,,,,,2.0,3.0,,90.0,,,,,,,,10.0,,6.5,,,,,1.0,1.0,1.0,,4.0,1.0,25.0,21.0,45.0,0,1.0,59.0,3.0,1.0,,1.0
2018-19,7827869,1,90,Burnley,Away,27028,44699,Ashley Barnes,ashley-barnes,M,True,,,,2.0,,2.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,14.0,1.0,,,,,,,,,6.9,,,,,,,,,,,2.0,,2.0,1,,4.0,,1.0,,
2018-19,7827869,1,90,Burnley,Away,49647,60551,Ashley Westwood,ashley-westwood,M,False,,,4.0,26.0,15.0,41.0,1.0,,2.0,,,1.0,2.0,,,1.0,5.0,3.0,,,1.0,,,,,,2.0,,90.0,,1.0,,,,,,10.0,,6.9,,,1.0,,2.0,,,,6.0,,33.0,15.0,48.0,2,1.0,61.0,1.0,2.0,,1.0
2018-19,7827869,1,90,Burnley,Away,49805,60586,Jóhann Guðmundsson,johann-gumundsson,M,False,2.0,,,19.0,4.0,21.0,2.0,2.0,5.0,,,2.0,1.0,,,3.0,8.0,5.0,,,,,,,,,2.0,,87.0,,,,,,,,20.0,,6.6,,,1.0,,2.0,3.0,10.0,,2.0,,33.0,4.0,27.0,3,,56.0,1.0,2.0,1.0,
2018-19,7827869,1,90,Burnley,Away,115441,83314,Jeff Hendrick,jeff-hendrick,M,False,,,,12.0,8.0,20.0,4.0,1.0,1.0,,1.0,1.0,,,,1.0,10.0,2.0,,,1.0,,,,,,,,76.0,1.0,,,,,,,18.0,,6.3,,,,,,5.0,3.0,,,,23.0,9.0,29.0,2,,43.0,,,1.0,
2018-19,7827897,2,90,Burnley,Home,9692,17349,Aaron Lennon,aaron-lennon,M,False,,,,10.0,5.0,15.0,1.0,,2.0,,,,1.0,,,1.0,4.0,3.0,,,,,,,,1.0,,,90.0,,,,,,,,7.0,,6.3,,,,,,1.0,3.0,,,,14.0,6.0,17.0,0,2.0,28.0,,1.0,,1.0
2018-19,7827897,2,90,Burnley,Home,20993,40145,Jack Cork,jack-cork,M,False,,,3.0,24.0,17.0,41.0,1.0,2.0,9.0,,,1.0,,,,1.0,3.0,6.0,,,1.0,,,,,1.0,,,90.0,,,,,,,,13.0,,6.5,,,,,,2.0,2.0,,4.0,,34.0,17.0,49.0,1,,62.0,1.0,2.0,2.0,
2018-19,7827897,2,90,Burnley,Home,27028,44699,Ashley Barnes,ashley-barnes,M,True,,,,1.0,1.0,2.0,1.0,,2.0,,,,,,,,3.0,2.0,,,2.0,,,,,,,,25.0,,,,,,,,3.0,,6.5,,,,,,,,,1.0,1.0,3.0,2.0,5.0,0,,7.0,,2.0,,
2018-19,7827897,2,90,Burnley,Home,49647,60551,Ashley Westwood,ashley-westwood,M,False,1.0,,7.0,24.0,21.0,44.0,,,12.0,,,,,,,2.0,2.0,5.0,,,,,,,,,1.0,,90.0,,,,,,,,14.0,,6.9,,,1.0,,3.0,,1.0,,9.0,,32.0,24.0,55.0,1,4.0,69.0,1.0,1.0,,2.0
2018-19,7827897,2,90,Burnley,Home,49805,60586,Jóhann Guðmundsson,johann-gumundsson,M,False,4.0,,3.0,25.0,1.0,22.0,7.0,2.0,5.0,,,,,,,4.0,12.0,5.0,,,,1.0,,,,1.0,2.0,,90.0,1.0,,,,,,,24.0,,6.9,,,,,,1.0,11.0,,7.0,,40.0,2.0,31.0,1,,59.0,2.0,4.0,,
2018-19,7827897,2,90,Burnley,Home,115441,83314,Jeff Hendrick,jeff-hendrick,M,False,,,1.0,14.0,9.0,23.0,1.0,1.0,2.0,,,,,,,1.0,3.0,2.0,,,,,,,,1.0,,,70.0,1.0,,,,,,,8.0,,6.7,,,,,,2.0,1.0,,1.0,,18.0,9.0,26.0,1,,36.0,1.0,,1.0,
2018-19,7827910,3,90,Burnley,Away,9692,17349,Aaron Lennon,aaron-lennon,M,False,,,1.0,9.0,3.0,12.0,1.0,,,,,,,,,2.0,5.0,2.0,,,1.0,,,,,1.0,1.0,,90.0,,,,,,,,8.0,,6.1,,,,,,2.0,2.0,,1.0,,14.0,3.0,15.0,0,,25.0,,1.0,1.0,
2018-19,7827910,3,90,Burnley,Away,20993,40145,Jack Cork,jack-cork,M,False,,,4.0,17.0,8.0,25.0,1.0,,6.0,,,1.0,,,,1.0,2.0,2.0,,,,,,,,,,,90.0,,,,,,,,6.0,,6.3,,,,,1.0,,1.0,,4.0,1.0,20.0,9.0,28.0,1,1.0,35.0,1.0,1.0,,1.0
2018-19,7827910,3,90,Burnley,Away,27028,44699,Ashley Barnes,ashley-barnes,M,True,,,,,2.0,2.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,24.0,,,,,,,,3.0,,6.5,,,,,,,,,,,2.0,2.0,4.0,0,,8.0,1.0,1.0,,
2018-19,7827910,3,90,Burnley,Away,49647,60551,Ashley Westwood,ashley-westwood,M,False,,,5.0,11.0,10.0,21.0,,1.0,7.0,,,,,,,,,7.0,,,,,,,,3.0,,,90.0,,,,,,,,9.0,,7.2,,,,,1.0,1.0,,,7.0,,19.0,11.0,30.0,0,4.0,40.0,,1.0,1.0,2.0
2018-19,7827910,3,90,Burnley,Away,49805,60586,Jóhann Guðmundsson,johann-gumundsson,M,False,,,,,1.0,1.0,,1.0,,,,,,,,,,2.0,,,,,,,,,,,19.0,,,,,,,,2.0,,6.5,,,,,,,,,,,2.0,1.0,3.0,0,1.0,4.0,,,,
2018-19,7827910,3,90,Burnley,Away,115441,83314,Jeff Hendrick,jeff-hendrick,M,False,,,1.0,23.0,9.0,32.0,2.0,,3.0,,,2.0,2.0,,,,4.0,2.0,,,,,1.0,,,,1.0,,90.0,1.0,,,,,,,9.0,,7.5,,,1.0,,1.0,2.0,4.0,,2.0,2.0,30.0,10.0,36.0,4,,50.0,1.0,,2.0,
2018-19,7827917,4,90,Burnley,Home,9692,17349,Aaron Lennon,aaron-lennon,M,False,,,1.0,12.0,7.0,19.0,,1.0,5.0,,,,,,,1.0,3.0,5.0,,,1.0,,,,,1.0,,,90.0,,,,1.0,,,,8.0,,6.1,,,,,,2.0,2.0,,1.0,,18.0,7.0,23.0,0,1.0,35.0,,3.0,1.0,
2018-19,7827917,4,90,Burnley,Home,20993,40145,Jack Cork,jack-cork,M,False,,,,38.0,11.0,49.0,1.0,,5.0,,,,,,,,1.0,2.0,,,,,,,,1.0,2.0,,90.0,,,,,,,,7.0,,6.9,,,1.0,,,1.0,1.0,,1.0,,43.0,13.0,55.0,1,1.0,60.0,,,1.0,
2018-19,7827917,4,90,Burnley,Home,27028,44699,Ashley Barnes,ashley-barnes,M,True,1.0,,,6.0,,5.0,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,10.0,,,,,,,,1.0,,6.8,,,1.0,,,,1.0,,,,7.0,,6.0,1,,9.0,,,,
2018-19,7827917,4,90,Burnley,Home,49647,60551,Ashley Westwood,ashley-westwood,M,False,1.0,,5.0,43.0,16.0,58.0,,,7.0,,,,1.0,,,1.0,3.0,1.0,,,1.0,,,,,1.0,1.0,,90.0,,,,,,,,14.0,,6.8,,,,,,,1.0,,11.0,,54.0,17.0,70.0,0,1.0,77.0,1.0,,,1.0
2018-19,7827917,4,90,Burnley,Home,115441,83314,Jeff Hendrick,jeff-hendrick,M,False,,,2.0,14.0,12.0,26.0,1.0,,2.0,,,,,,,,1.0,,,,,,,,,,,,58.0,,,,,,,,2.0,,6.6,,,,,,,,,2.0,,16.0,12.0,28.0,0,,29.0,,,,
2018-19,7827917,4,90,Burnley,Home,935543,433154,Dwight McNeil,dwight-mcneil,M,False,2.0,,1.0,25.0,8.0,31.0,,3.0,4.0,1.0,,1.0,1.0,,,1.0,3.0,6.0,,,1.0,,,,,1.0,2.0,,80.0,,,,,,,,13.0,,7.2,,,1.0,,2.0,,7.0,,3.0,,35.0,9.0,37.0,2,2.0,55.0,,1.0,,2.0
2018-19,7827946,5,90,Burnley,Away,9692,17349,Aaron Lennon,aaron-lennon,M,False,,,,5.0,6.0,11.0,1.0,,3.0,,,,1.0,,,1.0,4.0,5.0,,,,,,,,1.0,,,90.0,,,,,,,,9.0,,6.4,,,,,,2.0,1.0,,3.0,,9.0,8.0,16.0,0,3.0,28.0,1.0,1.0,1.0,
2018-19,7827946,5,90,Burnley,Away,20993,40145,Jack Cork,jack-cork,M,False,,,3.0,27.0,16.0,43.0,1.0,3.0,4.0,,,,1.0,,,,4.0,4.0,,,2.0,,,,,,,,90.0,,1.0,,,,,,7.0,,6.6,,,,,3.0,,1.0,,3.0,,31.0,19.0,49.0,0,1.0,56.0,,,,
