season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2017-18,7437726,2,90,Burnley,Home,20993,40145,Jack Cork,jack-cork,M,False,,,6.0,29.0,25.0,54.0,2.0,,4.0,,,1.0,1.0,,,3.0,7.0,3.0,,,1.0,,,,,2.0,1.0,,90.0,,,,,,,15.0,,6.4,,,,,1.0,2.0,,,13.0,,38.0,28.0,66.0,1,,78.0,,1.0,2.0,
2017-18,7437726,2,90,Burnley,Home,27028,44699,Ashley Barnes,ashley-barnes,M,True,1.0,,,2.0,,1.0,2.0,,1.0,,,,,,,,3.0,1.0,,,2.0,,,,,,,,11.0,,,,,,,2.0,,6.8,,,1.0,,,1.0,1.0,,,1.0,4.0,,3.0,1,,6.0,,,1.0,
2017-18,7437726,2,90,Burnley,Home,49647,60551,Ashley Westwood,ashley-westwood,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437726,2,90,Burnley,Home,49805,60586,Jóhann Guðmundsson,johann-gumundsson,M,False,1.0,,,15.0,7.0,21.0,1.0,1.0,3.0,,,,,,,,1.0,4.0,,,,,,,,,2.0,,79.0,,,,,,,5.0,,7.2,,,2.0,,,1.0,5.0,,,,19.0,7.0,21.0,2,,34.0,1.0,2.0,1.0,
2017-18,7437726,2,90,Burnley,Home,115441,83314,Jeff Hendrick,jeff-hendrick,M,False,1.0,,3.0,16.0,14.0,29.0,,,1.0,1.0,,2.0,,,,1.0,2.0,4.0,,,1.0,,,,,,1.0,,90.0,,,,,,,12.0,,7.1,,,4.0,,,1.0,1.0,,5.0,,22.0,17.0,38.0,6,1.0,55.0,2.0,2.0,1.0,
2017-18,7437726,2,90,Burnley,Home,267621,90517,Robbie Brady,robbie-brady,M,False,2.0,,2.0,19.0,11.0,28.0,,,5.0,1.0,,1.0,,,,3.0,4.0,3.0,,,1.0,,,,,,2.0,,78.0,,,,,,,19.0,,6.9,,,1.0,,,2.0,7.0,,6.0,,33.0,12.0,38.0,2,1.0,56.0,1.0,,2.0,1.0
2017-18,7437780,3,90,Burnley,Away,5942,39847,Steven Defour,steven-defour,M,False,1.0,,,12.0,9.0,20.0,,,4.0,,,,,,,,,1.0,,,,,,,,6.0,1.0,,81.0,,2.0,,,,,6.0,,7.2,,,,,,,2.0,,4.0,,17.0,10.0,25.0,0,,40.0,,1.0,,
2017-18,7437780,3,90,Burnley,Away,17056,39158,Scott Arfield,scott-arfield,M,False,,,2.0,12.0,7.0,19.0,2.0,,8.0,,,1.0,2.0,,,,8.0,3.0,,,1.0,,,,,,1.0,,90.0,,,,,,,12.0,,6.8,,,,,1.0,5.0,1.0,,2.0,1.0,18.0,8.0,25.0,1,1.0,38.0,2.0,,2.0,
2017-18,7437780,3,90,Burnley,Away,20993,40145,Jack Cork,jack-cork,M,False,,,6.0,13.0,9.0,22.0,,1.0,10.0,,,,1.0,,,3.0,6.0,4.0,,,2.0,,,,,4.0,1.0,,90.0,,3.0,,,,,12.0,,7.0,,,,,1.0,,,,9.0,,19.0,11.0,30.0,0,1.0,45.0,,2.0,,
2017-18,7437780,3,90,Burnley,Away,27028,44699,Ashley Barnes,ashley-barnes,M,True,,,,3.0,3.0,6.0,3.0,2.0,2.0,,,,1.0,,,1.0,5.0,2.0,,,1.0,,,,,,,,33.0,,,,,,,3.0,,6.5,,,1.0,,,,,,,,5.0,3.0,8.0,1,,10.0,,,,
2017-18,7437780,3,90,Burnley,Away,49647,60551,Ashley Westwood,ashley-westwood,M,True,,,1.0,2.0,3.0,5.0,,,2.0,,,,,,,,,,,,,,,,,,1.0,,9.0,,,,,,,1.0,,6.8,,,,,,,,,2.0,,3.0,3.0,6.0,0,,6.0,,,,
2017-18,7437780,3,90,Burnley,Away,49805,60586,Jóhann Guðmundsson,johann-gumundsson,M,False,,,,5.0,3.0,8.0,1.0,,2.0,,,,1.0,,,1.0,4.0,1.0,,,1.0,,,,,1.0,,,57.0,,,,,,,6.0,,6.4,,,1.0,,1.0,,1.0,,,,8.0,4.0,11.0,1,,21.0,1.0,1.0,,
2017-18,7437780,3,90,Burnley,Away,267621,90517,Robbie Brady,robbie-brady,M,False,5.0,,1.0,14.0,6.0,15.0,,1.0,4.0,,,,1.0,,,,3.0,6.0,,,1.0,1.0,,,,,5.0,,90.0,1.0,1.0,,,,,25.0,,8.3,,,,,3.0,4.0,12.0,,4.0,,32.0,9.0,29.0,1,2.0,56.0,3.0,,3.0,
2017-18,7437735,4,90,Burnley,Home,5942,39847,Steven Defour,steven-defour,M,False,,,2.0,9.0,12.0,21.0,,,5.0,,,,5.0,,,,6.0,,,,1.0,,,,,1.0,,,82.0,,,,,,,7.0,,5.9,,,,,2.0,,1.0,,6.0,,15.0,13.0,27.0,0,,35.0,,,,
2017-18,7437735,4,90,Burnley,Home,17056,39158,Scott Arfield,scott-arfield,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437735,4,90,Burnley,Home,20993,40145,Jack Cork,jack-cork,M,False,,,1.0,9.0,13.0,22.0,2.0,1.0,8.0,,,,1.0,,,1.0,5.0,5.0,,,1.0,,,,,,,,90.0,,4.0,,,,,14.0,,7.4,,,,,6.0,1.0,,,2.0,,15.0,17.0,32.0,0,3.0,50.0,2.0,,1.0,
2017-18,7437735,4,90,Burnley,Home,27028,44699,Ashley Barnes,ashley-barnes,M,True,,,,2.0,,2.0,1.0,4.0,3.0,,,,2.0,,,,3.0,6.0,,,,,,,,,,,26.0,1.0,,,,,,4.0,,6.6,,,,,1.0,,,,2.0,1.0,6.0,,6.0,1,,10.0,,2.0,,
2017-18,7437735,4,90,Burnley,Home,49647,60551,Ashley Westwood,ashley-westwood,M,True,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,8.0,,,,,,,1.0,,6.6,,,,,,,,,1.0,,1.0,1.0,2.0,0,,3.0,,,,
2017-18,7437735,4,90,Burnley,Home,49805,60586,Jóhann Guðmundsson,johann-gumundsson,M,False,,,,7.0,4.0,11.0,2.0,2.0,4.0,,,,4.0,,,1.0,9.0,12.0,,,,,,,,,,,90.0,,,,,,,12.0,,6.8,,,,,,6.0,3.0,,2.0,,13.0,4.0,14.0,0,4.0,36.0,1.0,2.0,4.0,
2017-18,7437735,4,90,Burnley,Home,267621,90517,Robbie Brady,robbie-brady,M,False,,,1.0,7.0,2.0,9.0,,,4.0,,,,,,,2.0,4.0,3.0,,,1.0,,,,,,,,90.0,,,,,,,19.0,,6.4,,,,,2.0,1.0,4.0,,4.0,,18.0,4.0,18.0,0,3.0,39.0,,,,
2017-18,7437764,5,90,Burnley,Away,5942,39847,Steven Defour,steven-defour,M,False,,,2.0,14.0,15.0,29.0,,,11.0,,,,1.0,,,,1.0,2.0,,,,,,,,1.0,,,87.0,,1.0,,,,,9.0,,6.9,,,,,1.0,,,,5.0,,20.0,17.0,37.0,0,2.0,44.0,1.0,,,
2017-18,7437764,5,90,Burnley,Away,17056,39158,Scott Arfield,scott-arfield,M,False,,,,3.0,5.0,8.0,4.0,,3.0,,,,6.0,,,,11.0,4.0,,,1.0,,1.0,,,,,,90.0,1.0,,,,,,8.0,,6.9,,,,,1.0,1.0,,,2.0,,7.0,6.0,13.0,1,1.0,24.0,3.0,2.0,1.0,
2017-18,7437764,5,90,Burnley,Away,20993,40145,Jack Cork,jack-cork,M,False,,,,12.0,10.0,22.0,1.0,1.0,6.0,,,,3.0,,,1.0,7.0,4.0,,,1.0,,,,,1.0,1.0,,90.0,,2.0,,,,,5.0,,6.8,,,,,5.0,1.0,,,,,13.0,11.0,24.0,0,2.0,44.0,,1.0,,
2017-18,7437764,5,90,Burnley,Away,27028,44699,Ashley Barnes,ashley-barnes,M,True,,,,3.0,,3.0,1.0,,,,,,,,,,1.0,2.0,,,,,,,,,,,30.0,,,,,,,1.0,,6.6,,,,,,,,,,,4.0,,4.0,0,,7.0,,2.0,,
2017-18,7437764,5,90,Burnley,Away,49647,60551,Ashley Westwood,ashley-westwood,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,6.5,,,,,,,,,,,,,,0,,,,,,
2017-18,7437764,5,90,Burnley,Away,49805,60586,Jóhann Guðmundsson,johann-gumundsson,M,False,,,1.0,2.0,4.0,6.0,,1.0,2.0,,,,,,,1.0,1.0,3.0,,,,,,,,2.0,,,60.0,,,,,,,2.0,,6.7,,,,,,1.0,,,1.0,,3.0,4.0,7.0,0,,14.0,,2.0,1.0,
2017-18,7437764,5,90,Burnley,Away,267621,90517,Robbie Brady,robbie-brady,M,False,3.0,,1.0,18.0,6.0,21.0,,2.0,7.0,1.0,,,2.0,,,2.0,4.0,6.0,,,,,,,,,3.0,,90.0,1.0,,,,,,21.0,,7.3,,,,,2.0,1.0,6.0,,7.0,1.0,27.0,13.0,34.0,1,3.0,59.0,1.0,,1.0,
2017-18,7437740,6,90,Burnley,Home,5942,39847,Steven Defour,steven-defour,M,False,,,4.0,22.0,25.0,47.0,4.0,1.0,9.0,,,,1.0,,,,5.0,5.0,,,1.0,,,,,4.0,,,90.0,,,,,,,11.0,,7.2,,,,,,2.0,1.0,,5.0,,32.0,25.0,56.0,0,1.0,70.0,1.0,1.0,2.0,
2017-18,7437740,6,90,Burnley,Home,17056,39158,Scott Arfield,scott-arfield,M,False,,,,10.0,8.0,18.0,3.0,,4.0,,,1.0,2.0,,,5.0,14.0,3.0,,,2.0,,,,,,,,77.0,,,,,,,19.0,,5.6,,,,,,4.0,,,1.0,,17.0,8.0,25.0,1,1.0,43.0,2.0,,2.0,
2017-18,7437740,6,90,Burnley,Home,20993,40145,Jack Cork,jack-cork,M,False,,,2.0,25.0,21.0,46.0,2.0,1.0,7.0,,,,,,,3.0,6.0,6.0,,,1.0,,,,,2.0,,,90.0,,1.0,,,,,16.0,,6.8,,,,,3.0,1.0,1.0,,4.0,,34.0,23.0,56.0,0,3.0,74.0,2.0,2.0,1.0,
2017-18,7437740,6,90,Burnley,Home,27028,44699,Ashley Barnes,ashley-barnes,M,True,,,,,1.0,1.0,4.0,,,,,,,,,,4.0,,,,,,,,,,,,16.0,,,,,,,4.0,,6.4,,,,,,,,,1.0,,2.0,2.0,4.0,0,,6.0,1.0,,,
2017-18,7437740,6,90,Burnley,Home,49647,60551,Ashley Westwood,ashley-westwood,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437740,6,90,Burnley,Home,49805,60586,Jóhann Guðmundsson,johann-gumundsson,M,True,,,,1.0,2.0,3.0,,,1.0,,,,,,,1.0,2.0,,,,1.0,,,,,,,,13.0,,,,,,,2.0,,6.5,,,,,,,,,,,2.0,2.0,4.0,0,,6.0,,,,
2017-18,7437740,6,90,Burnley,Home,115441,83314,Jeff Hendrick,jeff-hendrick,M,False,,,1.0,15.0,11.0,26.0,,,3.0,,,,,,,3.0,3.0,2.0,,,,,,,,,1.0,,74.0,,,,,,,6.0,,6.5,,,,,,,1.0,,2.0,,17.0,11.0,27.0,0,1.0,34.0,1.0,1.0,,
2017-18,7437740,6,90,Burnley,Home,267621,90517,Robbie Brady,robbie-brady,M,False,1.0,,2.0,20.0,3.0,22.0,,,8.0,,,,1.0,,,2.0,6.0,7.0,,,1.0,,,,,1.0,,,90.0,1.0,,,,,,26.0,,7.2,,,,,2.0,4.0,5.0,,4.0,,38.0,4.0,37.0,1,3.0,64.0,1.0,2.0,2.0,
2017-18,7437754,7,90,Burnley,Away,5942,39847,Steven Defour,steven-defour,M,False,,,2.0,11.0,14.0,25.0,1.0,1.0,9.0,,,,2.0,,,,3.0,3.0,,,,,,,,4.0,,,90.0,,,,,,,13.0,,6.7,,,,,,,,,6.0,,19.0,18.0,37.0,0,2.0,47.0,1.0,,,
2017-18,7437754,7,90,Burnley,Away,17056,39158,Scott Arfield,scott-arfield,M,False,,,,8.0,5.0,13.0,1.0,,5.0,,,,1.0,,,1.0,4.0,4.0,,,1.0,,,,,1.0,1.0,,90.0,,,,,,,12.0,,6.9,,,,,1.0,3.0,,,,,13.0,7.0,20.0,0,1.0,32.0,2.0,1.0,2.0,
2017-18,7437754,7,90,Burnley,Away,20993,40145,Jack Cork,jack-cork,M,False,,,2.0,11.0,13.0,24.0,1.0,3.0,5.0,,,1.0,2.0,,,,3.0,9.0,,,,,,,,1.0,,,90.0,,2.0,,,,,13.0,,7.4,,,,,7.0,2.0,,,4.0,,16.0,15.0,31.0,1,4.0,58.0,6.0,1.0,2.0,
2017-18,7437754,7,90,Burnley,Away,27028,44699,Ashley Barnes,ashley-barnes,M,True,,,,,,,1.0,1.0,1.0,,,,,,,,2.0,2.0,,,1.0,,,,,1.0,,,2.0,,,,,,,1.0,,,,,,,1.0,,,,,,1.0,,1.0,0,,5.0,,1.0,,
2017-18,7437754,7,90,Burnley,Away,49647,60551,Ashley Westwood,ashley-westwood,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437754,7,90,Burnley,Away,49805,60586,Jóhann Guðmundsson,johann-gumundsson,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437754,7,90,Burnley,Away,115441,83314,Jeff Hendrick,jeff-hendrick,M,False,,,1.0,10.0,6.0,16.0,3.0,1.0,5.0,,,,,,,,5.0,3.0,,,2.0,,1.0,,,,,,88.0,1.0,,,,,,8.0,,7.4,,,,,1.0,1.0,1.0,,4.0,,18.0,6.0,23.0,1,,30.0,,1.0,1.0,
2017-18,7437754,7,90,Burnley,Away,267621,90517,Robbie Brady,robbie-brady,M,False,1.0,,3.0,14.0,4.0,17.0,2.0,1.0,4.0,,,1.0,1.0,,,1.0,5.0,4.0,,,1.0,,,,,,,,90.0,,,,,,,16.0,,6.9,,,,,3.0,1.0,7.0,,6.0,,26.0,7.0,26.0,1,1.0,43.0,,1.0,1.0,
2017-18,7437736,8,90,Burnley,Home,5942,39847,Steven Defour,steven-defour,M,False,,,4.0,45.0,16.0,61.0,1.0,,5.0,,,1.0,1.0,,,,4.0,4.0,,,1.0,,,,,1.0,5.0,,90.0,1.0,,,,,,15.0,,7.6,,,2.0,,,3.0,1.0,,7.0,,55.0,18.0,72.0,4,,88.0,2.0,2.0,2.0,
2017-18,7437736,8,90,Burnley,Home,17056,39158,Scott Arfield,scott-arfield,M,False,,,,5.0,3.0,8.0,1.0,,4.0,,,1.0,,,,,4.0,2.0,,,3.0,,,,,1.0,,,45.0,1.0,,,,,,7.0,,6.6,,,,,,1.0,,,1.0,,9.0,4.0,13.0,2,,20.0,2.0,1.0,1.0,
2017-18,7437736,8,90,Burnley,Home,20993,40145,Jack Cork,jack-cork,M,False,,,2.0,43.0,15.0,58.0,5.0,2.0,13.0,,,2.0,,,,1.0,6.0,7.0,,,,,,,,,,,90.0,,,,,,,13.0,,6.9,,,,,1.0,2.0,,,3.0,,49.0,20.0,69.0,2,2.0,80.0,1.0,1.0,2.0,
2017-18,7437736,8,90,Burnley,Home,27028,44699,Ashley Barnes,ashley-barnes,M,True,1.0,,,2.0,,1.0,2.0,,,,,,,,,,2.0,,,,1.0,,,,,,,,9.0,,,,,,,2.0,,6.6,,,,,,,2.0,,,,4.0,,2.0,0,,4.0,,,,
2017-18,7437736,8,90,Burnley,Home,49647,60551,Ashley Westwood,ashley-westwood,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437736,8,90,Burnley,Home,49805,60586,Jóhann Guðmundsson,johann-gumundsson,M,True,2.0,,,11.0,5.0,14.0,1.0,,3.0,1.0,,1.0,,,,,2.0,,,,1.0,1.0,,,1.0,,1.0,,45.0,,,,,,,4.0,,7.1,,,2.0,,,,4.0,,,,15.0,5.0,16.0,3,,23.0,,,,
2017-18,7437736,8,90,Burnley,Home,115441,83314,Jeff Hendrick,jeff-hendrick,M,False,,,,16.0,5.0,21.0,2.0,,1.0,,,,,,,1.0,4.0,1.0,,,,,,,,,,,45.0,,,,,,,9.0,,6.5,,,1.0,,1.0,2.0,,,1.0,,21.0,5.0,26.0,1,,33.0,2.0,,1.0,
2017-18,7437736,8,90,Burnley,Home,267621,90517,Robbie Brady,robbie-brady,M,False,5.0,,6.0,32.0,5.0,32.0,1.0,,2.0,,,1.0,2.0,,,2.0,5.0,9.0,,,,,,,,,2.0,,90.0,,,,,,,20.0,,8.0,,,2.0,,,3.0,9.0,,11.0,,46.0,6.0,43.0,3,4.0,74.0,3.0,2.0,3.0,
2017-18,7437845,9,90,Burnley,Away,5942,39847,Steven Defour,steven-defour,M,False,,,3.0,8.0,9.0,17.0,,1.0,5.0,,,,2.0,,,1.0,3.0,2.0,,,,,,,,2.0,,,84.0,,,,,,,8.0,,6.6,,,,,2.0,,,,4.0,,11.0,13.0,24.0,0,1.0,31.0,,,,
2017-18,7437845,9,90,Burnley,Away,17056,39158,Scott Arfield,scott-arfield,M,False,1.0,,,6.0,5.0,10.0,1.0,,4.0,,,1.0,2.0,,,1.0,5.0,3.0,,,1.0,,,,,1.0,,,90.0,,,,,,,8.0,,6.3,,,,,,,2.0,,1.0,,10.0,5.0,13.0,1,2.0,25.0,3.0,1.0,,
2017-18,7437845,9,90,Burnley,Away,20993,40145,Jack Cork,jack-cork,M,False,,,3.0,14.0,7.0,21.0,,,10.0,,,,2.0,,,1.0,3.0,7.0,,,,,,,,4.0,,,90.0,,,,,,,8.0,,7.0,,,,,,2.0,1.0,,4.0,,17.0,8.0,24.0,0,3.0,42.0,3.0,2.0,2.0,
2017-18,7437845,9,90,Burnley,Away,27028,44699,Ashley Barnes,ashley-barnes,M,True,,,,9.0,8.0,17.0,8.0,1.0,2.0,,,,3.0,,,,12.0,3.0,,,2.0,,,,,,1.0,,70.0,,,,,,,5.0,,6.4,,,1.0,,,,,,,1.0,12.0,9.0,21.0,1,1.0,27.0,1.0,1.0,,
2017-18,7437845,9,90,Burnley,Away,49647,60551,Ashley Westwood,ashley-westwood,M,True,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,1.0,,6.5,,,,,,,,,,,1.0,1.0,2.0,0,,2.0,,,,
2017-18,7437845,9,90,Burnley,Away,49805,60586,Jóhann Guðmundsson,johann-gumundsson,M,True,,,,4.0,3.0,7.0,1.0,,2.0,,,1.0,,,,,1.0,2.0,,,,,,,,,1.0,,19.0,,,,,,,,,6.8,,,1.0,,,1.0,,,,,4.0,3.0,7.0,2,1.0,12.0,,,1.0,
2017-18,7437845,9,90,Burnley,Away,115441,83314,Jeff Hendrick,jeff-hendrick,M,False,,,,3.0,9.0,12.0,2.0,,1.0,,,,2.0,,,,4.0,1.0,,,,,,,,,,,71.0,,,,,,,4.0,,6.5,,,,,,1.0,,,1.0,,6.0,9.0,15.0,0,,20.0,1.0,,1.0,
2017-18,7437845,9,90,Burnley,Away,267621,90517,Robbie Brady,robbie-brady,M,False,2.0,,1.0,5.0,5.0,8.0,,,4.0,,,,1.0,,,1.0,5.0,3.0,,,2.0,,,,,2.0,1.0,,90.0,,,,,,,13.0,,6.4,,,,,,1.0,7.0,,1.0,,13.0,7.0,13.0,0,,30.0,,3.0,,
2017-18,7437739,10,90,Burnley,Home,5942,39847,Steven Defour,steven-defour,M,False,,,3.0,23.0,24.0,47.0,1.0,,10.0,,,1.0,,,,1.0,2.0,,,,,,,,,1.0,,,76.0,,,,,,,11.0,,6.6,,,,,,,1.0,,4.0,,30.0,25.0,54.0,1,,64.0,1.0,,,
2017-18,7437739,10,90,Burnley,Home,17056,39158,Scott Arfield,scott-arfield,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437739,10,90,Burnley,Home,20993,40145,Jack Cork,jack-cork,M,False,1.0,,1.0,19.0,20.0,38.0,1.0,3.0,8.0,,,1.0,,,,2.0,4.0,7.0,,,1.0,,,,,1.0,,,90.0,1.0,,,,,,20.0,,6.9,,,,,2.0,3.0,1.0,,5.0,,29.0,23.0,51.0,2,,71.0,4.0,1.0,3.0,
2017-18,7437739,10,90,Burnley,Home,27028,44699,Ashley Barnes,ashley-barnes,M,False,,,,14.0,3.0,17.0,9.0,4.0,4.0,,,,1.0,,,3.0,13.0,11.0,,,3.0,,,,,,,,90.0,1.0,,,,,,12.0,,7.0,,,1.0,,,2.0,,,,,19.0,5.0,24.0,2,1.0,41.0,2.0,4.0,2.0,
2017-18,7437739,10,90,Burnley,Home,49647,60551,Ashley Westwood,ashley-westwood,M,True,,,1.0,5.0,1.0,6.0,1.0,,2.0,,,,,,,,1.0,1.0,,,,,,,,,,,14.0,,,,,,,2.0,,6.7,,,,,1.0,,,,2.0,,7.0,1.0,8.0,0,1.0,10.0,,,,
2017-18,7437739,10,90,Burnley,Home,49805,60586,Jóhann Guðmundsson,johann-gumundsson,M,False,1.0,,,21.0,14.0,34.0,3.0,1.0,7.0,1.0,,1.0,1.0,,,1.0,6.0,6.0,,,1.0,1.0,,,,,2.0,,90.0,,,,,,,16.0,,7.2,,,,,1.0,1.0,3.0,,5.0,,29.0,18.0,44.0,1,4.0,60.0,3.0,,1.0,
2017-18,7437739,10,90,Burnley,Home,115441,83314,Jeff Hendrick,jeff-hendrick,M,False,,,,10.0,15.0,25.0,3.0,,4.0,,,1.0,1.0,,,1.0,7.0,,,,1.0,,1.0,,,,1.0,,90.0,1.0,,,,,,14.0,,7.2,,,1.0,,,1.0,3.0,,,4.0,18.0,16.0,31.0,3,,45.0,3.0,,,
2017-18,7437739,10,90,Burnley,Home,267621,90517,Robbie Brady,robbie-brady,M,False,2.0,,3.0,24.0,8.0,30.0,1.0,,4.0,,,,3.0,,,,6.0,1.0,,,2.0,,,,,,3.0,,90.0,1.0,,,,,,22.0,,7.0,,,,,1.0,1.0,10.0,,6.0,,44.0,9.0,43.0,1,,61.0,1.0,,1.0,
2017-18,7437881,11,90,Burnley,Away,5942,39847,Steven Defour,steven-defour,M,False,,,1.0,13.0,21.0,34.0,1.0,,8.0,,,,1.0,,,1.0,5.0,5.0,,,1.0,,,,,3.0,1.0,,90.0,,,,,,,8.0,,6.8,,,,,1.0,3.0,,,4.0,,17.0,22.0,39.0,0,3.0,53.0,1.0,,2.0,
2017-18,7437881,11,90,Burnley,Away,17056,39158,Scott Arfield,scott-arfield,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
