season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2023-24,11352303,1,90,Burnley,Home,20993,40145,Jack Cork,jack-cork,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352303,1,90,Burnley,Home,49805,60586,Jóhann Guðmundsson,johann-gumundsson,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352303,1,90,Burnley,Home,115346,83283,Nathan Redmond,nathan-redmond,M,True,,,,,1.0,1.0,,,,,,,,,,,,,,,1.8e-06,0.0,0.0,,,,,,,,,,8.0,,,,,,,,1.0,,6.5,,,,,,,,,1.0,,1.0,1.0,2.0,0,,2.0,,,,
2023-24,11352303,1,90,Burnley,Home,358394,172782,Josh Brownhill,josh-brownhill,M,True,,,,,2.0,2.0,,,,,,,,,,,,,,,5.9e-07,0.0,0.0,,,,,,,,,,8.0,,,,,,,,,,6.5,,,,,,,,,,,,2.0,2.0,0,,2.0,,,,
2023-24,11352303,1,90,Burnley,Home,552632,183751,Benson Manuel,benson-manuel,M,True,,,,3.0,1.0,4.0,2.0,,,,,,,,,,6.0,,,,0.00123024,0.0,0.0,,,,,,,,,,16.0,,,,,,,,5.0,,5.9,,,,,,4.0,1.0,,,,4.0,1.0,4.0,0,,9.0,,,,
2023-24,11352303,1,90,Burnley,Home,792122,172567,Josh Cullen,cullen-josh,M,False,1.0,,,11.0,26.0,36.0,,,5.0,,,,1.0,,,,1.0,3.0,,,0.0119711,0.0,0.0,,,,,,,,,,90.0,,,,,,,,6.0,,6.5,,,,,,,2.0,,2.0,,16.0,27.0,41.0,0,1.0,48.0,,2.0,,
2023-24,11352303,1,90,Burnley,Home,793167,207189,Sander Berge,sander-berge,M,False,,,1.0,6.0,17.0,23.0,,2.0,3.0,,,,1.0,,,,3.0,2.0,,,0.0029997,0.0,0.0,2.0,,,,,,,,,89.0,,1.0,,,,,,6.0,,6.4,,,,,,,,,2.0,,11.0,17.0,28.0,0,,33.0,1.0,,,
2023-24,11626262,2,90,Burnley,Away,20993,40145,Jack Cork,jack-cork,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11626262,2,90,Burnley,Away,358394,172782,Josh Brownhill,josh-brownhill,M,False,2.0,,3.0,28.0,19.0,45.0,2.0,2.0,12.0,,,,2.0,,,,7.0,3.0,,,0.412805,0.1157,0.0,2.0,,,,,,1.0,3.0,,90.0,,,,,,,,21.0,,7.3,,,3.0,,3.0,1.0,5.0,,5.0,,40.0,24.0,59.0,3,1.0,78.0,1.0,,,1.0
2023-24,11626262,2,90,Burnley,Away,792122,172567,Josh Cullen,cullen-josh,M,False,,,2.0,26.0,16.0,42.0,3.0,2.0,8.0,,,,,1.0,,,5.0,9.0,,,0.0377275,0.0357,0.0,1.0,,,,,,2.0,,,90.0,,2.0,,,,,,13.0,,8.0,,,1.0,,,2.0,1.0,,5.0,,35.0,18.0,52.0,1,2.0,71.0,1.0,5.0,1.0,2.0
2023-24,11626262,2,90,Burnley,Away,793167,207189,Sander Berge,sander-berge,M,False,,,3.0,18.0,13.0,31.0,5.0,4.0,9.0,1.0,,,1.0,,,,6.0,7.0,,,0.0527118,0.0,0.0,,1.0,,,,,1.0,1.0,,90.0,,,,,,,,11.0,,7.5,,,,,3.0,1.0,1.0,,7.0,1.0,28.0,14.0,41.0,0,2.0,53.0,,,1.0,1.0
2023-24,11626262,2,90,Burnley,Away,826183,437748,Mike Trésor,mike-tresor,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11626262,2,90,Burnley,Away,1000142,447715,Aaron Ramsey,aaron-ramsey,M,True,,,,4.0,2.0,6.0,,,1.0,,,,1.0,,,,1.0,1.0,,,0.00351291,0.0,0.0,,,,,,,,,,15.0,,,,,,,,2.0,,6.5,,,,,,,,,,,5.0,2.0,7.0,0,1.0,10.0,,,,1.0
2023-24,11352475,3,90,Burnley,Home,20993,40145,Jack Cork,jack-cork,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352475,3,90,Burnley,Home,49805,60586,Jóhann Guðmundsson,johann-gumundsson,M,True,2.0,,,16.0,10.0,24.0,1.0,1.0,2.0,,,,,,,,2.0,3.0,,,0.107855,0.0,0.0,1.0,1.0,,,,,1.0,3.0,,45.0,,,,,,,,8.0,,7.2,,,,,,1.0,4.0,,1.0,,20.0,11.0,27.0,0,,39.0,2.0,1.0,1.0,
2023-24,11352475,3,90,Burnley,Home,115346,83283,Nathan Redmond,nathan-redmond,M,True,,,1.0,6.0,2.0,8.0,,,1.0,,,,,,,,,1.0,,,0.00713455,0.0,0.0,,,,,,,,,,22.0,,,,,,,,5.0,,6.6,,,,,1.0,,1.0,,1.0,1.0,10.0,2.0,11.0,0,1.0,15.0,,,,
2023-24,11352475,3,90,Burnley,Home,358394,172782,Josh Brownhill,josh-brownhill,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352475,3,90,Burnley,Home,552632,183751,Benson Manuel,benson-manuel,M,False,,,,5.0,4.0,9.0,,,2.0,,,,,,,1.0,2.0,3.0,,,0.00230134,0.0,0.0,1.0,,,,,,,,,45.0,,,,,,,,8.0,,6.5,,,,,,2.0,2.0,,,,8.0,4.0,10.0,0,1.0,20.0,2.0,,2.0,1.0
2023-24,11352475,3,90,Burnley,Home,792122,172567,Josh Cullen,cullen-josh,M,False,,,,34.0,29.0,63.0,1.0,,7.0,1.0,,,1.0,,,,5.0,4.0,,,0.319673,0.0,0.0,3.0,,,,,,1.0,1.0,,90.0,,1.0,,,,,,15.0,,7.1,,,,,1.0,,,,2.0,,47.0,30.0,77.0,0,2.0,85.0,,2.0,,1.0
2023-24,11352475,3,90,Burnley,Home,793167,207189,Sander Berge,sander-berge,M,False,,,1.0,11.0,14.0,25.0,1.0,,4.0,,,,2.0,,,2.0,7.0,1.0,,,0.0155414,0.0,0.0,1.0,,,,,,,1.0,,68.0,,,,,,,,7.0,,6.1,,,,,1.0,1.0,,,1.0,,13.0,14.0,27.0,0,1.0,35.0,2.0,,,
2023-24,11352475,3,90,Burnley,Home,1000142,447715,Aaron Ramsey,aaron-ramsey,M,True,,,,4.0,,4.0,,,,,,,,,,,,,,,0.00833663,0.0,0.0,,,,,,,,,,22.0,,,,,,,,1.0,,6.6,,,,,1.0,,,,,,5.0,,5.0,0,,6.0,,,,
2023-24,11352561,4,90,Burnley,Home,20993,40145,Jack Cork,jack-cork,M,True,,,1.0,4.0,5.0,9.0,2.0,,2.0,,,,2.0,,,,5.0,1.0,,,0.00609805,0.0,0.0,1.0,,,,,,,,,16.0,,,,,,,,7.0,,6.3,,,,,,,1.0,,3.0,,10.0,6.0,15.0,0,1.0,17.0,,,,
2023-24,11352561,4,90,Burnley,Home,49805,60586,Jóhann Guðmundsson,johann-gumundsson,M,False,1.0,,,8.0,5.0,12.0,,1.0,4.0,,,,,,,,2.0,2.0,,,0.0932778,0.0,0.0,1.0,,,,,,1.0,1.0,,45.0,,,,,,,,10.0,,6.3,,,,,2.0,1.0,3.0,,3.0,,12.0,8.0,17.0,0,1.0,29.0,2.0,,,
2023-24,11352561,4,90,Burnley,Home,115346,83283,Nathan Redmond,nathan-redmond,M,True,1.0,,,3.0,1.0,3.0,,,1.0,,,,1.0,,,1.0,3.0,2.0,,,0.24876,0.0,0.0,1.0,,,,,,,1.0,,30.0,,,,,,,,4.0,,6.5,,,,,,,1.0,,,,5.0,1.0,5.0,0,1.0,10.0,,1.0,,1.0
2023-24,11352561,4,90,Burnley,Home,358394,172782,Josh Brownhill,josh-brownhill,M,True,2.0,,1.0,14.0,5.0,17.0,,,1.0,,,1.0,,,,1.0,2.0,1.0,,,0.16679,0.1974,0.7884,1.0,,1.0,,,,,1.0,,45.0,1.0,,,,,,,7.0,,7.2,,,1.0,,,,5.0,,1.0,,18.0,7.0,20.0,3,1.0,31.0,,,,1.0
2023-24,11352561,4,90,Burnley,Home,552632,183751,Benson Manuel,benson-manuel,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352561,4,90,Burnley,Home,792122,172567,Josh Cullen,cullen-josh,M,False,,,,21.0,19.0,40.0,,,6.0,,,1.0,1.0,,,1.0,5.0,4.0,,,0.203409,0.0269,0.0,2.0,1.0,,,,,,1.0,,90.0,,,,,,,,8.0,,6.6,,,,,1.0,1.0,,,3.0,,26.0,20.0,46.0,1,1.0,58.0,,3.0,,1.0
2023-24,11352561,4,90,Burnley,Home,793167,207189,Sander Berge,sander-berge,M,False,,,1.0,8.0,12.0,20.0,,1.0,4.0,,,,,,,1.0,2.0,4.0,,,0.0102488,0.0,0.0,,,,,,,,1.0,,45.0,,1.0,,,,,,4.0,,6.9,,,,,,2.0,,,1.0,,10.0,12.0,22.0,0,2.0,30.0,,,1.0,2.0
2023-24,11352618,5,90,Burnley,Away,20993,40145,Jack Cork,jack-cork,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352618,5,90,Burnley,Away,49805,60586,Jóhann Guðmundsson,johann-gumundsson,M,False,1.0,,2.0,5.0,13.0,17.0,,,,,,,1.0,,,,1.0,3.0,,,0.0306986,0.0,0.0,,,,,,,1.0,,,63.0,,,,,,,,8.0,,6.7,,,,,1.0,,3.0,,6.0,,12.0,13.0,22.0,0,1.0,32.0,1.0,2.0,,1.0
2023-24,11352618,5,90,Burnley,Away,358394,172782,Josh Brownhill,josh-brownhill,M,False,,,,15.0,8.0,23.0,,1.0,7.0,,,1.0,,,,1.0,1.0,5.0,,,0.00869315,0.0659,0.0,,,,,,,2.0,,,90.0,,,,,,,,16.0,,7.2,,,,,2.0,,4.0,,3.0,,27.0,10.0,33.0,1,2.0,51.0,,2.0,,2.0
