season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,metersCoveredHighSpeedRunningKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredSprintingKm,metersCoveredWalkingKm,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2025-26,14025047,1,90,Burnley,Away,552036,167887,Josh Laurent,josh-laurent,M,False,,,,6.0,2.0,8.0,1.0,1.0,,3.0,,,,1.0,,1.0,4.0,3.0,,,0.126729,0.1052,0.2841,1.0,0.0,,,,,,1.0,,0.59,3.57,1.39,0.22,1.86,63.0,2.0,,,,,,7.0,,,6.5,,,1.0,,,2.0,,,,,,10.0,4.0,14.0,,,3,1.0,23.0,,1.0,,
2025-26,14025047,1,90,Burnley,Away,792122,172567,Josh Cullen,cullen-josh,M,False,1.0,,6.0,22.0,8.0,30.0,1.0,,,4.0,,,,3.0,,1.0,5.0,4.0,,,0.282532,,,,0.0,,,,,3.0,5.0,,0.68,5.38,2.27,0.07,2.7,90.0,,,,,,,9.0,,,7.0,,,,,,2.0,,1.0,,7.0,,28.0,8.0,36.0,,,0,3.0,50.0,1.0,1.0,,1.0
2025-26,14025047,1,90,Burnley,Away,1000142,447715,Aaron Ramsey,aaron-ramsey,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025047,1,90,Burnley,Away,1009386,465527,Hannibal Mejbri,hannibal-mejbri,M,False,,,,6.0,3.0,9.0,1.0,,,1.0,,,,,,1.0,3.0,5.0,,,0.00738736,0.0325,,,0.0,,,,,,,,0.58,3.43,1.29,0.16,2.11,63.0,,,,,,,5.0,,,6.5,,,1.0,,,,3.0,,,1.0,,7.0,3.0,10.0,,,1,,22.0,1.0,3.0,2.0,
2025-26,14025047,1,90,Burnley,Away,1020680,444180,Jaidon Anthony,jaidon-anthony,M,False,1.0,,,13.0,2.0,15.0,,1.0,,4.0,,,2.0,,,3.0,5.0,4.0,,,0.360583,0.4384,0.7041,,0.0,,,,,,2.0,,0.9,4.49,1.32,0.26,2.65,85.0,1.0,,,,,,11.0,,,6.8,,,1.0,,,,2.0,1.0,,,,14.0,6.0,20.0,,,4,,40.0,,3.0,,
2025-26,14025047,1,90,Burnley,Away,1048916,503714,Lesley Ugochukwu,lesley-ugochukwu,M,True,,,,2.0,1.0,3.0,,,,1.0,,,,,,1.0,2.0,1.0,,,0.00311917,0.0477,,1.0,0.0,,,,,,,,0.34,1.61,0.7,0.1,0.87,27.0,,,,,,,1.0,,,6.4,,,1.0,,,,,,,,,2.0,1.0,3.0,,,1,,8.0,,1.0,,
2025-26,14025071,2,90,Burnley,Home,552036,167887,Josh Laurent,josh-laurent,M,True,,,,4.0,1.0,5.0,,1.0,,,,,,1.0,,,3.0,2.0,,,0.00219971,,,1.0,0.0,,,,,,,,,,,,,21.0,,1.0,,,,,5.0,,,6.7,,,,,,2.0,1.0,,,1.0,,6.0,1.0,7.0,,,0,1.0,15.0,1.0,,,1.0
2025-26,14025071,2,90,Burnley,Home,792122,172567,Josh Cullen,cullen-josh,M,False,,,4.0,26.0,24.0,50.0,3.0,,,4.0,1.0,,,1.0,,,4.0,2.0,,,0.193279,0.0762,0.7499,,1.0,1.0,,,,,1.0,,,,,,,90.0,1.0,2.0,,,,,13.0,,,8.5,,,,,,,,1.0,,11.0,,35.0,26.0,61.0,,,1,1.0,70.0,1.0,1.0,,
2025-26,14025071,2,90,Burnley,Home,1000142,447715,Aaron Ramsey,aaron-ramsey,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025071,2,90,Burnley,Home,1009386,465527,Hannibal Mejbri,hannibal-mejbri,M,False,1.0,,,11.0,6.0,17.0,4.0,,,8.0,1.0,,1.0,,,3.0,11.0,5.0,,,0.118215,0.0229,,3.0,0.0,,,,,2.0,1.0,,,,,,,83.0,,,,,,,10.0,,,6.5,,,,,,,1.0,2.0,,1.0,,15.0,7.0,22.0,,,1,3.0,43.0,,2.0,,1.0
2025-26,14025071,2,90,Burnley,Home,1020680,444180,Jaidon Anthony,jaidon-anthony,M,False,,,,19.0,10.0,29.0,2.0,2.0,,7.0,,1.0,,,,3.0,5.0,7.0,,,0.0242551,0.7685,0.8317,,1.0,1.0,,,,1.0,1.0,,,,,,,90.0,1.0,,,,,,18.0,,,8.4,,,1.0,,,,2.0,1.0,,,,24.0,13.0,37.0,,,2,3.0,64.0,5.0,,2.0,2.0
