season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2015-16,6768163,16,110,Stoke_City,Away,10535,12150,Glenn Whelan,glenn-whelan,M,False,,,2.0,19.0,22.0,41.0,2.0,2.0,9.0,,,,1.0,,,,3.0,4.0,,,1.0,,,,,3.0,,,90.0,,,,,,,7.1,,,,,5.0,,1.0,,4.0,,26.0,22.0,47.0,0,2.0,62.0,1.0,,,
2015-16,6768170,17,110,Stoke_City,Home,2525,19568,Ibrahim Afellay,ibrahim-afellay,M,False,,,2.0,31.0,24.0,55.0,,1.0,14.0,,,,,,,1.0,4.0,8.0,,,1.0,,,,,,1.0,,90.0,,,,,,,7.0,,,2.0,,1.0,4.0,1.0,,3.0,,35.0,26.0,60.0,2,2.0,77.0,,3.0,2.0,
2015-16,6768170,17,110,Stoke_City,Home,9104,32318,Marc Wilson,marc-wilson,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768170,17,110,Stoke_City,Home,9360,20208,Charlie Adam,charlie-adam,M,True,,,1.0,3.0,2.0,5.0,1.0,,2.0,,,3.0,2.0,,,,3.0,2.0,,,,,,,,,,,15.0,,,,,,,6.7,,,,,,1.0,1.0,,4.0,,9.0,2.0,10.0,3,1.0,17.0,,,1.0,
2015-16,6768170,17,110,Stoke_City,Home,10535,12150,Glenn Whelan,glenn-whelan,M,False,,,,19.0,14.0,33.0,,,1.0,,,1.0,1.0,,,1.0,4.0,,,,1.0,,,,,1.0,,,65.0,,,1.0,,,,5.7,,,,,,1.0,,,3.0,,23.0,14.0,37.0,1,,42.0,1.0,,,
2015-16,6768170,17,110,Stoke_City,Home,65953,68312,Xherdan Shaqiri,xherdan-shaqiri,M,False,4.0,,,15.0,8.0,19.0,,,2.0,,,2.0,,,,2.0,4.0,1.0,,,,,,,,,6.0,,90.0,,,,,,,7.0,,,2.0,,,3.0,15.0,,1.0,,29.0,8.0,22.0,4,,52.0,5.0,,1.0,
2015-16,6768188,18,110,Stoke_City,Home,2525,19568,Ibrahim Afellay,ibrahim-afellay,M,False,,,,10.0,26.0,36.0,,1.0,13.0,,,,,,,1.0,1.0,5.0,,,,,,,,,1.0,,90.0,,,,,,,7.2,,,2.0,,,3.0,1.0,,2.0,,15.0,26.0,40.0,2,,52.0,1.0,1.0,3.0,
2015-16,6768188,18,110,Stoke_City,Home,9104,32318,Marc Wilson,marc-wilson,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768188,18,110,Stoke_City,Home,9360,20208,Charlie Adam,charlie-adam,M,True,,,1.0,1.0,3.0,4.0,,,4.0,,,,2.0,,,1.0,3.0,1.0,,,,,,,,,1.0,,15.0,,,,,,,6.5,,,2.0,,1.0,,,,4.0,,4.0,5.0,9.0,2,1.0,15.0,1.0,,,
2015-16,6768188,18,110,Stoke_City,Home,10535,12150,Glenn Whelan,glenn-whelan,M,False,,,2.0,5.0,11.0,16.0,3.0,1.0,2.0,,,,,,,,3.0,2.0,,,,,,,,1.0,,,45.0,,,,,,,6.7,,,,,2.0,,,,5.0,,9.0,13.0,22.0,0,,29.0,,1.0,,
2015-16,6768188,18,110,Stoke_City,Home,65953,68312,Xherdan Shaqiri,xherdan-shaqiri,M,False,1.0,,1.0,5.0,6.0,10.0,1.0,,3.0,,,,,,,1.0,3.0,3.0,,,,,,,,,,,65.0,,,,,,,6.5,,,,,,2.0,3.0,,1.0,1.0,7.0,7.0,11.0,0,1.0,23.0,3.0,1.0,1.0,
2015-16,6768329,19,110,Stoke_City,Away,2525,19568,Ibrahim Afellay,ibrahim-afellay,M,False,,,4.0,33.0,31.0,64.0,,,7.0,,,,3.0,,,1.0,5.0,4.0,,,2.0,,,,,,,,90.0,,,,,,,6.3,,,,,,,1.0,,5.0,,37.0,31.0,67.0,0,2.0,79.0,1.0,2.0,,
2015-16,6768329,19,110,Stoke_City,Away,9104,32318,Marc Wilson,marc-wilson,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768329,19,110,Stoke_City,Away,9360,20208,Charlie Adam,charlie-adam,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768329,19,110,Stoke_City,Away,10535,12150,Glenn Whelan,glenn-whelan,M,False,,,2.0,18.0,38.0,56.0,,,6.0,,,,,,,,,,,,,,,,,1.0,,,90.0,,3.0,,,,,6.6,,,,,3.0,,,,3.0,,20.0,39.0,59.0,0,,68.0,,,,
2015-16,6768329,19,110,Stoke_City,Away,65953,68312,Xherdan Shaqiri,xherdan-shaqiri,M,False,,,1.0,10.0,12.0,22.0,,,4.0,,,,,,,2.0,5.0,1.0,,,1.0,,2.0,,,1.0,1.0,,87.0,2.0,,,,,,7.3,,,,,,2.0,4.0,,2.0,,18.0,12.0,26.0,2,,47.0,5.0,1.0,,
2015-16,6768330,20,110,Stoke_City,Away,2525,19568,Ibrahim Afellay,ibrahim-afellay,M,False,,,3.0,33.0,24.0,57.0,,1.0,7.0,,,,,,,,3.0,6.0,,,,,,,,1.0,1.0,,90.0,,,,,,,6.8,,,,,,5.0,,,3.0,,37.0,29.0,66.0,0,1.0,75.0,,2.0,2.0,
2015-16,6768330,20,110,Stoke_City,Away,9104,32318,Marc Wilson,marc-wilson,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768330,20,110,Stoke_City,Away,9360,20208,Charlie Adam,charlie-adam,M,True,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,1.0,,,5.0,,1.0,,,,,6.8,,,1.0,,,,,,1.0,,2.0,,2.0,1,1.0,9.0,,,,
2015-16,6768330,20,110,Stoke_City,Away,10535,12150,Glenn Whelan,glenn-whelan,M,False,,,2.0,23.0,22.0,45.0,,2.0,2.0,,,,1.0,,,1.0,4.0,3.0,,,2.0,,,,,1.0,,,68.0,,1.0,,,,,6.5,,,,,2.0,,1.0,,4.0,,26.0,26.0,51.0,0,1.0,59.0,,,,
2015-16,6768330,20,110,Stoke_City,Away,65953,68312,Xherdan Shaqiri,xherdan-shaqiri,M,False,3.0,,,17.0,6.0,20.0,,,3.0,,,,,,,2.0,4.0,3.0,,,4.0,,,,,,3.0,,85.0,,,,,,,6.8,,,1.0,,,,7.0,,1.0,,27.0,6.0,26.0,1,1.0,44.0,2.0,2.0,,
2015-16,6768203,21,110,Stoke_City,Home,2525,19568,Ibrahim Afellay,ibrahim-afellay,M,False,2.0,,9.0,47.0,46.0,91.0,,1.0,9.0,,,,2.0,,,,2.0,6.0,,,,1.0,,,,,3.0,,90.0,,,,,,,7.7,,,1.0,,,1.0,7.0,,10.0,,55.0,48.0,96.0,1,2.0,109.0,,2.0,1.0,
2015-16,6768203,21,110,Stoke_City,Home,9104,32318,Marc Wilson,marc-wilson,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768203,21,110,Stoke_City,Home,9360,20208,Charlie Adam,charlie-adam,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768203,21,110,Stoke_City,Home,10535,12150,Glenn Whelan,glenn-whelan,M,False,,,10.0,49.0,40.0,89.0,,,8.0,,,,,,,,,2.0,,,,,,,,2.0,1.0,,90.0,,,,,,,7.4,,,,,2.0,,2.0,,14.0,,58.0,40.0,96.0,0,2.0,105.0,1.0,,,
2015-16,6768197,22,110,Stoke_City,Home,2525,19568,Ibrahim Afellay,ibrahim-afellay,M,False,1.0,,5.0,25.0,24.0,48.0,,1.0,7.0,,,,4.0,,,1.0,5.0,4.0,,1.0,,,,,,,,,88.0,,,,,,,6.4,,,1.0,,,3.0,5.0,,5.0,,33.0,24.0,52.0,1,,66.0,3.0,,3.0,
2015-16,6768197,22,110,Stoke_City,Home,9360,20208,Charlie Adam,charlie-adam,M,True,1.0,,,1.0,,,1.0,1.0,,,,1.0,,,,,1.0,1.0,,,,,,,,,1.0,,3.0,,,,,,,,,,,,,,2.0,,2.0,,4.0,,2.0,1,,6.0,,1.0,,
2015-16,6768197,22,110,Stoke_City,Home,10535,12150,Glenn Whelan,glenn-whelan,M,False,,,4.0,22.0,19.0,41.0,,1.0,7.0,,,1.0,3.0,,,,5.0,3.0,,,2.0,,,,,1.0,1.0,,90.0,,1.0,,,,,6.8,,,,,1.0,1.0,,,6.0,,25.0,20.0,45.0,1,,56.0,,1.0,1.0,
2015-16,6768201,23,110,Stoke_City,Away,2525,19568,Ibrahim Afellay,ibrahim-afellay,M,False,,,10.0,35.0,27.0,62.0,1.0,,10.0,,,,,,,2.0,4.0,4.0,,,1.0,,,,,1.0,,,90.0,1.0,1.0,,,,,7.1,,,,,1.0,1.0,1.0,,13.0,,41.0,27.0,67.0,1,2.0,81.0,2.0,1.0,1.0,
2015-16,6768201,23,110,Stoke_City,Away,9104,32318,Marc Wilson,marc-wilson,M,True,,,2.0,4.0,13.0,17.0,1.0,4.0,2.0,,,,1.0,,,,3.0,5.0,,,1.0,,,,,,,,60.0,,,,,,,6.3,,,,,5.0,,,,4.0,,6.0,16.0,22.0,0,1.0,31.0,,1.0,,
2015-16,6768201,23,110,Stoke_City,Away,9360,20208,Charlie Adam,charlie-adam,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768201,23,110,Stoke_City,Away,10535,12150,Glenn Whelan,glenn-whelan,M,False,,,4.0,17.0,32.0,49.0,1.0,,5.0,,,1.0,5.0,,,,7.0,4.0,,1.0,1.0,,,,,,,,90.0,,,,,,,6.2,,,,,3.0,1.0,,,8.0,,24.0,36.0,60.0,1,3.0,72.0,2.0,,1.0,
2015-16,6768201,23,110,Stoke_City,Away,65953,68312,Xherdan Shaqiri,xherdan-shaqiri,M,False,,,,9.0,11.0,20.0,2.0,,6.0,,,,,,,3.0,9.0,1.0,,,2.0,,,,,,,,79.0,,,,,,,5.7,,,,,,2.0,6.0,,1.0,,23.0,13.0,30.0,0,1.0,45.0,1.0,,,
2015-16,6768224,24,110,Stoke_City,Away,2525,19568,Ibrahim Afellay,ibrahim-afellay,M,False,1.0,,2.0,23.0,32.0,54.0,1.0,,8.0,,,2.0,,,,2.0,4.0,2.0,,,1.0,,,,,,,,90.0,,,,,,,6.5,,,1.0,,,,5.0,,3.0,,29.0,36.0,60.0,3,,76.0,3.0,2.0,,
2015-16,6768224,24,110,Stoke_City,Away,9682,20481,Stephen Ireland,stephen-ireland,M,True,,,1.0,10.0,8.0,18.0,,,1.0,,,,,,,,3.0,1.0,,,2.0,,,,,1.0,,,30.0,,,,,,,6.7,,,,,,2.0,,,2.0,,11.0,8.0,19.0,0,,23.0,,,1.0,
2015-16,6768224,24,110,Stoke_City,Away,10535,12150,Glenn Whelan,glenn-whelan,M,False,,,6.0,32.0,34.0,66.0,2.0,,11.0,,,,,,,1.0,3.0,2.0,,1.0,,,,,,1.0,2.0,,90.0,,,,,,,6.7,,,,,1.0,,1.0,,7.0,,37.0,37.0,73.0,0,2.0,79.0,,,,
2015-16,6768224,24,110,Stoke_City,Away,65953,68312,Xherdan Shaqiri,xherdan-shaqiri,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768229,25,110,Stoke_City,Home,2525,19568,Ibrahim Afellay,ibrahim-afellay,M,False,1.0,,4.0,41.0,16.0,56.0,1.0,1.0,3.0,,,1.0,1.0,,,,3.0,5.0,,,,,,,,1.0,1.0,,62.0,,,,,,,7.0,,,,,,2.0,2.0,,5.0,,48.0,18.0,64.0,1,2.0,73.0,,1.0,1.0,
2015-16,6768229,25,110,Stoke_City,Home,9682,20481,Stephen Ireland,stephen-ireland,M,True,,,2.0,14.0,5.0,19.0,,,5.0,,,,,,,,1.0,1.0,,,,,,,,,2.0,,28.0,,,,,,,6.9,,,1.0,,,1.0,1.0,,3.0,,21.0,5.0,25.0,1,1.0,30.0,1.0,,,
2015-16,6768229,25,110,Stoke_City,Home,10535,12150,Glenn Whelan,glenn-whelan,M,False,,,3.0,50.0,24.0,74.0,1.0,1.0,9.0,,,,1.0,,,1.0,4.0,5.0,,,,,,,,1.0,,,90.0,,,,,,,6.8,,,,,2.0,2.0,,,5.0,,57.0,26.0,83.0,0,3.0,94.0,1.0,,1.0,
2015-16,6768229,25,110,Stoke_City,Home,65953,68312,Xherdan Shaqiri,xherdan-shaqiri,M,False,,,,11.0,4.0,15.0,1.0,,3.0,,,,,,,2.0,6.0,6.0,,,,,,,,1.0,1.0,,62.0,,,,,,,6.8,,,1.0,,,6.0,6.0,,1.0,,25.0,4.0,23.0,1,1.0,45.0,3.0,2.0,3.0,
2015-16,6768229,25,110,Stoke_City,Home,96702,102738,Giannelli Imbula,giannelli-imbula,M,False,,,1.0,74.0,20.0,94.0,1.0,,6.0,,,1.0,1.0,,,2.0,7.0,5.0,,,2.0,,,,,,,,90.0,,,,,,,6.6,,,1.0,,,6.0,,,3.0,,79.0,20.0,99.0,2,,114.0,1.0,1.0,4.0,
2015-16,6768251,26,110,Stoke_City,Away,2525,19568,Ibrahim Afellay,ibrahim-afellay,M,False,,,1.0,26.0,10.0,36.0,,,1.0,,,,1.0,,,1.0,3.0,1.0,,,,,1.0,,,,1.0,,86.0,1.0,,,,,,7.1,,,,,,2.0,,,1.0,1.0,27.0,10.0,37.0,1,,43.0,1.0,,1.0,
2015-16,6768251,26,110,Stoke_City,Away,9682,20481,Stephen Ireland,stephen-ireland,M,True,,,,3.0,2.0,5.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,4.0,,,,,,,6.6,,,,,,,,,,,4.0,3.0,7.0,0,,7.0,,,,
2015-16,6768251,26,110,Stoke_City,Away,10535,12150,Glenn Whelan,glenn-whelan,M,False,,,2.0,13.0,18.0,31.0,,,10.0,,,,,,,,2.0,,,,2.0,,,,,5.0,,,90.0,,,,,,,6.8,,,,,5.0,,,,7.0,,20.0,19.0,39.0,0,,53.0,1.0,,,
2015-16,6768251,26,110,Stoke_City,Away,65953,68312,Xherdan Shaqiri,xherdan-shaqiri,M,False,1.0,,1.0,16.0,13.0,28.0,,,5.0,,,,,,,1.0,7.0,6.0,,,2.0,1.0,,,,1.0,1.0,,90.0,1.0,,,,,,7.1,,,2.0,,,7.0,8.0,,2.0,,24.0,15.0,31.0,3,1.0,59.0,2.0,2.0,3.0,
2015-16,6768251,26,110,Stoke_City,Away,96702,102738,Giannelli Imbula,giannelli-imbula,M,False,,,2.0,21.0,10.0,31.0,1.0,3.0,8.0,,,,,,,,3.0,8.0,,,2.0,,1.0,,,4.0,,,90.0,1.0,,,,,,8.0,,,,,1.0,4.0,,,4.0,,26.0,12.0,38.0,1,1.0,55.0,3.0,,4.0,
2015-16,6768258,27,110,Stoke_City,Home,2525,19568,Ibrahim Afellay,ibrahim-afellay,M,False,,,,20.0,10.0,30.0,1.0,1.0,2.0,,,1.0,,,,,3.0,7.0,,,,,,,,,,,71.0,,,,,,,7.0,,,,,1.0,6.0,3.0,,,,27.0,12.0,36.0,1,,52.0,1.0,3.0,4.0,
2015-16,6768258,27,110,Stoke_City,Home,9682,20481,Stephen Ireland,stephen-ireland,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768258,27,110,Stoke_City,Home,10535,12150,Glenn Whelan,glenn-whelan,M,False,,,4.0,25.0,27.0,52.0,,3.0,10.0,,,,,,,1.0,1.0,8.0,,,,,,,,3.0,,,90.0,,,,,,,7.6,,,,,2.0,,,,11.0,,35.0,29.0,64.0,0,4.0,82.0,1.0,1.0,,
2015-16,6768258,27,110,Stoke_City,Home,65953,68312,Xherdan Shaqiri,xherdan-shaqiri,M,False,7.0,,2.0,20.0,9.0,22.0,1.0,,4.0,1.0,,,1.0,,,2.0,7.0,5.0,,,,1.0,,,,,5.0,,90.0,,,,,,,7.5,,,1.0,,,5.0,18.0,,4.0,,39.0,12.0,33.0,1,1.0,67.0,2.0,2.0,2.0,
2015-16,6768258,27,110,Stoke_City,Home,96702,102738,Giannelli Imbula,giannelli-imbula,M,False,,,2.0,31.0,20.0,51.0,1.0,1.0,9.0,,,,2.0,,,,3.0,6.0,,,,,,,,1.0,,,90.0,,,,,,,7.1,,,2.0,,,3.0,1.0,,3.0,,36.0,20.0,55.0,2,,67.0,1.0,2.0,3.0,
2015-16,6768272,28,110,Stoke_City,Home,2525,19568,Ibrahim Afellay,ibrahim-afellay,M,False,,,1.0,25.0,18.0,43.0,,,3.0,,,,1.0,,,1.0,3.0,5.0,,,,,,,,,,,70.0,,,,,,,6.7,,,1.0,,,3.0,3.0,,1.0,,30.0,18.0,45.0,1,2.0,59.0,3.0,1.0,2.0,
2015-16,6768272,28,110,Stoke_City,Home,9682,20481,Stephen Ireland,stephen-ireland,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768272,28,110,Stoke_City,Home,10535,12150,Glenn Whelan,glenn-whelan,M,False,,,3.0,23.0,22.0,45.0,4.0,2.0,13.0,,,,4.0,,,,9.0,6.0,,,1.0,,,,,2.0,2.0,,90.0,,,,,,,7.1,,,1.0,,4.0,1.0,,,7.0,,33.0,25.0,58.0,1,3.0,75.0,2.0,,1.0,
2015-16,6768272,28,110,Stoke_City,Home,65953,68312,Xherdan Shaqiri,xherdan-shaqiri,M,False,1.0,,,19.0,7.0,25.0,4.0,,8.0,,,,1.0,,,1.0,10.0,2.0,,,1.0,,1.0,,,,2.0,,90.0,2.0,,,,,,6.4,,,,,,4.0,15.0,,,,39.0,8.0,32.0,2,,64.0,5.0,1.0,1.0,
2015-16,6768272,28,110,Stoke_City,Home,96702,102738,Giannelli Imbula,giannelli-imbula,M,False,,,1.0,38.0,14.0,52.0,2.0,1.0,12.0,,,,,,,3.0,9.0,8.0,,,2.0,,,,,,2.0,,90.0,,,,,,,7.1,,,1.0,,,6.0,,,2.0,,43.0,14.0,57.0,1,2.0,72.0,1.0,1.0,4.0,
2015-16,6768275,29,110,Stoke_City,Away,2525,19568,Ibrahim Afellay,ibrahim-afellay,M,False,,,2.0,33.0,16.0,49.0,2.0,,4.0,1.0,,1.0,,,,,3.0,3.0,,,1.0,,,,,,1.0,,90.0,1.0,,,,,,7.1,,,,,1.0,1.0,,,2.0,,38.0,17.0,55.0,2,,71.0,7.0,2.0,1.0,
2015-16,6768275,29,110,Stoke_City,Away,9682,20481,Stephen Ireland,stephen-ireland,M,True,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,3.0,,3.0,0,,4.0,,,,
2015-16,6768275,29,110,Stoke_City,Away,10535,12150,Glenn Whelan,glenn-whelan,M,False,,,3.0,34.0,20.0,54.0,,2.0,3.0,,,,2.0,,,,5.0,4.0,,,1.0,,,,,3.0,1.0,,75.0,,,,,,,6.7,,,,,2.0,2.0,,,3.0,,35.0,22.0,57.0,0,2.0,69.0,1.0,,,
2015-16,6768275,29,110,Stoke_City,Away,65953,68312,Xherdan Shaqiri,xherdan-shaqiri,M,False,2.0,,1.0,24.0,7.0,29.0,,,9.0,,,,2.0,,,3.0,10.0,3.0,,,1.0,,,,,1.0,4.0,,90.0,1.0,,,,,,6.3,,,,,,5.0,10.0,,4.0,1.0,40.0,8.0,38.0,1,2.0,66.0,2.0,,1.0,
2015-16,6768275,29,110,Stoke_City,Away,96702,102738,Giannelli Imbula,giannelli-imbula,M,False,,,2.0,38.0,15.0,53.0,1.0,1.0,5.0,,,,2.0,,,1.0,5.0,13.0,,,1.0,,,,,,1.0,,90.0,,,,,,,7.8,,,1.0,,2.0,8.0,,,4.0,,46.0,16.0,62.0,1,2.0,81.0,,2.0,8.0,
2015-16,6768285,30,110,Stoke_City,Home,2525,19568,Ibrahim Afellay,ibrahim-afellay,M,False,1.0,,3.0,40.0,10.0,49.0,1.0,2.0,5.0,1.0,,1.0,,,,2.0,5.0,5.0,,,1.0,1.0,,,,,3.0,,90.0,,,,,,,7.0,,,2.0,,,2.0,8.0,,5.0,,49.0,11.0,52.0,3,,78.0,4.0,2.0,1.0,
2015-16,6768285,30,110,Stoke_City,Home,9682,20481,Stephen Ireland,stephen-ireland,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768285,30,110,Stoke_City,Home,10535,12150,Glenn Whelan,glenn-whelan,M,False,,,1.0,35.0,20.0,55.0,2.0,1.0,10.0,,,,1.0,,,,3.0,3.0,,,,,,,,,4.0,,78.0,,,,,,,6.9,,,,,1.0,,2.0,,4.0,,42.0,22.0,62.0,0,1.0,71.0,2.0,1.0,,
2015-16,6768285,30,110,Stoke_City,Home,65953,68312,Xherdan Shaqiri,xherdan-shaqiri,M,False,,,1.0,3.0,3.0,6.0,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,31.0,,,,,,,6.2,,,,,,,1.0,,2.0,,7.0,3.0,9.0,0,,13.0,2.0,,,
2015-16,6768285,30,110,Stoke_City,Home,96702,102738,Giannelli Imbula,giannelli-imbula,M,False,,,6.0,59.0,18.0,77.0,,,5.0,,,,1.0,,,1.0,6.0,6.0,,,,,,,,,,,90.0,,,,,,,6.9,,,2.0,,1.0,7.0,1.0,,13.0,,74.0,19.0,92.0,2,2.0,115.0,4.0,1.0,3.0,
2015-16,6768307,31,110,Stoke_City,Away,2525,19568,Ibrahim Afellay,ibrahim-afellay,M,False,1.0,,3.0,26.0,21.0,46.0,1.0,2.0,3.0,,,,3.0,,,3.0,9.0,5.0,,,1.0,,,,,,2.0,,84.0,1.0,,,,,,6.5,,,,,1.0,3.0,4.0,,3.0,,36.0,22.0,54.0,1,1.0,71.0,2.0,,2.0,
2015-16,6768307,31,110,Stoke_City,Away,9360,20208,Charlie Adam,charlie-adam,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768307,31,110,Stoke_City,Away,9682,20481,Stephen Ireland,stephen-ireland,M,True,,,1.0,5.0,2.0,7.0,,,2.0,,,,1.0,,,,1.0,,,,,,,,,,,,6.0,,,,,,,6.6,,,,,,,,,1.0,,5.0,3.0,8.0,0,,8.0,,,,
2015-16,6768307,31,110,Stoke_City,Away,10535,12150,Glenn Whelan,glenn-whelan,M,False,,,2.0,16.0,22.0,38.0,2.0,2.0,8.0,,,,1.0,,,1.0,4.0,4.0,,,,,,,,1.0,,,90.0,,1.0,,,,,6.8,,,,,6.0,,,,5.0,,23.0,25.0,48.0,0,1.0,63.0,,1.0,,
2015-16,6768307,31,110,Stoke_City,Away,96702,102738,Giannelli Imbula,giannelli-imbula,M,False,,,,18.0,20.0,38.0,,,8.0,,,,1.0,,,,5.0,6.0,,,1.0,,,,,,,,90.0,,,,,,,6.6,,,,,,6.0,1.0,,1.0,,25.0,21.0,45.0,0,1.0,61.0,3.0,2.0,3.0,
2015-16,6768318,32,110,Stoke_City,Home,2525,19568,Ibrahim Afellay,ibrahim-afellay,M,False,2.0,,3.0,27.0,18.0,43.0,2.0,,3.0,,,,1.0,,,1.0,6.0,3.0,,,,,1.0,,,,1.0,,90.0,1.0,,,,,,7.2,,,2.0,,1.0,3.0,8.0,,4.0,,37.0,20.0,49.0,3,,70.0,,2.0,1.0,
2015-16,6768318,32,110,Stoke_City,Home,9360,20208,Charlie Adam,charlie-adam,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768318,32,110,Stoke_City,Home,9682,20481,Stephen Ireland,stephen-ireland,M,True,,,,1.0,4.0,5.0,,,1.0,,,,,,,,,2.0,,,,,,,,,,,9.0,,,,,,,6.9,,,,,,,,,,,1.0,4.0,5.0,0,2.0,9.0,,,,
2015-16,6768318,32,110,Stoke_City,Home,10535,12150,Glenn Whelan,glenn-whelan,M,False,1.0,,1.0,19.0,25.0,43.0,1.0,2.0,9.0,1.0,,1.0,1.0,,,1.0,4.0,5.0,,,1.0,1.0,,,,4.0,2.0,,81.0,,1.0,,,,,7.5,,,,,1.0,1.0,1.0,,2.0,,22.0,25.0,46.0,1,1.0,60.0,,1.0,1.0,
2015-16,6768318,32,110,Stoke_City,Home,96702,102738,Giannelli Imbula,giannelli-imbula,M,False,,,,14.0,23.0,37.0,,,7.0,,,,1.0,,,1.0,2.0,6.0,,,,,,,,,,,90.0,1.0,,,,,,6.8,,,,,,2.0,,,,,19.0,24.0,43.0,1,,52.0,,4.0,2.0,
2015-16,6768326,33,110,Stoke_City,Away,2525,19568,Ibrahim Afellay,ibrahim-afellay,M,False,1.0,,1.0,22.0,16.0,37.0,1.0,1.0,7.0,,,,,,,4.0,7.0,4.0,,,2.0,,,,,1.0,,,90.0,,,,,,,6.1,,,1.0,,1.0,,3.0,,3.0,,32.0,18.0,47.0,1,1.0,66.0,2.0,2.0,,
2015-16,6768326,33,110,Stoke_City,Away,9360,20208,Charlie Adam,charlie-adam,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768326,33,110,Stoke_City,Away,9682,20481,Stephen Ireland,stephen-ireland,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768326,33,110,Stoke_City,Away,65953,68312,Xherdan Shaqiri,xherdan-shaqiri,M,False,3.0,,,10.0,4.0,11.0,,,3.0,2.0,,,1.0,,,2.0,4.0,2.0,,,1.0,1.0,,,,,3.0,,71.0,,,,,,,7.0,,,2.0,,2.0,,13.0,,,,21.0,4.0,12.0,2,1.0,33.0,,1.0,,
2015-16,6768326,33,110,Stoke_City,Away,96702,102738,Giannelli Imbula,giannelli-imbula,M,False,,,2.0,32.0,24.0,56.0,,1.0,8.0,,,,1.0,,,3.0,8.0,9.0,,,3.0,,,,,,,,90.0,1.0,,,,,,6.7,,,,,,5.0,,,2.0,,36.0,25.0,61.0,1,2.0,78.0,,2.0,4.0,
2015-16,6768367,34,110,Stoke_City,Home,2525,19568,Ibrahim Afellay,ibrahim-afellay,M,False,,,1.0,26.0,19.0,45.0,,1.0,15.0,,,,1.0,,,,3.0,11.0,,,1.0,,,,,,,,90.0,,,,,,,7.2,,,3.0,,1.0,5.0,2.0,,1.0,,33.0,20.0,51.0,3,2.0,71.0,,4.0,4.0,
