playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,penaltiesSaved,expectedAssists,fiftyFifty,totalRedCards,catches,savesMadeFromOutsideBox,throughBalls,unsuccessfulShortPasses,gamesPlayed,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,duelsWon,goalsConcededOutsideBox,penaltiesConceded,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,savesFromPenalty,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,ownGoalScored,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,touches,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,substituteOn,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,goalAssists,successfulLayoffs,unsuccessfulCrossesOpenPlay,offsides,oboxBlocked,shotsOnTargetOutsideBox,successfulCrossesAndCorners,aerialDuelsLost,totalTouchesInOppositionBox,throwInsToOppositionPlayer,shotsBlockedInBox,putthroughBlockedDistributionWon,oboxTarget,tacklesLost,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,shotsOffTargetIncWoodwork,cornersWon,tacklesWon,successfulDribbles,blocks,backwardPasses,throwInsToOwnPlayer,shotsBlockedOutsideBox,handballsConceded,expectedGoals,clearancesOffTheLine,overruns,foulWonPenalty,goals,awayGoals,iboxTarget,shotsOnTargetInBox,homeGoals,headedGoals,hitWoodwork,cornersTakenInclShortCorners,successfulCornersIntoBox,rightFootGoals,unsuccessfulCornersIntoBox,setPiecesGoals,leftFootGoals,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,secondGoalAssists,unsuccessfulLayoffs,penaltiesTaken,penaltyGoals
199796,Matty Cash,Defender,Aston Villa,7,Poland,2022-23,60.0,,0.9399,31.0,0.0,,,2.0,103.0,26.0,19.0,20.0,167.0,781.0,,,25.0,3.0,,1820.0,98.0,4.0,1.0,39.0,86.0,575.0,,,3.0,22.649,,7.0,5.0,37.0,29.0,47.0,24.0,,15.0,0.0,158.0,,327.0,108.0,26.0,,,287.0,25.0,133.0,12.0,0.0,,763.0,271.0,,,244.0,21.0,26.0,39.0,1273.0,5.0,26.0,339.0,15.0,,4.0,64.0,55.0,6.0,12.0,3.0,1.0,0.4208,55.0,4.0,1.0,1.0,34.0,2.0,2.0,1.0,12.0,13.0,12.0,25.0,1.0,15.0,1.0,23.0,10.0,34.0,17.0,1.0,3.0,7.0,32.0,16.0,5.0,186.0,151.0,2.0,2.0,0.1967,,,,,,,,,,,,,,,,,,,,,,,
165659,Diego Carlos,Defender,Fenerbahçe,253,Brazil,2022-23,6.0,,0.1024,3.0,0.0,,,,20.0,3.0,2.0,2.0,28.0,139.0,,,9.0,,,204.0,7.0,,,1.0,1.0,104.0,,,,1.4219,,1.0,,2.0,3.0,3.0,34.0,,,0.0,13.0,,57.0,14.0,3.0,,,53.0,3.0,4.0,6.0,0.0,,135.0,32.0,,,46.0,2.0,1.0,7.0,156.0,1.0,5.0,58.0,,,0.0,8.0,9.0,1.0,,1.0,,,1.0,3.0,,,1.0,,,,,3.0,4.0,,1.0,,,1.0,,1.0,,1.0,3.0,1.0,,,2.0,2.0,1.0,,,0.3633,,,,,,,,,,,,,,,,,,,,,,,
199798,Ezri Konsa,Defender,Aston Villa,7,England,2022-23,65.0,,0.7201,35.0,0.0,,,1.0,117.0,38.0,21.0,37.0,208.0,1872.0,10.0,,95.0,11.0,,3323.0,167.0,4.0,,32.0,110.0,1607.0,,,5.0,42.5003,,8.0,12.0,114.0,45.0,27.0,372.0,,64.0,0.0,232.0,,637.0,164.0,38.0,,,373.0,41.0,137.0,57.0,0.0,10.0,1802.0,240.0,,,723.0,12.0,26.0,57.0,2265.0,1.0,40.0,1293.0,4.0,,6.0,91.0,93.0,1.0,2.0,2.0,,,42.0,6.0,,,2.0,,,,2.0,38.0,22.0,3.0,2.0,18.0,,22.0,3.0,2.0,8.0,2.0,6.0,2.0,20.0,6.0,23.0,140.0,15.0,,,1.041,1.0,,,,,,,,,,,,,,,,,,,,,,
149484,Tyrone Mings,Defender,Aston Villa U21,15986,England,2022-23,64.0,,0.9344,38.0,0.0,,,1.0,142.0,35.0,22.0,35.0,277.0,1887.0,15.0,,86.0,12.0,,3150.0,104.0,3.0,,29.0,42.0,1505.0,,,4.0,39.7064,1.0,3.0,9.0,158.0,40.0,40.0,665.0,,22.0,1.0,168.0,,739.0,174.0,35.0,,,464.0,37.0,82.0,62.0,0.0,15.0,1808.0,301.0,,,357.0,18.0,54.0,105.0,2268.0,,51.0,1147.0,12.0,,7.0,135.0,112.0,,1.0,3.0,2.0,0.9354,15.0,4.0,2.0,,2.0,3.0,,,1.0,24.0,22.0,,3.0,19.0,,8.0,3.0,2.0,10.0,3.0,2.0,1.0,7.0,6.0,21.0,126.0,6.0,,,1.166,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
106468,Álex Moreno,Defender,Aston Villa,7,Spain,2022-23,94.0,,2.5843,30.0,0.0,,,1.0,98.0,19.0,11.0,14.0,119.0,579.0,,,21.0,4.0,,1335.0,66.0,1.0,,47.0,57.0,451.0,,,2.0,14.4019,,19.0,2.0,30.0,10.0,82.0,199.0,,11.0,0.0,160.0,,186.0,69.0,19.0,,,204.0,9.0,139.0,9.0,0.0,,561.0,249.0,,,19.0,17.0,7.0,9.0,1004.0,10.0,16.0,271.0,10.0,,3.0,21.0,49.0,5.0,15.0,3.0,3.0,0.2499,23.0,10.0,3.0,,33.0,,2.0,1.0,15.0,12.0,48.0,10.0,1.0,15.0,1.0,9.0,27.0,33.0,42.0,1.0,7.0,14.0,14.0,23.0,3.0,175.0,106.0,2.0,,0.5706,1.0,5.0,,,,2.0,2.0,,,1.0,,,,,,,,,,,,,
101184,Calum Chambers,Defender,Cardiff City,97,England,2022-23,16.0,,0.2034,15.0,0.0,,,,25.0,14.0,8.0,2.0,39.0,191.0,,,9.0,,,345.0,14.0,1.0,,2.0,11.0,143.0,,,1.0,3.6771,,2.0,1.0,10.0,4.0,10.0,41.0,,2.0,0.0,30.0,,96.0,23.0,14.0,,,55.0,3.0,21.0,3.0,0.0,,187.0,53.0,,,45.0,7.0,7.0,9.0,247.0,,7.0,98.0,3.0,,2.0,14.0,11.0,12.0,1.0,1.0,,,9.0,1.0,,,3.0,,,,1.0,6.0,2.0,5.0,1.0,1.0,,3.0,,3.0,1.0,1.0,1.0,,6.0,,4.0,9.0,4.0,,,0.1208,,,,,,,,,,,,,,,,,,,,,,,
18892,Ashley Young,Defender,Everton,11,England,2022-23,64.0,,0.7861,25.0,0.0,,,2.0,126.0,29.0,19.0,23.0,217.0,966.0,,,25.0,8.0,,2038.0,99.0,2.0,1.0,42.0,85.0,694.0,,,4.0,29.6428,,14.0,10.0,60.0,28.0,53.0,95.0,,28.0,0.0,163.0,,459.0,131.0,29.0,,,351.0,26.0,138.0,14.0,0.0,,909.0,325.0,,,243.0,24.0,21.0,55.0,1465.0,8.0,33.0,406.0,15.0,,7.0,91.0,63.0,6.0,7.0,7.0,3.0,0.3472,50.0,8.0,,,29.0,1.0,6.0,2.0,8.0,11.0,10.0,32.0,1.0,14.0,2.0,23.0,10.0,34.0,15.0,1.0,5.0,9.0,27.0,8.0,11.0,169.0,140.0,6.0,2.0,0.4677,1.0,1.0,,1.0,1.0,,,0.0,,,6.0,1.0,1.0,4.0,,,,,,,,,
101188,Lucas Digne,Defender,Aston Villa,7,France,2022-23,71.0,,1.9224,27.0,0.0,,,,112.0,28.0,18.0,18.0,151.0,707.0,,,43.0,2.0,,1499.0,84.0,1.0,1.0,36.0,58.0,528.0,,,1.0,19.356,1.0,18.0,4.0,39.0,25.0,54.0,251.0,,23.0,1.0,155.0,,286.0,86.0,28.0,,,303.0,24.0,112.0,26.0,0.0,,686.0,270.0,,,15.0,19.0,18.0,28.0,1138.0,8.0,18.0,272.0,9.0,,5.0,39.0,56.0,10.0,17.0,1.0,3.0,0.6774,30.0,7.0,,1.0,46.0,2.0,,1.0,19.0,17.0,24.0,21.0,1.0,13.0,1.0,18.0,11.0,58.0,23.0,1.0,4.0,5.0,12.0,5.0,5.0,155.0,121.0,,2.0,0.4026,,,,1.0,0.0,1.0,1.0,1.0,,,12.0,1.0,,8.0,1.0,1.0,4.0,4.0,0.2372,,,,
514287,Sil Swinkels,Defender,Aston Villa,7,Netherlands,2022-23,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534836,Travis Patterson,Defender,Aston Villa U21,15986,England,2022-23,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
