playerId,playerName,position,team_name,team_id,nationality,season,expectedAssists,totalRedCards,catches,totalTackles,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,tacklesLost,lastPlayerTackle,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,tacklesWon,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,interceptions,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,duelsLost,penaltiesSaved,savesFromPenalty,ownGoalScored,groundDuelsLost,totalFoulsConceded,foulAttemptedTackle,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalShots,throughBalls,goalAssists,unsuccessfulCrossesOpenPlay,goals,awayGoals,substituteOn,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,putthroughBlockedDistribution,totalTouchesInOppositionBox,throwInsToOppositionPlayer,shotsBlockedInBox,putthroughBlockedDistributionWon,homeGoals,unsuccessfulDribbles,headedGoals,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,shotsOffTargetIncWoodwork,cornersWon,successfulDribbles,blocks,backwardPasses,throwInsToOwnPlayer,substituteOff,expectedGoals,clearancesOffTheLine,penaltiesConceded,handballsConceded,offsides,oboxBlocked,successfulCornersIntoBox,rightFootGoals,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,hitWoodwork,expectedGoalsFreekick,successfulLayoffs,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,oboxTarget,shotsBlockedOutsideBox,leftFootGoals,unsuccessfulLayoffs,redCards2ndYellow,secondGoalAssists,foulWonPenalty,penaltiesTaken,penaltyGoals
52477,Nathan Baker,Defender,Bristol City,113,England,2015-16,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56981,Joe Bennett,Defender,Oxford United,106,England,2015-16,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20492,Micah Richards,Defender,Aston Villa,7,England,2015-16,0.4856,0.0,,42.0,,60.0,24.0,23.0,107.0,717.0,,,83.0,3.0,,2044.0,156.0,6.0,95.0,572.0,,1.0,38.2272,7.0,12.0,142.0,53.0,95.0,,25.0,0.0,223.0,,331.0,109.0,24.0,,,8.0,,220.0,47.0,140.0,61.0,0.0,,704.0,165.0,34.0,,,221.0,61.0,38.0,1144.0,27.0,391.0,,3.0,47.0,33.0,67.0,,,1.0,45.0,16.0,8.0,1.0,1.0,2.0,2.0,0.772,10.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,22.0,19.0,31.0,14.0,1.0,15.0,1.0,16.0,1.0,1.0,24.0,1.0,8.0,1.0,28.0,15.0,70.0,18.0,3.0,0.8784,,,,,,,,,,,,,,,,,,,,,,,,
80502,Jores Okore,Defender,FC København,569,Denmark,2015-16,0.0228,0.0,,37.0,,32.0,12.0,12.0,64.0,330.0,,,34.0,3.0,,1080.0,66.0,4.0,48.0,229.0,,2.0,17.1703,1.0,6.0,83.0,18.0,74.0,,8.0,0.0,102.0,,139.0,47.0,12.0,,,13.0,,76.0,14.0,68.0,18.0,0.0,,324.0,77.0,24.0,,,94.0,28.0,37.0,524.0,18.0,190.0,,1.0,32.0,27.0,36.0,,,,20.0,8.0,2.0,,,,,,,,,,,,,,,,16.0,11.0,2.0,,,6.0,,1.0,,,4.0,,,,3.0,8.0,23.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
58845,Ciaran Clark,Defender,Stoke City,110,Ireland,2015-16,0.1481,0.0,,24.0,,63.0,18.0,16.0,134.0,559.0,,,80.0,3.0,,1353.0,93.0,2.0,43.0,395.0,,,19.5989,4.0,6.0,127.0,31.0,153.0,,11.0,0.0,151.0,,258.0,68.0,18.0,,,6.0,,129.0,29.0,71.0,50.0,0.0,,532.0,152.0,18.0,,,116.0,47.0,30.0,851.0,38.0,297.0,,6.0,71.0,27.0,58.0,,,,28.0,14.0,7.0,1.0,,2.0,,0.1496,10.0,,,,1.0,1.0,2.0,1.0,1.0,1.0,30.0,13.0,21.0,,,11.0,0.0,4.0,1.0,,7.0,,8.0,1.0,9.0,13.0,32.0,2.0,,0.7569,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
7551,Joleon Lescott,Defender,Sunderland,56,England,2015-16,0.3701,0.0,,35.0,,144.0,32.0,32.0,249.0,1061.0,,,105.0,5.0,,2721.0,122.0,9.0,51.0,719.0,,3.0,45.1307,4.0,28.0,186.0,61.0,278.0,,9.0,0.0,199.0,,506.0,170.0,32.0,,,5.0,,262.0,52.0,94.0,71.0,0.0,,1026.0,279.0,30.0,,,207.0,85.0,93.0,1493.0,59.0,551.0,,2.0,105.0,84.0,77.0,,,,43.0,16.0,5.0,1.0,3.0,3.0,2.0,0.7617,8.0,,,3.0,1.0,1.0,,1.0,2.0,2.0,34.0,27.0,23.0,1.0,3.0,15.0,0.0,2.0,,3.0,10.0,3.0,5.0,4.0,7.0,21.0,70.0,7.0,2.0,1.7601,1.0,,,,,,,,,,1.0,,2.0,,,,,1.0,,,,,,
15073,Kieran Richardson,Defender,Cardiff City,97,England,2015-16,0.2147,0.0,,18.0,,37.0,11.0,8.0,60.0,269.0,,,18.0,,,634.0,35.0,1.0,26.0,195.0,,,13.4886,3.0,5.0,20.0,20.0,96.0,,4.0,0.0,85.0,,112.0,42.0,11.0,,,6.0,,100.0,19.0,67.0,9.0,0.0,,266.0,121.0,12.0,,,14.0,12.0,14.0,462.0,14.0,111.0,,4.0,23.0,22.0,50.0,,,,41.0,18.0,11.0,2.0,1.0,2.0,1.0,0.1487,6.0,1.0,1.0,16.0,,,3.0,2.0,,,9.0,12.0,3.0,13.0,,4.0,,8.0,,19.0,15.0,,4.0,1.0,4.0,3.0,47.0,53.0,3.0,0.2525,,,,,1.0,,,1.0,1.0,,,0.0705,5.0,,2.0,2.0,1.0,,2.0,,,,,
15405,Alan Hutton,Defender,Aston Villa,7,Scotland,2015-16,2.1361,1.0,,55.0,,131.0,28.0,26.0,207.0,843.0,,,50.0,2.0,,2241.0,135.0,6.0,101.0,592.0,,3.0,42.68,20.0,13.0,52.0,55.0,70.0,,36.0,0.0,219.0,,345.0,104.0,28.0,,,12.0,,428.0,49.0,169.0,34.0,0.0,,825.0,429.0,43.0,,,318.0,52.0,44.0,1587.0,40.0,232.0,,6.0,76.0,42.0,84.0,,,2.0,68.0,28.0,14.0,24.0,1.0,2.0,7.0,,8.0,1.0,1.0,97.0,,,2.0,24.0,2.0,2.0,16.0,46.0,36.0,65.0,,25.0,,19.0,,97.0,27.0,,6.0,15.0,12.0,10.0,110.0,201.0,1.0,0.682,,1.0,,3.0,1.0,,,,,,,,8.0,,,,1.0,,,1.0,,,,
115380,Jordan Amavi,Defender,Brest,862,France,2015-16,0.8995,0.0,,36.0,,53.0,10.0,9.0,78.0,368.0,,,37.0,2.0,,836.0,92.0,2.0,72.0,271.0,,,11.4089,5.0,7.0,32.0,13.0,144.0,,11.0,0.0,178.0,,138.0,64.0,10.0,,,6.0,,146.0,11.0,141.0,20.0,0.0,,361.0,179.0,30.0,,,13.0,37.0,19.0,752.0,17.0,149.0,,2.0,25.0,40.0,86.0,,,,69.0,18.0,11.0,5.0,3.0,1.0,6.0,0.0859,2.0,,2.0,35.0,,,1.0,5.0,,,17.0,22.0,9.0,10.0,1.0,8.0,,32.0,,35.0,39.0,1.0,1.0,8.0,25.0,3.0,73.0,103.0,,0.1863,,,,,2.0,,,,,,,,1.0,,1.0,1.0,2.0,,,,,,,
44354,Aly Cissokho,Defender,Aston Villa,7,France,2015-16,0.8142,1.0,,26.0,,79.0,18.0,18.0,166.0,647.0,,,34.0,3.0,,1603.0,56.0,5.0,34.0,445.0,,2.0,27.2092,9.0,14.0,75.0,40.0,220.0,,4.0,0.0,100.0,,268.0,84.0,18.0,,,7.0,,294.0,35.0,66.0,22.0,1.0,,641.0,306.0,19.0,,,30.0,40.0,36.0,1156.0,68.0,202.0,,3.0,87.0,61.0,44.0,,,,32.0,13.0,5.0,15.0,1.0,3.0,,0.1992,3.0,,,66.0,,,,15.0,2.0,2.0,12.0,48.0,13.0,54.0,1.0,16.0,,6.0,,66.0,10.0,1.0,,11.0,4.0,3.0,129.0,152.0,,0.1167,,2.0,2.0,,,,,,,,,,1.0,,1.0,1.0,,,,,1.0,,,
