playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,expectedAssists,catches,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,ownGoalScored,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,totalFoulsConceded,successfulLongPasses,touches,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,penaltiesSaved,substituteOn,savesFromPenalty,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,goalAssists,unsuccessfulCrossesOpenPlay,goals,awayGoals,oboxBlocked,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,penaltiesConceded,totalTouchesInOppositionBox,throwInsToOppositionPlayer,shotsBlockedInBox,putthroughBlockedDistributionWon,homeGoals,oboxTarget,rightFootGoals,tacklesLost,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,shotsOffTargetIncWoodwork,cornersWon,tacklesWon,successfulDribbles,blocks,interceptions,clearancesOffTheLine,backwardPasses,throwInsToOwnPlayer,shotsBlockedOutsideBox,foulAttemptedTackle,handballsConceded,expectedGoals,offsides,lastPlayerTackle,overruns,throughBalls,successfulLayoffs,foulWonPenalty,unsuccessfulLayoffs,successfulCornersIntoBox,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,expectedGoalsFreekick,cornersTakenInclShortCorners,headedGoals,leftFootGoals,hitWoodwork,penaltiesTaken,penaltyGoals,setPiecesGoals,secondGoalAssists
199796,Matty Cash,Defender,Aston Villa,7,Poland,2023-24,0.0,0.0,8.0,114.0,2.4646,,,108.0,29.0,23.0,164.0,1028.0,,,36.0,2.0,,2142.0,103.0,5.0,45.0,88.0,833.0,,1.0,35.4574,1.0,11.0,6.0,52.0,36.0,93.0,72.0,,22.0,1.0,217.0,,367.0,110.0,29.0,,420.0,31.0,181.0,15.0,,1004.0,296.0,,,327.0,30.0,31.0,1558.0,7.0,30.0,453.0,,56.0,63.0,,6.0,,9.0,10.0,13.0,3.2163,54.0,23.0,2.0,30.0,2.0,2.0,3.0,3.0,9.0,8.0,8.0,21.0,1.0,55.0,45.0,7.0,21.0,0.0,3.0,2.0,23.0,20.0,30.0,35.0,7.0,10.0,21.0,31.0,12.0,14.0,18.0,1.0,262.0,112.0,3.0,23.0,2.0,4.2789,,,,,,,,,,,,,,,,,,,,
165659,Diego Carlos,Defender,Fenerbahçe,253,Brazil,2023-24,0.0,0.0,4.0,66.0,0.3722,,,63.0,27.0,20.0,155.0,1339.0,6.0,,50.0,5.0,,1811.0,54.0,6.0,9.0,32.0,1118.0,,,39.9102,,3.0,7.0,78.0,36.0,38.0,294.0,,4.0,0.0,120.0,,463.0,78.0,27.0,,347.0,30.0,70.0,22.0,6.0,1292.0,170.0,,,516.0,26.0,66.0,1535.0,2.0,30.0,837.0,,92.0,56.0,,7.0,,,2.0,1.0,0.2448,27.0,8.0,,1.0,,,,,,1.0,1.0,28.0,,23.0,,2.0,5.0,,,,11.0,2.0,1.0,6.0,2.0,7.0,2.0,16.0,2.0,19.0,13.0,1.0,66.0,,,16.0,,1.9477,1.0,2.0,,,,,,,,,,,,,,,,,,
199798,Ezri Konsa,Defender,Aston Villa,7,England,2023-24,0.0,0.0,5.0,53.0,1.0274,,,117.0,35.0,35.0,153.0,1953.0,3.0,,44.0,6.0,,3073.0,167.0,9.0,40.0,137.0,1754.0,,1.0,54.8294,,8.0,4.0,68.0,54.0,39.0,328.0,,64.0,0.0,220.0,,633.0,142.0,35.0,,663.0,45.0,176.0,30.0,3.0,1879.0,237.0,,,807.0,14.0,46.0,2476.0,5.0,15.0,1141.0,,36.0,78.0,,,,4.0,5.0,5.0,0.8545,54.0,14.0,,13.0,1.0,0.0,1.0,,4.0,4.0,4.0,14.0,1.0,39.0,20.0,4.0,16.0,1.0,,1.0,22.0,6.0,13.0,23.0,4.0,9.0,7.0,32.0,19.0,20.0,28.0,,185.0,103.0,1.0,7.0,2.0,2.4728,,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
149484,Tyrone Mings,Defender,Aston Villa U21,15986,England,2023-24,0.0,0.0,0.0,,0.1586,,,,1.0,1.0,,5.0,,,1.0,,,31.0,1.0,,,,4.0,,,2.1492,,1.0,,1.0,2.0,,1.0,,,0.0,1.0,,3.0,2.0,1.0,,1.0,2.0,,1.0,,5.0,1.0,,,1.0,,1.0,9.0,1.0,,4.0,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,0.0075,,,,1.0,,,,,,,,,,,,,,,,
101188,Lucas Digne,Defender,Aston Villa,7,France,2023-24,0.0,0.0,7.0,101.0,3.611,,,151.0,33.0,27.0,188.0,1013.0,,,67.0,3.0,,2410.0,129.0,9.0,60.0,87.0,804.0,,1.0,42.591,,35.0,1.0,61.0,41.0,76.0,372.0,,30.0,1.0,230.0,,319.0,101.0,33.0,,468.0,32.0,163.0,42.0,,973.0,385.0,,,27.0,29.0,21.0,1659.0,9.0,14.0,393.0,,37.0,80.0,,6.0,,23.0,7.0,4.0,1.1714,47.0,13.0,3.0,99.0,1.0,1.0,5.0,2.0,36.0,1.0,1.0,25.0,,56.0,27.0,2.0,18.0,0.0,2.0,,28.0,16.0,118.0,31.0,2.0,9.0,26.0,19.0,10.0,2.0,26.0,,295.0,154.0,5.0,17.0,2.0,1.0636,3.0,,1.0,,1.0,,,12.0,6.0,6.0,18.0,0.3835,36.0,1.0,,,,,,
244954,Pau Torres,Defender,Aston Villa,7,Spain,2023-24,0.0,0.0,1.0,76.0,0.7394,,,121.0,29.0,27.0,216.0,1770.0,36.0,,45.0,6.0,,2463.0,79.0,5.0,25.0,56.0,1469.0,,1.0,40.1894,,8.0,9.0,74.0,37.0,54.0,810.0,,10.0,0.0,155.0,,599.0,127.0,29.0,,561.0,32.0,110.0,23.0,35.0,1655.0,257.0,1.0,,250.0,18.0,85.0,2032.0,2.0,29.0,996.0,,95.0,93.0,,2.0,,3.0,3.0,5.0,0.7076,29.0,9.0,,5.0,2.0,2.0,2.0,,3.0,3.0,3.0,22.0,,23.0,,1.0,16.0,0.0,,,11.0,9.0,5.0,22.0,1.0,4.0,5.0,18.0,17.0,12.0,14.0,2.0,111.0,5.0,2.0,13.0,2.0,1.0061,2.0,,,1.0,,,,,,,,,,1.0,1.0,,,,,
106468,Álex Moreno,Defender,Aston Villa,7,Spain,2023-24,0.0,0.0,2.0,50.0,1.0019,,,62.0,21.0,11.0,68.0,407.0,,,14.0,2.0,,1031.0,53.0,,42.0,49.0,326.0,,,20.3568,1.0,11.0,5.0,33.0,20.0,40.0,167.0,,16.0,0.0,103.0,,99.0,40.0,21.0,,148.0,20.0,89.0,4.0,,398.0,155.0,,,13.0,11.0,13.0,725.0,6.0,3.0,195.0,,6.0,33.0,,10.0,,4.0,1.0,4.0,0.5208,18.0,7.0,,33.0,2.0,2.0,,,4.0,2.0,2.0,10.0,,34.0,12.0,1.0,9.0,0.0,,,6.0,17.0,33.0,23.0,1.0,3.0,11.0,12.0,15.0,2.0,13.0,,128.0,85.0,,11.0,1.0,1.1361,2.0,,4.0,,,,,,,,,,,1.0,1.0,,,,,
101184,Calum Chambers,Defender,Cardiff City,97,England,2023-24,0.0,0.0,1.0,6.0,0.0114,,,10.0,5.0,1.0,13.0,113.0,,,2.0,,,150.0,6.0,2.0,3.0,5.0,96.0,,,5.1279,,,,4.0,6.0,5.0,45.0,,1.0,0.0,12.0,,29.0,8.0,5.0,,23.0,4.0,10.0,1.0,,113.0,14.0,,,25.0,3.0,4.0,132.0,1.0,1.0,77.0,,3.0,4.0,,4.0,,,,,,3.0,,1.0,,,,,,,,,1.0,,,,,1.0,,,,3.0,,,1.0,,,,,1.0,1.0,2.0,,14.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
171101,Clément Lenglet,Defender,Atlético de Madrid,175,France,2023-24,0.0,0.0,3.0,25.0,0.5194,,,48.0,14.0,14.0,92.0,910.0,14.0,,26.0,2.0,,1155.0,43.0,4.0,11.0,28.0,767.0,,,25.4177,,1.0,9.0,47.0,27.0,14.0,407.0,,12.0,0.0,68.0,,294.0,37.0,14.0,,227.0,23.0,42.0,15.0,14.0,856.0,104.0,,,151.0,3.0,51.0,1043.0,3.0,17.0,591.0,,44.0,47.0,,,,,3.0,2.0,0.3451,13.0,5.0,1.0,3.0,,,1.0,,,2.0,2.0,11.0,,12.0,,2.0,8.0,,,,4.0,2.0,3.0,5.0,2.0,3.0,1.0,9.0,3.0,11.0,7.0,,58.0,4.0,1.0,3.0,,0.8628,,,,,,,,,,,,,,,,,,,,
465390,Kaine Kesler-Hayden,Defender,Aston Villa,7,England,2023-24,0.0,0.0,0.0,1.0,,,,,3.0,,,,,,1.0,,,5.0,,,,,,,,,,,,,,,,,,0.0,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
