playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,totalRedCards,catches,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,punches,penaltyGoalsConceded,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,totalTackles,totalShots,successfulLayoffs,unsuccessfulCrossesOpenPlay,successfulCrossesAndCorners,totalTouchesInOppositionBox,throwInsToOppositionPlayer,keyPassesAttemptAssists,unsuccessfulCrossesAndCorners,timesTackled,shotsOffTargetIncWoodwork,tacklesWon,blocks,totalFoulsConceded,interceptions,backwardPasses,throwInsToOwnPlayer,substituteOff,blockedShots,shotsOnTargetIncGoals,overruns,throughBalls,goalAssists,goals,offsides,awayGoals,unsuccessfulLayoffs,homeGoals,tacklesLost,leftFootGoals,lastPlayerTackle,unsuccessfulDribbles,cornersWon,successfulDribbles,handballsConceded,ownGoalScored,clearancesOffTheLine,hitWoodwork,substituteOn,penaltiesConceded,rightFootGoals,headedGoals,attemptsFromSetPieces,cornersTakenInclShortCorners,successfulCornersIntoBox,unsuccessfulCornersIntoBox,setPiecesGoals,foulWonPenalty,penaltiesTaken,penaltyGoals
52477,Nathan Baker,Defender,Bristol City,113,England,2010-11,10.0,0.0,,,28.0,4.0,4.0,33.0,84.0,,,13.0,,,249.0,4.0,15.0,1.0,6.0,49.0,,,2.0,16.0,4.0,6.0,31.0,,2.0,0.0,25.0,,39.0,,4.0,,,21.0,3.0,12.0,9.0,0.0,,82.0,48.0,,,6.0,2.0,160.0,10.0,31.0,,0.0,5.0,7.0,1.0,4.0,1.0,2.0,1.0,1.0,5.0,10.0,2.0,1.0,2.0,1.0,4.0,5.0,1.0,3.0,8.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930,Luke Young,Defender,Queens Park Rangers,52,England,2010-11,96.0,0.0,,,167.0,23.0,23.0,243.0,882.0,,,62.0,5.0,,2070.0,32.0,126.0,4.0,96.0,603.0,,1.0,18.0,91.0,37.0,64.0,139.0,,18.0,2.0,222.0,,437.0,97.0,23.0,,,357.0,33.0,160.0,30.0,0.0,,865.0,363.0,,,190.0,36.0,1493.0,81.0,285.0,,1.0,76.0,71.0,2.0,66.0,7.0,5.0,29.0,3.0,18.0,35.0,9.0,29.0,28.0,4.0,50.0,18.0,17.0,38.0,116.0,201.0,,2.0,3.0,5.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,16.0,1.0,1.0,13.0,6.0,12.0,1.0,,,,,,,,,,,,,,,
13310,Stephen Warnock,Defender,Burton Albion,587,England,2010-11,81.0,0.0,,,120.0,19.0,19.0,166.0,778.0,,,49.0,4.0,,1710.0,28.0,104.0,4.0,83.0,570.0,,2.0,6.0,76.0,34.0,53.0,300.0,,17.0,0.0,185.0,,350.0,83.0,19.0,,,301.0,30.0,136.0,21.0,0.0,,749.0,258.0,,,54.0,42.0,1252.0,25.0,317.0,,8.0,46.0,50.0,6.0,55.0,3.0,13.0,16.0,6.0,6.0,43.0,9.0,16.0,13.0,3.0,34.0,6.0,22.0,52.0,74.0,132.0,,2.0,,1.0,1.0,2.0,,1.0,,,,21.0,,,9.0,5.0,11.0,,,,,,,,,,,,,,,,
1764,Richard Dunne,Defender,Queens Park Rangers,52,Ireland,2010-11,102.0,0.0,,,215.0,32.0,32.0,316.0,1165.0,,,128.0,6.0,,2719.0,44.0,179.0,6.0,95.0,743.0,,2.0,27.0,219.0,45.0,58.0,317.0,,15.0,0.0,281.0,,564.0,129.0,32.0,,,247.0,39.0,153.0,84.0,0.0,,1131.0,346.0,,,228.0,106.0,1666.0,110.0,602.0,,4.0,101.0,101.0,,73.0,25.0,1.0,1.0,,50.0,,8.0,1.0,17.0,20.0,49.0,40.0,28.0,45.0,56.0,6.0,3.0,2.0,5.0,1.0,3.0,1.0,,2.0,,,,24.0,,12.0,5.0,2.0,7.0,,1.0,2.0,2.0,,,,,,,,,,,,
8380,James Collins,Defender,Ipswich Town,40,Wales,2010-11,141.0,0.0,,,250.0,32.0,31.0,366.0,1143.0,,,214.0,6.0,,2853.0,80.0,197.0,4.0,63.0,687.0,,4.0,35.0,266.0,45.0,61.0,184.0,,17.0,4.0,338.0,,586.0,106.0,32.0,,,231.0,41.0,124.0,134.0,0.0,,1084.0,391.0,,,306.0,90.0,1661.0,106.0,547.0,,5.0,116.0,105.0,1.0,42.0,21.0,,1.0,1.0,52.0,,4.0,1.0,6.0,14.0,29.0,42.0,31.0,54.0,67.0,2.0,,7.0,7.0,,3.0,,3.0,1.0,1.0,,2.0,13.0,,,1.0,2.0,4.0,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,
58845,Ciaran Clark,Defender,Stoke City,110,Ireland,2010-11,100.0,0.0,,,130.0,19.0,16.0,154.0,667.0,,,62.0,3.0,,1566.0,32.0,110.0,5.0,80.0,482.0,,1.0,3.0,83.0,33.0,68.0,190.0,,21.0,0.0,210.0,,286.0,102.0,19.0,,,198.0,28.0,148.0,30.0,0.0,,656.0,225.0,,,123.0,31.0,1069.0,29.0,317.0,,9.0,24.0,61.0,2.0,53.0,11.0,6.0,11.0,2.0,23.0,24.0,6.0,11.0,20.0,7.0,36.0,10.0,33.0,44.0,68.0,72.0,2.0,1.0,4.0,,,,3.0,,1.0,,2.0,17.0,1.0,1.0,7.0,3.0,6.0,,,1.0,2.0,3.0,,,2.0,,,,,,,,
6808,Habib Beye,Defender,Aston Villa,7,Senegal,2010-11,8.0,0.0,,,16.0,3.0,2.0,21.0,58.0,,,4.0,1.0,,181.0,2.0,7.0,,5.0,32.0,,,1.0,11.0,2.0,6.0,6.0,,2.0,0.0,15.0,,27.0,9.0,3.0,,,17.0,2.0,11.0,2.0,0.0,,58.0,35.0,,,20.0,5.0,116.0,3.0,24.0,,0.0,5.0,4.0,4.0,2.0,,1.0,1.0,4.0,4.0,6.0,1.0,1.0,4.0,,2.0,,,6.0,5.0,17.0,,,,,,,,,,,,,,,3.0,1.0,1.0,,,,,1.0,,,,,,,,,,,
17468,Carlos Cuellar,Defender,Norwich City,45,Spain,2010-11,30.0,0.0,,,66.0,12.0,10.0,80.0,348.0,,,39.0,1.0,,894.0,12.0,68.0,3.0,41.0,244.0,,3.0,7.0,65.0,15.0,18.0,47.0,,5.0,0.0,98.0,,161.0,55.0,12.0,,,92.0,12.0,59.0,27.0,0.0,,341.0,109.0,,,109.0,24.0,574.0,20.0,178.0,,2.0,14.0,32.0,2.0,34.0,6.0,1.0,5.0,2.0,13.0,12.0,4.0,5.0,5.0,4.0,23.0,9.0,7.0,28.0,31.0,36.0,1.0,1.0,2.0,,,,,,,,,11.0,,,4.0,1.0,2.0,,,,,2.0,,,,,,,,,,,
45139,Eric Lichaj,Defender,Hull City,88,United States,2010-11,19.0,0.0,,,28.0,5.0,3.0,36.0,124.0,,,5.0,,,273.0,4.0,11.0,,10.0,80.0,,2.0,2.0,2.0,7.0,15.0,8.0,,2.0,0.0,30.0,,56.0,26.0,5.0,,,43.0,7.0,25.0,1.0,0.0,,121.0,64.0,,,51.0,8.0,215.0,7.0,46.0,,1.0,8.0,11.0,1.0,7.0,3.0,,5.0,1.0,3.0,12.0,1.0,5.0,6.0,2.0,7.0,2.0,5.0,8.0,9.0,31.0,,1.0,1.0,,,,,,,,,,,,5.0,1.0,1.0,,,,,2.0,1.0,,,,,,,,,,
45262,Shane Lowry,Defender,Johor Darul Ta'zim,10981,Australia,2010-11,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58621,Kyle Walker,Defender,Burnley,90,England,2010-11,71.0,0.0,,,120.0,16.0,15.0,144.0,625.0,,,47.0,1.0,,1341.0,19.0,119.0,1.0,91.0,461.0,,1.0,7.0,50.0,20.0,52.0,41.0,,25.0,0.0,190.0,,308.0,95.0,16.0,,,269.0,19.0,143.0,28.0,0.0,,616.0,284.0,,,204.0,20.0,1091.0,39.0,222.0,,3.0,24.0,47.0,10.0,41.0,4.0,8.0,32.0,10.0,8.0,47.0,12.0,32.0,31.0,2.0,28.0,6.0,12.0,30.0,72.0,107.0,1.0,,2.0,10.0,1.0,3.0,1.0,3.0,0.0,,1.0,13.0,,1.0,21.0,11.0,25.0,,,,,1.0,,1.0,,,,,,,,,
