playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,totalClearances,totalRedCards,groundDuelsLost,winningGoal,duels,recoveries,appearances,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,successfulPassesOppositionHalf,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,totalLossesOfPossession,blocks,aerialDuels,interceptions,timePlayed,touches,duelsWon,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,successfulShortPasses,totalTouchesInOppositionBox,yellowCards,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,totalTackles,totalShots,throughBalls,goalAssists,unsuccessfulCrossesOpenPlay,offsides,substituteOn,cornersTakenInclShortCorners,cleanSheets,successfulCrossesAndCorners,unsuccessfulLayoffs,aerialDuelsLost,goalsConcededOutsideBox,groundDuelsWon,successfulCornersIntoBox,penaltyGoalsConceded,keyPassesAttemptAssists,goalsConceded,totalFoulsWon,tacklesLost,unsuccessfulDribbles,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,shotsOffTargetIncWoodwork,cornersWon,tacklesWon,successfulDribbles,attemptsFromSetPieces,totalFoulsConceded,unsuccessfulCornersIntoBox,successfulLongPasses,throwInsToOwnPlayer,handballsConceded,unsuccessfulLongPasses,goals,awayGoals,successfulLaunches,homeGoals,rightFootGoals,lastPlayerTackle,redCards2ndYellow,headedGoals,clearancesOffTheLine,hitWoodwork,penaltiesTaken,leftFootGoals,penaltyGoals,throwInsToOppositionPlayer,ownGoalScored,punches,catches,savesMade,drops,savesMadeFromOutsideBox,crossesNotClaimed,goalKicks,gkSuccessfulDistribution,savesMadeCaught,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,otherGoals,foulWonPenalty,penaltiesFaced,goalkeeperSmother,penaltiesConceded
20359,Christopher Samba,Defender,Blackburn,5,Congo,2009-10,117.0,346.0,1.0,71.0,4.0,342.0,107.0,30.0,172.0,30.0,3.0,140.0,30.0,254.0,687.0,13.0,166.0,130.0,0.0,686.0,422.0,25.0,176.0,51.0,2597.0,1317.0,225.0,3.0,103.0,294.0,387.0,117.0,4.0,46.0,1.0,8.0,19.0,60.0,39.0,,,5.0,3.0,,,10.0,1.0,4.0,46.0,6.0,95.0,,,15.0,35.0,19.0,20.0,3.0,29.0,5.0,20.0,13.0,40.0,16.0,,45.0,,46.0,3.0,,82.0,4.0,1.0,30.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
8371,Gaël Givet,Defender,Blackburn,5,France,2009-10,65.0,249.0,0.0,33.0,0.0,205.0,62.0,34.0,223.0,34.0,,220.0,33.0,287.0,745.0,4.0,113.0,60.0,0.0,742.0,482.0,20.0,92.0,90.0,2799.0,1398.0,140.0,5.0,90.0,242.0,440.0,11.0,3.0,71.0,4.0,1.0,4.0,55.0,8.0,,2.0,14.0,,1.0,,10.0,4.0,1.0,32.0,8.0,80.0,,2.0,4.0,45.0,24.0,15.0,1.0,37.0,14.0,4.0,2.0,40.0,1.0,,19.0,,18.0,91.0,1.0,64.0,2.0,1.0,23.0,1.0,,4.0,,1.0,2.0,1.0,,1.0,,50.0,1.0,,,,,,,,,,,,,,,,,
83428,Grant Hanley,Defender,Blackburn,5,Scotland,2009-10,4.0,7.0,0.0,2.0,0.0,11.0,3.0,1.0,5.0,1.0,,2.0,1.0,9.0,15.0,,5.0,4.0,0.0,15.0,10.0,,6.0,4.0,90.0,31.0,7.0,,4.0,4.0,5.0,2.0,0.0,3.0,,,,1.0,1.0,,,,,,,1.0,,,2.0,,3.0,,,,,2.0,,,,,1.0,,1.0,,,2.0,,1.0,,,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12207,Lars Jacobsen,Defender,Blackburn,5,Denmark,2009-10,20.0,49.0,0.0,15.0,0.0,40.0,28.0,13.0,66.0,13.0,3.0,122.0,11.0,102.0,305.0,10.0,33.0,2.0,0.0,302.0,180.0,3.0,7.0,16.0,1033.0,570.0,20.0,2.0,31.0,89.0,179.0,7.0,0.0,21.0,8.0,1.0,,11.0,,,,16.0,,2.0,,1.0,8.0,,5.0,7.0,18.0,,1.0,6.0,26.0,5.0,6.0,3.0,19.0,16.0,,3.0,5.0,2.0,,1.0,,24.0,89.0,,36.0,,,15.0,,,,,,1.0,,,,,36.0,,,,,,,,,,,,,,,,,,
28654,Martin Olsson,Defender,Blackburn,5,Sweden,2009-10,88.0,49.0,0.0,63.0,2.0,202.0,65.0,21.0,104.0,21.0,4.0,194.0,19.0,136.0,402.0,45.0,141.0,36.0,0.0,399.0,273.0,5.0,61.0,28.0,1720.0,811.0,114.0,3.0,34.0,85.0,249.0,34.0,1.0,39.0,13.0,8.0,11.0,27.0,22.0,4.0,,34.0,9.0,2.0,1.0,7.0,13.0,,25.0,6.0,78.0,,2.0,12.0,29.0,37.0,5.0,26.0,23.0,35.0,11.0,6.0,22.0,14.0,,17.0,,17.0,40.0,3.0,32.0,1.0,0.0,14.0,1.0,,1.0,,,1.0,1.0,,1.0,,25.0,,,,,,,,,,,,,,,1.0,,,
4142,Míchel Salgado,Defender,Blackburn,5,Spain,2009-10,79.0,64.0,0.0,62.0,0.0,150.0,70.0,21.0,107.0,21.0,1.0,165.0,16.0,146.0,407.0,21.0,125.0,8.0,0.0,402.0,230.0,7.0,25.0,35.0,1435.0,768.0,71.0,4.0,45.0,102.0,250.0,14.0,3.0,31.0,6.0,2.0,,50.0,3.0,,1.0,9.0,,5.0,,5.0,6.0,1.0,17.0,1.0,63.0,,1.0,11.0,20.0,12.0,8.0,12.0,19.0,9.0,3.0,3.0,42.0,1.0,,27.0,,11.0,72.0,2.0,39.0,,,9.0,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,
13396,Pascal Chimbonda,Defender,Blackburn,5,France,2009-10,72.0,116.0,0.0,48.0,0.0,213.0,103.0,24.0,159.0,24.0,7.0,265.0,22.0,202.0,743.0,31.0,135.0,54.0,0.0,740.0,354.0,11.0,78.0,44.0,1974.0,1308.0,141.0,3.0,43.0,282.0,518.0,23.0,3.0,55.0,6.0,,3.0,43.0,7.0,2.0,1.0,20.0,1.0,2.0,,7.0,6.0,2.0,24.0,6.0,87.0,,,6.0,31.0,31.0,12.0,14.0,25.0,20.0,4.0,4.0,31.0,13.0,,9.0,,23.0,142.0,1.0,43.0,1.0,0.0,16.0,1.0,1.0,1.0,,,,,,,,35.0,,,,,,,,,,,,,,,,,,
76359,Phil Jones,Defender,Blackburn,5,England,2009-10,24.0,91.0,0.0,9.0,0.0,73.0,19.0,9.0,30.0,9.0,,39.0,7.0,52.0,125.0,,39.0,19.0,0.0,125.0,90.0,4.0,34.0,17.0,662.0,294.0,49.0,,21.0,34.0,65.0,10.0,0.0,8.0,,1.0,2.0,22.0,4.0,1.0,,3.0,,2.0,,3.0,,,15.0,1.0,30.0,,1.0,,6.0,8.0,4.0,,5.0,3.0,2.0,1.0,18.0,,,5.0,,8.0,,1.0,22.0,,,8.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
19718,Ryan Nelsen,Defender,Blackburn,5,New Zealand,2009-10,90.0,321.0,0.0,44.0,2.0,249.0,54.0,28.0,152.0,28.0,,180.0,25.0,226.0,642.0,2.0,110.0,93.0,0.0,636.0,383.0,21.0,139.0,50.0,2270.0,1160.0,159.0,2.0,90.0,237.0,375.0,42.0,3.0,63.0,1.0,5.0,8.0,46.0,12.0,2.0,1.0,3.0,2.0,3.0,1.0,7.0,1.0,,46.0,6.0,66.0,,2.0,10.0,38.0,16.0,19.0,,32.0,3.0,4.0,9.0,27.0,4.0,,32.0,,41.0,5.0,,74.0,4.0,2.0,30.0,2.0,1.0,1.0,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0
3332,Steven Reid,Defender,Blackburn,5,Ireland,2009-10,13.0,2.0,0.0,7.0,0.0,18.0,9.0,4.0,14.0,4.0,1.0,21.0,1.0,18.0,56.0,2.0,11.0,1.0,0.0,53.0,22.0,,7.0,1.0,124.0,71.0,5.0,1.0,3.0,17.0,32.0,1.0,1.0,5.0,,,,1.0,1.0,,,,,3.0,,,,,6.0,,4.0,,,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,4.0,,6.0,1.0,,4.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
