season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2023-24,11352309,1,94,Brentford,Home,26404,48760,Zanka,zanka,D,True,1.0,,1.0,2.0,4.0,5.0,,,2.0,1.0,,,,,,,,,,,0.111527,0.0,0.0,,,,,,,,1.0,,11.0,,1.0,,,,1.0,,7.4,,,,,,,1.0,,1.0,,2.0,4.0,5.0,0,,8.0,,,,
2023-24,11352309,1,94,Brentford,Home,576384,191866,Kristoffer Ajer,kristoffer-ajer,D,False,,,1.0,8.0,8.0,16.0,,3.0,1.0,,,,1.0,,,1.0,3.0,3.0,,,0.0119155,0.0,0.0,1.0,,,,,,1.0,,,84.0,,1.0,,,,8.0,,6.5,,,,,6.0,,,,4.0,,12.0,9.0,21.0,0,,36.0,1.0,,,
2023-24,11352309,1,94,Brentford,Home,599128,194010,Rico Henry,rico-henry,D,False,1.0,,3.0,13.0,11.0,23.0,2.0,1.0,5.0,2.0,,,,,,2.0,6.0,7.0,,,0.62137,0.0,0.0,2.0,1.0,,,,,1.0,3.0,,90.0,,,,,,14.0,,7.4,,,,,2.0,4.0,4.0,,4.0,,19.0,14.0,29.0,0,2.0,51.0,2.0,1.0,3.0,
2023-24,11352309,1,94,Brentford,Home,826057,226956,Mads Roerslev,mads-roerslev,D,True,,,,1.0,5.0,6.0,,,,,,1.0,4.0,,,,4.0,1.0,,,0.00014611,0.0306,0.0,,,,,,,,,,18.0,,,,,,4.0,,6.2,,,,,,,1.0,,,,5.0,5.0,9.0,1,1.0,13.0,,,,1.0
2023-24,11352309,1,94,Brentford,Home,855864,231065,Ethan Pinnock,ethan-pinnock,D,False,,,1.0,5.0,8.0,13.0,,3.0,2.0,,,,1.0,,,,1.0,6.0,,,0.00152695,0.0,0.0,,,,,,,2.0,,,90.0,,,,,,5.0,,6.9,,,,,10.0,,,,3.0,,8.0,10.0,18.0,0,3.0,34.0,,,,2.0
2023-24,11352309,1,94,Brentford,Home,958916,432830,Nathan Collins,nathan-collins,D,False,,,3.0,6.0,28.0,34.0,5.0,2.0,6.0,,,,,,,,5.0,5.0,,,0.00857771,0.0,0.0,,,,,,,,,,90.0,,,,,,9.0,,6.8,,,,,8.0,,,,6.0,,11.0,31.0,42.0,0,2.0,61.0,,1.0,,2.0
2023-24,11352309,1,94,Brentford,Home,966869,472713,Aaron Hickey,aaron-hickey,D,False,,,1.0,5.0,17.0,22.0,,,4.0,,,1.0,,,,1.0,3.0,6.0,,,0.0825992,0.0318,0.0,2.0,,,,,,,1.0,,72.0,,,,,,4.0,,6.7,,,,,2.0,1.0,,,1.0,,7.0,18.0,25.0,1,3.0,37.0,,2.0,1.0,2.0
2023-24,11352309,1,94,Brentford,Home,972421,249231,Keane Lewis-Potter,keane-lewis-potter,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352358,2,94,Brentford,Away,26404,48760,Zanka,zanka,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352358,2,94,Brentford,Away,576384,191866,Kristoffer Ajer,kristoffer-ajer,D,True,,,,3.0,3.0,6.0,,,,1.0,,1.0,,,,1.0,1.0,,,,0.554153,0.1384,0.0,,1.0,,,,,,1.0,,11.0,,,,,,2.0,,7.1,,,,,,,,,1.0,,4.0,3.0,7.0,1,,9.0,,,,
2023-24,11352358,2,94,Brentford,Away,599128,194010,Rico Henry,rico-henry,D,False,,,,9.0,14.0,23.0,,,5.0,,,,1.0,,,1.0,3.0,3.0,,,0.0897895,0.0,0.0,1.0,,,,,,2.0,1.0,,90.0,,,,,,8.0,,7.1,,,,,2.0,1.0,1.0,,1.0,2.0,13.0,16.0,28.0,0,1.0,47.0,1.0,1.0,1.0,1.0
2023-24,11352358,2,94,Brentford,Away,826057,226956,Mads Roerslev,mads-roerslev,D,True,,,,,2.0,2.0,1.0,,1.0,,,,,,,,1.0,2.0,,,1.165e-05,0.0,0.0,,,,,,,,,,12.0,,,,,,4.0,,6.6,,,,,,,1.0,,1.0,,2.0,4.0,5.0,0,2.0,8.0,,,,1.0
2023-24,11352358,2,94,Brentford,Away,855864,231065,Ethan Pinnock,ethan-pinnock,D,False,,,2.0,10.0,39.0,49.0,1.0,6.0,8.0,1.0,,,,,,,2.0,8.0,,,0.224118,0.0419,0.0,,,,,,,2.0,2.0,,90.0,,2.0,,,,9.0,,8.1,,,1.0,,6.0,2.0,,,4.0,,15.0,42.0,57.0,1,,73.0,,1.0,1.0,
2023-24,11352358,2,94,Brentford,Away,958916,432830,Nathan Collins,nathan-collins,D,False,,,4.0,13.0,42.0,55.0,,1.0,3.0,,,,,,,,,4.0,,,0.201716,0.118,0.0,,,,,,,,,,90.0,,,,,,6.0,,7.5,,,1.0,,7.0,2.0,,,6.0,,16.0,44.0,60.0,1,,75.0,,1.0,2.0,
2023-24,11352358,2,94,Brentford,Away,966869,472713,Aaron Hickey,aaron-hickey,D,False,,,,9.0,16.0,25.0,1.0,,5.0,,,,,,,,3.0,2.0,,,0.00631037,0.0,0.0,2.0,,,,,,1.0,,,78.0,,,,,,4.0,,6.8,,,,,,1.0,1.0,,,,11.0,17.0,27.0,0,,34.0,,1.0,1.0,
