season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2019-20,8243396,1,36,Brighton_and_Hove_Albion,Away,20097,20529,Glenn Murray,glenn-murray,F,False,,,1.0,6.0,,6.0,3.0,2.0,1.0,,,,,,,1.0,6.0,5.0,,,2.0,,,,,,,,64.0,,1.0,,,,,,5.0,,6.6,,,,,,,,3.0,3.0,8.0,,8.0,0,1.0,17.0,2.0,2.0,,
2019-20,8243396,1,36,Brighton_and_Hove_Albion,Away,21299,40845,Dale Stephens,dale-stephens,M,False,,,3.0,13.0,22.0,35.0,1.0,,4.0,,,,,,,1.0,5.0,6.0,,,3.0,,,,,,1.0,,90.0,,,,,,,,9.0,,7.0,,,,2.0,,,,5.0,,20.0,23.0,43.0,0,4.0,57.0,,2.0,,3.0
2019-20,8243396,1,36,Brighton_and_Hove_Albion,Away,32673,50093,David Button,david-button,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243396,1,36,Brighton_and_Hove_Albion,Away,48480,60307,Pascal Groß,pascal-gro,M,False,1.0,,3.0,18.0,12.0,29.0,,,2.0,,,,2.0,,,,3.0,4.0,,,1.0,,,,,,,,90.0,,,,,,,,16.0,,7.2,,,,1.0,,5.0,,4.0,,28.0,15.0,38.0,0,2.0,55.0,1.0,2.0,,1.0
2019-20,8243396,1,36,Brighton_and_Hove_Albion,Away,55570,61933,Shane Duffy,shane-duffy,D,False,,,4.0,8.0,29.0,37.0,3.0,8.0,9.0,,,,,,,,5.0,14.0,,,2.0,,,,,2.0,,,90.0,,,,,,,,15.0,,7.6,,,,6.0,1.0,,,10.0,,17.0,33.0,50.0,0,4.0,69.0,2.0,2.0,1.0,2.0
2019-20,8243396,1,36,Brighton_and_Hove_Albion,Away,70900,66242,Davy Pröpper,davy-propper,M,False,1.0,,6.0,18.0,21.0,38.0,1.0,,6.0,1.0,,,4.0,,,,6.0,4.0,,,,1.0,,,,1.0,1.0,,90.0,,,,,,,,10.0,,7.2,,,1.0,2.0,2.0,2.0,,6.0,,22.0,25.0,45.0,1,3.0,62.0,1.0,,1.0,1.0
2019-20,8243396,1,36,Brighton_and_Hove_Albion,Away,97409,106757,Jürgen Locadia,jurgen-locadia,F,False,,,,6.0,3.0,9.0,2.0,,3.0,,,,,,,,2.0,2.0,,,,,,,,,,,64.0,1.0,,,,,,,11.0,,6.8,,,,,1.0,1.0,,,,10.0,6.0,15.0,1,,23.0,3.0,1.0,1.0,
2019-20,8243396,1,36,Brighton_and_Hove_Albion,Away,99090,78916,Dan Burn,dan-burn,D,False,,,5.0,19.0,27.0,46.0,1.0,4.0,5.0,,,,,,,,3.0,5.0,,,1.0,,,,,2.0,,,90.0,,,,,,,,17.0,,7.1,,,1.0,6.0,1.0,,,14.0,,27.0,34.0,61.0,1,1.0,75.0,,,,1.0
2019-20,8243396,1,36,Brighton_and_Hove_Albion,Away,99517,86153,Martín Montoya,martin-montoya,D,False,,,2.0,16.0,12.0,28.0,,,5.0,,,,,,,3.0,5.0,5.0,,,,,,,,1.0,1.0,,90.0,,,,,,,,27.0,,6.8,,,,2.0,3.0,2.0,,5.0,,25.0,18.0,41.0,0,2.0,71.0,4.0,2.0,1.0,2.0
2019-20,8243396,1,36,Brighton_and_Hove_Albion,Away,104813,74471,Aaron Mooy,aaron-mooy,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243396,1,36,Brighton_and_Hove_Albion,Away,115365,83299,Lewis Dunk,lewis-dunk,D,False,,,7.0,12.0,42.0,54.0,2.0,3.0,7.0,1.0,,,1.0,,,,5.0,7.0,,,2.0,1.0,,,,2.0,1.0,,90.0,,1.0,,,,,,6.0,,8.1,,,,3.0,,,,8.0,,13.0,46.0,59.0,0,2.0,74.0,1.0,2.0,,2.0
2019-20,8243396,1,36,Brighton_and_Hove_Albion,Away,134029,131897,Mathew Ryan,mathew-ryan,G,False,,,8.0,2.0,18.0,20.0,,,12.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,11.0,,7.6,2.0,3.0,,2.0,,,,18.0,,10.0,21.0,31.0,0,,44.0,,,,
2019-20,8243396,1,36,Brighton_and_Hove_Albion,Away,135666,116216,Leandro Trossard,leandro-trossard,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243396,1,36,Brighton_and_Hove_Albion,Away,216308,110735,Adam Webster,adam-webster,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
