season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2020-21,8896998,1,36,Brighton_and_Hove_Albion,Home,17054,39155,Adam Lallana,adam-lallana,M,False,,,,12.0,4.0,16.0,2.0,1.0,2.0,,,,1.0,,,1.0,4.0,3.0,,,,,,,,1.0,2.0,,45.0,,,,,,,,3.0,,6.7,,,,1.0,1.0,,,,,13.0,5.0,18.0,0,,24.0,,1.0,1.0,
2020-21,8896998,1,36,Brighton_and_Hove_Albion,Home,21299,40845,Dale Stephens,dale-stephens,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896998,1,36,Brighton_and_Hove_Albion,Home,31867,49262,Jason Steele,jason-steele,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896998,1,36,Brighton_and_Hove_Albion,Home,48480,60307,Pascal Groß,pascal-gro,M,True,,,3.0,7.0,5.0,12.0,,,3.0,,,,,,,,,1.0,,,,,,,,1.0,,,11.0,,,,,,,,1.0,,6.9,,,,,,,,3.0,,8.0,5.0,13.0,0,1.0,15.0,,,,1.0
2020-21,8896998,1,36,Brighton_and_Hove_Albion,Home,99090,78916,Dan Burn,dan-burn,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896998,1,36,Brighton_and_Hove_Albion,Home,115365,83299,Lewis Dunk,lewis-dunk,D,False,,,6.0,14.0,59.0,73.0,1.0,2.0,10.0,,1.0,,,,,,2.0,7.0,,,1.0,,,,,1.0,,,90.0,,2.0,,,,,,4.0,,7.0,,,1.0,1.0,,,,10.0,,18.0,59.0,77.0,1,2.0,87.0,,3.0,,2.0
2020-21,8896998,1,36,Brighton_and_Hove_Albion,Home,134029,131897,Mathew Ryan,mathew-ryan,G,False,,,3.0,,34.0,34.0,,,8.0,,,,,,,,1.0,,,,1.0,,,,,,,,90.0,,,,1.0,1.0,,,5.0,,5.8,1.0,2.0,,,,,,8.0,,1.0,38.0,39.0,0,,49.0,,,,
2020-21,8896998,1,36,Brighton_and_Hove_Albion,Home,135666,116216,Leandro Trossard,leandro-trossard,F,False,1.0,,3.0,21.0,5.0,25.0,1.0,,7.0,1.0,,,1.0,,,4.0,6.0,,,,,,1.0,,,,2.0,,90.0,1.0,,,,,,,21.0,,7.4,,,,,,3.0,,4.0,,36.0,6.0,39.0,1,,55.0,1.0,,,
2020-21,8896998,1,36,Brighton_and_Hove_Albion,Home,216308,110735,Adam Webster,adam-webster,D,False,,,5.0,20.0,35.0,55.0,2.0,1.0,6.0,,,,,,,,2.0,6.0,,,,,,,,2.0,1.0,,90.0,,,,,,,,12.0,,6.9,,,1.0,2.0,,,,6.0,,25.0,40.0,65.0,1,3.0,78.0,2.0,2.0,,1.0
2020-21,8896998,1,36,Brighton_and_Hove_Albion,Home,219572,111478,Joël Veltman,joel-veltman,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
