season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,metersCoveredHighSpeedRunningKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredSprintingKm,metersCoveredWalkingKm,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2025-26,14025273,10,36,Brighton_and_Hove_Albion,Home,1167066,,Tom Watson,watson-tom,M,True,,,,,1.0,1.0,1.0,,,,,,,,,,2.0,,,,1.313e-05,,,1.0,0.0,,,,,,,,,,,,,9.0,,,,,,,,,1.0,,,6.4,,,,,,,,,,,1.0,1.0,2.0,,,0,,3.0,,,,
2025-26,14025273,10,36,Brighton_and_Hove_Albion,Home,1199043,535301.0,Carlos Baleba,carlos-baleba,M,False,,,,10.0,32.0,42.0,1.0,2.0,,2.0,,,,1.0,,1.0,5.0,6.0,,,0.00602123,0.0068,,2.0,0.0,,,,,,,,,,,,,90.0,,,,,,,,,8.0,,,6.5,,,1.0,,2.0,,,,1.0,,12.0,34.0,46.0,,,1,2.0,58.0,3.0,2.0,,2.0
2025-26,14025273,10,36,Brighton_and_Hove_Albion,Home,1400106,592031.0,Yankuba Minteh,yankuba-minteh,M,False,1.0,,,13.0,5.0,18.0,,,,2.0,1.0,,,1.0,,2.0,5.0,6.0,,,0.110843,0.2507,,1.0,1.0,,,,,,3.0,,,,,,,88.0,,,,,,,,,18.0,,,8.3,,,1.0,,,4.0,7.0,,1.0,,18.0,5.0,23.0,,,1,3.0,48.0,3.0,,3.0,1.0
2025-26,14025273,10,36,Brighton_and_Hove_Albion,Home,1416535,647850.0,Charalampos Kostoulas,kostoulas-charalampos,F,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0,,1.0,1.0,,,
2025-26,14025273,10,36,Brighton_and_Hove_Albion,Home,1565348,567121.0,Joe Knight,joe-knight,M,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025273,10,36,Brighton_and_Hove_Albion,Home,1899611,556637.0,Nehemiah Oriola,nehemiah-oriola,F,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025033,11,36,Brighton_and_Hove_Albion,Away,31867,49262.0,Jason Steele,jason-steele,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025033,11,36,Brighton_and_Hove_Albion,Away,33902,50175.0,Danny Welbeck,danny-welbeck,F,False,,,,10.0,3.0,13.0,2.0,2.0,,1.0,,,,1.0,,3.0,9.0,4.0,,,0.0326892,,,3.0,0.0,,,,,,,,,,,,,85.0,,,,,,,,,7.0,,,6.2,,,,,4.0,,1.0,,,,11.0,3.0,14.0,,,0,1.0,27.0,2.0,1.0,,1.0
2025-26,14025033,11,36,Brighton_and_Hove_Albion,Away,115365,83299.0,Lewis Dunk,lewis-dunk,D,False,,,5.0,20.0,73.0,93.0,2.0,4.0,,4.0,,,,1.0,,,3.0,5.0,,,0.00902545,,,,0.0,,,,,,,,,,,,,90.0,,,,,,,,,11.0,,,7.6,,,,,5.0,,,,9.0,1.0,27.0,76.0,103.0,,,0,1.0,114.0,1.0,,,
2025-26,14025033,11,36,Brighton_and_Hove_Albion,Away,219572,111478.0,Joël Veltman,joel-veltman,D,True,,,,3.0,3.0,6.0,,1.0,,1.0,,,,,,,1.0,1.0,,,0.00103232,,,1.0,0.0,,,,,1.0,,,,,,,,15.0,,,,,,,,,6.0,,,6.6,,,,,1.0,,1.0,,1.0,,5.0,3.0,8.0,,,0,,16.0,,,,
2025-26,14025033,11,36,Brighton_and_Hove_Albion,Away,788784,204120.0,Olivier Boscagli,olivier-boscagli,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025033,11,36,Brighton_and_Hove_Albion,Away,825844,231416.0,Ferdi Kadıoğlu,ferdi-kadioglu,D,False,1.0,,2.0,20.0,14.0,34.0,3.0,2.0,,4.0,,,,,,1.0,4.0,6.0,,,0.0270165,,,,0.0,,,,,,,,,,,,,90.0,,1.0,,,,,,,15.0,,,7.3,,,,,1.0,,5.0,,4.0,,25.0,16.0,41.0,,,0,2.0,60.0,1.0,2.0,,2.0
2025-26,14025033,11,36,Brighton_and_Hove_Albion,Away,946695,463067.0,Georginio Rutter,georginio-rutter,M,False,,,,9.0,3.0,12.0,,,,4.0,,,,,,,3.0,2.0,,,0.0376674,,,2.0,0.0,,,,,,,,,,,,,75.0,,,,,,,,,17.0,,,6.5,,,,,1.0,2.0,,,,,15.0,3.0,18.0,,,0,1.0,36.0,8.0,1.0,,
2025-26,14025033,11,36,Brighton_and_Hove_Albion,Away,959628,467779.0,Mats Wieffer,mats-wieffer,D,False,,,4.0,24.0,18.0,42.0,5.0,1.0,,7.0,,,,2.0,,,11.0,5.0,,,0.0377557,,,2.0,0.0,,,,,,1.0,,,,,,,90.0,,,,,,,,,17.0,,,6.7,,,,,1.0,2.0,2.0,,5.0,,30.0,22.0,52.0,,,0,3.0,75.0,1.0,1.0,,3.0
2025-26,14025033,11,36,Brighton_and_Hove_Albion,Away,962012,469142.0,Jan Paul van Hecke,jan-paul-van-hecke,D,False,,,5.0,21.0,64.0,85.0,2.0,6.0,,6.0,,,1.0,,,,3.0,6.0,,,0.0172522,0.061,0.0173,1.0,0.0,,,,,1.0,,,,,,,,90.0,1.0,,,,,,,,15.0,,,7.6,,,,,6.0,,,,12.0,,33.0,67.0,100.0,,,2,,112.0,,,,
2025-26,14025033,11,36,Brighton_and_Hove_Albion,Away,994363,489639.0,Bart Verbruggen,bart-verbruggen,G,False,,,4.0,1.0,33.0,34.0,,,,4.0,,,,,,,,,,,0.00030296,,,,0.0,,0.923,2.0,,,,,,,,,,90.0,,,,,,,,,3.0,,,7.0,1.0,2.0,,,,,,,7.0,,3.0,34.0,37.0,,,0,,43.0,,,,
2025-26,14025033,11,36,Brighton_and_Hove_Albion,Away,997152,465730.0,Maxim De Cuyper,maxim-de-cuyper,D,True,,,,1.0,,1.0,1.0,,,1.0,,,,,,,1.0,,,,0.00029891,,,,0.0,,,,,,,,,,,,,14.0,,,,,,,,,4.0,,,6.5,,,,,,,2.0,,,,2.0,1.0,3.0,,,0,,5.0,,,,
2025-26,14025033,11,36,Brighton_and_Hove_Albion,Away,1036269,509416.0,Yasin Ayari,yasin-ayari,M,False,,,3.0,13.0,33.0,46.0,1.0,1.0,,5.0,,,1.0,1.0,,,3.0,4.0,,,0.00676366,0.0359,,1.0,0.0,,,,,1.0,,,,,,,,90.0,,,,,,,,,12.0,,,6.8,,,,,,,1.0,,5.0,,21.0,35.0,56.0,,,1,2.0,65.0,1.0,1.0,,1.0
2025-26,14025033,11,36,Brighton_and_Hove_Albion,Away,1050692,,Diego Coppola,diego-coppola,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025033,11,36,Brighton_and_Hove_Albion,Away,1065588,514254.0,Diego Gómez,diego-gomez,M,False,2.0,,1.0,14.0,6.0,20.0,1.0,3.0,,2.0,,1.0,,,,1.0,3.0,9.0,,,0.264525,0.1723,0.2868,,0.0,,,,,,4.0,,,,,,,85.0,2.0,,,,,,,,11.0,,,7.8,,,,,2.0,3.0,4.0,,1.0,,18.0,7.0,25.0,,,2,4.0,46.0,,,2.0,3.0
2025-26,14025033,11,36,Brighton_and_Hove_Albion,Away,1155321,608181.0,Stefanos Tzimas,tzimas-stefanos,F,True,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,0.0,,,,,,,,,,,,,14.0,,,,,,,,,4.0,,,6.4,,,,,,,1.0,,,,2.0,,2.0,,,0,,4.0,,,,
2025-26,14025033,11,36,Brighton_and_Hove_Albion,Away,1199043,535301.0,Carlos Baleba,carlos-baleba,M,False,,,1.0,10.0,14.0,24.0,1.0,,,5.0,,,,,,1.0,3.0,3.0,,1.0,0.017354,,,1.0,0.0,,,,,,,,,,,,,75.0,,,,,,,,,3.0,,,6.6,,,,,1.0,1.0,,,2.0,,12.0,14.0,26.0,,,0,1.0,34.0,,1.0,1.0,
2025-26,14025033,11,36,Brighton_and_Hove_Albion,Away,1400106,592031.0,Yankuba Minteh,yankuba-minteh,M,False,1.0,,,12.0,,12.0,,,,1.0,,,1.0,,,4.0,7.0,2.0,,,0.117244,0.1219,,1.0,0.0,,,,,1.0,1.0,,,,,,,90.0,,,,,,,,,22.0,,,6.1,,,1.0,,,3.0,9.0,,,,15.0,,15.0,,,2,,44.0,4.0,1.0,1.0,
2025-26,14025033,11,36,Brighton_and_Hove_Albion,Away,1416535,647850.0,Charalampos Kostoulas,kostoulas-charalampos,F,True,,,,1.0,,1.0,3.0,,,4.0,,,,,,2.0,6.0,2.0,,,0.0016307,,,,0.0,,,,,,,,,,,,,15.0,,,,,,,,,8.0,,,6.3,,,,,,1.0,,,,,2.0,1.0,3.0,,,0,1.0,16.0,3.0,1.0,,1.0
2025-26,14025033,11,36,Brighton_and_Hove_Albion,Away,1565348,567121.0,Joe Knight,joe-knight,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025033,11,36,Brighton_and_Hove_Albion,Away,1899611,556637.0,Nehemiah Oriola,nehemiah-oriola,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025069,12,36,Brighton_and_Hove_Albion,Home,31867,49262.0,Jason Steele,jason-steele,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025069,12,36,Brighton_and_Hove_Albion,Home,33902,50175.0,Danny Welbeck,danny-welbeck,F,False,,,,11.0,7.0,18.0,,,7.0,2.0,,,,,,1.0,2.0,1.0,,,0.01509,0.7426,0.9005,1.0,0.0,1.0,,,,,,,,,,,,90.0,1.0,,,,,,,,10.0,,,7.2,,,3.0,38.728840461387,1.0,,,,,,18.0,7.0,25.0,15.435,,4,1.0,34.0,2.0,,,1.0
2025-26,14025069,12,36,Brighton_and_Hove_Albion,Home,115365,83299.0,Lewis Dunk,lewis-dunk,D,True,,,3.0,18.0,41.0,59.0,1.0,,28.0,3.0,,,,1.0,,,2.0,,,,0.00399034,,,,0.0,,,,,,,,,,,,,45.0,,,,,,,,,7.0,,,6.7,,,,217.34768226373,1.0,,1.0,,5.0,,22.0,42.0,64.0,40.32,,0,,67.0,1.0,,,
2025-26,14025069,12,36,Brighton_and_Hove_Albion,Home,219572,111478.0,Joël Veltman,joel-veltman,D,True,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,,,,,1.0,,,,,,,,9.0,,,,,,,,,,,,6.7,,,,,,,,,,,,,,,,0,1.0,2.0,,,,1.0
2025-26,14025069,12,36,Brighton_and_Hove_Albion,Home,788784,204120.0,Olivier Boscagli,olivier-boscagli,D,False,,,2.0,12.0,30.0,42.0,1.0,1.0,18.0,3.0,,,,,,,3.0,3.0,,,0.0454414,,,2.0,0.0,,,,,2.0,,,,,,,,45.0,,,,,,,,,7.0,,,6.5,,,,121.89714395548,4.0,,1.0,,3.0,,15.0,33.0,48.0,62.685,,0,2.0,57.0,,,,1.0
2025-26,14025069,12,36,Brighton_and_Hove_Albion,Home,825844,231416.0,Ferdi Kadıoğlu,ferdi-kadioglu,D,False,,,,15.0,20.0,35.0,,,15.0,7.0,,,,,,,1.0,4.0,,,0.162877,0.0595,,,0.0,,,,,2.0,,,,,,,,90.0,,,,,,,,,15.0,,,7.1,,,1.0,169.26538261014,2.0,3.0,5.0,,2.0,,18.0,24.0,42.0,91.455,,1,2.0,64.0,,,2.0,
2025-26,14025069,12,36,Brighton_and_Hove_Albion,Home,946695,463067.0,Georginio Rutter,georginio-rutter,M,False,,,1.0,12.0,3.0,15.0,,1.0,15.0,5.0,,,,1.0,,2.0,6.0,8.0,,,0.0238359,0.0638,0.0191,,0.0,,,,,,1.0,,,,,,,89.0,1.0,,,,,,,,21.0,,,6.6,,,1.0,190.37180473147,,6.0,1.0,,1.0,,20.0,4.0,24.0,147.42,,2,2.0,48.0,6.0,2.0,3.0,2.0
2025-26,14025069,12,36,Brighton_and_Hove_Albion,Home,959628,467779.0,Mats Wieffer,mats-wieffer,D,False,,,,18.0,16.0,34.0,2.0,5.0,18.0,5.0,,,,2.0,,1.0,9.0,8.0,,,0.0775506,0.0453,0.1514,4.0,0.0,,,,,,,,,,,,,90.0,1.0,,,,,,,,10.0,,,6.6,,,,135.77394106176,4.0,,,,2.0,,24.0,19.0,43.0,82.005,,1,3.0,67.0,,1.0,,1.0
2025-26,14025069,12,36,Brighton_and_Hove_Albion,Home,962012,469142.0,Jan Paul van Hecke,jan-paul-van-hecke,D,False,,,3.0,29.0,45.0,74.0,1.0,2.0,49.0,5.0,,,,,,,1.0,5.0,,,0.01356,,,,0.0,,,,,,,,,,,,,90.0,,,,,,,,,13.0,,,7.1,,,,455.25202908823,4.0,,,,6.0,,37.0,49.0,86.0,236.985,,0,1.0,97.0,,2.0,,
2025-26,14025069,12,36,Brighton_and_Hove_Albion,Home,994363,489639.0,Bart Verbruggen,bart-verbruggen,G,False,,1.0,5.0,3.0,42.0,45.0,,,14.0,6.0,,,,,,,,,,,0.00468108,,,,0.0,,0.8275,,,,,,,,,,,90.0,,,,,2.0,,1.0,,10.0,,1.0,7.4,2.0,3.0,,79.367580183106,1.0,,,1.0,14.0,,12.0,43.0,55.0,24.255,,0,,61.0,,,,
2025-26,14025069,12,36,Brighton_and_Hove_Albion,Home,997152,465730.0,Maxim De Cuyper,maxim-de-cuyper,D,True,1.0,,,8.0,13.0,21.0,,1.0,11.0,1.0,,,,1.0,,,3.0,4.0,,,0.0590523,,,1.0,0.0,,,,,,1.0,,,,,,,45.0,,,,1.0,,,,,8.0,,,6.7,,,,66.97659393867,,1.0,5.0,,,,10.0,14.0,24.0,-1.26,,0,2.0,35.0,,1.0,,1.0
2025-26,14025069,12,36,Brighton_and_Hove_Albion,Home,1036269,509416.0,Yasin Ayari,yasin-ayari,M,False,,,2.0,25.0,38.0,63.0,2.0,2.0,26.0,8.0,,,,1.0,,1.0,6.0,10.0,,,0.0777691,,,,0.0,,,,,,1.0,,,,,,,90.0,,,,,,,,,17.0,,,7.3,,,,183.16268089404,,3.0,1.0,,5.0,,28.0,44.0,72.0,18.165,,0,6.0,92.0,4.0,1.0,1.0,2.0
2025-26,14025069,12,36,Brighton_and_Hove_Albion,Home,1050692,,Diego Coppola,diego-coppola,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025069,12,36,Brighton_and_Hove_Albion,Home,1065588,514254.0,Diego Gómez,diego-gomez,M,False,,,2.0,10.0,14.0,24.0,1.0,1.0,15.0,4.0,,,,2.0,,2.0,6.0,2.0,,,0.0172073,0.0592,,1.0,0.0,,,,,,,,,,,,,70.0,,,,,,,,,10.0,,,6.4,,,1.0,101.23436343054,,,,,3.0,,14.0,16.0,30.0,46.725,,1,,38.0,2.0,1.0,,
2025-26,14025069,12,36,Brighton_and_Hove_Albion,Home,1142315,532529.0,Jack Hinshelwood,jack-hinshelwood,M,True,,,1.0,6.0,8.0,14.0,,,12.0,2.0,,,,,,,,1.0,,,0.00252812,0.0453,0.244,,0.0,1.0,,,,,1.0,,,,,,,20.0,1.0,,,,,,,,4.0,,,7.7,,,,81.327369777884,,,,,1.0,,9.0,9.0,18.0,5.355,,1,1.0,20.0,,,,
2025-26,14025069,12,36,Brighton_and_Hove_Albion,Home,1155321,608181.0,Stefanos Tzimas,tzimas-stefanos,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025069,12,36,Brighton_and_Hove_Albion,Home,1198075,513433.0,Brajan Gruda,gruda-brajan,M,True,,,,2.0,,2.0,,,,,,,,,,,,2.0,,,0.00296384,,,,0.0,,,,,,,,,,,,,9.0,,,,,,,,,1.0,,,6.7,,,,,,1.0,,,,,2.0,,2.0,,,0,1.0,5.0,1.0,,1.0,1.0
2025-26,14025069,12,36,Brighton_and_Hove_Albion,Home,1199043,535301.0,Carlos Baleba,carlos-baleba,M,False,,,1.0,7.0,7.0,14.0,1.0,1.0,6.0,2.0,,,,,,2.0,5.0,1.0,,,0.00831156,0.0224,,1.0,0.0,,,,,2.0,1.0,,,,,,,45.0,,1.0,,1.0,,,,,8.0,,,5.8,,,1.0,29.196513387114,1.0,1.0,,,3.0,,10.0,8.0,18.0,-12.18,,1,,30.0,1.0,,,
2025-26,14025069,12,36,Brighton_and_Hove_Albion,Home,1400106,592031.0,Yankuba Minteh,yankuba-minteh,M,False,2.0,,,17.0,2.0,19.0,,,18.0,3.0,1.0,,1.0,1.0,,1.0,4.0,5.0,,,0.151589,0.1779,0.2893,,1.0,,,,,1.0,4.0,,,,,,,89.0,1.0,,,,,,,,13.0,,,7.6,,,1.0,184.37038883076,1.0,5.0,4.0,,,,23.0,2.0,25.0,97.755,,3,1.0,47.0,1.0,1.0,3.0,
2025-26,14025069,12,36,Brighton_and_Hove_Albion,Home,1416535,647850.0,Charalampos Kostoulas,kostoulas-charalampos,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025111,13,36,Brighton_and_Hove_Albion,Away,31867,49262.0,Jason Steele,jason-steele,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025111,13,36,Brighton_and_Hove_Albion,Away,33902,50175.0,Danny Welbeck,danny-welbeck,F,False,,,,7.0,6.0,13.0,,1.0,5.0,3.0,,,2.0,,,1.0,2.0,5.0,,,0.0136226,0.1426,,,0.0,,,,,2.0,,,,,,,,65.0,,,,,,,,,6.0,,,6.7,,,,84.942618546978,1.0,2.0,,,,,10.0,6.0,16.0,-18.9,,2,2.0,28.0,1.0,1.0,1.0,1.0
2025-26,14025111,13,36,Brighton_and_Hove_Albion,Away,115365,83299.0,Lewis Dunk,lewis-dunk,D,False,,,4.0,10.0,63.0,73.0,2.0,6.0,18.0,6.0,,,,,,,2.0,6.0,,,0.00668844,,,,0.0,,,,,1.0,,,,,,,,90.0,,2.0,,,,,,,6.0,,,7.7,,,,113.87662380824,6.0,,,,8.0,,15.0,64.0,79.0,-58.8,,0,,90.0,,,,
2025-26,14025111,13,36,Brighton_and_Hove_Albion,Away,219572,111478.0,Joël Veltman,joel-veltman,D,True,,,,,,,1.0,,,,,,,1.0,,,2.0,1.0,,,5.41e-06,,,,0.0,,,,,,,,,,,,,14.0,,,,,,,,,1.0,,,6.7,,,,,2.0,,,,,,,,,,,0,1.0,5.0,,,,
2025-26,14025111,13,36,Brighton_and_Hove_Albion,Away,788784,204120.0,Olivier Boscagli,olivier-boscagli,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025111,13,36,Brighton_and_Hove_Albion,Away,825844,231416.0,Ferdi Kadıoğlu,ferdi-kadioglu,D,False,,,4.0,11.0,17.0,28.0,,1.0,12.0,7.0,,,1.0,4.0,,,4.0,5.0,,,0.0109198,0.1723,0.2398,,0.0,,,,,1.0,,,,,,,,90.0,1.0,,,,,,,,8.0,,,7.2,,,,108.98896824935,3.0,,,,7.0,,15.0,18.0,33.0,-66.255,,2,3.0,48.0,1.0,2.0,,2.0
2025-26,14025111,13,36,Brighton_and_Hove_Albion,Away,946695,463067.0,Georginio Rutter,georginio-rutter,M,False,,,1.0,12.0,3.0,15.0,,1.0,9.0,2.0,,1.0,2.0,1.0,,2.0,4.0,7.0,,,0.0709887,0.563,,1.0,0.0,,,,,,,,,,,,,56.0,,,,,,,,,11.0,,,7.0,,,2.0,84.462698216607,2.0,3.0,,,3.0,,17.0,6.0,23.0,-54.915,,4,1.0,39.0,1.0,2.0,3.0,1.0
2025-26,14025111,13,36,Brighton_and_Hove_Albion,Away,959628,467779.0,Mats Wieffer,mats-wieffer,D,False,,,3.0,26.0,22.0,48.0,4.0,2.0,14.0,4.0,,,1.0,1.0,,1.0,9.0,8.0,,1.0,0.0348252,0.169,,3.0,0.0,,,,,4.0,3.0,,,,,,,90.0,,2.0,,,,,,,7.0,,,7.2,,,1.0,73.053353381718,11.0,1.0,,,5.0,,27.0,24.0,51.0,-25.725,,2,4.0,90.0,1.0,1.0,1.0,2.0
2025-26,14025111,13,36,Brighton_and_Hove_Albion,Away,962012,469142.0,Jan Paul van Hecke,jan-paul-van-hecke,D,False,,,6.0,24.0,52.0,76.0,1.0,1.0,36.0,2.0,,,,1.0,,,2.0,2.0,,,0.0133282,,,,0.0,,,,,1.0,,,,,,,,90.0,,,,,,,,,11.0,,,7.4,,,,345.61830465574,3.0,,,,14.0,,35.0,52.0,87.0,-250.11,,0,,95.0,,1.0,,
2025-26,14025111,13,36,Brighton_and_Hove_Albion,Away,994363,489639.0,Bart Verbruggen,bart-verbruggen,G,False,,,2.0,1.0,32.0,33.0,,,12.0,12.0,,,,,,,,,,,0.0027325,,,,0.0,,0.4003,1.0,,,,,,,,,,90.0,,,,,,,,,13.0,,,7.7,3.0,3.0,,79.977597525721,1.0,,,,14.0,,11.0,34.0,45.0,-43.995,,0,,58.0,,,,
2025-26,14025111,13,36,Brighton_and_Hove_Albion,Away,997152,465730.0,Maxim De Cuyper,maxim-de-cuyper,D,False,3.0,,1.0,10.0,8.0,18.0,1.0,,11.0,2.0,2.0,,,,,,1.0,3.0,,,0.30297,0.5589,0.7276,,0.0,1.0,,,,2.0,4.0,,,,,,,84.0,1.0,1.0,,,,,,,10.0,,,8.2,,,,95.661372545916,,,4.0,,3.0,,12.0,13.0,25.0,-75.705,,1,1.0,40.0,1.0,2.0,,1.0
2025-26,14025111,13,36,Brighton_and_Hove_Albion,Away,1036269,509416.0,Yasin Ayari,yasin-ayari,M,False,,,2.0,11.0,22.0,33.0,1.0,,9.0,7.0,,,,4.0,,1.0,7.0,4.0,,,0.0111481,0.0916,,,0.0,,,,,1.0,,,,,,,,90.0,,,,,,,,,7.0,,,6.7,,,2.0,50.137734987771,,1.0,,,3.0,,15.0,22.0,37.0,-8.19,,2,3.0,48.0,1.0,1.0,,2.0
2025-26,14025111,13,36,Brighton_and_Hove_Albion,Away,1050692,,Diego Coppola,diego-coppola,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025111,13,36,Brighton_and_Hove_Albion,Away,1065588,514254.0,Diego Gómez,diego-gomez,M,False,,,3.0,12.0,17.0,29.0,1.0,1.0,7.0,4.0,,1.0,,2.0,,,6.0,3.0,,,0.260484,0.1923,0.0842,2.0,0.0,,,,,1.0,1.0,,,,,,,84.0,2.0,1.0,,,,,,,14.0,,,6.6,,,,65.758745163038,3.0,1.0,,,5.0,,20.0,21.0,41.0,-47.565,,2,2.0,53.0,1.0,,,2.0
2025-26,14025111,13,36,Brighton_and_Hove_Albion,Away,1142315,532529.0,Jack Hinshelwood,jack-hinshelwood,M,True,,,,4.0,2.0,6.0,,,4.0,1.0,,,,,,,3.0,1.0,,,0.00156299,,,2.0,0.0,,,,,,,,,,,,,34.0,,1.0,,,,,,,4.0,,,6.6,,,,29.154684064951,1.0,1.0,,,1.0,,5.0,3.0,8.0,2.52,,0,1.0,13.0,1.0,,,1.0
2025-26,14025111,13,36,Brighton_and_Hove_Albion,Away,1155321,608181.0,Stefanos Tzimas,tzimas-stefanos,F,True,,,,,1.0,1.0,,,3.0,3.0,,,,1.0,,3.0,4.0,,,,2.26e-06,0.0878,0.6397,,0.0,1.0,,,,,,,,,,,,25.0,1.0,1.0,,,,,,,5.0,,,7.5,,,,35.166526093236,,,,,,,,1.0,1.0,-26.88,,1,,11.0,2.0,,,
2025-26,14025111,13,36,Brighton_and_Hove_Albion,Away,1198075,513433.0,Brajan Gruda,gruda-brajan,M,True,,,,1.0,,1.0,,,3.0,2.0,,,,,,1.0,2.0,,,,0.00021629,,,,0.0,,,,,,,,,,,,,14.0,,,,,,,,,4.0,,,6.4,,,,22.414529608705,,1.0,,,1.0,,1.0,1.0,2.0,-8.295,,0,,5.0,1.0,,,
2025-26,14025111,13,36,Brighton_and_Hove_Albion,Away,1199043,535301.0,Carlos Baleba,carlos-baleba,M,True,,,,,2.0,2.0,,,,,,,,1.0,,,2.0,,,,1.327e-05,,,1.0,0.0,,,,,,,,,,,,,14.0,,,,,,,,,,,,6.5,,,,,3.0,,,,,,,2.0,2.0,,,0,,5.0,,,,
2025-26,14025111,13,36,Brighton_and_Hove_Albion,Away,1400106,592031.0,Yankuba Minteh,yankuba-minteh,M,False,,,,13.0,3.0,16.0,2.0,,21.0,5.0,,,,1.0,,3.0,12.0,3.0,,,0.214771,0.0215,0.038,1.0,0.0,,,,,,3.0,,,,,,,84.0,1.0,,,,,,,,23.0,,,6.3,,,,188.62546671768,1.0,6.0,1.0,,,,21.0,5.0,26.0,-99.33,,1,1.0,49.0,3.0,1.0,1.0,1.0
2025-26,14025111,13,36,Brighton_and_Hove_Albion,Away,1416535,647850.0,Charalampos Kostoulas,kostoulas-charalampos,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025129,14,36,Brighton_and_Hove_Albion,Home,31867,49262.0,Jason Steele,jason-steele,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025129,14,36,Brighton_and_Hove_Albion,Home,33902,50175.0,Danny Welbeck,danny-welbeck,F,True,,,,4.0,,4.0,,,5.0,1.0,,1.0,,,,1.0,1.0,,,,0.00400657,0.5167,0.264,,0.0,,,,,,,,,,,,,23.0,1.0,,,,,,,,2.0,,,6.4,,,2.0,102.35693474967,,,,,,,5.0,,5.0,1.575,,3,,11.0,,,,
