playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,successfulCrossesOpenPlay,expectedAssists,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,substituteOn,aerialDuels,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,oboxTarget,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,goalAssists,foulWonPenalty,oboxBlocked,cleanSheets,penaltiesConceded,penaltyGoalsConceded,rightFootGoals,headedGoals,throwInsToOwnPlayer,hitWoodwork,shotsBlockedOutsideBox,throughBalls,cornersTakenInclShortCorners,successfulCornersIntoBox,goalKicks,gkSuccessfulDistribution,clearancesOffTheLine,throwInsToOppositionPlayer,unsuccessfulCornersIntoBox,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,penaltiesTaken,penaltyGoals,lastPlayerTackle,punches,savesMade,goalkeeperSmother,savesMadeFromOutsideBox,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,ownGoalScored,penaltiesSaved,catches,savesMadeCaught,penaltiesFaced,savesFromPenalty,drops
611975,Ahmed Abdullahi,Forward,Sunderland,56,Nigeria,2025-26,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110504,Bertrand Traoré,Forward,Sunderland,56,Burkina Faso,2025-26,0.0,0.0,1.0,44.0,1.0,0.2419,4.0,6.0,1.0,1.4678,11.0,9.0,32.0,12.0,5.0,9.0,37.0,12.0,180.0,1.0,1.0,0.0,3.0,18.0,2.0,1.0,3.0,638.0,3.0,2.0,12.0,42.0,2.0,11.0,36.0,140.0,23.0,10.2673,8.0,1.0,6.0,9.0,4.0,32.0,15.0,11.0,0.0,86.0,5.0,1.0,37.0,18.0,12.0,2.0,7.0,1.0,8.0,97.0,7.0,12.0,17.0,4.0,68.0,6.0,180.0,3.0,2.0,91.0,4.0,14.0,3.0,76.0,11.0,2.0,3.0,52.0,318.0,10.0,2.0,47.0,4.0,1.0,0.5595,5.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441264,Brian Brobbey,Forward,Sunderland,56,Netherlands,2025-26,0.0,0.0,6.0,150.0,,0.6794,7.0,18.0,,7.1484,9.0,29.0,74.0,31.0,24.0,22.0,77.0,2.0,275.0,7.0,8.0,4.0,9.0,139.0,,,11.0,1931.0,11.0,7.0,74.0,112.0,5.0,26.0,47.0,194.0,93.0,26.5882,14.0,,15.0,30.0,6.0,76.0,85.0,37.0,3.0,262.0,15.0,3.0,45.0,44.0,31.0,,7.0,1.0,14.0,139.0,25.0,2.0,43.0,6.0,123.0,65.0,272.0,11.0,10.0,182.0,2.0,2.0,6.0,62.0,32.0,,4.0,83.0,538.0,16.0,,59.0,13.0,2.0,5.9397,3.0,14.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549912,Chemsdine Talbi,Forward,Sunderland,56,Morocco,2025-26,0.0,0.0,0.0,62.0,6.0,1.1864,5.0,10.0,9.0,3.8317,11.0,20.0,65.0,28.0,18.0,16.0,75.0,42.0,402.0,4.0,2.0,3.0,12.0,14.0,2.0,7.0,4.0,1561.0,4.0,1.0,13.0,29.0,4.0,33.0,28.0,314.0,48.0,18.607,11.0,1.0,17.0,14.0,3.0,49.0,100.0,1.0,1.0,91.0,9.0,1.0,64.0,61.0,28.0,2.0,5.0,,20.0,206.0,10.0,42.0,31.0,3.0,77.0,1.0,402.0,10.0,11.0,192.0,6.0,16.0,1.0,89.0,5.0,2.0,13.0,149.0,637.0,14.0,6.0,128.0,1.0,,2.1342,10.0,18.0,1.0,,2.0,1.0,,,4.0,,8.0,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
699989,Djiamgone Jocelin Ta Bi,Forward,Sunderland,56,Cote d’Ivoire,2025-26,0.0,0.0,0.0,4.0,,0.0412,,,1.0,,1.0,,,1.0,,1.0,,2.0,2.0,,,,,2.0,,1.0,,39.0,,,2.0,4.0,,2.0,4.0,2.0,1.0,,,,,,,2.0,,1.0,0.0,8.0,1.0,,1.0,2.0,1.0,,1.0,,1.0,3.0,,4.0,2.0,,6.0,,2.0,,1.0,9.0,,2.0,,1.0,,,,,18.0,1.0,,,,,,,,,,,,,,,,,,,,3.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
564406,Eliezer Mayenda,Forward,Sunderland,56,Spain,2025-26,0.0,0.0,0.0,80.0,,0.2136,5.0,6.0,6.0,3.7796,5.0,8.0,27.0,20.0,6.0,8.0,29.0,1.0,85.0,2.0,3.0,1.0,12.0,44.0,,,4.0,756.0,4.0,1.0,29.0,42.0,1.0,13.0,27.0,55.0,31.0,9.0406,4.0,,5.0,9.0,4.0,51.0,8.0,11.0,1.0,122.0,7.0,1.0,28.0,14.0,20.0,,4.0,1.0,21.0,43.0,8.0,1.0,42.0,4.0,78.0,15.0,85.0,2.0,4.0,100.0,1.0,11.0,1.0,31.0,6.0,1.0,1.0,18.0,228.0,7.0,,13.0,2.0,,2.145,2.0,,,,1.0,1.0,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610818,Finn Geragusyan,Forward,Sunderland,56,Armenia,2025-26,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536661,Nilson Angulo,Forward,Sunderland,56,Ecuador,2025-26,0.0,0.0,1.0,36.0,,0.1126,1.0,3.0,3.0,0.5345,10.0,6.0,19.0,8.0,2.0,5.0,21.0,4.0,78.0,,1.0,,3.0,13.0,2.0,1.0,1.0,406.0,1.0,,8.0,25.0,2.0,5.0,20.0,57.0,16.0,5.2948,3.0,,11.0,6.0,1.0,28.0,22.0,3.0,0.0,61.0,2.0,,22.0,9.0,8.0,2.0,3.0,,9.0,42.0,4.0,5.0,14.0,1.0,48.0,5.0,78.0,3.0,5.0,59.0,7.0,7.0,,14.0,11.0,5.0,,20.0,177.0,5.0,2.0,16.0,6.0,,0.7808,2.0,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461199,Romaine Mundle,Forward,Sunderland,56,England,2025-26,0.0,0.0,1.0,39.0,2.0,0.4741,2.0,2.0,3.0,0.0977,5.0,5.0,13.0,14.0,4.0,2.0,15.0,9.0,104.0,,,,12.0,8.0,1.0,2.0,1.0,400.0,1.0,2.0,3.0,24.0,1.0,10.0,19.0,87.0,18.0,8.4922,1.0,,6.0,11.0,2.0,36.0,50.0,8.0,0.0,63.0,4.0,,16.0,22.0,14.0,1.0,,,8.0,61.0,10.0,9.0,22.0,2.0,55.0,5.0,103.0,3.0,2.0,64.0,5.0,7.0,,7.0,7.0,1.0,2.0,31.0,208.0,2.0,1.0,30.0,4.0,,0.8612,2.0,7.0,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
437505,Wilson Isidor,Forward,Sunderland,56,Haiti,2025-26,0.0,0.0,1.0,119.0,,0.3888,12.0,17.0,1.0,5.2071,11.0,31.0,48.0,32.0,13.0,11.0,54.0,,135.0,6.0,11.0,3.0,21.0,95.0,2.0,,9.0,1158.0,9.0,2.0,70.0,49.0,3.0,13.0,24.0,80.0,67.0,18.659,,,15.0,17.0,12.0,49.0,36.0,7.0,1.0,168.0,6.0,3.0,38.0,23.0,32.0,2.0,3.0,,18.0,58.0,14.0,,32.0,12.0,73.0,25.0,135.0,14.0,6.0,111.0,8.0,6.0,1.0,30.0,14.0,1.0,1.0,31.0,302.0,11.0,,23.0,7.0,1.0,4.747,6.0,8.0,,,,1.0,,,5.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
