season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyWon,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest
2015-16,6767930,1,80,Swansea_City,Away,20993,40145,Jack Cork,jack-cork,M,True,,,2.0,13.0,21.0,34.0,1.0,2.0,4.0,,,,3.0,,,1.0,6.0,8.0,,,1.0,,,,,4.0,1.0,,49.0,,1.0,,,,,7.0,,,,,,,,,2.0,,16.0,23.0,39.0,0,2.0,51.0,,4.0,
2015-16,6767930,1,80,Swansea_City,Away,30243,47390,Neil Taylor,neil-taylor,M,False,,,2.0,18.0,17.0,35.0,1.0,,5.0,,,,,,,,3.0,2.0,,,2.0,,,,,3.0,,,90.0,,,,,,,6.7,,,,,6.0,,,,3.0,,19.0,18.0,37.0,0,1.0,60.0,,1.0,
2015-16,6767930,1,80,Swansea_City,Away,36465,50232,Jonjo Shelvey,jonjo-shelvey,M,False,3.0,,12.0,33.0,22.0,52.0,,,9.0,1.0,,1.0,,,,,3.0,3.0,,,2.0,,,,1.0,,6.0,,90.0,,,,,,,8.2,,,,,2.0,3.0,9.0,,14.0,,44.0,23.0,58.0,1,1.0,81.0,2.0,,2.0
2015-16,6767930,1,80,Swansea_City,Away,38642,76542,Sung-Yueng Ki,sung-yueng-ki,M,False,,,2.0,9.0,12.0,21.0,,1.0,1.0,,,,,,,,2.0,2.0,,,2.0,,,,,2.0,,,41.0,1.0,,,,,,6.8,,,,,,,,,2.0,,12.0,12.0,24.0,1,1.0,30.0,1.0,,
2015-16,6767930,1,80,Swansea_City,Away,43192,55422,Gylfi Sigurðsson,gylfi-sigursson,M,False,,,,12.0,9.0,21.0,,,2.0,,,2.0,3.0,,,3.0,7.0,4.0,,,1.0,,,,,,1.0,,90.0,1.0,,,,,,6.5,,,,,1.0,1.0,,,,,16.0,9.0,25.0,3,2.0,41.0,2.0,1.0,1.0
2015-16,6767930,1,80,Swansea_City,Away,54686,49195,Jefferson Montero,jefferson-montero,M,False,2.0,,,13.0,2.0,13.0,2.0,2.0,6.0,1.0,,,1.0,,,,5.0,10.0,,,,,,,,,2.0,,71.0,2.0,,,,,,7.3,,,,,,8.0,7.0,,,,21.0,6.0,20.0,2,1.0,40.0,1.0,1.0,6.0
2015-16,6767943,2,80,Swansea_City,Home,14231,21083,Nathan Dyer,nathan-dyer,M,True,,,,9.0,1.0,10.0,,,1.0,,,,1.0,,,,5.0,1.0,,,1.0,,,,,,2.0,,18.0,,,,,,,6.1,,,,,,4.0,2.0,,,,11.0,1.0,10.0,0,,17.0,1.0,,1.0
2015-16,6767943,2,80,Swansea_City,Home,20538,15114,Leon Britton,leon-britton,M,True,,,,5.0,2.0,7.0,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,5.0,2.0,7.0,0,,7.0,,,
2015-16,6767943,2,80,Swansea_City,Home,20993,40145,Jack Cork,jack-cork,M,False,,,2.0,40.0,24.0,64.0,,,6.0,,,2.0,,,,,1.0,,,,1.0,,,,,5.0,3.0,,90.0,,,,,,,7.4,,,,,,,,,4.0,,43.0,25.0,68.0,2,,80.0,1.0,,
2015-16,6767943,2,80,Swansea_City,Home,30243,47390,Neil Taylor,neil-taylor,M,False,,,4.0,30.0,18.0,48.0,1.0,1.0,9.0,,,,,,,,2.0,5.0,,,1.0,,,,,4.0,,,90.0,,,,,,,7.7,,,,,2.0,,2.0,,4.0,,35.0,19.0,52.0,0,4.0,76.0,,,
