season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyWon,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest
2015-16,6767943,2,80,Swansea_City,Home,36465,50232,Jonjo Shelvey,jonjo-shelvey,M,False,1.0,,4.0,44.0,30.0,73.0,,,6.0,1.0,,2.0,,,,,1.0,3.0,,,1.0,1.0,,,,1.0,3.0,,90.0,2.0,,,,,,8.5,,,1.0,,2.0,1.0,6.0,,7.0,,59.0,30.0,83.0,5,2.0,104.0,2.0,,1.0
2015-16,6767943,2,80,Swansea_City,Home,43192,55422,Gylfi Sigurðsson,gylfi-sigursson,M,False,,,1.0,26.0,9.0,35.0,,,2.0,,,2.0,,,,,1.0,6.0,,,,,,,1.0,,1.0,,86.0,1.0,,,,,,8.0,,,2.0,,,1.0,,,1.0,,33.0,9.0,42.0,5,4.0,59.0,1.0,2.0,
2015-16,6767943,2,80,Swansea_City,Home,54686,49195,Jefferson Montero,jefferson-montero,M,False,2.0,,,17.0,3.0,18.0,1.0,,6.0,1.0,,,2.0,,,,13.0,7.0,,,1.0,1.0,,,1.0,1.0,4.0,,77.0,,,,,,,6.7,,,1.0,,,10.0,5.0,,1.0,,23.0,4.0,22.0,1,2.0,50.0,1.0,4.0,1.0
2015-16,6767959,3,80,Swansea_City,Away,14231,21083,Nathan Dyer,nathan-dyer,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767959,3,80,Swansea_City,Away,20538,15114,Leon Britton,leon-britton,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767959,3,80,Swansea_City,Away,20993,40145,Jack Cork,jack-cork,M,False,,,5.0,39.0,30.0,69.0,4.0,5.0,8.0,,,,1.0,,,2.0,7.0,9.0,,,,,,,,6.0,1.0,,90.0,,,,,,,7.5,,,,,7.0,3.0,,,5.0,,44.0,32.0,76.0,0,1.0,99.0,1.0,,3.0
2015-16,6767959,3,80,Swansea_City,Away,30243,47390,Neil Taylor,neil-taylor,M,False,,,1.0,12.0,11.0,23.0,2.0,,4.0,,,,1.0,,,1.0,5.0,3.0,,,2.0,,,,,,1.0,,90.0,,,,,,,6.3,,,,,1.0,,1.0,,5.0,,19.0,15.0,33.0,0,2.0,50.0,,1.0,
2015-16,6767959,3,80,Swansea_City,Away,36465,50232,Jonjo Shelvey,jonjo-shelvey,M,False,4.0,,8.0,26.0,32.0,54.0,,2.0,13.0,2.0,,2.0,1.0,,,2.0,3.0,5.0,,,,,,,,3.0,4.0,,90.0,1.0,,,,,,8.1,,,,,2.0,1.0,8.0,,14.0,,42.0,32.0,66.0,3,,89.0,,2.0,1.0
2015-16,6767959,3,80,Swansea_City,Away,43192,55422,Gylfi Sigurðsson,gylfi-sigursson,M,False,,,,18.0,4.0,22.0,1.0,,1.0,,,1.0,1.0,,,2.0,6.0,,,,1.0,,,,,1.0,4.0,,90.0,2.0,1.0,,,,,6.6,,,1.0,,,1.0,3.0,,1.0,,26.0,4.0,27.0,4,,43.0,3.0,,
2015-16,6767959,3,80,Swansea_City,Away,54686,49195,Jefferson Montero,jefferson-montero,M,False,2.0,,,25.0,4.0,27.0,2.0,,2.0,,,1.0,1.0,,,1.0,7.0,6.0,,,,,,,,,2.0,,90.0,1.0,,,,,,6.7,,,,,,5.0,4.0,,1.0,1.0,31.0,5.0,32.0,2,,48.0,,4.0,2.0
2015-16,6768037,4,80,Swansea_City,Home,14231,21083,Nathan Dyer,nathan-dyer,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768037,4,80,Swansea_City,Home,20993,40145,Jack Cork,jack-cork,M,False,,,1.0,11.0,17.0,28.0,1.0,1.0,10.0,,,,,,,1.0,2.0,9.0,,,,,,,,4.0,,,90.0,,,,,,,7.5,,,,,2.0,1.0,,,3.0,,17.0,19.0,36.0,0,5.0,55.0,1.0,2.0,1.0
2015-16,6768037,4,80,Swansea_City,Home,30243,47390,Neil Taylor,neil-taylor,M,False,,,2.0,7.0,9.0,16.0,4.0,,4.0,,,,,,,,4.0,,,,,,,,,1.0,,,90.0,,,,,,,6.4,,,,,2.0,,2.0,,3.0,,11.0,12.0,21.0,0,,36.0,,,
2015-16,6768037,4,80,Swansea_City,Home,36465,50232,Jonjo Shelvey,jonjo-shelvey,M,False,,,1.0,14.0,15.0,29.0,2.0,,8.0,,,,1.0,,,,4.0,1.0,,,,,,,,3.0,1.0,,89.0,2.0,1.0,,,,,7.0,,,1.0,,1.0,2.0,3.0,,3.0,1.0,26.0,18.0,41.0,3,,60.0,,,1.0
2015-16,6768037,4,80,Swansea_City,Home,38642,76542,Sung-Yueng Ki,sung-yueng-ki,M,True,,,,7.0,2.0,9.0,,,1.0,,,,1.0,,,,2.0,1.0,,,,,,,,,,,32.0,,,,,,,6.4,,,,,,1.0,,,,,7.0,2.0,9.0,0,1.0,12.0,,,
2015-16,6768037,4,80,Swansea_City,Home,43192,55422,Gylfi Sigurðsson,gylfi-sigursson,M,False,1.0,,,12.0,4.0,15.0,3.0,2.0,2.0,,1.0,,1.0,,,,4.0,4.0,,,,1.0,,,,1.0,2.0,,90.0,,,,,,,6.8,,,1.0,,,1.0,2.0,,1.0,,19.0,5.0,22.0,1,1.0,34.0,2.0,,1.0
2015-16,6768044,5,80,Swansea_City,Away,20993,40145,Jack Cork,jack-cork,M,False,,,4.0,18.0,28.0,46.0,3.0,5.0,7.0,,,,,,,2.0,5.0,10.0,,,,,,,,,,,66.0,,,,,,,7.1,,,,,6.0,2.0,,,5.0,,25.0,30.0,55.0,0,2.0,70.0,,2.0,2.0
2015-16,6768044,5,80,Swansea_City,Away,30243,47390,Neil Taylor,neil-taylor,M,False,,,1.0,19.0,19.0,38.0,,2.0,6.0,,,,,,,,2.0,3.0,,,2.0,,,,,,,,90.0,,1.0,,,,,6.7,,,,,4.0,,1.0,,6.0,,28.0,21.0,48.0,0,,71.0,1.0,1.0,
2015-16,6768044,5,80,Swansea_City,Away,36465,50232,Jonjo Shelvey,jonjo-shelvey,M,False,,,12.0,29.0,21.0,50.0,,,8.0,,,1.0,1.0,,,2.0,5.0,3.0,,,,,,,,,,,90.0,1.0,,,,,,6.8,,,1.0,,,4.0,5.0,,18.0,,45.0,21.0,61.0,3,,82.0,1.0,1.0,2.0
2015-16,6768044,5,80,Swansea_City,Away,38642,76542,Sung-Yueng Ki,sung-yueng-ki,M,True,,,4.0,20.0,10.0,30.0,,,4.0,,,,,,,,1.0,1.0,,,1.0,,,,,1.0,2.0,,24.0,,,,,,,7.0,,,,,,,1.0,,5.0,,25.0,12.0,36.0,0,1.0,39.0,,,
2015-16,6768044,5,80,Swansea_City,Away,43192,55422,Gylfi Sigurðsson,gylfi-sigursson,M,False,,,1.0,10.0,6.0,16.0,1.0,,3.0,,,,,,,2.0,4.0,,,,,,,,,,,,71.0,,,,,,,6.0,,,,,,1.0,,,1.0,,15.0,8.0,23.0,0,,28.0,1.0,,
2015-16,6768044,5,80,Swansea_City,Away,54686,49195,Jefferson Montero,jefferson-montero,M,True,2.0,,,9.0,2.0,9.0,,,2.0,1.0,,,1.0,,,1.0,4.0,1.0,,,1.0,,,,,,1.0,,30.0,,,,,,,6.4,,,1.0,,,2.0,10.0,,,,19.0,2.0,11.0,1,,28.0,1.0,,1.0
2015-16,6768066,6,80,Swansea_City,Home,20993,40145,Jack Cork,jack-cork,M,False,,,3.0,12.0,34.0,46.0,2.0,2.0,6.0,,,,1.0,,,2.0,5.0,9.0,,,,,,,,2.0,,,90.0,,2.0,,,,,7.3,,,,,3.0,1.0,,,4.0,,13.0,38.0,51.0,0,4.0,75.0,2.0,2.0,1.0
2015-16,6768066,6,80,Swansea_City,Home,30243,47390,Neil Taylor,neil-taylor,M,False,1.0,,2.0,11.0,14.0,24.0,,1.0,4.0,,,,1.0,,,,1.0,1.0,,,,,,,,,,,90.0,,2.0,,,,,6.6,,,,,,,1.0,,3.0,,18.0,17.0,34.0,0,,46.0,,,
2015-16,6768066,6,80,Swansea_City,Home,36465,50232,Jonjo Shelvey,jonjo-shelvey,M,False,1.0,,9.0,23.0,21.0,43.0,,,9.0,,,1.0,,,,2.0,4.0,3.0,,,2.0,,,,,2.0,2.0,,90.0,,,,,,,7.4,,,1.0,,1.0,1.0,4.0,,10.0,,34.0,22.0,52.0,2,2.0,71.0,,,1.0
2015-16,6768066,6,80,Swansea_City,Home,38642,76542,Sung-Yueng Ki,sung-yueng-ki,M,True,,,1.0,9.0,3.0,12.0,2.0,1.0,1.0,,,,,,,,2.0,2.0,,,,,,,,,1.0,,29.0,,,,,,,6.8,,,1.0,,1.0,,,,1.0,,9.0,3.0,12.0,1,1.0,15.0,,,
2015-16,6768066,6,80,Swansea_City,Home,43192,55422,Gylfi Sigurðsson,gylfi-sigursson,M,False,,,1.0,9.0,2.0,11.0,,,2.0,,,,1.0,,,,1.0,,,,,,,,,1.0,,,61.0,,,,,,,6.6,,,1.0,,,,1.0,,2.0,,14.0,2.0,15.0,1,,19.0,,,
2015-16,6768066,6,80,Swansea_City,Home,54686,49195,Jefferson Montero,jefferson-montero,M,False,2.0,,,10.0,3.0,11.0,,,8.0,,,1.0,1.0,,,5.0,7.0,8.0,,,1.0,,,,,,2.0,,90.0,1.0,,,,,,6.8,,,,,,4.0,8.0,,1.0,,24.0,3.0,19.0,2,2.0,49.0,1.0,2.0,4.0
2015-16,6768066,6,80,Swansea_City,Home,209098,111787,Modou Barrow,modou-barrow,M,True,,,,3.0,1.0,4.0,,,1.0,,,,,,,,,3.0,,,,,,,,,1.0,,3.0,,,,,,,,,,,,,1.0,2.0,,,,5.0,1.0,4.0,0,,10.0,,2.0,1.0
2015-16,6768071,7,80,Swansea_City,Away,20538,15114,Leon Britton,leon-britton,M,True,,,,15.0,7.0,22.0,,,1.0,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,6.6,,,,,,,,,,,15.0,7.0,22.0,0,,22.0,,,
2015-16,6768071,7,80,Swansea_City,Away,20993,40145,Jack Cork,jack-cork,M,False,,,2.0,11.0,20.0,31.0,1.0,2.0,1.0,,,,,,,,2.0,4.0,,,1.0,,,,,3.0,,,45.0,,,,,,,7.1,,,,,2.0,,1.0,,2.0,,13.0,23.0,35.0,0,2.0,46.0,,,
2015-16,6768071,7,80,Swansea_City,Away,30243,47390,Neil Taylor,neil-taylor,M,False,,,1.0,27.0,12.0,39.0,1.0,1.0,4.0,,,,,,,,2.0,5.0,,,1.0,,,,,3.0,1.0,,90.0,,,,,1.0,,6.8,,,,,,,4.0,,5.0,,43.0,12.0,51.0,0,1.0,76.0,1.0,3.0,
2015-16,6768071,7,80,Swansea_City,Away,36465,50232,Jonjo Shelvey,jonjo-shelvey,M,False,1.0,,8.0,31.0,28.0,58.0,,1.0,9.0,,,1.0,1.0,,,,2.0,2.0,,,1.0,,,,,1.0,1.0,,80.0,1.0,,,,,,6.9,,,1.0,,,,6.0,,12.0,,43.0,33.0,70.0,3,,85.0,2.0,1.0,
2015-16,6768071,7,80,Swansea_City,Away,38642,76542,Sung-Yueng Ki,sung-yueng-ki,M,False,,,4.0,35.0,29.0,64.0,,,9.0,,1.0,,,,,1.0,4.0,1.0,,,2.0,,,,,,,,90.0,1.0,,1.0,,,,6.1,,,1.0,,1.0,1.0,,,4.0,,38.0,29.0,67.0,2,,75.0,1.0,1.0,
2015-16,6768071,7,80,Swansea_City,Away,43192,55422,Gylfi Sigurðsson,gylfi-sigursson,M,False,,,,20.0,11.0,31.0,1.0,1.0,2.0,,,2.0,1.0,,,1.0,5.0,4.0,,,1.0,,1.0,,,,1.0,,90.0,1.0,,,,,,7.2,,,,,,2.0,,,,,28.0,12.0,40.0,3,,53.0,,3.0,1.0
2015-16,6768071,7,80,Swansea_City,Away,54686,49195,Jefferson Montero,jefferson-montero,M,True,2.0,,,13.0,5.0,16.0,1.0,,1.0,,,,,,,1.0,6.0,2.0,,,,,,,,,1.0,,45.0,,,,,,,6.0,,,,,,4.0,3.0,,,,16.0,5.0,18.0,0,,29.0,,2.0,
2015-16,6768092,8,80,Swansea_City,Home,20993,40145,Jack Cork,jack-cork,M,True,,,,3.0,1.0,4.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,4.0,,,,,,,6.6,,,,,,,,,,,3.0,1.0,4.0,0,,5.0,,,
2015-16,6768092,8,80,Swansea_City,Home,30243,47390,Neil Taylor,neil-taylor,M,False,1.0,,4.0,23.0,12.0,34.0,,1.0,5.0,,,,1.0,,,,1.0,5.0,,,,,,,,4.0,1.0,,90.0,,,,,,,7.2,,,,,2.0,1.0,2.0,,5.0,,24.0,15.0,37.0,0,2.0,57.0,,1.0,1.0
2015-16,6768092,8,80,Swansea_City,Home,36465,50232,Jonjo Shelvey,jonjo-shelvey,M,False,,,7.0,14.0,18.0,32.0,,2.0,7.0,,,,2.0,,,1.0,4.0,4.0,,,1.0,,,,,5.0,1.0,,86.0,,,,,,,7.0,,,1.0,,1.0,,5.0,,11.0,,26.0,20.0,41.0,1,2.0,59.0,1.0,,
2015-16,6768092,8,80,Swansea_City,Home,38642,76542,Sung-Yueng Ki,sung-yueng-ki,M,False,1.0,,6.0,12.0,21.0,32.0,,1.0,4.0,,,2.0,1.0,,,,1.0,6.0,,,,,,,,,1.0,,90.0,,,,,,,7.4,,,,,2.0,,3.0,,7.0,,17.0,23.0,37.0,2,5.0,52.0,2.0,,
2015-16,6768092,8,80,Swansea_City,Home,43192,55422,Gylfi Sigurðsson,gylfi-sigursson,M,False,,,1.0,12.0,9.0,21.0,,,5.0,1.0,,,1.0,,,2.0,3.0,,,,,,,,,2.0,1.0,,75.0,,,,,,,6.4,,,1.0,,,,2.0,,2.0,,16.0,9.0,23.0,1,,33.0,1.0,,
2015-16,6768092,8,80,Swansea_City,Home,54686,49195,Jefferson Montero,jefferson-montero,M,False,2.0,,,10.0,3.0,11.0,,,5.0,,,1.0,2.0,,,,10.0,8.0,,,2.0,1.0,,,,,2.0,,90.0,,,,,,,6.4,,,,,,10.0,3.0,,3.0,,19.0,6.0,22.0,1,1.0,48.0,5.0,3.0,4.0
2015-16,6768092,8,80,Swansea_City,Home,209098,111787,Modou Barrow,modou-barrow,M,True,,,1.0,4.0,2.0,6.0,,1.0,2.0,,,,2.0,,,2.0,4.0,1.0,,,,,,,,1.0,1.0,,15.0,,,,,,,6.4,,,,,,,,,1.0,,5.0,2.0,7.0,0,,12.0,,1.0,
2015-16,6768104,9,80,Swansea_City,Home,20538,15114,Leon Britton,leon-britton,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768104,9,80,Swansea_City,Home,20993,40145,Jack Cork,jack-cork,M,False,,,4.0,23.0,23.0,46.0,,1.0,5.0,,,,1.0,,,1.0,3.0,4.0,,,1.0,,,,,2.0,4.0,,59.0,,,,,,,7.1,,,,,,1.0,1.0,,5.0,,30.0,25.0,54.0,0,1.0,61.0,,1.0,1.0
2015-16,6768104,9,80,Swansea_City,Home,30243,47390,Neil Taylor,neil-taylor,M,False,1.0,,1.0,28.0,12.0,39.0,,1.0,5.0,,,,,,,,1.0,3.0,,,,,,,,,,,90.0,,,,,,,6.6,,,1.0,,1.0,1.0,5.0,,1.0,,39.0,12.0,46.0,1,1.0,71.0,,1.0,
2015-16,6768104,9,80,Swansea_City,Home,36465,50232,Jonjo Shelvey,jonjo-shelvey,M,False,,,3.0,30.0,24.0,54.0,,,7.0,,,1.0,1.0,,,1.0,5.0,4.0,,,,,,,1.0,1.0,,,90.0,1.0,,,,,,7.4,,,4.0,,1.0,6.0,2.0,,4.0,,37.0,24.0,59.0,6,1.0,81.0,1.0,,3.0
2015-16,6768104,9,80,Swansea_City,Home,38642,76542,Sung-Yueng Ki,sung-yueng-ki,M,True,,,1.0,24.0,10.0,34.0,,2.0,2.0,,,,1.0,,,1.0,2.0,5.0,,,,,,,,,3.0,,31.0,,,,,,,7.3,,,1.0,,2.0,1.0,,,2.0,,27.0,10.0,37.0,1,2.0,45.0,,,1.0
2015-16,6768104,9,80,Swansea_City,Home,43192,55422,Gylfi Sigurðsson,gylfi-sigursson,M,True,,,,17.0,1.0,18.0,1.0,,1.0,,,,,,,2.0,4.0,,,,,,,,,,,,31.0,,,,,,,6.3,,,1.0,,,1.0,1.0,,,,19.0,1.0,19.0,1,,26.0,,,
2015-16,6768104,9,80,Swansea_City,Home,54686,49195,Jefferson Montero,jefferson-montero,M,False,1.0,,,14.0,4.0,17.0,,,6.0,,,,,,,,7.0,9.0,,,1.0,,,,,,2.0,,90.0,,,,,,,6.8,,,,,1.0,11.0,11.0,,,,28.0,4.0,21.0,0,3.0,51.0,2.0,1.0,5.0
2015-16,6768104,9,80,Swansea_City,Home,209098,111787,Modou Barrow,modou-barrow,M,False,,,1.0,2.0,7.0,9.0,2.0,,6.0,,,,,,,2.0,8.0,7.0,,,,,,,,1.0,,,59.0,,,,,,,6.5,,,,,,5.0,1.0,,2.0,,5.0,7.0,11.0,0,3.0,32.0,1.0,3.0,1.0
2015-16,6768098,10,80,Swansea_City,Away,20538,15114,Leon Britton,leon-britton,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768098,10,80,Swansea_City,Away,20993,40145,Jack Cork,jack-cork,M,True,,,,1.0,2.0,3.0,2.0,,1.0,,,,,,,,2.0,,,,,,,,,,,,5.0,,,,,,,6.3,,,,,1.0,,,,2.0,,3.0,2.0,5.0,0,,6.0,,,
2015-16,6768098,10,80,Swansea_City,Away,30243,47390,Neil Taylor,neil-taylor,M,False,,,,10.0,14.0,24.0,1.0,2.0,5.0,,,,1.0,,,,2.0,6.0,,,1.0,,,,,1.0,,,90.0,,,,,,,6.7,,,,,3.0,1.0,,,3.0,,16.0,16.0,32.0,0,2.0,54.0,1.0,1.0,1.0
2015-16,6768098,10,80,Swansea_City,Away,36465,50232,Jonjo Shelvey,jonjo-shelvey,M,False,1.0,,6.0,19.0,21.0,39.0,,,9.0,,,1.0,2.0,,,,3.0,5.0,,,,,,,,1.0,1.0,,85.0,,,,,,,7.4,,,1.0,,,2.0,5.0,,9.0,,29.0,22.0,46.0,2,4.0,63.0,,,1.0
2015-16,6768098,10,80,Swansea_City,Away,38642,76542,Sung-Yueng Ki,sung-yueng-ki,M,False,,,2.0,12.0,27.0,39.0,3.0,3.0,13.0,,,,3.0,,,1.0,8.0,9.0,,,1.0,,,,,3.0,1.0,,90.0,,,,,,,6.9,,,,,1.0,,,,4.0,,17.0,30.0,47.0,0,4.0,62.0,1.0,2.0,
2015-16,6768098,10,80,Swansea_City,Away,43192,55422,Gylfi Sigurðsson,gylfi-sigursson,M,False,,,,17.0,10.0,27.0,,,4.0,,,,3.0,,,,6.0,2.0,,,2.0,,1.0,,,2.0,,,90.0,1.0,,,,,,7.0,,,1.0,,,2.0,,,,,23.0,11.0,34.0,2,,48.0,2.0,1.0,1.0
2015-16,6768098,10,80,Swansea_City,Away,54686,49195,Jefferson Montero,jefferson-montero,M,False,,,,9.0,4.0,13.0,1.0,2.0,5.0,,,,2.0,,,1.0,6.0,4.0,,,1.0,,,,,2.0,,,76.0,,,,,,,6.1,,,,,,2.0,5.0,,,,17.0,4.0,16.0,0,,31.0,1.0,1.0,1.0
2015-16,6768098,10,80,Swansea_City,Away,209098,111787,Modou Barrow,modou-barrow,M,True,1.0,,,5.0,5.0,9.0,,1.0,2.0,,,,,,,,2.0,3.0,,,1.0,,,,,,2.0,,14.0,,,,,,,7.0,,,1.0,,,1.0,1.0,,,,6.0,5.0,10.0,1,1.0,16.0,,1.0,
2015-16,6768110,11,80,Swansea_City,Home,20538,15114,Leon Britton,leon-britton,M,True,,,,3.0,5.0,8.0,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,5.0,,,,,,,6.3,,,,,,,,,,,3.0,5.0,8.0,0,,9.0,,,
2015-16,6768110,11,80,Swansea_City,Home,20993,40145,Jack Cork,jack-cork,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768110,11,80,Swansea_City,Home,30243,47390,Neil Taylor,neil-taylor,M,False,,,2.0,15.0,20.0,35.0,2.0,1.0,4.0,,,,,,,,3.0,1.0,,,1.0,,,,,,,,90.0,,,,,,,6.1,,,,,3.0,,1.0,,5.0,,22.0,22.0,43.0,0,,58.0,1.0,,
2015-16,6768110,11,80,Swansea_City,Home,36465,50232,Jonjo Shelvey,jonjo-shelvey,M,False,1.0,,10.0,34.0,38.0,71.0,,1.0,10.0,1.0,,,6.0,,,,6.0,3.0,,,,,,,,3.0,1.0,,90.0,,,,,,,6.9,,,1.0,,,1.0,5.0,,14.0,,49.0,39.0,83.0,1,,98.0,,1.0,1.0
2015-16,6768110,11,80,Swansea_City,Home,38642,76542,Sung-Yueng Ki,sung-yueng-ki,M,False,,,7.0,24.0,37.0,61.0,2.0,,6.0,,,,2.0,,,1.0,9.0,4.0,,,4.0,,,,,2.0,1.0,,85.0,,,,,,,6.7,,,,,1.0,1.0,,,7.0,,26.0,37.0,63.0,0,2.0,77.0,1.0,1.0,1.0
2015-16,6768110,11,80,Swansea_City,Home,43192,55422,Gylfi Sigurðsson,gylfi-sigursson,M,False,,,1.0,21.0,9.0,30.0,,,6.0,,,3.0,3.0,,,3.0,8.0,1.0,,,1.0,,,,,,,,90.0,1.0,,,,,,6.1,,,,,1.0,1.0,,,2.0,,24.0,10.0,34.0,4,1.0,48.0,2.0,,
2015-16,6768110,11,80,Swansea_City,Home,54686,49195,Jefferson Montero,jefferson-montero,M,False,1.0,,,8.0,2.0,9.0,,1.0,3.0,,,,,,,3.0,4.0,8.0,,,,,,,,,2.0,,79.0,,,,,,,6.5,,,,,,6.0,7.0,,1.0,1.0,17.0,2.0,12.0,0,1.0,37.0,3.0,1.0,5.0
2015-16,6768110,11,80,Swansea_City,Home,209098,111787,Modou Barrow,modou-barrow,M,True,,,,1.0,2.0,3.0,1.0,,4.0,,,,,,,1.0,3.0,2.0,,,,,,,,,,,11.0,,,,,,,6.5,,,,,,2.0,1.0,,1.0,,5.0,3.0,7.0,0,1.0,12.0,,,1.0
2015-16,6768125,12,80,Swansea_City,Away,20538,15114,Leon Britton,leon-britton,M,True,,,1.0,11.0,8.0,19.0,,,3.0,,,,,,,,1.0,1.0,,,1.0,,,,,,,,12.0,,,,,,,6.6,,,,,,,,,1.0,,12.0,9.0,21.0,0,,22.0,,1.0,
