season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2018-19,7827869,1,20,Southampton,Home,44760,58822,Cédric Soares,cedric-soares,M,False,,,1.0,6.0,3.0,9.0,3.0,2.0,1.0,,,,,,,,3.0,3.0,,,,,,,,,,,56.0,,,,,,,,,3.0,,6.6,,,,,2.0,,1.0,,1.0,,8.0,4.0,11.0,0,1.0,22.0,,,,
2018-19,7827869,1,20,Southampton,Home,69416,78056,Oriol Romeu,oriol-romeu,M,False,,,2.0,26.0,16.0,42.0,1.0,1.0,5.0,,,1.0,,,,,1.0,4.0,,,,,,,,,,,90.0,,1.0,,,,,,,9.0,,6.9,,,,,2.0,,,,3.0,,32.0,17.0,49.0,1,3.0,59.0,2.0,,,1.0
2018-19,7827869,1,20,Southampton,Home,115346,83283,Nathan Redmond,nathan-redmond,M,False,,,4.0,21.0,7.0,28.0,1.0,,5.0,,,3.0,,,,1.0,5.0,5.0,,,,,,,,,1.0,,90.0,,,,,,,,,16.0,,6.8,,,,,,8.0,4.0,,6.0,,29.0,7.0,32.0,3,,56.0,3.0,,5.0,
2018-19,7827869,1,20,Southampton,Home,117083,91047,Stuart Armstrong,stuart-armstrong,M,False,2.0,,1.0,8.0,3.0,9.0,1.0,,2.0,,,,1.0,,,,2.0,1.0,,,,,,,,,2.0,,56.0,,,,,,,,,7.0,,6.8,,,,,,,2.0,,2.0,1.0,11.0,4.0,13.0,0,,22.0,3.0,1.0,,
2018-19,7827869,1,20,Southampton,Home,119151,96787,Mohamed Elyounoussi,mohamed-elyounoussi,M,True,4.0,,,15.0,,11.0,1.0,1.0,2.0,,,2.0,,,,1.0,4.0,2.0,,,1.0,,,,,,4.0,,34.0,,,,,,,,,9.0,,7.1,,,,,1.0,1.0,7.0,,,,21.0,,14.0,2,,30.0,1.0,1.0,,
2018-19,7827869,1,20,Southampton,Home,149593,132015,Pierre-Emile Højbjerg,pierre-emile-hjbjerg,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827869,1,20,Southampton,Home,161717,101178,James Ward-Prowse,james-ward-prowse,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827869,1,20,Southampton,Home,307284,151086,Mario Lemina,mario-lemina,M,False,,,2.0,32.0,8.0,40.0,,,2.0,,,1.0,1.0,,,,7.0,3.0,,,4.0,,,,,1.0,,,90.0,2.0,,,,,,,,11.0,,6.9,,,1.0,,,3.0,1.0,,4.0,,37.0,10.0,46.0,4,1.0,59.0,1.0,1.0,1.0,1.0
2018-19,7827895,2,20,Southampton,Away,44760,58822,Cédric Soares,cedric-soares,M,False,,,1.0,3.0,11.0,14.0,4.0,2.0,7.0,,,,,,,1.0,5.0,3.0,,,,,,,,3.0,,,90.0,1.0,,,,,,,,22.0,,6.5,,,,,4.0,,2.0,,9.0,,14.0,15.0,27.0,1,1.0,59.0,,,,1.0
2018-19,7827895,2,20,Southampton,Away,69416,78056,Oriol Romeu,oriol-romeu,M,False,,,2.0,7.0,10.0,17.0,,2.0,5.0,,,1.0,1.0,,,,4.0,3.0,,,3.0,,,,,,,,72.0,,1.0,,,,,,,10.0,,6.1,,,,,,,,,5.0,,16.0,11.0,27.0,1,1.0,30.0,,,,1.0
