season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2024-25,12436874,1,20,Southampton,Away,818073,193204,Joe Aribo,joe-aribo,M,False,,,1.0,24.0,9.0,33.0,,1.0,2.0,1.0,,1.0,,,,1.0,1.0,6.0,,,0.435872,0.0526,,,0.0,,,,,1.0,2.0,,70.0,,,,,,,,8.0,,7.5,,,,,2.0,1.0,2.0,,1.0,,28.0,11.0,37.0,1,2.0,50.0,,2.0,1.0,1.0
2024-25,12436874,1,20,Southampton,Away,867583,204814,Ben Brereton Díaz,ben-brereton-diaz,M,False,,,,15.0,5.0,20.0,,3.0,5.0,,2.0,1.0,,,,1.0,2.0,5.0,,,0.0249701,0.2984,,,0.0,,,,,,1.0,,71.0,,,,,,,,8.0,,6.1,,,1.0,,1.0,1.0,1.0,,,1.0,21.0,5.0,25.0,2,1.0,33.0,,1.0,,1.0
2024-25,12436874,1,20,Southampton,Away,879810,220585,Flynn Downes,flynn-downes,M,False,,,1.0,49.0,34.0,83.0,,1.0,3.0,,,1.0,,,,2.0,7.0,5.0,,,0.0984001,0.1108,,5.0,0.0,,,,,,3.0,,90.0,,1.0,,,,,,11.0,,7.2,,,,,2.0,,1.0,,2.0,,55.0,35.0,89.0,1,2.0,103.0,1.0,2.0,,1.0
2024-25,12436874,1,20,Southampton,Away,970435,214466,Will Smallbone,will-smallbone,M,False,,,,29.0,14.0,43.0,1.0,,3.0,,,4.0,,,,,4.0,3.0,,,0.251762,0.306,,3.0,0.0,,,,,,,,90.0,,,,,,,,20.0,,7.2,,,,,,1.0,12.0,,,,45.0,15.0,48.0,4,2.0,76.0,2.0,,1.0,2.0
2024-25,12436874,1,20,Southampton,Away,1017392,502697,Carlos Alcaraz,carlos-alcaraz,M,True,1.0,,1.0,12.0,,11.0,,1.0,2.0,,,,,,,,3.0,1.0,,,0.0264088,0.0684,0.2086,1.0,0.0,,,,,1.0,1.0,,9.0,1.0,,,,,,,2.0,,6.9,,,,,,2.0,1.0,,1.0,,12.0,,11.0,1,,18.0,,,,
2024-25,12436874,1,20,Southampton,Away,1065214,490503,Samuel Edozie,samuel-edozie,M,True,1.0,,,19.0,1.0,19.0,,,1.0,,,,,,,,4.0,4.0,,,0.154394,,,2.0,0.0,,,,,,1.0,,45.0,,,,,,,,8.0,,6.9,,,,,,3.0,1.0,,,,22.0,1.0,22.0,0,2.0,32.0,2.0,1.0,1.0,
2024-25,12436874,1,20,Southampton,Away,1174472,496661,Tyler Dibling,tyler-dibling,M,True,,,,12.0,1.0,13.0,,,,,,,,,,1.0,1.0,3.0,,,0.0155442,,,,0.0,,,,,,1.0,,20.0,,,,,,,,3.0,,6.8,,,,,,,1.0,,,,13.0,1.0,13.0,0,,20.0,1.0,3.0,,
2024-25,12436900,2,20,Southampton,Home,818073,193204,Joe Aribo,joe-aribo,M,False,,,,14.0,16.0,30.0,,,4.0,,,,,,,2.0,5.0,1.0,,,0.0267561,,,2.0,0.0,,,,,,,,76.0,,2.0,,,,,,5.0,,6.5,,,,,,1.0,1.0,,,,16.0,16.0,31.0,0,,40.0,,1.0,,
2024-25,12436900,2,20,Southampton,Home,867583,204814,Ben Brereton Díaz,ben-brereton-diaz,M,False,1.0,,1.0,24.0,7.0,30.0,2.0,1.0,1.0,,,,,,,,5.0,3.0,,,0.0592569,,,2.0,0.0,,,,,,2.0,,90.0,,,,,,,,9.0,,6.9,,,,,,2.0,2.0,,3.0,,30.0,7.0,35.0,0,,44.0,2.0,1.0,1.0,
2024-25,12436900,2,20,Southampton,Home,879810,220585,Flynn Downes,flynn-downes,M,False,,,,21.0,31.0,52.0,3.0,1.0,7.0,,,,3.0,,,3.0,10.0,8.0,,,0.058602,,,1.0,0.0,,,,,2.0,1.0,,90.0,,,,,,,,10.0,,6.8,,,,,2.0,,,,1.0,,23.0,33.0,56.0,0,4.0,80.0,3.0,3.0,,1.0
