season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2017-18,7437082,1,20,Southampton,Home,559,17339,Steven Davis,steven-davis,M,False,1.0,,4.0,47.0,21.0,67.0,1.0,2.0,7.0,,,2.0,,,,,3.0,7.0,,,2.0,,,,,,2.0,,90.0,,,,,,,4.0,,7.6,,,,,2.0,,1.0,,4.0,,51.0,21.0,71.0,2,3.0,81.0,,2.0,,3.0
2017-18,7437082,1,20,Southampton,Home,44760,58822,Cédric Soares,cedric-soares,M,False,,,,31.0,10.0,41.0,3.0,2.0,4.0,,,1.0,,,,1.0,5.0,4.0,,,1.0,,,,,,,,90.0,,1.0,,,,,20.0,,7.1,,,1.0,,2.0,1.0,7.0,,6.0,,42.0,13.0,48.0,2,1.0,81.0,3.0,,1.0,1.0
2017-18,7437082,1,20,Southampton,Home,69416,78056,Oriol Romeu,oriol-romeu,M,False,,,5.0,42.0,28.0,70.0,3.0,3.0,4.0,1.0,,,2.0,,,1.0,6.0,9.0,,,1.0,,,,,4.0,5.0,,90.0,,,,,,,11.0,,7.7,,,,,,,,,7.0,,51.0,29.0,80.0,0,3.0,93.0,,3.0,,2.0
2017-18,7437082,1,20,Southampton,Home,115346,83283,Nathan Redmond,nathan-redmond,M,False,2.0,,1.0,36.0,3.0,37.0,1.0,,2.0,,,2.0,,,,2.0,4.0,,,,1.0,,,,,,5.0,,90.0,,,,,,,8.0,,7.2,,,2.0,,,,3.0,,2.0,,42.0,3.0,42.0,4,,55.0,,,,
2017-18,7437082,1,20,Southampton,Home,161717,101178,James Ward-Prowse,james-ward-prowse,M,False,2.0,,,19.0,6.0,23.0,1.0,3.0,4.0,,,2.0,,,,2.0,3.0,3.0,,,,,,,,,3.0,,71.0,1.0,,,,,,12.0,,7.2,,,1.0,,2.0,,8.0,,,,29.0,6.0,27.0,4,,43.0,,,,
2017-18,7437082,1,20,Southampton,Home,307284,151086,Mario Lemina,mario-lemina,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437082,1,20,Southampton,Home,387082,153373,Sam McQueen,sam-mcqueen,M,True,,,,4.0,,4.0,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,4.0,,,,,,,3.0,,6.6,,,,,,,,,,,6.0,1.0,7.0,0,,9.0,,,,
2017-18,7438040,2,20,Southampton,Home,559,17339,Steven Davis,steven-davis,M,False,,,2.0,43.0,16.0,59.0,2.0,1.0,3.0,,,,1.0,,,1.0,5.0,5.0,,,1.0,,,,,,1.0,,80.0,,,,,,1.0,7.0,,7.2,,,1.0,,,1.0,1.0,,2.0,,48.0,16.0,63.0,1,2.0,72.0,1.0,1.0,1.0,
2017-18,7438040,2,20,Southampton,Home,44760,58822,Cédric Soares,cedric-soares,M,False,1.0,,2.0,21.0,8.0,28.0,1.0,,5.0,,,,,,,,3.0,3.0,,,2.0,,,,,1.0,1.0,,90.0,,,,,,,13.0,,6.9,,,2.0,,1.0,1.0,8.0,,2.0,,31.0,8.0,31.0,2,1.0,59.0,1.0,1.0,1.0,
2017-18,7438040,2,20,Southampton,Home,69416,78056,Oriol Romeu,oriol-romeu,M,False,,,3.0,52.0,38.0,90.0,5.0,9.0,9.0,,,1.0,2.0,,,2.0,12.0,12.0,,,3.0,,,,,2.0,,,90.0,,,,,,,15.0,,6.6,,,1.0,,,,,,4.0,,60.0,42.0,102.0,2,1.0,117.0,1.0,2.0,,
