season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyMiss,penaltyWon,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest
2015-16,6768103,10,20,Southampton,Away,217704,110979,Sadio Mané,sadio-mane,M,False,,,1.0,18.0,3.0,21.0,1.0,1.0,3.0,,1.0,,2.0,,,1.0,15.0,7.0,,,4.0,,1.0,,,1.0,,,89.0,1.0,,,,,,6.0,,,1.0,,1.0,8.0,1.0,,1.0,2.0,26.0,3.0,28.0,2,2.0,56.0,3.0,3.0,1.0
2015-16,6768115,11,20,Southampton,Home,559,17339,Steven Davis,steven-davis,M,False,2.0,,1.0,20.0,10.0,28.0,2.0,,3.0,,,,1.0,,,1.0,4.0,4.0,,,,,1.0,,,,2.0,,90.0,1.0,,,,,,7.8,,,,,2.0,,2.0,,1.0,,20.0,11.0,29.0,1,4.0,44.0,2.0,,
2015-16,6768115,11,20,Southampton,Home,44760,58822,Cédric Soares,cedric-soares,M,False,1.0,,6.0,15.0,15.0,29.0,,1.0,9.0,,,,,,,,2.0,6.0,,,,,,,,4.0,,,90.0,,1.0,,,,,7.6,,,,,6.0,2.0,4.0,,9.0,,25.0,18.0,39.0,0,4.0,81.0,1.0,1.0,
2015-16,6768115,11,20,Southampton,Home,45956,54756,Victor Wanyama,victor-wanyama,M,False,,,3.0,14.0,29.0,43.0,,3.0,5.0,,,,1.0,,,1.0,5.0,8.0,,,3.0,,,,,5.0,,,78.0,,,,,,,7.2,,,1.0,,3.0,3.0,,,3.0,,17.0,31.0,48.0,1,2.0,64.0,1.0,,3.0
2015-16,6768115,11,20,Southampton,Home,69416,78056,Oriol Romeu,oriol-romeu,M,True,,,,3.0,2.0,5.0,,,2.0,,,,,,,,,1.0,,,,,,,,2.0,,,19.0,,,,,,,6.8,,,,,,,,,,,3.0,2.0,5.0,0,1.0,8.0,,,
2015-16,6768115,11,20,Southampton,Home,116946,85654,Jordy Clasie,jordy-clasie,M,False,,,4.0,12.0,31.0,43.0,2.0,,3.0,,,1.0,1.0,,,,3.0,2.0,,,,,,,,,,,71.0,,,,,,,6.9,,,,,,,,,4.0,,15.0,32.0,47.0,1,1.0,53.0,1.0,1.0,
2015-16,6768115,11,20,Southampton,Home,135590,78091,Gastón Ramírez,gaston-ramirez,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768115,11,20,Southampton,Home,161717,101178,James Ward-Prowse,james-ward-prowse,M,True,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,6.5,,,,,1.0,,,,,,,1.0,1.0,0,,2.0,,,
2015-16,6768115,11,20,Southampton,Home,217704,110979,Sadio Mané,sadio-mane,M,False,,,1.0,17.0,14.0,31.0,1.0,1.0,8.0,,,1.0,1.0,,,1.0,8.0,5.0,,,,,,,,,,,90.0,,,,,,,6.3,,,1.0,,,5.0,3.0,,1.0,,25.0,15.0,37.0,2,3.0,61.0,5.0,1.0,
2015-16,6768123,12,20,Southampton,Away,559,17339,Steven Davis,steven-davis,M,False,,,5.0,38.0,13.0,51.0,4.0,,7.0,,,,1.0,,,1.0,8.0,1.0,,,2.0,,,,,,1.0,,90.0,1.0,,,,,,6.7,,,,,2.0,,1.0,,9.0,,51.0,17.0,67.0,1,1.0,75.0,1.0,,
2015-16,6768123,12,20,Southampton,Away,44760,58822,Cédric Soares,cedric-soares,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768123,12,20,Southampton,Away,69416,78056,Oriol Romeu,oriol-romeu,M,True,,,1.0,3.0,4.0,7.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,12.0,,,,,,,6.7,,,,,1.0,,,,1.0,,3.0,4.0,7.0,0,,9.0,,1.0,
2015-16,6768123,12,20,Southampton,Away,116946,85654,Jordy Clasie,jordy-clasie,M,False,,,5.0,37.0,25.0,62.0,2.0,1.0,6.0,,,,2.0,,,,4.0,5.0,,,,,,,,,1.0,,78.0,,,,,,,7.1,,,1.0,,,,,,9.0,,45.0,27.0,72.0,1,3.0,78.0,,1.0,
2015-16,6768123,12,20,Southampton,Away,161717,101178,James Ward-Prowse,james-ward-prowse,M,False,2.0,,3.0,33.0,16.0,47.0,3.0,,4.0,,,2.0,,,,3.0,8.0,1.0,,,2.0,,,,,1.0,1.0,,90.0,,,,,,,6.9,,,1.0,,2.0,,5.0,,4.0,1.0,41.0,16.0,52.0,3,,73.0,1.0,1.0,
2015-16,6768123,12,20,Southampton,Away,217704,110979,Sadio Mané,sadio-mane,M,False,1.0,,,23.0,9.0,31.0,1.0,3.0,6.0,,,1.0,,,,,4.0,11.0,,,2.0,,,,,1.0,2.0,,83.0,2.0,,,,,,7.8,,,1.0,,,4.0,6.0,,1.0,2.0,36.0,10.0,40.0,4,1.0,65.0,,4.0,3.0
2015-16,6768132,13,20,Southampton,Home,559,17339,Steven Davis,steven-davis,M,False,2.0,,2.0,29.0,15.0,42.0,,,1.0,,,,1.0,,,,1.0,1.0,,,,,,,,,2.0,,72.0,,,,,,,7.0,,,,,1.0,,3.0,,3.0,,41.0,16.0,54.0,0,1.0,60.0,,,
