season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2016-17,7089879,1,20,Southampton,Home,559,17339,Steven Davis,steven-davis,M,False,,,4.0,29.0,19.0,48.0,2.0,,6.0,,,2.0,1.0,,,1.0,4.0,4.0,,,,,,,,,1.0,,90.0,,,,,,,,17.0,,6.8,,,,,,,4.0,,7.0,,44.0,19.0,59.0,2,2.0,75.0,,2.0,,2.0
2016-17,7089879,1,20,Southampton,Home,44760,58822,Cédric Soares,cedric-soares,M,False,,,2.0,20.0,16.0,36.0,4.0,1.0,8.0,,,,1.0,,,1.0,7.0,3.0,,,1.0,,,,,1.0,,,79.0,2.0,,,,,,,25.0,,6.7,,,,,2.0,,5.0,,7.0,,37.0,20.0,52.0,2,2.0,78.0,1.0,,,1.0
2016-17,7089879,1,20,Southampton,Home,69416,78056,Oriol Romeu,oriol-romeu,M,False,,,1.0,43.0,39.0,82.0,1.0,,13.0,,,1.0,3.0,,,3.0,7.0,5.0,,,,,,,,4.0,,,90.0,,,,,,,,13.0,,6.6,,,,,1.0,,,,4.0,,52.0,40.0,92.0,1,3.0,110.0,,2.0,,3.0
2016-17,7089879,1,20,Southampton,Home,115346,83283,Nathan Redmond,nathan-redmond,M,False,,,3.0,22.0,6.0,28.0,2.0,,2.0,,,1.0,1.0,,,5.0,10.0,3.0,,,,,1.0,,,1.0,4.0,,90.0,2.0,,,,,,,11.0,,7.6,,,2.0,,,4.0,1.0,,4.0,1.0,26.0,6.0,31.0,5,1.0,50.0,,,2.0,1.0
2016-17,7089879,1,20,Southampton,Home,116946,85654,Jordy Clasie,jordy-clasie,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7089879,1,20,Southampton,Home,149593,132015,Pierre-Emile Højbjerg,pierre-emile-hjbjerg,M,True,,,5.0,35.0,10.0,45.0,,,5.0,,,1.0,1.0,,,,1.0,2.0,,,,,,,,,1.0,,35.0,,,,,,,,2.0,,7.0,,,1.0,,,,,,5.0,,35.0,10.0,45.0,2,1.0,51.0,1.0,1.0,,1.0
2016-17,7089879,1,20,Southampton,Home,161717,101178,James Ward-Prowse,james-ward-prowse,M,False,,,1.0,23.0,16.0,39.0,2.0,,8.0,,,,1.0,,,,5.0,4.0,,,2.0,,,,,,1.0,,55.0,,,,,,,,6.0,,6.9,,,1.0,,1.0,1.0,,,1.0,,28.0,16.0,44.0,1,2.0,53.0,1.0,1.0,1.0,1.0
2016-17,7090014,2,20,Southampton,Away,559,17339,Steven Davis,steven-davis,M,False,,,5.0,26.0,10.0,36.0,1.0,,3.0,,,,1.0,,,1.0,3.0,3.0,,,,,,,,1.0,2.0,,67.0,,,,,,,,6.0,,7.0,,,1.0,,3.0,1.0,,,6.0,,28.0,12.0,40.0,1,1.0,51.0,1.0,1.0,1.0,
2016-17,7090014,2,20,Southampton,Away,44760,58822,Cédric Soares,cedric-soares,M,False,2.0,,3.0,35.0,11.0,44.0,,1.0,9.0,,,,,,,1.0,2.0,4.0,,,,,,,,1.0,1.0,,90.0,,,,,,,,20.0,,6.7,,,,,2.0,1.0,5.0,,11.0,,47.0,14.0,56.0,0,3.0,81.0,,,,3.0
2016-17,7090014,2,20,Southampton,Away,69416,78056,Oriol Romeu,oriol-romeu,M,False,,,1.0,1.0,3.0,4.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,12.0,,,,,,,,,,6.5,,,,,,,,,1.0,,1.0,3.0,4.0,0,,4.0,,,,
