season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2019-20,8243395,1,20,Southampton,Away,44760,58822,Cédric Soares,cedric-soares,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243395,1,20,Southampton,Away,69416,78056,Oriol Romeu,oriol-romeu,M,False,,,3.0,17.0,15.0,32.0,5.0,1.0,7.0,,,1.0,1.0,,,9.0,3.0,,,2.0,,,,,2.0,1.0,,90.0,,,,,,,,,18.0,,6.3,,,1.0,,1.0,1.0,,,9.0,,28.0,19.0,47.0,2,1.0,59.0,2.0,1.0,,1.0
2019-20,8243395,1,20,Southampton,Away,115346,83283,Nathan Redmond,nathan-redmond,M,False,,,3.0,19.0,7.0,26.0,2.0,,7.0,,,,2.0,,2.0,7.0,4.0,,,2.0,,,,,,,,90.0,1.0,,,,,,,,15.0,,6.8,,,1.0,,,2.0,,,4.0,,27.0,9.0,36.0,2,,49.0,3.0,2.0,2.0,
2019-20,8243395,1,20,Southampton,Away,149593,132015,Pierre-Emile Højbjerg,pierre-emile-hjbjerg,M,True,,,1.0,7.0,3.0,10.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,17.0,,,,,,,,,3.0,,6.2,,,,,,,,,1.0,,9.0,4.0,13.0,0,,14.0,,,,
2019-20,8243395,1,20,Southampton,Away,161717,101178,James Ward-Prowse,james-ward-prowse,M,False,3.0,,2.0,17.0,16.0,30.0,1.0,2.0,7.0,,,1.0,2.0,,,3.0,5.0,,,,,,,,1.0,,,90.0,1.0,,,,,,,,19.0,,6.9,,,,,,,4.0,,4.0,,31.0,20.0,47.0,2,2.0,61.0,1.0,1.0,,1.0
2019-20,8243422,2,20,Southampton,Home,44760,58822,Cédric Soares,cedric-soares,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243422,2,20,Southampton,Home,69416,78056,Oriol Romeu,oriol-romeu,M,False,1.0,,1.0,7.0,9.0,15.0,1.0,,6.0,1.0,,,1.0,,,5.0,5.0,,,3.0,,,,,1.0,1.0,,64.0,,1.0,,,,,,,8.0,,7.0,,,,,,,1.0,,4.0,,13.0,11.0,23.0,0,5.0,33.0,,,,3.0
2019-20,8243422,2,20,Southampton,Home,115346,83283,Nathan Redmond,nathan-redmond,M,False,,,1.0,13.0,2.0,15.0,1.0,1.0,2.0,,,,2.0,,,3.0,4.0,,,1.0,,,,,1.0,2.0,,90.0,,,,,,,,,8.0,,6.9,,,2.0,,,2.0,,,3.0,1.0,19.0,2.0,21.0,2,1.0,32.0,1.0,,2.0,1.0
2019-20,8243422,2,20,Southampton,Home,117083,91047,Stuart Armstrong,stuart-armstrong,M,True,,,,4.0,3.0,7.0,1.0,,4.0,,,,1.0,,,2.0,,,,,,,,,,,,22.0,,,,,,,,,2.0,,6.3,,,,,,,,,,,5.0,3.0,8.0,0,,13.0,1.0,,,
2019-20,8243422,2,20,Southampton,Home,149593,132015,Pierre-Emile Højbjerg,pierre-emile-hjbjerg,M,False,,,5.0,16.0,13.0,29.0,,,4.0,,,2.0,2.0,,,4.0,4.0,,,2.0,,,,,,,,90.0,1.0,,,,,,,,18.0,,6.7,,,,,2.0,2.0,2.0,,9.0,,29.0,14.0,41.0,3,2.0,61.0,4.0,,2.0,1.0
2019-20,8243422,2,20,Southampton,Home,161717,101178,James Ward-Prowse,james-ward-prowse,M,False,2.0,,1.0,11.0,5.0,14.0,3.0,3.0,8.0,1.0,,,1.0,,2.0,7.0,6.0,,,1.0,,,,,2.0,2.0,,90.0,,,,,,,,,21.0,,7.0,,,,,1.0,1.0,6.0,,3.0,,25.0,8.0,27.0,0,1.0,47.0,1.0,1.0,1.0,1.0
2019-20,8243424,3,20,Southampton,Away,44760,58822,Cédric Soares,cedric-soares,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243424,3,20,Southampton,Away,69416,78056,Oriol Romeu,oriol-romeu,M,False,,,2.0,20.0,19.0,39.0,2.0,,8.0,,,,4.0,,,7.0,3.0,,,1.0,,,,,,,,90.0,,,,,,,,,5.0,,6.3,,,,,,1.0,,,2.0,,23.0,20.0,43.0,0,1.0,50.0,1.0,1.0,1.0,
2019-20,8243424,3,20,Southampton,Away,115346,83283,Nathan Redmond,nathan-redmond,M,False,,,1.0,16.0,6.0,22.0,,1.0,5.0,1.0,,,1.0,,3.0,5.0,7.0,,,,,1.0,,,,2.0,,90.0,2.0,,,,,,,,17.0,,7.8,,,1.0,,,5.0,,,2.0,,24.0,8.0,32.0,3,1.0,52.0,2.0,1.0,4.0,1.0
2019-20,8243424,3,20,Southampton,Away,117083,91047,Stuart Armstrong,stuart-armstrong,M,True,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,12.0,1.0,,,,,,,,,,6.3,,,,,,,,,,,,,,1,,1.0,,,,
2019-20,8243424,3,20,Southampton,Away,149593,132015,Pierre-Emile Højbjerg,pierre-emile-hjbjerg,M,False,,,3.0,27.0,29.0,56.0,1.0,1.0,11.0,,,,1.0,,1.0,7.0,3.0,,,4.0,,,,,1.0,,,90.0,,,,,,,,,18.0,,6.4,,,,,,,,,10.0,,38.0,32.0,70.0,0,2.0,80.0,3.0,,,1.0
