playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,substituteOn,aerialDuels,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,rightFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,substituteOff,hitWoodwork,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,expectedGoalsFreekick,setPiecesGoals,goalAssists,foulWonPenalty,oboxBlocked,cornersTakenInclShortCorners,cleanSheets,shotsOnTargetOutsideBox,goalsConcededOutsideBox,oboxTarget,tacklesLost,leftFootGoals,headedGoals,freekickTotal,attemptsFromSetPieces,throwInsToOwnPlayer,shotsBlockedOutsideBox,throwInsToOppositionPlayer,penaltiesConceded,clearancesOffTheLine,penaltiesTaken,penaltyGoals,ownGoalScored,otherGoals,successfulCornersIntoBox,unsuccessfulCornersIntoBox,savesMade,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeFromInsideBox,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,punches,goalkeeperSmother,drops,crossesNotClaimed,savesMadeParried
96305,Jay Fulton,Midfielder,Swansea,80,Scotland,2015-16,2.0,,0.0013,0.0,,,,3.0,,,,2.0,,,,,10.0,,,2.0,,,,20.0,,,,3.0,2.0,3.0,9.0,0.5995,,1.0,,,,2.0,2.0,,5.0,2.0,5.0,3.0,2.0,,1.0,6.0,,,,5.0,,0.0,10.0,,,2.0,3.0,,,1.0,1.0,,1.0,2.0,17.0,,,,4.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49195,Jefferson Montero,Midfielder,Swansea,80,Ecuador,2015-16,121.0,21.0,2.3156,0.0,8.0,6.0,0.7573,21.0,12.0,,75.0,23.0,14.0,14.0,88.0,90.0,365.0,,4.0,9.0,24.0,21.0,5.0,1357.0,5.0,1.0,13.0,111.0,24.0,100.0,273.0,18.7213,24.0,2.0,2.0,21.0,4.0,108.0,162.0,38.0,232.0,10.0,84.0,70.0,23.0,,50.0,228.0,18.0,90.0,4.0,208.0,11.0,0.0,358.0,6.0,25.0,308.0,17.0,41.0,,21.0,11.0,9.0,4.0,98.0,771.0,9.0,1.0,5.0,70.0,7.0,,1.4544,0.0,13.0,17.0,,,2.0,,4.0,2.0,1.0,1.0,3.0,1.0,4.0,,,,,7.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,
80789,Jordi Amat,Defender,Swansea,80,Indonesia,2015-16,13.0,,0.1483,0.0,,,,7.0,1.0,,25.0,8.0,,5.0,39.0,,193.0,,,3.0,15.0,,,461.0,,,8.0,20.0,6.0,13.0,142.0,7.0733,1.0,2.0,28.0,5.0,,5.0,60.0,4.0,33.0,4.0,90.0,22.0,8.0,,,48.0,5.0,,,18.0,7.0,0.0,181.0,1.0,,52.0,7.0,2.0,3.0,37.0,4.0,16.0,12.0,6.0,270.0,1.0,,9.0,106.0,3.0,,0.5347,0.0,14.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198508,Josh Vickers,Goalkeeper,Swansea,80,England,2015-16,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166365,Kenji Gorré,Midfielder,Swansea,80,Curacao,2015-16,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76542,Ki Sung-Yueng,Midfielder,Swansea,80,South Korea,2015-16,84.0,1.0,1.2041,0.0,7.0,7.0,1.9096,32.0,17.0,5.0,88.0,28.0,28.0,21.0,106.0,6.0,1170.0,2.0,1.0,7.0,34.0,4.0,3.0,1849.0,3.0,1.0,17.0,84.0,25.0,67.0,965.0,30.3055,21.0,1.0,18.0,32.0,2.0,67.0,396.0,25.0,168.0,15.0,270.0,151.0,28.0,2.0,3.0,557.0,29.0,7.0,2.0,134.0,17.0,0.0,1143.0,10.0,4.0,171.0,23.0,11.0,4.0,314.0,19.0,28.0,99.0,190.0,1422.0,8.0,1.0,6.0,511.0,11.0,1.0,2.3437,4.0,18.0,26.0,,,1.0,,5.0,5.0,2.0,2.0,3.0,2.0,9.0,,,,,2.0,5.0,,,,,,1.0,,2.0,1.0,,,,,,,,,,,,,
61760,Kristoffer Nordfeldt,Goalkeeper,Swansea,80,Sweden,2015-16,,,0.0004,0.0,,,,,,,,1.0,,1.0,7.0,,25.0,,,,,,,90.0,,,,,,,6.0,2.379,,3.0,1.0,1.0,,,5.0,,,,15.0,4.0,1.0,,,6.0,1.0,,,,,0.0,11.0,,,7.0,,,,5.0,,,12.0,,34.0,,,3.0,12.0,,,,0.0,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,12.0,4.0,4.0,,,,,,,,,
59940,Kyle Bartley,Defender,Swansea,80,England,2015-16,8.0,,0.0078,0.0,,,,9.0,2.0,,14.0,5.0,,3.0,27.0,1.0,127.0,,,2.0,14.0,,,284.0,,,3.0,24.0,6.0,13.0,95.0,6.067,1.0,2.0,29.0,6.0,,5.0,26.0,4.0,32.0,2.0,58.0,13.0,5.0,,,26.0,6.0,1.0,,18.0,11.0,0.0,123.0,2.0,1.0,39.0,6.0,1.0,7.0,29.0,4.0,6.0,5.0,14.0,195.0,,,7.0,74.0,2.0,,0.1021,2.0,13.0,11.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49539,Kyle Naughton,Defender,Swansea,80,England,2015-16,103.0,12.0,1.6921,1.0,3.0,2.0,0.307,40.0,5.0,,149.0,27.0,5.0,19.0,228.0,52.0,1081.0,,,8.0,59.0,12.0,,1763.0,,,28.0,105.0,49.0,74.0,812.0,25.2189,17.0,14.0,65.0,26.0,2.0,75.0,80.0,21.0,208.0,21.0,444.0,105.0,27.0,,13.0,494.0,24.0,52.0,2.0,149.0,31.0,1.0,1068.0,3.0,7.0,391.0,26.0,13.0,2.0,393.0,23.0,48.0,41.0,164.0,1672.0,1.0,,49.0,371.0,10.0,2.0,0.2964,2.0,79.0,64.0,,,3.0,,1.0,1.0,4.0,2.0,2.0,2.0,14.0,,,,,197.0,1.0,35.0,,,,,,,,,,,,,,,,,,,,,
15114,Leon Britton,Midfielder,Swansea,80,England,2015-16,80.0,,0.4207,0.0,2.0,,,41.0,3.0,1.0,102.0,25.0,20.0,19.0,120.0,2.0,1000.0,,,6.0,21.0,,,1526.0,,1.0,12.0,84.0,28.0,75.0,864.0,26.2307,4.0,1.0,17.0,21.0,,68.0,314.0,18.0,164.0,12.0,327.0,138.0,25.0,,3.0,432.0,20.0,2.0,,143.0,9.0,0.0,961.0,3.0,1.0,184.0,26.0,16.0,6.0,257.0,14.0,62.0,16.0,102.0,1252.0,12.0,,9.0,448.0,10.0,1.0,0.1187,4.0,18.0,46.0,,,,,2.0,,2.0,,1.0,,15.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
49277,Leroy Fer,Midfielder,Swansea,80,Netherlands,2015-16,50.0,,0.2223,0.0,1.0,1.0,0.2764,21.0,4.0,,52.0,11.0,28.0,9.0,70.0,,441.0,,,2.0,30.0,,1.0,757.0,1.0,2.0,8.0,62.0,19.0,40.0,344.0,11.3088,6.0,,15.0,12.0,1.0,42.0,108.0,14.0,112.0,13.0,122.0,59.0,11.0,,6.0,213.0,11.0,,1.0,82.0,22.0,0.0,428.0,3.0,,97.0,17.0,5.0,2.0,132.0,14.0,13.0,27.0,79.0,561.0,4.0,,5.0,158.0,9.0,,0.2575,2.0,18.0,11.0,,,2.0,,,,2.0,,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37096,Lukasz Fabianski,Goalkeeper,Swansea,80,Poland,2015-16,2.0,,0.0637,0.0,,,,,1.0,,2.0,37.0,,37.0,420.0,,1000.0,,,,16.0,,,3330.0,,,,21.0,1.0,5.0,309.0,48.3149,1.0,112.0,40.0,51.0,,2.0,137.0,9.0,23.0,1.0,729.0,377.0,37.0,,,161.0,47.0,,,7.0,16.0,0.0,507.0,1.0,1.0,438.0,,,,134.0,1.0,1.0,271.0,,1475.0,,,208.0,419.0,1.0,,0.0469,1.0,418.0,89.0,,,1.0,,,,9.0,,4.0,,,,,,,,,,,,,,,,,,115.0,352.0,152.0,61.0,81.0,54.0,15.0,2.0,34.0,8.0,4.0,2.0,23.0
39270,Marvin Emnes,Forward,Swansea,80,Netherlands,2015-16,4.0,,0.0051,0.0,1.0,,,1.0,,,4.0,2.0,2.0,1.0,4.0,1.0,14.0,,,1.0,,,,66.0,,,,1.0,3.0,1.0,10.0,0.526,,,,,1.0,4.0,5.0,,5.0,1.0,3.0,4.0,2.0,,2.0,6.0,,1.0,1.0,5.0,,0.0,14.0,,,10.0,,,,2.0,,1.0,,4.0,27.0,1.0,,,4.0,,,0.0355,0.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168144,Matt Grimes,Midfielder,Swansea,80,England,2015-16,8.0,,0.0148,0.0,1.0,,,1.0,,,8.0,1.0,2.0,1.0,12.0,,44.0,,,,3.0,,,90.0,,1.0,2.0,3.0,3.0,2.0,27.0,0.6235,1.0,,,,,6.0,10.0,1.0,11.0,1.0,18.0,3.0,1.0,,,18.0,,1.0,,8.0,1.0,0.0,44.0,,,15.0,,,,6.0,3.0,,5.0,10.0,52.0,,,2.0,14.0,1.0,,0.023,0.0,4.0,2.0,,,,,1.0,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
111787,Modou Barrow,Forward,Swansea,80,Gambia,2015-16,86.0,6.0,1.2053,0.0,2.0,4.0,0.8108,18.0,9.0,1.0,37.0,22.0,9.0,6.0,43.0,22.0,206.0,1.0,3.0,16.0,25.0,6.0,1.0,781.0,1.0,1.0,22.0,67.0,27.0,64.0,157.0,11.8632,11.0,1.0,5.0,15.0,1.0,64.0,9.0,24.0,153.0,21.0,51.0,46.0,22.0,,24.0,118.0,15.0,22.0,1.0,128.0,3.0,0.0,206.0,5.0,11.0,140.0,14.0,23.0,,79.0,3.0,8.0,6.0,67.0,433.0,4.0,,1.0,51.0,1.0,,0.476,0.0,6.0,8.0,,,2.0,,1.0,,1.0,2.0,,2.0,4.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
21083,Nathan Dyer,Midfielder,Swansea,80,England,2015-16,36.0,2.0,0.0128,0.0,2.0,2.0,,4.0,3.0,1.0,15.0,13.0,3.0,,18.0,4.0,74.0,1.0,,13.0,7.0,2.0,,231.0,,,6.0,23.0,13.0,22.0,54.0,,4.0,1.0,,4.0,,30.0,11.0,10.0,59.0,5.0,24.0,22.0,13.0,,8.0,46.0,3.0,4.0,,52.0,1.0,0.0,74.0,1.0,1.0,55.0,3.0,8.0,,13.0,9.0,1.0,2.0,26.0,154.0,,,1.0,12.0,6.0,,,1.0,3.0,3.0,,,1.0,,,,,,1.0,,1.0,,1.0,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,
47390,Neil Taylor,Defender,Swansea,80,Wales,2015-16,124.0,15.0,1.174,0.0,6.0,,,41.0,3.0,,195.0,34.0,2.0,33.0,280.0,56.0,1284.0,,,1.0,58.0,17.0,,2947.0,,1.0,30.0,107.0,69.0,79.0,935.0,42.9044,15.0,17.0,69.0,46.0,1.0,94.0,458.0,27.0,231.0,25.0,533.0,158.0,34.0,,12.0,597.0,43.0,56.0,1.0,173.0,28.0,0.0,1258.0,3.0,12.0,460.0,32.0,12.0,11.0,61.0,38.0,63.0,69.0,232.0,2028.0,1.0,,48.0,424.0,18.0,2.0,0.2513,4.0,85.0,83.0,,,1.0,1.0,5.0,,8.0,,3.0,,9.0,,,,,260.0,5.0,39.0,1.0,,,,,,,,,,,,,,,,,,,,
96306,Stephen Kingsley,Defender,Swansea,80,Scotland,2015-16,11.0,3.0,0.5365,0.0,,,,5.0,1.0,,14.0,4.0,1.0,4.0,26.0,8.0,110.0,,,,7.0,7.0,,356.0,,,4.0,17.0,6.0,14.0,78.0,5.1276,1.0,4.0,20.0,3.0,,7.0,31.0,3.0,28.0,3.0,48.0,11.0,4.0,,1.0,56.0,3.0,10.0,,21.0,3.0,0.0,106.0,1.0,,47.0,2.0,6.0,4.0,2.0,2.0,1.0,6.0,29.0,208.0,1.0,,9.0,35.0,,,0.0269,0.0,12.0,10.0,,,1.0,,,4.0,,,,,3.0,,,,,24.0,,1.0,,,,,1.0,,3.0,1.0,,,,,,,,,,,,,
11829,Wayne Routledge,Midfielder,Swansea,80,England,2015-16,140.0,9.0,1.2121,0.0,5.0,9.0,4.5918,23.0,13.0,3.0,143.0,28.0,66.0,22.0,166.0,54.0,651.0,2.0,7.0,6.0,39.0,10.0,7.0,1680.0,7.0,5.0,34.0,67.0,52.0,62.0,464.0,26.3332,28.0,2.0,9.0,28.0,2.0,106.0,129.0,23.0,207.0,21.0,196.0,102.0,28.0,2.0,16.0,329.0,27.0,57.0,2.0,168.0,5.0,0.0,639.0,4.0,15.0,358.0,20.0,16.0,1.0,138.0,30.0,12.0,21.0,188.0,1001.0,17.0,,10.0,166.0,13.0,1.0,2.5346,3.0,23.0,35.0,,,1.0,,3.0,5.0,1.0,,1.0,,3.0,,,,,4.0,3.0,,,,,,,,1.0,2.0,,,,,,,,,,,,,
52635,Éder,Forward,Swansea,80,Portugal,2015-16,42.0,,0.1411,0.0,,1.0,0.0487,4.0,5.0,,20.0,13.0,9.0,2.0,23.0,2.0,86.0,,1.0,11.0,29.0,,1.0,269.0,1.0,1.0,20.0,28.0,5.0,19.0,62.0,5.2843,3.0,,7.0,5.0,,22.0,21.0,9.0,70.0,2.0,24.0,11.0,13.0,,3.0,43.0,5.0,2.0,,41.0,9.0,0.0,80.0,4.0,,46.0,3.0,6.0,,17.0,11.0,1.0,1.0,24.0,149.0,2.0,,1.0,20.0,4.0,,0.333,0.0,3.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
