season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,goalAssist,goals,minutesPlayed,ownGoals,penaltyMiss,totalShots
2010-11,1379602,1,6,Tottenham_Hotspur,Home,917,3773,Peter Crouch,peter-crouch,F,False,0.0,0.0,68.0,0.0,,0.0
2010-11,1379602,1,6,Tottenham_Hotspur,Home,927,12679,Michael Dawson,michael-dawson,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379602,1,6,Tottenham_Hotspur,Home,943,1710,Robbie Keane,robbie-keane,F,True,0.0,0.0,22.0,0.0,,0.0
2010-11,1379602,1,6,Tottenham_Hotspur,Home,946,7958,Jermain Defoe,jermain-defoe,F,False,0.0,0.0,68.0,0.0,,0.0
2010-11,1379602,1,6,Tottenham_Hotspur,Home,1018,37742,Younès Kaboul,younes-kaboul,D,True,,,,,,
2010-11,1379602,1,6,Tottenham_Hotspur,Home,1188,1708,Carlo Cudicini,carlo-cudicini,G,True,,,,,,
2010-11,1379602,1,6,Tottenham_Hotspur,Home,2490,18656,Heurelho Gomes,heurelho-gomes,G,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379602,1,6,Tottenham_Hotspur,Home,3413,28146,Benoît Assou-Ekotto,benoit-assou-ekotto,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379602,1,6,Tottenham_Hotspur,Home,8969,42744,Sebastien Bassong,sebastien-bassong,D,True,,,,,,
2010-11,1379602,1,6,Tottenham_Hotspur,Home,9689,15109,Tom Huddlestone,tom-huddlestone,M,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379602,1,6,Tottenham_Hotspur,Home,9692,17349,Aaron Lennon,aaron-lennon,M,False,0.0,0.0,77.0,0.0,,0.0
2010-11,1379602,1,6,Tottenham_Hotspur,Home,10936,20298,Roman Pavlyuchenko,roman-pavlyuchenko,F,True,0.0,0.0,22.0,0.0,,0.0
2010-11,1379602,1,6,Tottenham_Hotspur,Home,15354,36903,Gareth Bale,gareth-bale,F,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379602,1,6,Tottenham_Hotspur,Home,15466,37055,Luka Modrić,luka-modric,M,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379602,1,6,Tottenham_Hotspur,Home,18488,38462,Vedran Ćorluka,vedran-corluka,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379602,1,6,Tottenham_Hotspur,Home,28366,40275,Giovani Dos Santos,giovani-dos-santos,F,True,0.0,0.0,13.0,0.0,,0.0
2010-11,1379602,1,6,Tottenham_Hotspur,Home,30223,34296,Wilson Palacios,wilson-palacios,M,True,,,,,,
2010-11,1379602,1,6,Tottenham_Hotspur,Home,1422767,1934,Ledley King,ledley-king,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379610,2,6,Tottenham_Hotspur,Away,783,10451,Jermaine Jenas,jermaine-jenas,M,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379610,2,6,Tottenham_Hotspur,Away,917,3773,Peter Crouch,peter-crouch,F,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379610,2,6,Tottenham_Hotspur,Away,927,12679,Michael Dawson,michael-dawson,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379610,2,6,Tottenham_Hotspur,Away,1018,37742,Younès Kaboul,younes-kaboul,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379610,2,6,Tottenham_Hotspur,Away,2490,18656,Heurelho Gomes,heurelho-gomes,G,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379610,2,6,Tottenham_Hotspur,Away,3413,28146,Benoît Assou-Ekotto,benoit-assou-ekotto,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379610,2,6,Tottenham_Hotspur,Away,8969,42744,Sebastien Bassong,sebastien-bassong,D,True,,,,,,
2010-11,1379610,2,6,Tottenham_Hotspur,Away,9689,15109,Tom Huddlestone,tom-huddlestone,M,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379610,2,6,Tottenham_Hotspur,Away,9692,17349,Aaron Lennon,aaron-lennon,M,False,1.0,0.0,87.0,0.0,,0.0
2010-11,1379610,2,6,Tottenham_Hotspur,Away,9695,11662,Ben Alnwick,ben-alnwick,G,True,,,,,,
2010-11,1379610,2,6,Tottenham_Hotspur,Away,11269,28097,Niko Kranjčar,niko-kranjcar,M,True,,,,,,
2010-11,1379610,2,6,Tottenham_Hotspur,Away,15354,36903,Gareth Bale,gareth-bale,F,False,0.0,2.0,90.0,0.0,,0.0
2010-11,1379610,2,6,Tottenham_Hotspur,Away,16586,38290,Danny Rose,danny-rose,D,True,,,,,,
