season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2024-25,12436951,4,6,Tottenham_Hotspur,Home,983572,487053,Destiny Udogie,destiny-udogie,D,False,,,,34.0,10.0,44.0,1.0,1.0,4.0,,,,1.0,,,,5.0,5.0,,,0.0301705,,,2.0,0.0,,,,,,,,90.0,,,,,,,,8.0,,6.8,,,,2.0,3.0,1.0,,,,36.0,13.0,48.0,0,3.0,70.0,1.0,,1.0,3.0
2024-25,12436951,4,6,Tottenham_Hotspur,Home,997103,493125,Radu Drăguşin,radu-dragusin,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436951,4,6,Tottenham_Hotspur,Home,998247,491279,Micky van de Ven,micky-van-de-ven,D,False,,,1.0,32.0,29.0,61.0,5.0,5.0,4.0,,,,,,,,7.0,6.0,,,0.0155761,0.0225,0.0302,1.0,0.0,,,,,1.0,,,90.0,1.0,,,,,,,11.0,,6.8,,,,7.0,1.0,,,3.0,,36.0,32.0,68.0,1,1.0,82.0,2.0,,,
2024-25,12436951,4,6,Tottenham_Hotspur,Home,1002711,482442,Pape Matar Sarr,pape-matar-sarr,M,True,,,,15.0,6.0,21.0,,1.0,,,,,1.0,,,,3.0,3.0,,,0.0133386,0.0634,0.0347,,0.0,,,,,1.0,1.0,,22.0,1.0,,,,,,,6.0,,6.9,,,1.0,,2.0,,,2.0,,19.0,6.0,25.0,2,2.0,33.0,,,,2.0
2024-25,12436951,4,6,Tottenham_Hotspur,Home,1085180,242898,Brennan Johnson,brennan-johnson,F,False,1.0,,,12.0,2.0,13.0,,,,,,2.0,1.0,,,1.0,4.0,2.0,,,0.0697075,0.2116,0.0226,1.0,0.0,,,,,,1.0,,68.0,1.0,1.0,,,,,,3.0,,7.0,,,1.0,1.0,2.0,1.0,,,,13.0,2.0,14.0,4,,26.0,,1.0,1.0,
2024-25,12436951,4,6,Tottenham_Hotspur,Home,1142335,547701,Archie Gray,archie-gray,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436951,4,6,Tottenham_Hotspur,Home,1142679,550839,Wilson Odobert,wilson-odobert,F,True,,,,7.0,,7.0,,1.0,,,,1.0,,,,,,1.0,,,0.0156954,0.0221,,,0.0,,,,,,1.0,,22.0,,,,,,,,6.0,,6.7,,,,,,1.0,,,,10.0,,9.0,1,,15.0,2.0,,,
2024-25,12436951,4,6,Tottenham_Hotspur,Home,1391251,570526,Lucas Bergvall,lucas-bergvall,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436977,5,6,Tottenham_Hotspur,Home,19314,40383,Fraser Forster,fraser-forster,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436977,5,6,Tottenham_Hotspur,Home,111505,85971,Son Heung-min,son-heung-min,F,False,,,1.0,28.0,5.0,33.0,3.0,,3.0,2.0,,,,,,,5.0,1.0,,,0.450437,0.0701,0.0492,1.0,2.0,,,,,,7.0,,90.0,1.0,,,,,,,11.0,,8.7,,,,,2.0,2.0,,1.0,,34.0,7.0,39.0,1,,48.0,2.0,,1.0,
2024-25,12436977,5,6,Tottenham_Hotspur,Home,232306,165153,Timo Werner,timo-werner,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436977,5,6,Tottenham_Hotspur,Home,356398,172780,James Maddison,james-maddison,M,False,,,2.0,39.0,6.0,45.0,,,4.0,1.0,1.0,1.0,3.0,,,1.0,9.0,14.0,,,1.07506,0.9197,0.5569,1.0,0.0,1.0,,,,1.0,3.0,,88.0,2.0,,,,,,,18.0,,8.7,,,,2.0,11.0,6.0,,4.0,,50.0,7.0,51.0,3,3.0,87.0,1.0,4.0,7.0,1.0
2024-25,12436977,5,6,Tottenham_Hotspur,Home,361420,154566,Dominic Solanke,dominic-solanke,F,False,1.0,,,6.0,5.0,10.0,1.0,2.0,1.0,,3.0,1.0,,,,2.0,5.0,4.0,,,0.0738098,1.6145,1.0062,1.0,0.0,1.0,,,,,,,88.0,3.0,,,,,,,16.0,,6.4,,,,1.0,1.0,1.0,,,,13.0,7.0,19.0,4,,36.0,4.0,2.0,,
2024-25,12436977,5,6,Tottenham_Hotspur,Home,553606,184254,Guglielmo Vicario,guglielmo-vicario,G,False,,2.0,6.0,1.0,22.0,23.0,,,12.0,,,,,,,,,,,1.0,0.00028908,,,,0.0,,0.5386,3.0,,,,,90.0,,,,,,,,5.0,1.0,8.0,4.0,5.0,,4.0,,,2.0,8.0,,3.0,23.0,26.0,0,,48.0,,,,
2024-25,12436977,5,6,Tottenham_Hotspur,Home,791190,202993,Rodrigo Bentancur,rodrigo-bentancur,M,False,,,2.0,17.0,8.0,25.0,,1.0,8.0,,,1.0,1.0,,,,3.0,4.0,,,0.0151904,0.0801,,1.0,0.0,,,,,3.0,,,63.0,,,,,,,,8.0,,7.0,,,,,2.0,,,3.0,,21.0,10.0,31.0,1,2.0,41.0,1.0,,1.0,2.0
2024-25,12436977,5,6,Tottenham_Hotspur,Home,829932,221632,Cristian Romero,cristian-romero,D,False,,,3.0,25.0,22.0,47.0,1.0,2.0,12.0,,,,,,,,2.0,2.0,,,0.0302873,0.0674,0.0635,1.0,0.0,,,,,3.0,1.0,,90.0,1.0,,,,,,,8.0,,6.9,,,,4.0,,,,5.0,,28.0,26.0,54.0,1,,65.0,,,,
2024-25,12436977,5,6,Tottenham_Hotspur,Home,844842,227127,Yves Bissouma,yves-bissouma,M,True,,,1.0,4.0,9.0,13.0,,,,,,,,,,,1.0,1.0,,,0.0297058,,,1.0,0.0,,,,,,,,27.0,,,,,,,,1.0,,6.6,,,,1.0,,,,1.0,,4.0,9.0,13.0,0,1.0,16.0,1.0,,,1.0
2024-25,12436977,5,6,Tottenham_Hotspur,Home,913654,441164,Pedro Porro,pedro-porro,D,False,1.0,,2.0,25.0,7.0,31.0,,,5.0,,,1.0,1.0,,,1.0,4.0,5.0,,,0.0291182,0.0607,,,0.0,,,,,4.0,,,88.0,,,,,,,,19.0,,7.1,,,1.0,,2.0,4.0,,5.0,,37.0,9.0,42.0,2,4.0,67.0,,1.0,,4.0
2024-25,12436977,5,6,Tottenham_Hotspur,Home,928124,445044,Dejan Kulusevski,dejan-kulusevski,M,False,1.0,,2.0,21.0,1.0,21.0,,,6.0,,,3.0,2.0,,,3.0,7.0,1.0,,,0.114707,0.3847,0.0505,,0.0,,,,,1.0,3.0,,90.0,1.0,,,,,,,18.0,,7.0,,,,,3.0,7.0,,2.0,,32.0,1.0,26.0,4,,51.0,2.0,,1.0,
2024-25,12436977,5,6,Tottenham_Hotspur,Home,945798,232859,Djed Spence,djed-spence,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436977,5,6,Tottenham_Hotspur,Home,983572,487053,Destiny Udogie,destiny-udogie,D,False,,,1.0,24.0,16.0,40.0,1.0,2.0,9.0,,,1.0,1.0,,,3.0,5.0,10.0,,,0.0354044,0.0462,,,0.0,,,,,4.0,1.0,,90.0,,,,,,,,20.0,,7.6,,,,3.0,1.0,2.0,,1.0,,33.0,20.0,51.0,1,6.0,93.0,3.0,1.0,1.0,2.0
2024-25,12436977,5,6,Tottenham_Hotspur,Home,997103,493125,Radu Drăguşin,radu-dragusin,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436977,5,6,Tottenham_Hotspur,Home,998247,491279,Micky van de Ven,micky-van-de-ven,D,False,,,,13.0,25.0,38.0,1.0,4.0,8.0,,,,,,,2.0,5.0,6.0,,,0.0100169,,,2.0,0.0,,,,,1.0,,,90.0,,,,,,,,6.0,,6.7,,,,4.0,,,,,,14.0,28.0,42.0,0,2.0,54.0,,,,1.0
2024-25,12436977,5,6,Tottenham_Hotspur,Home,1002711,482442,Pape Matar Sarr,pape-matar-sarr,M,True,,,,9.0,2.0,11.0,,1.0,1.0,,,,,,,1.0,2.0,1.0,,,0.0238457,,,1.0,0.0,,,,,,,,20.0,,,,,,,,5.0,,6.6,,,,,,,,,,11.0,4.0,15.0,0,,16.0,,,,
2024-25,12436977,5,6,Tottenham_Hotspur,Home,1085180,242898,Brennan Johnson,brennan-johnson,F,False,1.0,,,13.0,2.0,14.0,,1.0,2.0,,1.0,2.0,,,,2.0,4.0,1.0,,,0.0588624,0.4888,0.2514,2.0,0.0,1.0,,,,,1.0,,70.0,2.0,,,,,,,11.0,,7.2,,,2.0,1.0,,1.0,,1.0,1.0,18.0,3.0,20.0,6,,34.0,2.0,,,
2024-25,12436977,5,6,Tottenham_Hotspur,Home,1142335,547701,Archie Gray,archie-gray,M,True,,,,,2.0,2.0,,,,,,,,,,1.0,1.0,,,,6.786e-05,,,,0.0,,,,,,,,8.0,,,,,,,,2.0,,6.4,,,,,,,,,,,2.0,2.0,0,,6.0,,,,
2024-25,12436977,5,6,Tottenham_Hotspur,Home,1391251,570526,Lucas Bergvall,lucas-bergvall,M,True,,,,1.0,,1.0,,,,,,,,,,,,,,,8.69e-05,,,,0.0,,,,,,,,8.0,,,,,,,,,,6.5,,,,,,,,,,1.0,,1.0,0,,1.0,,,,
2024-25,12436977,5,6,Tottenham_Hotspur,Home,1403192,499721,Mikey Moore,mikey-moore,F,True,,,,1.0,,1.0,,,,,,,,,,,,,,,0.0002062,,,,0.0,,,,,,,,8.0,,,,,,,,1.0,,6.5,,,,,,,,,,2.0,,2.0,0,,2.0,,,,
2024-25,12436995,6,6,Tottenham_Hotspur,Away,19314,40383,Fraser Forster,fraser-forster,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436995,6,6,Tottenham_Hotspur,Away,232306,165153,Timo Werner,timo-werner,F,False,1.0,,,19.0,4.0,22.0,,,4.0,,2.0,,,,,2.0,5.0,2.0,,,0.0319707,0.613,0.4854,,0.0,,,,,,1.0,,77.0,2.0,,,,,,,18.0,,6.1,,,,,5.0,3.0,,2.0,,28.0,6.0,31.0,2,,53.0,2.0,,2.0,
2024-25,12436995,6,6,Tottenham_Hotspur,Away,356398,172780,James Maddison,james-maddison,M,False,1.0,,3.0,32.0,16.0,47.0,,,2.0,,1.0,1.0,,,,2.0,4.0,6.0,,,0.0804845,0.4529,0.3274,2.0,0.0,,,,,1.0,1.0,,77.0,2.0,,,,,,,11.0,,7.2,,,,,,3.0,,4.0,,39.0,17.0,53.0,3,,69.0,1.0,6.0,,
2024-25,12436995,6,6,Tottenham_Hotspur,Away,361420,154566,Dominic Solanke,dominic-solanke,F,False,,,,12.0,3.0,15.0,1.0,2.0,2.0,,2.0,1.0,,,,2.0,6.0,5.0,,,0.0131564,1.3292,1.262,3.0,0.0,1.0,,,,,1.0,,90.0,3.0,,,,,,,7.0,,7.0,,,,3.0,2.0,1.0,,,1.0,14.0,4.0,17.0,4,,36.0,2.0,1.0,2.0,
2024-25,12436995,6,6,Tottenham_Hotspur,Away,553606,184254,Guglielmo Vicario,guglielmo-vicario,G,False,,1.0,2.0,,42.0,42.0,,,9.0,,,,,,,,,,,,0.00016523,,,,0.0,,0.2752,1.0,,,,,90.0,,,,,,,,2.0,,7.2,1.0,2.0,,,,,1.0,4.0,,2.0,42.0,44.0,0,,54.0,,,,
2024-25,12436995,6,6,Tottenham_Hotspur,Away,791190,202993,Rodrigo Bentancur,rodrigo-bentancur,M,False,,,1.0,33.0,46.0,79.0,1.0,1.0,8.0,,,,,,,1.0,2.0,3.0,,,0.0439373,,,,0.0,,,,,2.0,2.0,,90.0,,,,,,,,4.0,,7.3,,,,,,,,1.0,,36.0,46.0,82.0,0,1.0,90.0,,1.0,,
2024-25,12436995,6,6,Tottenham_Hotspur,Away,829932,221632,Cristian Romero,cristian-romero,D,False,,,5.0,37.0,70.0,107.0,2.0,1.0,5.0,,,,,,,1.0,5.0,2.0,,,0.0213082,0.0798,,1.0,0.0,,,,,2.0,,,90.0,,1.0,,,,,,15.0,,7.4,,,1.0,2.0,1.0,,,9.0,,41.0,78.0,119.0,1,1.0,133.0,,,,1.0
2024-25,12436995,6,6,Tottenham_Hotspur,Away,844842,227127,Yves Bissouma,yves-bissouma,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436995,6,6,Tottenham_Hotspur,Away,913654,441164,Pedro Porro,pedro-porro,D,False,1.0,,2.0,22.0,26.0,47.0,,,6.0,1.0,,,1.0,,,,3.0,2.0,,,0.091352,0.1178,0.0826,2.0,0.0,,,,,,2.0,,90.0,1.0,1.0,,,,,,15.0,,7.7,,,,3.0,1.0,2.0,,6.0,,31.0,30.0,59.0,1,1.0,85.0,2.0,,1.0,1.0
2024-25,12436995,6,6,Tottenham_Hotspur,Away,928124,445044,Dejan Kulusevski,dejan-kulusevski,M,False,1.0,,1.0,24.0,11.0,34.0,,,3.0,3.0,,1.0,,,,3.0,6.0,2.0,,,0.393414,0.4348,0.331,1.0,0.0,1.0,,,,1.0,9.0,,90.0,1.0,1.0,,,,,,12.0,,9.0,,,,2.0,2.0,2.0,,1.0,,29.0,11.0,38.0,2,,61.0,2.0,2.0,,
2024-25,12436995,6,6,Tottenham_Hotspur,Away,945798,232859,Djed Spence,djed-spence,D,True,1.0,,,10.0,6.0,15.0,,,2.0,,,,,,,,3.0,1.0,,,0.012412,,,1.0,0.0,,,,,2.0,,,45.0,,,,,,,,6.0,,6.4,,,,1.0,3.0,1.0,,1.0,,12.0,7.0,18.0,0,1.0,27.0,,,,1.0
2024-25,12436995,6,6,Tottenham_Hotspur,Away,983572,487053,Destiny Udogie,destiny-udogie,D,False,,,,11.0,8.0,19.0,,1.0,2.0,,,1.0,,,,3.0,3.0,5.0,,,0.008819,0.0867,,,0.0,,,,,2.0,,,45.0,,,,,,,,7.0,,7.1,,,1.0,,,1.0,,,,14.0,8.0,21.0,2,1.0,36.0,1.0,3.0,,1.0
2024-25,12436995,6,6,Tottenham_Hotspur,Away,997103,493125,Radu Drăguşin,radu-dragusin,D,True,,,,2.0,5.0,7.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,,,0.00038577,,,,0.0,,,,,,,,9.0,,,,,,,,2.0,,6.5,,,,1.0,,,,1.0,,3.0,6.0,9.0,0,,10.0,,,,
2024-25,12436995,6,6,Tottenham_Hotspur,Away,998247,491279,Micky van de Ven,micky-van-de-ven,D,False,,,1.0,30.0,58.0,88.0,,,4.0,1.0,,1.0,,,,,2.0,1.0,,,0.572793,0.0935,,1.0,1.0,,,,,,1.0,,81.0,,1.0,,,,,,4.0,,7.5,,,1.0,1.0,1.0,,,2.0,,31.0,60.0,91.0,2,,97.0,,1.0,,
2024-25,12436995,6,6,Tottenham_Hotspur,Away,1002711,482442,Pape Matar Sarr,pape-matar-sarr,M,True,,,,2.0,5.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,,0.00087448,0.471,,,1.0,,,,,,1.0,,13.0,,,,,,,,6.0,,6.8,,,1.0,,,,,1.0,,7.0,6.0,13.0,2,,15.0,,,,
2024-25,12436995,6,6,Tottenham_Hotspur,Away,1085180,242898,Brennan Johnson,brennan-johnson,F,False,,,,19.0,4.0,23.0,,,3.0,,,1.0,1.0,,,1.0,2.0,1.0,,,0.150933,0.969,0.9678,2.0,0.0,1.0,,,1.0,1.0,1.0,,76.0,1.0,,,,,,,9.0,,8.1,,,1.0,1.0,,1.0,,,,25.0,4.0,28.0,3,1.0,42.0,2.0,,,1.0
2024-25,12436995,6,6,Tottenham_Hotspur,Away,1142335,547701,Archie Gray,archie-gray,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436995,6,6,Tottenham_Hotspur,Away,1391251,570526,Lucas Bergvall,lucas-bergvall,M,True,1.0,,1.0,6.0,4.0,9.0,,1.0,1.0,,,,,,,,2.0,3.0,,,0.104949,0.0234,,1.0,0.0,,,,,,1.0,,13.0,,,,,,,,4.0,,6.9,,,1.0,,2.0,1.0,,1.0,,8.0,5.0,12.0,1,1.0,18.0,,,1.0,1.0
2024-25,12436995,6,6,Tottenham_Hotspur,Away,1391825,,Will Lankshear,will-lankshear,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436995,6,6,Tottenham_Hotspur,Away,1403192,499721,Mikey Moore,mikey-moore,F,True,,,,1.0,,1.0,,,,,,,,,,,1.0,1.0,,,0.00041993,0.0397,,,0.0,,,,,,,,14.0,,,,,,,,1.0,,6.5,,,1.0,,1.0,,,,,1.0,,1.0,1,,5.0,,1.0,,
2024-25,12437011,7,6,Tottenham_Hotspur,Away,19314,40383,Fraser Forster,fraser-forster,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437011,7,6,Tottenham_Hotspur,Away,232306,165153,Timo Werner,timo-werner,F,False,,,1.0,16.0,2.0,18.0,1.0,,,,,,,,,,3.0,4.0,,,0.0909081,0.1162,,1.0,1.0,,,,,1.0,1.0,,79.0,,,,,,,,13.0,,7.5,,,2.0,1.0,4.0,3.0,,1.0,,26.0,2.0,25.0,2,,41.0,2.0,1.0,3.0,
2024-25,12437011,7,6,Tottenham_Hotspur,Away,356398,172780,James Maddison,james-maddison,M,False,,,,15.0,14.0,29.0,,,3.0,,,1.0,1.0,,,,3.0,4.0,,,0.0326293,0.264,0.1537,1.0,0.0,1.0,,,,,,,85.0,1.0,,,,,,,11.0,,7.4,,,1.0,,2.0,3.0,,2.0,,21.0,15.0,33.0,3,1.0,49.0,2.0,2.0,1.0,1.0
2024-25,12437011,7,6,Tottenham_Hotspur,Away,361420,154566,Dominic Solanke,dominic-solanke,F,False,,,1.0,6.0,8.0,14.0,1.0,1.0,,1.0,,,,,,,3.0,3.0,,,0.284235,,,2.0,1.0,,,,,,1.0,,90.0,,,,,,,,3.0,,7.3,,,,,1.0,1.0,,1.0,,8.0,9.0,16.0,0,,20.0,,1.0,1.0,
2024-25,12437011,7,6,Tottenham_Hotspur,Away,553606,184254,Guglielmo Vicario,guglielmo-vicario,G,False,,1.0,1.0,,51.0,51.0,,,9.0,,,,,,,,,,,,0.00020472,,,,0.0,,-0.7385,1.0,,,,,90.0,,,,,,,,2.0,1.0,6.6,,1.0,,2.0,,,1.0,1.0,,,53.0,53.0,0,,64.0,,,,
2024-25,12437011,7,6,Tottenham_Hotspur,Away,791190,202993,Rodrigo Bentancur,rodrigo-bentancur,M,False,,,1.0,10.0,29.0,39.0,2.0,1.0,7.0,,,,,,,,4.0,4.0,,,0.00683965,,,2.0,0.0,,,,,2.0,,,79.0,,,,,,,,8.0,,6.6,,,,2.0,1.0,,,2.0,,15.0,31.0,46.0,0,2.0,59.0,,1.0,,1.0
2024-25,12437011,7,6,Tottenham_Hotspur,Away,829932,221632,Cristian Romero,cristian-romero,D,False,,,5.0,27.0,67.0,94.0,2.0,3.0,3.0,,,,1.0,,,,3.0,5.0,,,0.0367865,0.1601,,,0.0,,,,,1.0,1.0,,90.0,,,,,,,,4.0,,7.0,,,2.0,3.0,,,,7.0,,30.0,68.0,98.0,2,2.0,110.0,,,,2.0
2024-25,12437011,7,6,Tottenham_Hotspur,Away,844842,227127,Yves Bissouma,yves-bissouma,M,True,,,,5.0,3.0,8.0,,,1.0,,,,1.0,,,,1.0,2.0,,,0.00088172,,,,0.0,,,,,,,,11.0,,,,,,,,3.0,,6.5,,,,,,,,1.0,,6.0,4.0,10.0,0,1.0,13.0,1.0,1.0,,
2024-25,12437011,7,6,Tottenham_Hotspur,Away,913654,441164,Pedro Porro,pedro-porro,D,False,1.0,,6.0,19.0,16.0,34.0,1.0,,5.0,,,1.0,,,,,2.0,5.0,,,0.159919,0.0257,,,0.0,,,,,1.0,1.0,,90.0,,1.0,,,,,,19.0,,6.8,,,,2.0,1.0,5.0,,12.0,1.0,33.0,19.0,47.0,1,4.0,73.0,1.0,1.0,,3.0
2024-25,12437011,7,6,Tottenham_Hotspur,Away,928124,445044,Dejan Kulusevski,dejan-kulusevski,M,False,,,,16.0,4.0,20.0,,,4.0,,,1.0,1.0,,,2.0,9.0,5.0,,,0.162721,0.043,,2.0,0.0,,,,,,1.0,,90.0,,1.0,,,,,,23.0,,6.6,,,,,6.0,4.0,,,,27.0,5.0,28.0,1,1.0,55.0,4.0,2.0,2.0,1.0
2024-25,12437011,7,6,Tottenham_Hotspur,Away,945798,232859,Djed Spence,djed-spence,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437011,7,6,Tottenham_Hotspur,Away,983572,487053,Destiny Udogie,destiny-udogie,D,False,,,1.0,16.0,25.0,41.0,,,4.0,,,,1.0,,,,3.0,9.0,1.0,,0.0132934,0.1091,0.4531,1.0,0.0,,,,,1.0,1.0,,90.0,1.0,,,,,,,10.0,,6.7,,,,,3.0,,,1.0,,20.0,26.0,46.0,1,5.0,74.0,3.0,2.0,2.0,3.0
2024-25,12437011,7,6,Tottenham_Hotspur,Away,997103,493125,Radu Drăguşin,radu-dragusin,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437011,7,6,Tottenham_Hotspur,Away,998247,491279,Micky van de Ven,micky-van-de-ven,D,False,,,3.0,15.0,76.0,91.0,,1.0,5.0,,,,2.0,,,,3.0,6.0,,,0.00592979,,,1.0,0.0,,,,,1.0,,,90.0,,,,,,,,4.0,,6.6,,,,1.0,3.0,,,4.0,,18.0,77.0,95.0,0,1.0,106.0,,1.0,3.0,
2024-25,12437011,7,6,Tottenham_Hotspur,Away,1002711,482442,Pape Matar Sarr,pape-matar-sarr,M,True,,,,1.0,3.0,4.0,,2.0,,,,,,,,,,3.0,,,0.00032669,,,,0.0,,,,,,,,11.0,,,,,,,,4.0,,6.7,,,,,,1.0,,,,4.0,4.0,7.0,0,,9.0,,1.0,,
2024-25,12437011,7,6,Tottenham_Hotspur,Away,1085180,242898,Brennan Johnson,brennan-johnson,F,False,,,,13.0,3.0,16.0,1.0,,3.0,,,,,,,1.0,2.0,4.0,,,0.00571039,0.6226,0.6714,,0.0,1.0,,,,,2.0,,90.0,1.0,,,,,,,7.0,,7.8,,,2.0,1.0,1.0,,,1.0,1.0,16.0,4.0,20.0,3,3.0,34.0,1.0,,1.0,1.0
2024-25,12437011,7,6,Tottenham_Hotspur,Away,1142335,547701,Archie Gray,archie-gray,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437011,7,6,Tottenham_Hotspur,Away,1391251,570526,Lucas Bergvall,lucas-bergvall,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437011,7,6,Tottenham_Hotspur,Away,1391825,,Will Lankshear,will-lankshear,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437011,7,6,Tottenham_Hotspur,Away,1403192,499721,Mikey Moore,mikey-moore,F,True,,,,,2.0,2.0,,,,,,,,,,,,1.0,,,2.239e-05,,,,0.0,,,,,,,,10.0,,,,,,,,4.0,,6.6,,,,,1.0,2.0,,,,2.0,2.0,2.0,0,,7.0,1.0,,1.0,
2024-25,12437038,8,6,Tottenham_Hotspur,Home,19314,40383,Fraser Forster,fraser-forster,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437038,8,6,Tottenham_Hotspur,Home,111505,85971,Son Heung-min,son-heung-min,F,False,,,,24.0,2.0,26.0,,,2.0,,1.0,1.0,2.0,,,1.0,4.0,1.0,,,0.0577441,0.413,0.2345,,0.0,1.0,,,1.0,,2.0,,70.0,2.0,,,,,,,10.0,,8.0,,,2.0,,2.0,3.0,,,1.0,31.0,3.0,31.0,5,,43.0,,,1.0,
2024-25,12437038,8,6,Tottenham_Hotspur,Home,232306,165153,Timo Werner,timo-werner,F,True,,,,1.0,,1.0,,,1.0,,,,2.0,,,1.0,3.0,,,,0.0020231,0.0389,0.0342,,0.0,,,,,,,,20.0,1.0,,,,,,,6.0,,6.5,,,,,,,,,,4.0,,4.0,1,,11.0,2.0,,,
2024-25,12437038,8,6,Tottenham_Hotspur,Home,356398,172780,James Maddison,james-maddison,M,False,2.0,,,32.0,2.0,32.0,,,1.0,,,,,,,,3.0,2.0,,,0.599037,,,1.0,1.0,,,,,1.0,5.0,,45.0,,,,,,,,10.0,,7.2,,,,,3.0,7.0,,1.0,,40.0,2.0,35.0,0,,50.0,,1.0,1.0,
2024-25,12437038,8,6,Tottenham_Hotspur,Home,361420,154566,Dominic Solanke,dominic-solanke,F,False,,,,6.0,3.0,9.0,1.0,1.0,2.0,,,,,,,2.0,10.0,5.0,,,0.0336438,0.0843,,2.0,0.0,,,,,,1.0,,81.0,,,,,,,,13.0,,6.6,,,1.0,1.0,7.0,,,,,8.0,3.0,11.0,1,2.0,28.0,3.0,,2.0,1.0
2024-25,12437038,8,6,Tottenham_Hotspur,Home,553606,184254,Guglielmo Vicario,guglielmo-vicario,G,False,,,4.0,,30.0,30.0,,,2.0,,,,,,,,,,,,0.00011096,,,,0.0,,-0.1294,1.0,,,,,90.0,,,,,,,,3.0,,7.0,1.0,2.0,,1.0,,,,5.0,,,33.0,33.0,0,,40.0,,,,
2024-25,12437038,8,6,Tottenham_Hotspur,Home,791190,202993,Rodrigo Bentancur,rodrigo-bentancur,M,True,,,,9.0,3.0,12.0,,,,,,,,,,,,1.0,,,0.00690091,,,,0.0,,,,,,,,9.0,,,,,,,,,,6.7,,,,,,,,,,9.0,3.0,12.0,0,1.0,13.0,,,,
