season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,metersCoveredHighSpeedRunningKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredSprintingKm,metersCoveredWalkingKm,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2025-26,14025290,20,6,Tottenham_Hotspur,Home,1031251,485055.0,Antonín Kinský,antonin-kinsky,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025290,20,6,Tottenham_Hotspur,Home,1048888,511499.0,Mathys Tel,mathys-tel,F,False,1.0,,1.0,14.0,4.0,18.0,,1.0,20.0,7.0,,,,1.0,,2.0,6.0,4.0,,,0.0260838,0.0501,0.0225,1.0,0.0,,,,,,,,,,,,,88.0,1.0,,,,12.0,5.0,,6.5,,,1.0,205.74163794865,2.0,3.0,5.0,,2.0,,17.0,4.0,21.0,121.59,108.57554923961,2,1.0,41.0,1.0,1.0,1.0,
2025-26,14025290,20,6,Tottenham_Hotspur,Home,1142335,547701.0,Archie Gray,archie-gray,M,False,,,1.0,12.0,6.0,18.0,,,10.0,2.0,,,,,,,,1.0,,,0.0140794,0.0345,,,0.0,,,,,2.0,,,,,,,,72.0,,,,,4.0,1.0,,6.7,,,1.0,90.389453777209,1.0,,,,1.0,,14.0,8.0,22.0,11.34,16.252148288765,1,1.0,32.0,,,,1.0
2025-26,14025290,20,6,Tottenham_Hotspur,Home,1142679,550839.0,Wilson Odobert,wilson-odobert,F,False,1.0,,1.0,7.0,6.0,13.0,1.0,,12.0,7.0,,,,,,2.0,3.0,1.0,,,0.0482868,,,,0.0,,,,,,3.0,,,,,,,72.0,,,,,10.0,1.0,,6.8,,,,77.854008496284,1.0,,2.0,,1.0,,9.0,7.0,16.0,49.56,17.826235973979,0,,32.0,3.0,1.0,,
2025-26,14025290,20,6,Tottenham_Hotspur,Home,1391251,570526.0,Lucas Bergvall,lucas-bergvall,M,True,,,,4.0,3.0,7.0,,,4.0,1.0,,,,1.0,,,1.0,2.0,,,0.00177268,,,,0.0,,,,,,,,,,,,,18.0,,,,,2.0,,,6.5,,,,33.679092211127,,1.0,,,,,5.0,3.0,8.0,-29.295,,0,1.0,11.0,,,1.0,1.0
2025-26,14025290,20,6,Tottenham_Hotspur,Home,1471591,611917.0,Luca Williams-Barnett,luca-williams-barnett,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025015,21,6,Tottenham_Hotspur,Away,94758,115556.0,Ben Davies,ben-davies,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025015,21,6,Tottenham_Hotspur,Away,364612,154296.0,João Palhinha,joao-palhinha,M,False,,,4.0,14.0,12.0,26.0,,,11.0,4.0,,,1.0,1.0,,,2.0,9.0,,,0.014833,0.1314,0.8225,1.0,0.0,1.0,,,,,,,,,,,,90.0,1.0,2.0,,,9.0,1.0,,8.4,,,,106.27186211143,,1.0,,,6.0,,21.0,14.0,35.0,44.73,49.922308450231,2,3.0,51.0,,5.0,1.0,1.0
2025-26,14025015,21,6,Tottenham_Hotspur,Away,553606,184254.0,Guglielmo Vicario,guglielmo-vicario,G,False,,1.0,5.0,3.0,34.0,37.0,,,26.0,9.0,,,,,,,,,,,0.00085334,,,,0.0,,-1.5318,1.0,,,,,,,,,,90.0,,,,,14.0,,,5.6,,,,160.30129829996,,,,1.0,18.0,,12.0,38.0,50.0,61.32,,0,,56.0,,,,
2025-26,14025015,21,6,Tottenham_Hotspur,Away,791190,202993.0,Rodrigo Bentancur,rodrigo-bentancur,M,False,,,,11.0,30.0,41.0,,,20.0,5.0,,,,,,,1.0,6.0,,,0.0041441,,,,0.0,,,,,,,,,,,,,86.0,,,,,12.0,1.0,,6.8,,,,193.41288031237,,2.0,,,2.0,,17.0,34.0,51.0,64.26,29.304953574439,0,5.0,62.0,1.0,,1.0,5.0
2025-26,14025015,21,6,Tottenham_Hotspur,Away,794953,135720.0,Kevin Danso,kevin-danso,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025015,21,6,Tottenham_Hotspur,Away,829932,221632.0,Cristian Romero,cristian-romero,D,False,,,2.0,9.0,36.0,45.0,1.0,12.0,11.0,6.0,2.0,,1.0,,,,2.0,21.0,,,0.440478,0.1793,,1.0,0.0,,,,,2.0,3.0,1.0,,,,,,90.0,,2.0,,,12.0,,,8.2,,,2.0,59.480987960922,7.0,1.0,1.0,,6.0,,16.0,39.0,55.0,-3.885,,3,7.0,82.0,1.0,1.0,1.0,3.0
2025-26,14025015,21,6,Tottenham_Hotspur,Away,840217,212319.0,Richarlison,richarlison,F,True,,,,,1.0,1.0,4.0,,2.0,,,1.0,1.0,,,,5.0,,,,3.7e-06,0.3832,,,0.0,,,,1.0,,,,,,,,,23.0,,,,,4.0,,,5.8,,,1.0,7.4620343495884,,1.0,,,,,2.0,2.0,4.0,-7.245,,2,,7.0,,,,
2025-26,14025015,21,6,Tottenham_Hotspur,Away,871706,247693.0,Randal Kolo Muani,randal-kolo-muani,F,False,,,,5.0,1.0,6.0,4.0,1.0,3.0,1.0,,,,,,2.0,11.0,2.0,,,0.0299644,,,2.0,0.0,,,,,,1.0,,,,,,,67.0,,,,,9.0,1.0,,5.8,,,,24.812522724323,2.0,3.0,,,2.0,,8.0,2.0,10.0,16.065,15.298321509238,0,1.0,19.0,,,,1.0
2025-26,14025015,21,6,Tottenham_Hotspur,Away,913654,441164.0,Pedro Porro,pedro-porro,D,False,1.0,,2.0,13.0,10.0,23.0,1.0,,7.0,3.0,,,1.0,1.0,,,3.0,4.0,,,0.103167,0.0627,,1.0,0.0,,,,,1.0,1.0,,,,,,,90.0,,,,,15.0,,,5.9,,,1.0,60.927968191092,2.0,1.0,4.0,,6.0,,20.0,12.0,32.0,20.475,,2,2.0,58.0,,1.0,1.0,2.0
2025-26,14025015,21,6,Tottenham_Hotspur,Away,945798,232859.0,Djed Spence,djed-spence,D,False,,,2.0,15.0,17.0,32.0,1.0,2.0,26.0,5.0,,,,,,,3.0,8.0,,1.0,0.0427625,,,,0.0,,,,,2.0,1.0,,,,,,,90.0,,,,,13.0,3.0,,6.3,,,,268.23526297041,3.0,3.0,,,5.0,,21.0,19.0,40.0,113.505,94.58330671322,0,1.0,70.0,3.0,4.0,1.0,1.0
2025-26,14025015,21,6,Tottenham_Hotspur,Away,997103,493125.0,Radu Drăguşin,radu-dragusin,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025015,21,6,Tottenham_Hotspur,Away,997183,493362.0,Xavi Simons,xavi-simons,M,False,,,2.0,10.0,14.0,24.0,3.0,,10.0,2.0,,,1.0,1.0,,,7.0,3.0,,,0.197831,0.0828,,1.0,1.0,,,,,,1.0,,,,,,,90.0,,,,,7.0,1.0,,6.4,,,,121.53146988448,,3.0,,,3.0,,12.0,16.0,28.0,56.385,25.533985196205,1,,36.0,1.0,2.0,1.0,
2025-26,14025015,21,6,Tottenham_Hotspur,Away,998247,491279.0,Micky van de Ven,micky-van-de-ven,D,False,,,3.0,15.0,44.0,59.0,2.0,1.0,30.0,2.0,,1.0,,,,,2.0,5.0,,,0.00421628,0.2803,0.6884,,0.0,,,,,,,,,,,,,90.0,1.0,1.0,,,14.0,,,5.9,,,,229.78156691021,1.0,2.0,,,10.0,,20.0,52.0,72.0,82.32,,1,1.0,82.0,1.0,1.0,2.0,
2025-26,14025015,21,6,Tottenham_Hotspur,Away,998772,490145.0,Dane Scarlett,dane-scarlett,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025015,21,6,Tottenham_Hotspur,Away,1031251,485055.0,Antonín Kinský,antonin-kinsky,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025015,21,6,Tottenham_Hotspur,Away,1048888,511499.0,Mathys Tel,mathys-tel,F,False,4.0,,1.0,11.0,8.0,19.0,3.0,,19.0,6.0,,,,,,1.0,6.0,12.0,,,0.140599,0.0593,0.2569,,0.0,1.0,,,,,3.0,,,,,,,90.0,1.0,,,,25.0,4.0,,8.0,,,1.0,205.00407251793,,8.0,11.0,,2.0,,17.0,9.0,26.0,82.215,87.941656144311,2,2.0,62.0,7.0,4.0,6.0,2.0
2025-26,14025015,21,6,Tottenham_Hotspur,Away,1142335,547701.0,Archie Gray,archie-gray,M,True,,,,,3.0,3.0,,,,1.0,,,,,,,,,,,2.25e-05,,,,0.0,,,,,,,,,,,,,15.0,,,,,2.0,,,6.4,,,,,,,,,1.0,,2.0,3.0,5.0,,,0,,5.0,,,,
2025-26,14025015,21,6,Tottenham_Hotspur,Away,1142679,550839.0,Wilson Odobert,wilson-odobert,F,True,,,1.0,7.0,1.0,8.0,,,5.0,2.0,,,,1.0,,,2.0,2.0,,,0.0457415,0.0255,,1.0,0.0,,,,,,1.0,,,,,,,33.0,,,,,6.0,1.0,,6.7,,,1.0,39.901573360441,,,1.0,,1.0,,9.0,2.0,11.0,22.05,21.460937561067,1,1.0,17.0,2.0,1.0,,1.0
2025-26,14025015,21,6,Tottenham_Hotspur,Away,1391251,570526.0,Lucas Bergvall,lucas-bergvall,M,False,,,,5.0,7.0,12.0,,,9.0,2.0,,,,,,,6.0,1.0,,,0.0104188,0.0413,0.0129,3.0,0.0,,,,,,,,,,,,,57.0,1.0,,,,13.0,2.0,,6.0,,,1.0,114.0207890511,,3.0,4.0,,,,8.0,7.0,15.0,53.55,51.779252201021,2,1.0,29.0,,,,
2025-26,14025015,21,6,Tottenham_Hotspur,Away,1471591,611917.0,Luca Williams-Barnett,luca-williams-barnett,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025089,22,6,Tottenham_Hotspur,Home,94758,115556.0,Ben Davies,ben-davies,D,False,1.0,,1.0,1.0,9.0,10.0,,1.0,2.0,2.0,,,,,,,,2.0,,,0.00176497,,,,0.0,,,,,,,,,,,,,19.0,,,,,2.0,,,6.4,,,,9.3114532649195,,,1.0,,1.0,,2.0,9.0,11.0,7.245,,0,1.0,17.0,,,,1.0
2025-26,14025089,22,6,Tottenham_Hotspur,Home,361420,154566.0,Dominic Solanke,dominic-solanke,F,True,,,,1.0,,1.0,1.0,,1.0,1.0,,,,,,1.0,2.0,5.0,,,0.00026474,,,,0.0,,,,,,,,,,,,,28.0,,,,,3.0,,,6.6,,,,5.252,,3.0,,,1.0,,2.0,,2.0,-2.94,,0,2.0,10.0,1.0,,3.0,2.0
2025-26,14025089,22,6,Tottenham_Hotspur,Home,553606,184254.0,Guglielmo Vicario,guglielmo-vicario,G,False,,,4.0,2.0,28.0,30.0,,,10.0,6.0,,,,,,,,,,,0.00084071,,,,0.0,,0.5408,1.0,,,,,,,,,,90.0,,,,,2.0,,,7.1,2.0,2.0,,80.051698672194,,,,,6.0,,4.0,28.0,32.0,58.905,,0,,39.0,,,,
2025-26,14025089,22,6,Tottenham_Hotspur,Home,794953,135720.0,Kevin Danso,kevin-danso,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025089,22,6,Tottenham_Hotspur,Home,829932,221632.0,Cristian Romero,cristian-romero,D,False,,,1.0,17.0,34.0,51.0,2.0,9.0,25.0,5.0,,,,,,,5.0,11.0,,,0.121832,0.1704,0.5379,3.0,0.0,1.0,,,,2.0,1.0,,,,,,,90.0,1.0,2.0,,,9.0,1.0,,8.5,,,2.0,167.77322662107,5.0,,,,2.0,,24.0,36.0,60.0,88.515,15.855,3,2.0,76.0,,,,
2025-26,14025089,22,6,Tottenham_Hotspur,Home,844842,227127.0,Yves Bissouma,yves-bissouma,M,True,,,,18.0,8.0,26.0,2.0,,9.0,3.0,,,,,,,2.0,4.0,,,0.00737975,0.2492,0.1442,,0.0,,,,,2.0,,,,,,,,45.0,2.0,,,,5.0,,,6.7,,,1.0,44.477200963252,1.0,,,,,,23.0,8.0,31.0,-4.305,,3,2.0,42.0,,2.0,,2.0
2025-26,14025089,22,6,Tottenham_Hotspur,Home,871706,247693.0,Randal Kolo Muani,randal-kolo-muani,F,False,,,,7.0,3.0,10.0,3.0,2.0,7.0,5.0,,,,1.0,,1.0,7.0,5.0,,,0.232156,,,,0.0,,,,,,2.0,,,,,,,90.0,,,,,13.0,1.0,,6.2,,,,73.950552836897,,3.0,,,,,14.0,4.0,18.0,5.775,14.990495688936,0,,28.0,1.0,2.0,1.0,
2025-26,14025089,22,6,Tottenham_Hotspur,Home,904970,232787.0,Conor Gallagher,conor-gallagher,M,False,,,2.0,20.0,13.0,33.0,6.0,1.0,20.0,4.0,,,1.0,1.0,,1.0,9.0,8.0,,,0.148923,0.0953,,2.0,0.0,,,,,2.0,1.0,,,,,,,90.0,,,,,18.0,,,6.5,,,1.0,136.34137829647,,3.0,4.0,,2.0,,28.0,14.0,42.0,8.19,,2,1.0,70.0,4.0,3.0,3.0,1.0
2025-26,14025089,22,6,Tottenham_Hotspur,Home,913654,441164.0,Pedro Porro,pedro-porro,D,False,6.0,,6.0,30.0,10.0,40.0,,,22.0,6.0,1.0,,1.0,2.0,,,5.0,4.0,,,0.492435,0.0091,,1.0,1.0,,,,,,6.0,,,,,,,90.0,,1.0,,,27.0,1.0,,7.5,,,,151.01341286499,,3.0,25.0,,8.0,1.0,34.0,11.0,45.0,87.255,19.293138780406,1,2.0,85.0,1.0,1.0,1.0,2.0
2025-26,14025089,22,6,Tottenham_Hotspur,Home,945798,232859.0,Djed Spence,djed-spence,D,True,2.0,,3.0,31.0,15.0,46.0,2.0,1.0,25.0,10.0,,1.0,,2.0,,1.0,11.0,3.0,1.0,,0.154125,0.1623,0.2385,3.0,0.0,,,,,,,,,,,,,71.0,1.0,,,,19.0,1.0,,6.5,,,1.0,214.81722498245,3.0,3.0,4.0,,6.0,,33.0,20.0,53.0,63.105,18.709486898363,2,2.0,83.0,5.0,,,2.0
2025-26,14025089,22,6,Tottenham_Hotspur,Home,983572,487053.0,Destiny Udogie,destiny-udogie,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025089,22,6,Tottenham_Hotspur,Home,997103,493125.0,Radu Drăguşin,radu-dragusin,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025089,22,6,Tottenham_Hotspur,Home,997183,493362.0,Xavi Simons,xavi-simons,M,False,,,1.0,24.0,9.0,33.0,1.0,1.0,19.0,2.0,,,2.0,,,1.0,5.0,6.0,,,0.111826,0.1891,0.2063,1.0,0.0,,,,,,3.0,,,,,,,90.0,1.0,,,,22.0,5.0,,6.6,,,1.0,219.05727909319,,3.0,,,4.0,,36.0,11.0,47.0,146.16,110.19587267567,4,2.0,69.0,3.0,3.0,,1.0
2025-26,14025089,22,6,Tottenham_Hotspur,Home,998247,491279.0,Micky van de Ven,micky-van-de-ven,D,False,,,2.0,17.0,36.0,53.0,4.0,4.0,16.0,3.0,,,,,,,5.0,6.0,,,0.00719834,,,1.0,0.0,,,,,,,,,,,,,90.0,,3.0,,,5.0,1.0,,6.9,,,,121.16943343655,6.0,,,,4.0,,20.0,38.0,58.0,84.735,24.238122782097,0,,70.0,,2.0,,
2025-26,14025089,22,6,Tottenham_Hotspur,Home,998772,490145.0,Dane Scarlett,dane-scarlett,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025089,22,6,Tottenham_Hotspur,Home,1031251,485055.0,Antonín Kinský,antonin-kinsky,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025089,22,6,Tottenham_Hotspur,Home,1048888,511499.0,Mathys Tel,mathys-tel,F,False,,,,11.0,3.0,14.0,2.0,,17.0,2.0,,,,,,1.0,6.0,7.0,,,0.0163086,0.185,,,0.0,,,,,,2.0,,,,,,,62.0,,,,,17.0,6.0,,7.1,,,3.0,147.51189547724,,5.0,7.0,,,,14.0,4.0,18.0,53.865,93.377600069667,3,2.0,42.0,2.0,3.0,2.0,1.0
2025-26,14025089,22,6,Tottenham_Hotspur,Home,1142335,547701.0,Archie Gray,archie-gray,M,False,,,1.0,10.0,11.0,21.0,2.0,,13.0,5.0,,,,,,,3.0,2.0,,,0.00664411,,,1.0,0.0,,,,,1.0,1.0,,,,,,,45.0,,,,,4.0,1.0,,6.4,,,,132.18159964205,,,,,2.0,,13.0,12.0,25.0,74.55,42.223580331374,0,2.0,33.0,,,,2.0
2025-26,14025089,22,6,Tottenham_Hotspur,Home,1142679,550839.0,Wilson Odobert,wilson-odobert,F,False,,,,29.0,3.0,32.0,,1.0,16.0,4.0,,1.0,,,,3.0,6.0,4.0,,,0.0494354,0.4154,0.462,,0.0,,,,,,2.0,,,,,,,89.0,1.0,,,,12.0,1.0,,6.1,,,2.0,127.34319686365,,4.0,1.0,,,,33.0,4.0,37.0,51.765,17.440762856022,3,1.0,52.0,,1.0,1.0,1.0
2025-26,14025089,22,6,Tottenham_Hotspur,Home,1391251,570526.0,Lucas Bergvall,lucas-bergvall,M,True,1.0,,,0.0,1.0,1.0,1.0,,1.0,,,,,,,,1.0,2.0,,,0.0762948,,,,0.0,,,,,,,,,,,,,9.0,,,,,3.0,,,6.8,,,,4.0599656402487,,2.0,1.0,,,,1.0,1.0,2.0,-1.995,,0,,9.0,,,2.0,
2025-26,14025104,23,6,Tottenham_Hotspur,Away,361420,154566.0,Dominic Solanke,dominic-solanke,F,False,,,1.0,8.0,6.0,14.0,3.0,1.0,10.0,1.0,,1.0,,,,3.0,10.0,4.0,,,0.018129,0.4812,0.2463,2.0,0.0,,,,,,2.0,,,,,,,90.0,1.0,,,,17.0,,,5.8,,,1.0,78.582125568666,,2.0,,,3.0,,9.0,9.0,18.0,12.18,,2,3.0,39.0,8.0,,,3.0
2025-26,14025104,23,6,Tottenham_Hotspur,Away,553606,184254.0,Guglielmo Vicario,guglielmo-vicario,G,False,,,5.0,2.0,28.0,30.0,,,11.0,7.0,,,,,,,,,,,0.00087905,,,,0.0,,-0.1088,,,,,,,,,,,90.0,,,,,8.0,,,6.3,1.0,2.0,,71.347137338102,,,,,12.0,,9.0,29.0,38.0,11.445,,0,,44.0,,,,
2025-26,14025104,23,6,Tottenham_Hotspur,Away,794953,135720.0,Kevin Danso,kevin-danso,D,False,,,2.0,20.0,53.0,73.0,1.0,7.0,29.0,3.0,,,,,,,2.0,10.0,,,0.0155222,,,,0.0,,,,,1.0,,,,,,,,78.0,,,,,13.0,,,6.9,,,,208.21321262616,4.0,1.0,1.0,,5.0,,24.0,58.0,82.0,60.48,,0,2.0,97.0,1.0,1.0,,
2025-26,14025104,23,6,Tottenham_Hotspur,Away,829932,221632.0,Cristian Romero,cristian-romero,D,False,,,2.0,20.0,38.0,58.0,3.0,3.0,24.0,7.0,,,,,,,3.0,10.0,,,0.00971153,0.0918,0.2415,,0.0,1.0,,,,2.0,,,,,,,,89.0,1.0,,,,9.0,,,7.8,,,,147.98549564225,2.0,1.0,,,3.0,,25.0,41.0,66.0,43.995,,1,6.0,82.0,1.0,,1.0,4.0
2025-26,14025104,23,6,Tottenham_Hotspur,Away,844842,227127.0,Yves Bissouma,yves-bissouma,M,False,,,,31.0,24.0,55.0,,2.0,24.0,5.0,,,,,,,,9.0,,,0.058128,0.0263,,,0.0,,,,,3.0,,,,,,,,78.0,,1.0,,,4.0,,,7.2,,,1.0,175.62646972495,2.0,2.0,,,,,34.0,25.0,59.0,37.065,,1,4.0,76.0,,1.0,2.0,2.0
2025-26,14025104,23,6,Tottenham_Hotspur,Away,871706,247693.0,Randal Kolo Muani,randal-kolo-muani,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025104,23,6,Tottenham_Hotspur,Away,904970,232787.0,Conor Gallagher,conor-gallagher,M,False,1.0,,4.0,31.0,25.0,56.0,,,22.0,8.0,,1.0,,2.0,,1.0,3.0,5.0,,,0.0911794,0.2147,0.3427,,0.0,,,,,1.0,1.0,,,,,,,85.0,1.0,,,,11.0,1.0,,6.8,,,,179.79515193908,,1.0,1.0,,6.0,,36.0,28.0,64.0,-0.42,27.406198733133,1,2.0,79.0,2.0,2.0,1.0,1.0
2025-26,14025104,23,6,Tottenham_Hotspur,Away,913654,441164.0,Pedro Porro,pedro-porro,D,False,,,4.0,15.0,13.0,28.0,,,12.0,5.0,,,,1.0,,,4.0,1.0,,,0.0138586,0.1204,0.12,2.0,0.0,,,,,,,,,,,,,45.0,1.0,,,,14.0,1.0,,6.3,,,2.0,95.84944258181,3.0,1.0,3.0,,8.0,,21.0,17.0,38.0,16.8,21.367150862948,3,1.0,55.0,,,,1.0
2025-26,14025104,23,6,Tottenham_Hotspur,Away,945798,232859.0,Djed Spence,djed-spence,D,False,3.0,,2.0,29.0,21.0,50.0,,,35.0,10.0,2.0,,,1.0,,1.0,3.0,7.0,,,0.568591,0.0694,0.0978,,0.0,,,,,1.0,2.0,,,,,,,90.0,2.0,1.0,,,24.0,5.0,,7.5,,,,330.09370169037,1.0,6.0,7.0,,6.0,1.0,40.0,23.0,63.0,158.76,110.54001213885,2,1.0,103.0,3.0,1.0,5.0,1.0
2025-26,14025104,23,6,Tottenham_Hotspur,Away,983572,487053.0,Destiny Udogie,destiny-udogie,D,True,,,,12.0,6.0,18.0,1.0,,11.0,2.0,,,,1.0,,1.0,4.0,2.0,,,0.0456694,,,1.0,0.0,,,,,,,,,,,,,45.0,,,,,7.0,3.0,,6.2,,,,156.74190829242,,1.0,1.0,,,,15.0,7.0,22.0,75.39,99.33391624544,0,1.0,29.0,,,1.0,
2025-26,14025104,23,6,Tottenham_Hotspur,Away,997103,493125.0,Radu Drăguşin,radu-dragusin,D,True,,,,,1.0,1.0,,,,,,,,,,,,,,,8.4e-06,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,0,,1.0,,,,
2025-26,14025104,23,6,Tottenham_Hotspur,Away,997183,493362.0,Xavi Simons,xavi-simons,M,False,,,1.0,36.0,17.0,53.0,,,26.0,10.0,1.0,1.0,,2.0,,,5.0,3.0,,,0.559596,0.5136,,1.0,0.0,,,,1.0,1.0,3.0,,,,,,,90.0,,,,,17.0,2.0,,6.5,,,2.0,178.59569497421,,2.0,2.0,,3.0,,45.0,19.0,64.0,35.07,32.11624665388,2,1.0,80.0,1.0,2.0,,
2025-26,14025104,23,6,Tottenham_Hotspur,Away,998247,491279.0,Micky van de Ven,micky-van-de-ven,D,False,,,2.0,17.0,20.0,37.0,,1.0,14.0,2.0,,,,1.0,,,1.0,4.0,,,0.01379,0.0665,0.7195,,0.0,1.0,,,,1.0,,,,,,,,90.0,1.0,1.0,,,7.0,2.0,,7.7,,,,162.30734283115,1.0,,,,4.0,,20.0,23.0,43.0,98.91,66.765343309612,1,3.0,51.0,1.0,,,2.0
2025-26,14025104,23,6,Tottenham_Hotspur,Away,998772,490145.0,Dane Scarlett,dane-scarlett,F,True,1.0,,,0.0,1.0,1.0,,,,1.0,,,,,,,1.0,,,,0.00621581,,,1.0,0.0,,,,,,,,,,,,,12.0,,,,,3.0,,,6.6,,,,,,,1.0,,,,1.0,2.0,3.0,,,0,,6.0,1.0,,,
2025-26,14025104,23,6,Tottenham_Hotspur,Away,1031251,485055.0,Antonín Kinský,antonin-kinsky,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025104,23,6,Tottenham_Hotspur,Away,1048888,511499.0,Mathys Tel,mathys-tel,F,True,,,,3.0,3.0,6.0,1.0,1.0,6.0,2.0,,1.0,,,,1.0,4.0,2.0,,,0.0124185,0.3069,0.943,2.0,0.0,,,,,,,,,,,,,12.0,1.0,,,,5.0,,,6.8,,,,43.348223837057,,1.0,,,1.0,,5.0,3.0,8.0,26.04,,1,,14.0,2.0,,1.0,
2025-26,14025104,23,6,Tottenham_Hotspur,Away,1142335,547701.0,Archie Gray,archie-gray,M,True,,,,3.0,6.0,9.0,,,4.0,,,,,,,,,,,,0.00137309,,,,0.0,,,,,,,,,,,,,12.0,,,,,1.0,,,6.6,,,,29.250610201478,,,,,1.0,,3.0,7.0,10.0,7.77,,0,,11.0,,,,
2025-26,14025104,23,6,Tottenham_Hotspur,Away,1142679,550839.0,Wilson Odobert,wilson-odobert,F,False,2.0,,,24.0,13.0,37.0,,1.0,24.0,8.0,,,,1.0,,4.0,6.0,9.0,,,0.353919,0.1651,0.609,,1.0,,,,,,3.0,,,,,,,90.0,3.0,,,,10.0,6.0,,7.4,,,1.0,301.26312434795,1.0,7.0,3.0,,,,27.0,14.0,41.0,77.7,115.14087209276,4,2.0,65.0,,,6.0,2.0
2025-26,14025104,23,6,Tottenham_Hotspur,Away,1471591,611917.0,Luca Williams-Barnett,luca-williams-barnett,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025104,23,6,Tottenham_Hotspur,Away,1913038,640419.0,Jun'ai Byfield,junai-byfield,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025149,24,6,Tottenham_Hotspur,Home,361420,154566.0,Dominic Solanke,dominic-solanke,F,False,,,,4.0,1.0,5.0,4.0,1.0,6.0,2.0,,,,,,1.0,11.0,5.0,,,0.111684,0.2531,0.6843,3.0,0.0,2.0,,,,,1.0,,,,,,,89.0,2.0,,,,9.0,1.0,,9.1,,,,46.631606062522,2.0,5.0,1.0,,,,7.0,1.0,8.0,15.81031173569,10.340157107124,2,1.0,26.0,1.0,1.0,2.0,
