season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2021-22,9576188,1,6,Tottenham_Hotspur,Home,361798,194252,Steven Bergwijn,steven-bergwijn,M,False,,,,10.0,2.0,12.0,,,2.0,,1.0,1.0,1.0,,,1.0,2.0,1.0,,,,1.0,,,,,,2.0,,77.0,1.0,,,,,,6.0,,6.7,,,1.0,2.0,1.0,,,1.0,,13.0,2.0,15.0,3,,26.0,2.0,,1.0,
2021-22,9576188,1,6,Tottenham_Hotspur,Home,545780,157668,Harry Winks,harry-winks,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576188,1,6,Tottenham_Hotspur,Home,566102,173904,Davinson Sánchez,davinson-sanchez,D,False,,,3.0,9.0,12.0,21.0,1.0,2.0,3.0,,,,,,,,2.0,6.0,,,1.0,,,,,,,,,90.0,,1.0,,,,,10.0,,7.4,,,1.0,6.0,,,,9.0,,15.0,16.0,31.0,1,4.0,45.0,,,,3.0
2021-22,9576188,1,6,Tottenham_Hotspur,Home,798835,200826,Giovani Lo Celso,lo-celso-giovani,M,True,,,,4.0,,4.0,,,3.0,,,,1.0,,,1.0,2.0,3.0,,,,,,,,,,,,13.0,,,,,,,9.0,,6.6,,,,,1.0,,,,,8.0,,8.0,0,1.0,17.0,3.0,1.0,1.0,1.0
2021-22,9576188,1,6,Tottenham_Hotspur,Home,829932,221632,Cristian Romero,cristian-romero,D,True,,,,2.0,,2.0,,2.0,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,,2.0,0,,2.0,,,,
2021-22,9576188,1,6,Tottenham_Hotspur,Home,836693,199584,Japhet Tanganga,japhet-tanganga,D,False,1.0,,2.0,13.0,6.0,18.0,1.0,1.0,4.0,,,,1.0,,,,7.0,4.0,,,4.0,,,,,,1.0,,,83.0,,1.0,,,,,7.0,,6.9,,,,2.0,1.0,1.0,,2.0,1.0,14.0,7.0,20.0,0,2.0,49.0,3.0,1.0,,1.0
2021-22,9576188,1,6,Tottenham_Hotspur,Home,858195,199249,Sergio Reguilón,sergio-reguilon,D,False,1.0,,,9.0,3.0,11.0,3.0,1.0,4.0,,,,,,,1.0,4.0,1.0,,,,,,,,,4.0,2.0,,90.0,,,,,,,8.0,,7.1,,,,,,3.0,,,,12.0,4.0,13.0,0,,32.0,1.0,,,
2021-22,9576188,1,6,Tottenham_Hotspur,Home,859901,209042,Oliver Skipp,oliver-skipp,M,False,,,1.0,8.0,16.0,24.0,3.0,1.0,7.0,,,,3.0,,,1.0,8.0,3.0,,,1.0,,,,,,,,,90.0,,2.0,,,,,4.0,,6.6,,,,1.0,,,,2.0,,10.0,17.0,27.0,0,2.0,38.0,,,,2.0
2021-22,9576188,1,6,Tottenham_Hotspur,Home,910026,436234,Bryan Gil,bryan-gil,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576188,1,6,Tottenham_Hotspur,Home,998772,490145,Dane Scarlett,dane-scarlett,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576150,2,6,Tottenham_Hotspur,Away,9048,37915,Hugo Lloris,hugo-lloris,G,False,,,7.0,5.0,8.0,13.0,,,12.0,,,,,,,,,,,,,,,,,,,1.0,,90.0,,,,,,,9.0,,8.2,4.0,6.0,,,,,,16.0,,11.0,11.0,22.0,0,,35.0,,,,
2021-22,9576150,2,6,Tottenham_Hotspur,Away,94758,115556,Ben Davies,ben-davies,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576150,2,6,Tottenham_Hotspur,Away,108579,78830,Harry Kane,harry-kane,F,True,,,,4.0,2.0,6.0,1.0,2.0,,,1.0,,,,,1.0,2.0,2.0,,,,,,,,,,1.0,,18.0,1.0,,,,,,6.0,,6.4,,,,,,,,,,8.0,2.0,10.0,1,,14.0,,,,
2021-22,9576150,2,6,Tottenham_Hotspur,Away,111505,85971,Son Heung-min,son-heung-min,F,False,,,,7.0,3.0,10.0,1.0,,5.0,,,1.0,1.0,,,2.0,4.0,3.0,,,,,,,,,,,,72.0,1.0,,,,,,13.0,,6.8,,,,,2.0,3.0,,,,12.0,5.0,14.0,2,,28.0,4.0,1.0,2.0,
2021-22,9576150,2,6,Tottenham_Hotspur,Away,143047,87835,Matt Doherty,matt-doherty,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576150,2,6,Tottenham_Hotspur,Away,146101,93264,Eric Dier,eric-dier,D,False,,,2.0,3.0,30.0,33.0,1.0,1.0,1.0,,,,,,,,2.0,2.0,,,,,,,,,1.0,,,90.0,1.0,,,,,,9.0,,7.1,,,,7.0,1.0,,,5.0,,8.0,33.0,41.0,1,,53.0,,1.0,,
2021-22,9576150,2,6,Tottenham_Hotspur,Away,149593,132015,Pierre-Emile Højbjerg,pierre-emile-hjbjerg,M,False,,,1.0,15.0,28.0,43.0,,,3.0,,,1.0,3.0,,,,5.0,5.0,,,1.0,,,,,,1.0,,,90.0,,1.0,,,,,4.0,,6.9,,,,2.0,3.0,,,2.0,,18.0,28.0,46.0,1,2.0,61.0,,1.0,2.0,2.0
2021-22,9576150,2,6,Tottenham_Hotspur,Away,149710,95715,Lucas Moura,lucas-moura,F,False,,,,11.0,1.0,12.0,2.0,2.0,2.0,,,,1.0,,,1.0,4.0,7.0,,,,,,,,,2.0,,,67.0,,,,,,,9.0,,6.9,,,,1.0,,,,1.0,,12.0,3.0,15.0,0,3.0,30.0,5.0,2.0,,
2021-22,9576150,2,6,Tottenham_Hotspur,Away,198028,108823,Dele Alli,dele-alli,M,False,,,1.0,12.0,14.0,26.0,2.0,1.0,9.0,,,,,,,4.0,12.0,6.0,,,,,1.0,,,,,,,90.0,1.0,3.0,,,,1.0,19.0,,7.0,,,,1.0,7.0,,,4.0,,15.0,17.0,32.0,1,2.0,62.0,2.0,2.0,1.0,1.0
2021-22,9576150,2,6,Tottenham_Hotspur,Away,329175,156683,Pierluigi Gollini,pierluigi-gollini,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576150,2,6,Tottenham_Hotspur,Away,361798,194252,Steven Bergwijn,steven-bergwijn,M,False,,,,15.0,5.0,20.0,,1.0,4.0,1.0,,,1.0,,,6.0,10.0,3.0,,,1.0,,,,,,,2.0,,89.0,2.0,,,,,,16.0,,6.7,,,,1.0,4.0,1.0,,1.0,,18.0,7.0,24.0,2,,44.0,3.0,,2.0,
2021-22,9576150,2,6,Tottenham_Hotspur,Away,545780,157668,Harry Winks,harry-winks,M,True,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0,1.0,1.0,,,,
2021-22,9576150,2,6,Tottenham_Hotspur,Away,566102,173904,Davinson Sánchez,davinson-sanchez,D,False,,,2.0,6.0,24.0,30.0,4.0,1.0,1.0,,,,2.0,,,,7.0,3.0,,,1.0,,,,,,,,,90.0,,4.0,,,,,3.0,,7.3,,,,6.0,,,,4.0,,8.0,25.0,33.0,0,2.0,46.0,,,,
2021-22,9576150,2,6,Tottenham_Hotspur,Away,798835,200826,Giovani Lo Celso,lo-celso-giovani,M,True,1.0,,,4.0,6.0,9.0,1.0,,1.0,,,,3.0,,,1.0,7.0,4.0,,,,,,,,,,1.0,,23.0,,,,,,,6.0,,6.5,,,,,3.0,3.0,,,,6.0,6.0,9.0,0,3.0,22.0,1.0,,1.0,1.0
2021-22,9576150,2,6,Tottenham_Hotspur,Away,836693,199584,Japhet Tanganga,japhet-tanganga,D,False,,,1.0,7.0,12.0,19.0,3.0,2.0,1.0,,,,2.0,,,1.0,8.0,2.0,,,2.0,,,,,,2.0,,,90.0,,2.0,,,,,15.0,,6.8,,,,7.0,,1.0,,1.0,,14.0,14.0,27.0,0,,49.0,,,,
2021-22,9576150,2,6,Tottenham_Hotspur,Away,836698,184349,Ryan Sessegnon,ryan-sessegnon,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576150,2,6,Tottenham_Hotspur,Away,858195,199249,Sergio Reguilón,sergio-reguilon,D,False,,,,12.0,12.0,24.0,2.0,2.0,10.0,,,,3.0,,,,6.0,6.0,,,,,,,,,2.0,,,90.0,,,,,,,19.0,,6.8,,,,5.0,2.0,,,7.0,,19.0,17.0,36.0,0,2.0,67.0,2.0,1.0,1.0,
2021-22,9576150,2,6,Tottenham_Hotspur,Away,859901,209042,Oliver Skipp,oliver-skipp,M,False,,,1.0,15.0,24.0,39.0,,,3.0,,,,3.0,,,,5.0,4.0,,,2.0,,,,,,,,,90.0,,,,,,,10.0,,6.5,,,,1.0,,,,4.0,,19.0,28.0,47.0,0,3.0,55.0,2.0,1.0,,2.0
2021-22,9576150,2,6,Tottenham_Hotspur,Away,910026,436234,Bryan Gil,bryan-gil,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576150,2,6,Tottenham_Hotspur,Away,998772,490145,Dane Scarlett,dane-scarlett,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576132,3,6,Tottenham_Hotspur,Home,9048,37915,Hugo Lloris,hugo-lloris,G,False,,1.0,2.0,1.0,8.0,9.0,,1.0,5.0,,,,,,,,,1.0,,,,,,,,,,,,90.0,,,,,,,6.0,,7.3,2.0,2.0,,1.0,,,1.0,7.0,,6.0,8.0,14.0,0,,20.0,,1.0,,
2021-22,9576132,3,6,Tottenham_Hotspur,Home,94758,115556,Ben Davies,ben-davies,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576132,3,6,Tottenham_Hotspur,Home,108579,78830,Harry Kane,harry-kane,F,False,,,2.0,21.0,2.0,23.0,3.0,,1.0,,,,1.0,,,2.0,7.0,3.0,,,1.0,,,,,,,3.0,,90.0,1.0,,,,,,9.0,,7.0,,,,1.0,1.0,1.0,,2.0,1.0,26.0,2.0,27.0,1,1.0,39.0,2.0,1.0,1.0,
2021-22,9576132,3,6,Tottenham_Hotspur,Home,111505,85971,Son Heung-min,son-heung-min,F,False,2.0,,1.0,30.0,1.0,29.0,,1.0,3.0,,,,,,,1.0,4.0,4.0,,,1.0,,1.0,,,,,2.0,,88.0,2.0,,,,,,22.0,,7.8,,,1.0,,5.0,10.0,,1.0,1.0,44.0,3.0,37.0,3,,62.0,2.0,,3.0,
2021-22,9576132,3,6,Tottenham_Hotspur,Home,143047,87835,Matt Doherty,matt-doherty,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576132,3,6,Tottenham_Hotspur,Home,146101,93264,Eric Dier,eric-dier,D,False,,,2.0,18.0,36.0,54.0,3.0,2.0,1.0,,,,,,,,3.0,2.0,,,,,,,,,,,,90.0,1.0,2.0,,,,,5.0,,7.4,,,,4.0,,,,5.0,,23.0,36.0,59.0,1,,66.0,,,,
2021-22,9576132,3,6,Tottenham_Hotspur,Home,149593,132015,Pierre-Emile Højbjerg,pierre-emile-hjbjerg,M,False,,,9.0,50.0,29.0,79.0,,1.0,9.0,,,,,,,,,6.0,,,,,,,,,1.0,1.0,,90.0,1.0,1.0,,,,,14.0,,8.2,,,,2.0,2.0,1.0,,14.0,,61.0,31.0,91.0,1,3.0,111.0,1.0,,2.0,2.0
2021-22,9576132,3,6,Tottenham_Hotspur,Home,149710,95715,Lucas Moura,lucas-moura,F,True,,,,6.0,3.0,9.0,1.0,1.0,1.0,,,,1.0,,,2.0,5.0,3.0,,,,,,,,,,,,22.0,1.0,,,,,,7.0,,6.6,,,,,2.0,,,,,8.0,3.0,11.0,1,,22.0,1.0,1.0,1.0,
2021-22,9576132,3,6,Tottenham_Hotspur,Home,198028,108823,Dele Alli,dele-alli,M,False,,,,25.0,3.0,28.0,,1.0,3.0,,,,,,,3.0,5.0,6.0,,,2.0,,,,,,,,,90.0,1.0,,,,,,11.0,,7.0,,,1.0,1.0,,2.0,,,,31.0,4.0,33.0,2,3.0,55.0,1.0,2.0,,2.0
2021-22,9576132,3,6,Tottenham_Hotspur,Home,329175,156683,Pierluigi Gollini,pierluigi-gollini,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576132,3,6,Tottenham_Hotspur,Home,361798,194252,Steven Bergwijn,steven-bergwijn,M,False,,,,18.0,2.0,20.0,,,3.0,,,2.0,1.0,,,,2.0,4.0,,,,,,,,,1.0,,,68.0,,,,,,,7.0,,6.9,,,,1.0,2.0,3.0,,,,22.0,2.0,21.0,2,1.0,39.0,2.0,2.0,1.0,
2021-22,9576132,3,6,Tottenham_Hotspur,Home,545780,157668,Harry Winks,harry-winks,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576132,3,6,Tottenham_Hotspur,Home,566102,173904,Davinson Sánchez,davinson-sanchez,D,False,,,4.0,25.0,30.0,55.0,3.0,3.0,2.0,,,,2.0,,,,5.0,8.0,,,,,,,,,3.0,,,90.0,,,,,,,7.0,,7.3,,,2.0,,,,,7.0,,30.0,31.0,61.0,2,3.0,75.0,,2.0,,1.0
2021-22,9576132,3,6,Tottenham_Hotspur,Home,798835,200826,Giovani Lo Celso,lo-celso-giovani,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576132,3,6,Tottenham_Hotspur,Home,829932,221632,Cristian Romero,cristian-romero,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576132,3,6,Tottenham_Hotspur,Home,836693,199584,Japhet Tanganga,japhet-tanganga,D,False,1.0,,,29.0,10.0,38.0,,2.0,3.0,,,,3.0,,,3.0,6.0,5.0,,,,,,,,,,2.0,,90.0,1.0,,,,,,14.0,,6.9,,,,1.0,1.0,5.0,,1.0,,37.0,11.0,43.0,1,1.0,71.0,1.0,1.0,1.0,1.0
2021-22,9576132,3,6,Tottenham_Hotspur,Home,836698,184349,Ryan Sessegnon,ryan-sessegnon,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576132,3,6,Tottenham_Hotspur,Home,858195,199249,Sergio Reguilón,sergio-reguilon,D,False,1.0,,,20.0,8.0,27.0,,,5.0,,,1.0,,,,,3.0,4.0,,,2.0,,,,,,3.0,1.0,,90.0,,,,,,,6.0,,7.3,,,,,1.0,3.0,,1.0,,24.0,9.0,30.0,1,4.0,48.0,,,,4.0
2021-22,9576132,3,6,Tottenham_Hotspur,Home,859901,209042,Oliver Skipp,oliver-skipp,M,False,,,1.0,41.0,27.0,68.0,,1.0,7.0,,,,2.0,,,,4.0,7.0,,,2.0,,,,,,1.0,,,90.0,,,,,,,5.0,,7.0,,,,,,,,2.0,,46.0,27.0,73.0,0,3.0,81.0,,4.0,,1.0
2021-22,9576132,3,6,Tottenham_Hotspur,Home,910026,436234,Bryan Gil,bryan-gil,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576085,4,6,Tottenham_Hotspur,Away,9048,37915,Hugo Lloris,hugo-lloris,G,False,,,9.0,6.0,10.0,16.0,,,6.0,,,,,,,,,,,,,,,,2.0,,,,,90.0,,,,,1.0,,16.0,1.0,5.9,1.0,1.0,,2.0,,,,24.0,,19.0,13.0,32.0,0,,38.0,,,,
2021-22,9576085,4,6,Tottenham_Hotspur,Away,94758,115556,Ben Davies,ben-davies,D,True,,,1.0,2.0,,2.0,,,1.0,,,,,,,,,2.0,,,1.0,,,,,,,,,30.0,,,,1.0,,,5.0,,5.7,,,,1.0,,,,3.0,,4.0,1.0,5.0,0,,10.0,2.0,2.0,,
2021-22,9576085,4,6,Tottenham_Hotspur,Away,108579,78830,Harry Kane,harry-kane,F,False,,,,8.0,5.0,13.0,2.0,2.0,,,,,,,,1.0,4.0,5.0,,,,,,,,,,,,90.0,,1.0,,,,,17.0,,6.7,,,,3.0,3.0,,,1.0,,14.0,7.0,21.0,0,1.0,38.0,6.0,,2.0,
2021-22,9576085,4,6,Tottenham_Hotspur,Away,143047,87835,Matt Doherty,matt-doherty,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576085,4,6,Tottenham_Hotspur,Away,146101,93264,Eric Dier,eric-dier,D,False,,,,,3.0,3.0,,2.0,,,,,,,,,,2.0,,,,,,,,,,,,12.0,,,,,,,1.0,,6.6,,,,1.0,,,,,,,4.0,4.0,0,,5.0,,,,
2021-22,9576085,4,6,Tottenham_Hotspur,Away,149593,132015,Pierre-Emile Højbjerg,pierre-emile-hjbjerg,M,False,,,1.0,18.0,18.0,36.0,1.0,1.0,4.0,,,,3.0,,,,6.0,5.0,,,1.0,,,,,,2.0,1.0,,90.0,,1.0,,,,,8.0,,6.6,,,,4.0,3.0,,,3.0,,22.0,19.0,41.0,0,2.0,57.0,1.0,1.0,1.0,2.0
2021-22,9576085,4,6,Tottenham_Hotspur,Away,149710,95715,Lucas Moura,lucas-moura,F,False,,,,13.0,6.0,19.0,3.0,6.0,6.0,,,,3.0,,,2.0,11.0,15.0,,,3.0,,,,,,,,,90.0,1.0,,,,,,17.0,,7.3,,,1.0,1.0,4.0,,,,,22.0,8.0,30.0,2,5.0,51.0,3.0,1.0,3.0,2.0
2021-22,9576085,4,6,Tottenham_Hotspur,Away,198028,108823,Dele Alli,dele-alli,M,False,,,1.0,14.0,5.0,19.0,,1.0,4.0,,,,2.0,,,1.0,9.0,8.0,,,4.0,,,,,,2.0,,,90.0,,1.0,,,,,6.0,,6.5,,,,1.0,5.0,,,1.0,,15.0,7.0,22.0,0,2.0,37.0,,2.0,3.0,2.0
2021-22,9576085,4,6,Tottenham_Hotspur,Away,329175,156683,Pierluigi Gollini,pierluigi-gollini,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576085,4,6,Tottenham_Hotspur,Away,545780,157668,Harry Winks,harry-winks,M,False,,,,9.0,12.0,21.0,,,4.0,,,,,,,1.0,1.0,2.0,,,1.0,,,,,,2.0,,,60.0,,,,,,,5.0,,6.8,,,,,1.0,2.0,,1.0,,12.0,13.0,23.0,0,,35.0,,1.0,1.0,
2021-22,9576085,4,6,Tottenham_Hotspur,Away,828640,214225,Joe Rodon,joe-rodon,D,True,,,3.0,2.0,16.0,18.0,2.0,1.0,3.0,,,,,,,,2.0,2.0,,,,,,,,,,,,78.0,,1.0,,,,,4.0,,6.5,,,,7.0,,,,3.0,,3.0,19.0,22.0,0,,33.0,,1.0,,
2021-22,9576085,4,6,Tottenham_Hotspur,Away,836693,199584,Japhet Tanganga,japhet-tanganga,D,False,,,3.0,3.0,13.0,16.0,2.0,2.0,3.0,,,,,,,,5.0,4.0,,,3.0,,,,,,1.0,,,58.0,,,,,,,8.0,,5.9,,,,5.0,,,,8.0,,8.0,16.0,24.0,0,,33.0,,2.0,,
2021-22,9576085,4,6,Tottenham_Hotspur,Away,845486,231372,Tanguy Ndombélé,tanguy-ndombele,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576085,4,6,Tottenham_Hotspur,Away,856123,241157,Emerson Royal,emerson-royal,D,False,,,,10.0,12.0,22.0,1.0,1.0,4.0,,,,3.0,,,1.0,7.0,6.0,,,1.0,,,,,,1.0,,,90.0,,,,,,,15.0,,6.1,,,,8.0,1.0,1.0,,1.0,,18.0,14.0,31.0,0,4.0,65.0,2.0,1.0,,3.0
2021-22,9576085,4,6,Tottenham_Hotspur,Away,858195,199249,Sergio Reguilón,sergio-reguilon,D,False,1.0,,,11.0,5.0,15.0,,1.0,4.0,,,,1.0,,,1.0,5.0,4.0,,,,,,,,,2.0,1.0,,90.0,,2.0,,,,,17.0,,6.4,,,,3.0,3.0,3.0,,2.0,,19.0,7.0,23.0,0,2.0,52.0,1.0,1.0,,1.0
2021-22,9576085,4,6,Tottenham_Hotspur,Away,859901,209042,Oliver Skipp,oliver-skipp,M,False,,,1.0,11.0,20.0,31.0,1.0,1.0,4.0,,,,2.0,,,,4.0,4.0,,,1.0,,,,,,1.0,,,90.0,,1.0,,,,,6.0,,6.5,,,,,2.0,,,3.0,,14.0,22.0,36.0,0,,43.0,1.0,1.0,2.0,
2021-22,9576085,4,6,Tottenham_Hotspur,Away,910026,436234,Bryan Gil,bryan-gil,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576085,4,6,Tottenham_Hotspur,Away,966554,,Dilan Markanday,dilan-markanday,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576085,4,6,Tottenham_Hotspur,Away,970365,209418,Tobi Omole,tobi-omole,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576085,4,6,Tottenham_Hotspur,Away,998772,490145,Dane Scarlett,dane-scarlett,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576161,5,6,Tottenham_Hotspur,Home,9048,37915,Hugo Lloris,hugo-lloris,G,False,,,4.0,2.0,15.0,17.0,,1.0,4.0,,,,,,,,,1.0,,,,,,,,,,,,90.0,,,,,,,8.0,,7.0,6.0,6.0,,1.0,,,,12.0,,9.0,16.0,25.0,0,,34.0,,,,
2021-22,9576161,5,6,Tottenham_Hotspur,Home,94758,115556,Ben Davies,ben-davies,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
