season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2022-23,10385518,1,6,Tottenham_Hotspur,Home,566102,173904,Davinson Sánchez,davinson-sanchez,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385518,1,6,Tottenham_Hotspur,Home,580550,171101,Clément Lenglet,clement-lenglet,D,True,,,1.0,1.0,5.0,6.0,,1.0,,,,,,,,,,1.0,,,0.0015683,0.0,0.0,,,,,,,,,,8.0,,,,,,,,,1.0,,6.7,,,,1.0,,,,1.0,,1.0,5.0,6.0,0,,9.0,1.0,,,
2022-23,10385518,1,6,Tottenham_Hotspur,Home,791190,202993,Rodrigo Bentancur,rodrigo-bentancur,M,False,,,5.0,28.0,28.0,56.0,1.0,,10.0,,,,,,,,3.0,7.0,,,0.0290093,0.0,0.0,2.0,,,,,,1.0,,,86.0,,,,,,,,,7.0,,7.4,,,,2.0,2.0,1.0,,7.0,,34.0,29.0,62.0,0,5.0,75.0,,,2.0,4.0
2022-23,10385518,1,6,Tottenham_Hotspur,Home,829932,221632,Cristian Romero,cristian-romero,D,False,,,8.0,24.0,39.0,63.0,2.0,4.0,7.0,,,,1.0,,,,4.0,5.0,,,0.0147359,0.2483,0.0,1.0,,,,,,1.0,,,90.0,,,,,,,,,11.0,,7.0,,,2.0,2.0,1.0,,,11.0,,29.0,45.0,74.0,2,,81.0,,,1.0,
2022-23,10385518,1,6,Tottenham_Hotspur,Home,836698,184349,Ryan Sessegnon,ryan-sessegnon,D,False,,,,11.0,11.0,22.0,,2.0,2.0,,,1.0,,,,1.0,2.0,4.0,,,0.010945,0.4133,0.2652,1.0,,1.0,,,,,,,66.0,1.0,,,,,,,,14.0,,7.2,,,,2.0,,4.0,,2.0,1.0,18.0,16.0,30.0,2,2.0,59.0,1.0,,,2.0
2022-23,10385518,1,6,Tottenham_Hotspur,Home,844842,227127,Yves Bissouma,yves-bissouma,M,True,,,,,4.0,4.0,,,,,,,,,,1.0,2.0,1.0,,,3.185e-05,0.0211,0.0,1.0,,,,,,,1.0,,8.0,,1.0,,,,,,,2.0,,6.8,,,1.0,,,,,,,,5.0,5.0,1,1.0,9.0,,,,1.0
2022-23,10385518,1,6,Tottenham_Hotspur,Home,856123,241157,Emerson Royal,emerson-royal,D,False,,,2.0,20.0,23.0,43.0,,,6.0,,,1.0,1.0,,,,4.0,7.0,,,0.122661,0.1821,0.0,3.0,1.0,,,,,,2.0,,87.0,,1.0,,,,,,,13.0,,7.9,,,2.0,2.0,2.0,3.0,,5.0,,27.0,26.0,50.0,3,3.0,74.0,3.0,2.0,2.0,1.0
2022-23,10385518,1,6,Tottenham_Hotspur,Home,910026,436234,Bryan Gil,bryan-gil,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385518,1,6,Tottenham_Hotspur,Home,928124,445044,Dejan Kulusevski,dejan-kulusevski,M,False,1.0,,1.0,26.0,11.0,36.0,,,8.0,1.0,,1.0,3.0,,,,6.0,5.0,,,0.633874,0.1042,0.5717,,1.0,1.0,,,,,3.0,,86.0,1.0,,,,,,,,12.0,,8.4,,,,,4.0,3.0,,1.0,1.0,31.0,11.0,39.0,2,4.0,60.0,4.0,,1.0,
2022-23,10385518,1,6,Tottenham_Hotspur,Home,945798,232859,Djed Spence,djed-spence,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385525,2,6,Tottenham_Hotspur,Away,9048,37915,Hugo Lloris,hugo-lloris,G,False,,,3.0,1.0,25.0,26.0,,,4.0,,,,,,,,,,,,0.00051828,0.0,0.0,,,,-0.9347,,,,,,90.0,,,,,,,,,1.0,,6.2,1.0,1.0,,1.0,,,,4.0,,2.0,25.0,27.0,0,,32.0,,,,
2022-23,10385525,2,6,Tottenham_Hotspur,Away,19314,40383,Fraser Forster,fraser-forster,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385525,2,6,Tottenham_Hotspur,Away,38710,45034,Ivan Perišić,ivan-perisic,M,True,2.0,,,4.0,1.0,3.0,1.0,,2.0,1.0,,,,,,,3.0,,,,0.256812,0.0,0.0,,1.0,,,,,1.0,2.0,,11.0,,,,,,,,,8.0,,7.3,,,,,2.0,5.0,,,,7.0,2.0,4.0,0,,14.0,,,,
2022-23,10385525,2,6,Tottenham_Hotspur,Away,94758,115556,Ben Davies,ben-davies,D,False,,,,5.0,18.0,23.0,3.0,4.0,,,,,2.0,,,,7.0,8.0,,,0.011373,0.0845,0.1523,1.0,1.0,,,,,1.0,1.0,,90.0,1.0,,,,,,,,12.0,,7.0,,,,8.0,1.0,,,2.0,,11.0,21.0,32.0,1,4.0,52.0,1.0,,,
2022-23,10385525,2,6,Tottenham_Hotspur,Away,108579,78830,Harry Kane,harry-kane,F,False,,,4.0,6.0,8.0,14.0,4.0,3.0,,2.0,1.0,,,,,3.0,8.0,7.0,,,0.0538915,0.4997,0.6971,1.0,,1.0,,,,,3.0,,90.0,1.0,,,,,,,,10.0,,7.8,,,2.0,1.0,,,,4.0,,9.0,8.0,17.0,3,1.0,37.0,4.0,3.0,,1.0
2022-23,10385525,2,6,Tottenham_Hotspur,Away,111505,85971,Son Heung-min,son-heung-min,F,False,1.0,,,6.0,3.0,8.0,,1.0,3.0,,1.0,1.0,1.0,,,1.0,4.0,3.0,,,0.0236634,0.2101,0.2088,,,,,,,1.0,1.0,,79.0,1.0,,,,,,,,12.0,,6.3,,,,2.0,2.0,3.0,,,,9.0,6.0,12.0,2,1.0,29.0,3.0,1.0,,
2022-23,10385525,2,6,Tottenham_Hotspur,Away,143047,87835,Matt Doherty,matt-doherty,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385525,2,6,Tottenham_Hotspur,Away,146101,93264,Eric Dier,eric-dier,D,False,,,6.0,9.0,47.0,56.0,1.0,5.0,8.0,,,1.0,1.0,,,2.0,4.0,6.0,,,0.00359997,0.0029,0.0,,,,,,,5.0,,,90.0,,1.0,,,,,,,17.0,,6.8,,,,2.0,,,,14.0,,15.0,55.0,70.0,1,1.0,84.0,1.0,,,1.0
2022-23,10385525,2,6,Tottenham_Hotspur,Away,149593,132015,Pierre-Emile Højbjerg,pierre-emile-hjbjerg,M,False,,,2.0,11.0,23.0,34.0,1.0,,7.0,1.0,,,,,,2.0,3.0,4.0,,,0.178067,0.0446,0.5372,,,1.0,,,,,1.0,,90.0,1.0,3.0,,,,,,,7.0,,8.1,,,,6.0,,,,3.0,,14.0,24.0,38.0,1,4.0,56.0,,,,3.0
2022-23,10385525,2,6,Tottenham_Hotspur,Away,149710,95715,Lucas Moura,lucas-moura,F,True,,,,1.0,3.0,4.0,,1.0,1.0,,,,,,,,1.0,2.0,,,0.00061188,0.0,0.0,,,,,,,1.0,,,8.0,,,,,,,,,3.0,,6.6,,,,,2.0,,,1.0,,1.0,4.0,5.0,0,,10.0,1.0,,1.0,
2022-23,10385525,2,6,Tottenham_Hotspur,Away,566102,173904,Davinson Sánchez,davinson-sanchez,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385525,2,6,Tottenham_Hotspur,Away,791190,202993,Rodrigo Bentancur,rodrigo-bentancur,M,False,,,1.0,9.0,18.0,27.0,,1.0,6.0,,,,1.0,,,,6.0,5.0,,,0.00648269,0.0,0.0,3.0,,,,,,1.0,,,79.0,,2.0,,,,,,,12.0,,6.8,,,,2.0,3.0,,,2.0,,15.0,22.0,37.0,0,3.0,51.0,,,1.0,2.0
2022-23,10385525,2,6,Tottenham_Hotspur,Away,829932,221632,Cristian Romero,cristian-romero,D,False,,,2.0,11.0,26.0,37.0,,,8.0,,,,2.0,,,2.0,5.0,11.0,,,0.00447829,0.0,0.0,,,,,,,1.0,,,90.0,,1.0,,,,,,,10.0,,7.1,,,,5.0,4.0,,,3.0,,12.0,31.0,43.0,0,7.0,68.0,1.0,1.0,3.0,3.0
2022-23,10385525,2,6,Tottenham_Hotspur,Away,836693,199584,Japhet Tanganga,japhet-tanganga,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385525,2,6,Tottenham_Hotspur,Away,836698,184349,Ryan Sessegnon,ryan-sessegnon,D,False,,,,2.0,4.0,6.0,2.0,1.0,3.0,,1.0,,2.0,,,1.0,9.0,2.0,,,0.00206446,0.123,0.0621,2.0,,,,,,1.0,,,57.0,1.0,,,,,,,,8.0,,5.8,,,,2.0,2.0,,,,,2.0,8.0,10.0,1,,30.0,,1.0,,
2022-23,10385525,2,6,Tottenham_Hotspur,Away,840217,212319,Richarlison,richarlison,F,True,,,,1.0,3.0,4.0,,,1.0,,,,,,,1.0,2.0,,,,0.00228996,0.0,0.0,,,,,,,,,,33.0,,,,,,,,,8.0,,6.2,,,,,1.0,,,1.0,1.0,3.0,4.0,7.0,0,,15.0,3.0,,,
2022-23,10385525,2,6,Tottenham_Hotspur,Away,844842,227127,Yves Bissouma,yves-bissouma,M,True,,,,,4.0,4.0,,,,,,1.0,1.0,,,,1.0,,,,6.39e-05,0.0429,0.0,,,,,,,,,,11.0,,,,,,,,,,,6.3,,,,,,,,,,,4.0,4.0,1,,6.0,,,,
2022-23,10385525,2,6,Tottenham_Hotspur,Away,856123,241157,Emerson Royal,emerson-royal,D,False,,,1.0,7.0,9.0,16.0,1.0,,5.0,,,,1.0,,,,2.0,4.0,,,0.00771397,0.0,0.0,,,,,,,3.0,,,82.0,,,,,,,,,14.0,,6.9,,,,3.0,,3.0,,1.0,,11.0,15.0,23.0,0,3.0,50.0,3.0,1.0,,1.0
2022-23,10385525,2,6,Tottenham_Hotspur,Away,910026,436234,Bryan Gil,bryan-gil,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385525,2,6,Tottenham_Hotspur,Away,928124,445044,Dejan Kulusevski,dejan-kulusevski,M,False,,,,4.0,3.0,7.0,1.0,,4.0,,,,,,,2.0,7.0,4.0,,,0.0122895,0.0,0.0,2.0,,,,,,,,,90.0,,,,,,,,,10.0,,6.4,,,,,4.0,1.0,,,,8.0,4.0,11.0,0,1.0,23.0,1.0,1.0,2.0,1.0
2022-23,10385739,3,6,Tottenham_Hotspur,Home,9048,37915,Hugo Lloris,hugo-lloris,G,False,,1.0,7.0,3.0,21.0,24.0,,,11.0,,,,,,,,,,,,0.00363246,0.0,0.0,,,,0.4929,1.0,,,,,90.0,,,,,,,,,6.0,,7.4,1.0,3.0,,,,,1.0,13.0,,9.0,21.0,30.0,0,,39.0,,,,
2022-23,10385739,3,6,Tottenham_Hotspur,Home,19314,40383,Fraser Forster,fraser-forster,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385739,3,6,Tottenham_Hotspur,Home,38710,45034,Ivan Perišić,ivan-perisic,M,False,2.0,,,17.0,9.0,24.0,1.0,1.0,5.0,1.0,,,2.0,,,1.0,8.0,7.0,,,0.586243,0.0,0.0,2.0,1.0,,,,,,3.0,,76.0,,,,,,,,,18.0,,7.5,,,,1.0,3.0,5.0,,1.0,2.0,25.0,10.0,30.0,0,5.0,52.0,5.0,,1.0,2.0
2022-23,10385739,3,6,Tottenham_Hotspur,Home,94758,115556,Ben Davies,ben-davies,D,False,,,2.0,19.0,28.0,47.0,1.0,,3.0,,,,,,,,1.0,1.0,,,0.0167682,0.0,0.0,,,,,,,,,,90.0,,1.0,,,,,,,12.0,,7.0,,,,4.0,,1.0,,6.0,,26.0,31.0,56.0,0,,69.0,1.0,1.0,,
2022-23,10385739,3,6,Tottenham_Hotspur,Home,108579,78830,Harry Kane,harry-kane,F,False,1.0,,2.0,12.0,6.0,17.0,2.0,1.0,3.0,,,1.0,2.0,,,2.0,7.0,2.0,,,0.134681,0.9384,0.9865,,,1.0,,,1.0,,2.0,,90.0,2.0,,,,,,,,9.0,,7.4,,,1.0,,1.0,1.0,,3.0,,16.0,6.0,21.0,4,,33.0,2.0,1.0,,
2022-23,10385739,3,6,Tottenham_Hotspur,Home,111505,85971,Son Heung-min,son-heung-min,F,False,1.0,,,11.0,3.0,13.0,,,2.0,,,,,,,2.0,6.0,2.0,,,0.0141482,0.3288,0.0876,2.0,,,,,1.0,1.0,1.0,,76.0,1.0,,,,,,,,16.0,,7.0,,,2.0,,2.0,7.0,,,,21.0,3.0,17.0,3,,39.0,1.0,2.0,,
2022-23,10385739,3,6,Tottenham_Hotspur,Home,143047,87835,Matt Doherty,matt-doherty,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385739,3,6,Tottenham_Hotspur,Home,146101,93264,Eric Dier,eric-dier,D,False,,,10.0,20.0,42.0,62.0,1.0,,5.0,,,,,,,,2.0,1.0,,,0.00840836,0.0,0.0,1.0,,,,,,1.0,,,90.0,,1.0,,,,,,,9.0,,7.4,,,,4.0,,,,13.0,,26.0,43.0,69.0,0,1.0,78.0,1.0,,,
2022-23,10385739,3,6,Tottenham_Hotspur,Home,149593,132015,Pierre-Emile Højbjerg,pierre-emile-hjbjerg,M,False,,,6.0,38.0,28.0,66.0,,,6.0,,,,2.0,,,1.0,4.0,4.0,,,0.0294172,0.0524,0.1274,1.0,,,,,,1.0,,,90.0,1.0,2.0,,,,,,,8.0,,7.2,,,,1.0,1.0,,,6.0,,40.0,29.0,69.0,1,2.0,86.0,4.0,1.0,1.0,
2022-23,10385739,3,6,Tottenham_Hotspur,Home,149710,95715,Lucas Moura,lucas-moura,F,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385739,3,6,Tottenham_Hotspur,Home,566102,173904,Davinson Sánchez,davinson-sanchez,D,False,,,1.0,7.0,27.0,34.0,,2.0,1.0,,,,,,,,1.0,5.0,,,0.00990765,0.1821,0.0,1.0,,,,,,,,,90.0,,2.0,,,,,,,5.0,,7.5,,,1.0,5.0,,,,4.0,,10.0,28.0,38.0,1,3.0,54.0,1.0,,,2.0
2022-23,10385739,3,6,Tottenham_Hotspur,Home,580550,171101,Clément Lenglet,clement-lenglet,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385739,3,6,Tottenham_Hotspur,Home,791190,202993,Rodrigo Bentancur,rodrigo-bentancur,M,False,,,1.0,27.0,21.0,48.0,,,5.0,,,,,,,,,3.0,,,0.0189936,0.0,0.0,,,,,,,,,,90.0,,3.0,,,,,,,5.0,,7.3,,,,1.0,1.0,,,3.0,,30.0,22.0,52.0,0,2.0,65.0,1.0,,1.0,2.0
2022-23,10385739,3,6,Tottenham_Hotspur,Home,836693,199584,Japhet Tanganga,japhet-tanganga,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385739,3,6,Tottenham_Hotspur,Home,836698,184349,Ryan Sessegnon,ryan-sessegnon,D,True,,,,,2.0,2.0,1.0,,3.0,,,,1.0,,,,2.0,,,,0.00022498,0.0,0.0,,,,,,,,,,14.0,,,,,,,,,3.0,,6.4,,,,,,,,,,1.0,3.0,4.0,0,,8.0,,,,
2022-23,10385739,3,6,Tottenham_Hotspur,Home,840217,212319,Richarlison,richarlison,F,True,,,,3.0,3.0,6.0,1.0,,4.0,,,,,,,1.0,3.0,4.0,,,0.0052434,0.0681,0.0,,,,,,,,,,14.0,,,,,,,,,5.0,,6.8,,,1.0,,3.0,,,,,4.0,4.0,8.0,1,2.0,16.0,1.0,,2.0,
2022-23,10385739,3,6,Tottenham_Hotspur,Home,844842,227127,Yves Bissouma,yves-bissouma,M,True,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,1.0,,9.0,,,,,,,,,,,6.6,,,,,,,,,,,,,0,,1.0,,,,
2022-23,10385739,3,6,Tottenham_Hotspur,Home,856123,241157,Emerson Royal,emerson-royal,D,False,1.0,,,22.0,20.0,41.0,1.0,1.0,6.0,,,1.0,,,,1.0,3.0,6.0,,,0.0390236,0.1131,0.0,1.0,,,,,,1.0,,,90.0,,,,,,,,,11.0,,7.2,,,,1.0,1.0,5.0,,2.0,,29.0,21.0,45.0,1,3.0,75.0,2.0,1.0,1.0,2.0
2022-23,10385739,3,6,Tottenham_Hotspur,Home,910026,436234,Bryan Gil,bryan-gil,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385739,3,6,Tottenham_Hotspur,Home,928124,445044,Dejan Kulusevski,dejan-kulusevski,M,False,1.0,,1.0,22.0,6.0,27.0,1.0,,2.0,,,,2.0,,,2.0,9.0,3.0,,,0.163408,0.0,0.0,2.0,,,,,,,3.0,,86.0,,,,,,,,,14.0,,6.7,,,,,3.0,3.0,,1.0,,28.0,8.0,33.0,0,,46.0,2.0,2.0,1.0,
2022-23,10385551,4,6,Tottenham_Hotspur,Away,9048,37915,Hugo Lloris,hugo-lloris,G,False,,1.0,7.0,3.0,18.0,21.0,,,13.0,,,,,,,,,,,,0.00041539,0.0,0.0,,,,0.03,2.0,,,,,90.0,,,,,,,,,12.0,1.0,7.4,,1.0,,3.0,,,1.0,18.0,,8.0,24.0,32.0,0,,47.0,,,,
2022-23,10385551,4,6,Tottenham_Hotspur,Away,19314,40383,Fraser Forster,fraser-forster,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385551,4,6,Tottenham_Hotspur,Away,38710,45034,Ivan Perišić,ivan-perisic,M,False,,,1.0,6.0,7.0,13.0,1.0,1.0,2.0,,,,2.0,,,1.0,6.0,5.0,,,0.057302,0.0281,0.0,1.0,,,,,,1.0,,,74.0,,,,,,,,,11.0,,6.7,,,1.0,1.0,2.0,2.0,,2.0,,10.0,11.0,19.0,1,3.0,39.0,,,1.0,2.0
2022-23,10385551,4,6,Tottenham_Hotspur,Away,94758,115556,Ben Davies,ben-davies,D,False,,,3.0,10.0,19.0,29.0,1.0,2.0,2.0,,,,1.0,,,,3.0,3.0,,,0.00534129,0.0529,0.0,1.0,,,,,,3.0,,,90.0,,1.0,,,,,,,4.0,,7.3,,,1.0,3.0,,,,3.0,,10.0,23.0,33.0,1,1.0,43.0,,,,1.0
2022-23,10385551,4,6,Tottenham_Hotspur,Away,108579,78830,Harry Kane,harry-kane,F,False,2.0,,4.0,17.0,5.0,20.0,5.0,1.0,3.0,,1.0,1.0,1.0,,,1.0,11.0,5.0,,,0.0971924,1.4067,2.3189,2.0,,2.0,,,,,3.0,,90.0,4.0,2.0,,,,1.0,,,18.0,,8.4,,,1.0,,4.0,3.0,,5.0,1.0,21.0,11.0,29.0,6,,55.0,4.0,3.0,1.0,
2022-23,10385551,4,6,Tottenham_Hotspur,Away,111505,85971,Son Heung-min,son-heung-min,F,False,,,2.0,8.0,3.0,11.0,2.0,,1.0,,,,,,,3.0,6.0,1.0,,,0.0215933,0.1706,0.0181,1.0,,,,,,,3.0,,74.0,1.0,,,,,,,,12.0,,6.7,,,1.0,,1.0,1.0,,2.0,1.0,12.0,5.0,16.0,2,,26.0,2.0,1.0,,
2022-23,10385551,4,6,Tottenham_Hotspur,Away,143047,87835,Matt Doherty,matt-doherty,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385551,4,6,Tottenham_Hotspur,Away,146101,93264,Eric Dier,eric-dier,D,False,,,,6.0,45.0,51.0,,2.0,3.0,,,,,,,,1.0,2.0,,,0.00154324,0.0,0.0,1.0,,,,,,1.0,,,90.0,,1.0,,,,,,,8.0,,6.9,,,,1.0,,,,4.0,,8.0,51.0,59.0,0,,64.0,,,,
2022-23,10385551,4,6,Tottenham_Hotspur,Away,149593,132015,Pierre-Emile Højbjerg,pierre-emile-hjbjerg,M,False,1.0,,2.0,18.0,37.0,54.0,,1.0,9.0,,,,1.0,,,,4.0,6.0,,,0.212872,0.0908,0.0,3.0,,,,,,5.0,3.0,,90.0,,1.0,,,,,,,12.0,,8.0,,,1.0,1.0,2.0,1.0,,5.0,,22.0,45.0,66.0,1,1.0,80.0,,2.0,2.0,
2022-23,10385551,4,6,Tottenham_Hotspur,Away,566102,173904,Davinson Sánchez,davinson-sanchez,D,False,,,,8.0,41.0,49.0,,3.0,5.0,,,,,,,,1.0,7.0,,,0.00182619,0.0,0.0,1.0,,,,,,2.0,,,90.0,,,,,,,,,10.0,,7.5,,,,10.0,,,,5.0,,10.0,48.0,58.0,0,3.0,76.0,1.0,1.0,,1.0
2022-23,10385551,4,6,Tottenham_Hotspur,Away,580550,171101,Clément Lenglet,clement-lenglet,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385551,4,6,Tottenham_Hotspur,Away,791190,202993,Rodrigo Bentancur,rodrigo-bentancur,M,False,,,,9.0,35.0,44.0,2.0,2.0,7.0,,,,1.0,,,,4.0,4.0,,,0.00324707,0.0,0.0,,,,,,,2.0,,,89.0,,1.0,,,,,,,9.0,,6.8,,,,2.0,2.0,,,1.0,,11.0,39.0,50.0,0,1.0,61.0,1.0,,1.0,
