season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2016-17,7089876,1,6,Tottenham_Hotspur,Away,108579,78830.0,Harry Kane,harry-kane,F,False,,,1.0,14.0,3.0,17.0,7.0,,2.0,,,,2.0,,,,10.0,1.0,,,2.0,,,,,1.0,1.0,,90.0,,,,,,,,14.0,,6.4,,,,,,1.0,,1.0,,20.0,4.0,23.0,0,,36.0,6.0,1.0,,
2016-17,7089876,1,6,Tottenham_Hotspur,Away,122702,62974.0,Erik Lamela,erik-lamela,M,False,,,1.0,30.0,5.0,35.0,1.0,1.0,2.0,,,,3.0,,,5.0,10.0,7.0,,,1.0,,1.0,,1.0,1.0,,,90.0,2.0,,,,,,,18.0,,7.4,,,1.0,,3.0,2.0,,2.0,,43.0,5.0,46.0,3,2.0,68.0,,2.0,3.0,2.0
2016-17,7089876,1,6,Tottenham_Hotspur,Away,146101,93264.0,Eric Dier,eric-dier,D,False,,,3.0,8.0,17.0,25.0,1.0,1.0,,,,,,,,,2.0,3.0,,,,,,,,1.0,,,56.0,,1.0,,,,,,5.0,,6.8,,,,2.0,1.0,1.0,,5.0,,10.0,19.0,28.0,0,2.0,37.0,,,,2.0
2016-17,7089876,1,6,Tottenham_Hotspur,Away,198028,108823.0,Dele Alli,dele-alli,M,False,,,4.0,28.0,4.0,32.0,1.0,,3.0,,,,1.0,,,2.0,9.0,3.0,,,1.0,,,,,,1.0,,90.0,,,,,,,,13.0,,6.3,,,1.0,,5.0,,,4.0,,33.0,5.0,38.0,1,1.0,50.0,1.0,1.0,1.0,1.0
2016-17,7089876,1,6,Tottenham_Hotspur,Away,339901,165990.0,Vincent Janssen,vincent-janssen,F,True,1.0,,,5.0,,4.0,1.0,,,,1.0,1.0,,,,2.0,7.0,2.0,,,4.0,,,,,,1.0,,34.0,1.0,,,,,,,5.0,,6.3,,,,,,2.0,,,,7.0,,5.0,2,1.0,15.0,1.0,1.0,,
2016-17,7089876,1,6,Tottenham_Hotspur,Away,361332,168765.0,Joshua Onomah,joshua-onomah,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7089876,1,6,Tottenham_Hotspur,Away,545780,157668.0,Harry Winks,harry-winks,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7089876,1,6,Tottenham_Hotspur,Away,795972,168763.0,Cameron Carter-Vickers,cameron-carter-vickers,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090030,2,6,Tottenham_Hotspur,Home,16586,38290.0,Danny Rose,danny-rose,D,False,,,5.0,24.0,13.0,37.0,,,5.0,,,,,,,,8.0,12.0,,,3.0,,,,,2.0,,,90.0,,,,,,,,21.0,,7.6,,,,5.0,5.0,2.0,,6.0,,33.0,15.0,46.0,0,9.0,85.0,2.0,3.0,,6.0
2016-17,7090030,2,6,Tottenham_Hotspur,Home,16921,39194.0,Jan Vertonghen,jan-vertonghen,D,False,,,8.0,8.0,39.0,47.0,1.0,1.0,2.0,,,,,,,1.0,3.0,3.0,,,1.0,,,,,2.0,,,90.0,,1.0,,,,,,8.0,,7.6,,,,11.0,1.0,,,10.0,,13.0,41.0,54.0,0,1.0,75.0,,,1.0,1.0
2016-17,7090030,2,6,Tottenham_Hotspur,Home,16944,39215.0,Michel Vorm,michel-vorm,G,False,,,8.0,4.0,12.0,16.0,,,12.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,9.0,,7.3,1.0,2.0,,,,,,17.0,,10.0,15.0,25.0,0,,36.0,,,,
2016-17,7090030,2,6,Tottenham_Hotspur,Home,44567,58791.0,Ryan Mason,ryan-mason,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090030,2,6,Tottenham_Hotspur,Home,44575,55605.0,Toby Alderweireld,toby-alderweireld,D,False,,,4.0,15.0,18.0,33.0,,1.0,7.0,,1.0,,1.0,,,,3.0,2.0,,,,,,,,1.0,,,90.0,1.0,,,,,,,11.0,,6.9,,,1.0,7.0,2.0,,,8.0,,23.0,19.0,42.0,2,1.0,58.0,,,,1.0
2016-17,7090030,2,6,Tottenham_Hotspur,Home,44614,58621.0,Kyle Walker,kyle-walker,D,False,,,3.0,17.0,12.0,29.0,1.0,5.0,3.0,,,,1.0,,,1.0,3.0,10.0,,,,,,,,1.0,,,90.0,,,,,,,,15.0,,7.4,,,,7.0,3.0,1.0,,6.0,,25.0,16.0,40.0,0,2.0,62.0,,,3.0,2.0
2016-17,7090030,2,6,Tottenham_Hotspur,Home,45956,54756.0,Victor Wanyama,victor-wanyama,M,False,,,3.0,26.0,24.0,50.0,1.0,1.0,3.0,,,,3.0,,,1.0,10.0,6.0,,,3.0,,1.0,,,,,,90.0,1.0,1.0,,,,,,10.0,,7.4,,,1.0,5.0,3.0,2.0,,3.0,,31.0,25.0,54.0,2,3.0,74.0,1.0,1.0,1.0,3.0
2016-17,7090030,2,6,Tottenham_Hotspur,Home,94758,115556.0,Ben Davies,ben-davies,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090030,2,6,Tottenham_Hotspur,Home,105734,80607.0,Christian Eriksen,christian-eriksen,M,False,1.0,,1.0,13.0,8.0,20.0,1.0,,4.0,,1.0,1.0,3.0,,,1.0,7.0,2.0,,,2.0,,,,,1.0,1.0,,68.0,,,,,,,,16.0,,6.1,,,,1.0,1.0,7.0,,3.0,,26.0,9.0,28.0,1,1.0,44.0,1.0,,1.0,1.0
2016-17,7090030,2,6,Tottenham_Hotspur,Home,108579,78830.0,Harry Kane,harry-kane,F,False,,,1.0,17.0,3.0,20.0,2.0,2.0,6.0,1.0,,2.0,1.0,,,1.0,5.0,5.0,,,,1.0,,,,,2.0,,89.0,1.0,,,,,,,12.0,,7.4,,,3.0,,2.0,,,2.0,,24.0,5.0,29.0,6,2.0,43.0,,,1.0,2.0
2016-17,7090030,2,6,Tottenham_Hotspur,Home,122702,62974.0,Erik Lamela,erik-lamela,M,False,5.0,,1.0,28.0,10.0,33.0,,,3.0,1.0,,1.0,,,,3.0,8.0,4.0,,,2.0,,,,,,6.0,,89.0,,,,,,,,21.0,,7.5,,,,,4.0,8.0,,1.0,,38.0,11.0,41.0,1,2.0,72.0,1.0,1.0,1.0,
2016-17,7090030,2,6,Tottenham_Hotspur,Home,146101,93264.0,Eric Dier,eric-dier,D,False,,,2.0,17.0,21.0,38.0,,,7.0,,,2.0,2.0,,,2.0,6.0,4.0,,,2.0,,,,,1.0,2.0,,90.0,,,,,,,,9.0,,7.0,,,1.0,3.0,,,,2.0,,21.0,24.0,45.0,3,4.0,61.0,,,,2.0
2016-17,7090030,2,6,Tottenham_Hotspur,Home,198028,108823.0,Dele Alli,dele-alli,M,True,,,,6.0,2.0,8.0,1.0,,,1.0,,,2.0,,,1.0,5.0,,,,1.0,,,,,,2.0,,22.0,,,,,,,,4.0,,6.6,,,1.0,,,,,,,7.0,2.0,9.0,1,,13.0,1.0,,,
2016-17,7090030,2,6,Tottenham_Hotspur,Home,339901,165990.0,Vincent Janssen,vincent-janssen,F,False,,,,17.0,3.0,20.0,1.0,2.0,3.0,,2.0,,,,,1.0,9.0,8.0,,,5.0,,,,,,2.0,,90.0,2.0,,,,,,,11.0,,6.5,,,2.0,1.0,2.0,1.0,,1.0,2.0,22.0,3.0,24.0,4,2.0,43.0,3.0,4.0,,2.0
2016-17,7090030,2,6,Tottenham_Hotspur,Home,361332,168765.0,Joshua Onomah,joshua-onomah,M,True,,,,2.0,,2.0,,1.0,,,,,,,,1.0,1.0,3.0,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,2.0,,,,,,2.0,,2.0,0,2.0,7.0,,,,2.0
2016-17,7090030,2,6,Tottenham_Hotspur,Home,769785,,Luke McGee,luke-mcgee,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090030,2,6,Tottenham_Hotspur,Home,795972,168763.0,Cameron Carter-Vickers,cameron-carter-vickers,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090030,2,6,Tottenham_Hotspur,Home,801460,93464.0,Tom Carroll,carroll-tom,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,0,,1.0,,,,
2016-17,7090025,3,6,Tottenham_Hotspur,Home,16586,38290.0,Danny Rose,danny-rose,D,False,,,1.0,15.0,8.0,23.0,,3.0,2.0,,,,,,,1.0,4.0,10.0,,,2.0,,1.0,,,,,,90.0,1.0,1.0,,,,,,17.0,,7.8,,,,6.0,3.0,2.0,,5.0,,25.0,8.0,31.0,1,3.0,64.0,1.0,2.0,2.0,3.0
2016-17,7090025,3,6,Tottenham_Hotspur,Home,16921,39194.0,Jan Vertonghen,jan-vertonghen,D,False,,,7.0,9.0,29.0,38.0,1.0,3.0,2.0,,,,,,,,3.0,5.0,,,2.0,,,,,1.0,,,90.0,,1.0,,,,,,16.0,,6.9,,,,6.0,,,,16.0,,19.0,34.0,53.0,0,1.0,67.0,,1.0,,1.0
2016-17,7090025,3,6,Tottenham_Hotspur,Home,16944,39215.0,Michel Vorm,michel-vorm,G,False,,2.0,10.0,4.0,22.0,26.0,,,12.0,,,,,,,,,1.0,,,,,,,,,,,90.0,,,,,1.0,,,16.0,,7.0,2.0,2.0,,2.0,,,3.0,26.0,,15.0,27.0,42.0,0,1.0,52.0,,,,1.0
2016-17,7090025,3,6,Tottenham_Hotspur,Home,44575,55605.0,Toby Alderweireld,toby-alderweireld,D,False,,,13.0,16.0,26.0,42.0,1.0,1.0,4.0,,,1.0,,,,,3.0,1.0,,,2.0,,,,,2.0,,,90.0,1.0,3.0,,,,,,11.0,,7.6,,,1.0,7.0,,,,20.0,,26.0,27.0,53.0,3,,70.0,,,,
2016-17,7090025,3,6,Tottenham_Hotspur,Home,44614,58621.0,Kyle Walker,kyle-walker,D,False,,,3.0,1.0,4.0,5.0,,,4.0,,,,,,,1.0,2.0,2.0,,,,,,,,1.0,,,28.0,,,,,,,,5.0,,6.6,,,,,1.0,,,4.0,,1.0,5.0,6.0,0,2.0,16.0,1.0,,,1.0
2016-17,7090025,3,6,Tottenham_Hotspur,Home,45956,54756.0,Victor Wanyama,victor-wanyama,M,False,,,4.0,19.0,17.0,36.0,1.0,1.0,9.0,,,,1.0,,,1.0,3.0,6.0,,,,,,,,2.0,2.0,,90.0,,,,,,,,10.0,,7.5,,,1.0,2.0,3.0,1.0,,5.0,,26.0,18.0,43.0,1,2.0,58.0,1.0,,3.0,1.0
2016-17,7090025,3,6,Tottenham_Hotspur,Home,94758,115556.0,Ben Davies,ben-davies,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090025,3,6,Tottenham_Hotspur,Home,105734,80607.0,Christian Eriksen,christian-eriksen,M,False,4.0,,2.0,24.0,5.0,25.0,,2.0,5.0,,,,2.0,,,4.0,7.0,4.0,,,,,,,,1.0,2.0,,89.0,1.0,,,,,,,21.0,,7.0,,,2.0,,1.0,7.0,,2.0,,37.0,7.0,37.0,3,2.0,61.0,1.0,,,1.0
2016-17,7090025,3,6,Tottenham_Hotspur,Home,108579,78830.0,Harry Kane,harry-kane,F,False,,,1.0,6.0,1.0,7.0,,4.0,2.0,,,,,,,2.0,4.0,8.0,,,1.0,,,,,,,,83.0,,,,,,,,20.0,,6.6,,,,1.0,1.0,1.0,,3.0,,21.0,1.0,21.0,0,,35.0,2.0,4.0,,
2016-17,7090025,3,6,Tottenham_Hotspur,Home,111505,85971.0,Son Heung-min,son-heung-min,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090025,3,6,Tottenham_Hotspur,Home,122702,62974.0,Erik Lamela,erik-lamela,M,False,,,2.0,22.0,6.0,28.0,2.0,1.0,6.0,,,,1.0,,,,4.0,7.0,,,1.0,1.0,,,,1.0,3.0,,90.0,1.0,,,1.0,,,,14.0,,7.5,,,,1.0,2.0,1.0,,2.0,,31.0,8.0,38.0,1,3.0,58.0,3.0,1.0,2.0,3.0
2016-17,7090025,3,6,Tottenham_Hotspur,Home,146101,93264.0,Eric Dier,eric-dier,D,False,1.0,,3.0,18.0,10.0,27.0,1.0,1.0,4.0,,,,,,,1.0,3.0,3.0,,,,,,,,2.0,2.0,,90.0,,1.0,,,,,,15.0,,7.2,,,,2.0,2.0,3.0,,4.0,1.0,25.0,13.0,35.0,0,1.0,57.0,1.0,,1.0,1.0
2016-17,7090025,3,6,Tottenham_Hotspur,Home,198028,108823.0,Dele Alli,dele-alli,M,False,,,4.0,18.0,18.0,36.0,,,5.0,,,1.0,1.0,,,1.0,4.0,14.0,,,1.0,,,,,,,,90.0,,,,,,,,11.0,,7.4,,,1.0,,4.0,1.0,,4.0,,24.0,19.0,42.0,2,4.0,64.0,1.0,7.0,3.0,3.0
2016-17,7090025,3,6,Tottenham_Hotspur,Home,339901,165990.0,Vincent Janssen,vincent-janssen,F,True,,,,8.0,1.0,9.0,,,3.0,,,,,,,,2.0,5.0,,,2.0,,,,,,,,62.0,,,,,,,,4.0,,6.8,,,,,,,,,,11.0,1.0,12.0,0,3.0,18.0,,2.0,,2.0
2016-17,7090025,3,6,Tottenham_Hotspur,Home,361332,168765.0,Joshua Onomah,joshua-onomah,M,True,,,,4.0,,4.0,,,,,,,,,,3.0,3.0,1.0,,,,,,,,,,,7.0,,,,,,,,6.0,,,,,,,1.0,1.0,,,1.0,7.0,,6.0,0,,11.0,,,1.0,
2016-17,7090025,3,6,Tottenham_Hotspur,Home,545780,157668.0,Harry Winks,harry-winks,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090025,3,6,Tottenham_Hotspur,Home,769785,,Luke McGee,luke-mcgee,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090025,3,6,Tottenham_Hotspur,Home,795972,168763.0,Cameron Carter-Vickers,cameron-carter-vickers,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090035,4,6,Tottenham_Hotspur,Away,9048,37915.0,Hugo Lloris,hugo-lloris,G,False,,,11.0,1.0,29.0,30.0,,,8.0,,,,,,,,,,,,,,,1.0,,,,,90.0,,,,,,,,4.0,1.0,7.2,1.0,2.0,,1.0,,,,14.0,,3.0,30.0,33.0,0,,42.0,,,,
2016-17,7090035,4,6,Tottenham_Hotspur,Away,16921,39194.0,Jan Vertonghen,jan-vertonghen,D,False,,,4.0,13.0,32.0,45.0,2.0,2.0,10.0,,,,,,,,3.0,4.0,,,1.0,,,,,,,,90.0,,4.0,,,,,,7.0,,7.6,,,,10.0,,,,9.0,,16.0,36.0,52.0,0,2.0,68.0,,,,1.0
2016-17,7090035,4,6,Tottenham_Hotspur,Away,16944,39215.0,Michel Vorm,michel-vorm,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090035,4,6,Tottenham_Hotspur,Away,27014,45268.0,Moussa Sissoko,moussa-sissoko,M,True,,,1.0,4.0,1.0,5.0,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,12.0,,,,,,,,2.0,,6.3,,,,,,2.0,,1.0,,6.0,1.0,5.0,0,,7.0,,,,
2016-17,7090035,4,6,Tottenham_Hotspur,Away,44575,55605.0,Toby Alderweireld,toby-alderweireld,D,False,,,7.0,19.0,24.0,43.0,,1.0,4.0,,,,,,,,,2.0,,,,,,,,2.0,1.0,,90.0,,2.0,,,,,,13.0,,7.8,,,1.0,7.0,,,,15.0,,32.0,24.0,56.0,1,,71.0,,1.0,,
2016-17,7090035,4,6,Tottenham_Hotspur,Away,44614,58621.0,Kyle Walker,kyle-walker,D,False,,,3.0,19.0,8.0,27.0,,1.0,6.0,,,,1.0,,,,5.0,4.0,,,3.0,1.0,,,,2.0,1.0,,90.0,,,,,,,,16.0,,7.4,,,,3.0,1.0,3.0,,6.0,,31.0,10.0,38.0,0,1.0,63.0,,2.0,,1.0
2016-17,7090035,4,6,Tottenham_Hotspur,Away,45956,54756.0,Victor Wanyama,victor-wanyama,M,False,,,2.0,13.0,16.0,29.0,2.0,1.0,7.0,,,1.0,,,,1.0,7.0,2.0,,,3.0,,,,,1.0,,,55.0,,,,,,,,7.0,,6.4,,,,3.0,1.0,,,3.0,,15.0,18.0,33.0,1,1.0,43.0,1.0,,,
2016-17,7090035,4,6,Tottenham_Hotspur,Away,69256,77794.0,Kieran Trippier,kieran-trippier,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090035,4,6,Tottenham_Hotspur,Away,94758,115556.0,Ben Davies,ben-davies,D,False,,,4.0,23.0,28.0,51.0,6.0,9.0,4.0,,,1.0,1.0,,,,9.0,12.0,,,3.0,,,,,5.0,1.0,,90.0,,1.0,,,,,,8.0,,7.3,,,,3.0,,,,5.0,,27.0,30.0,57.0,1,2.0,80.0,,1.0,,1.0
2016-17,7090035,4,6,Tottenham_Hotspur,Away,105734,80607.0,Christian Eriksen,christian-eriksen,M,False,1.0,,3.0,33.0,12.0,44.0,,1.0,5.0,1.0,,1.0,1.0,,,2.0,4.0,3.0,,,1.0,2.0,,,1.0,,5.0,,78.0,2.0,,,,,,,20.0,,8.4,,,,,2.0,6.0,,4.0,,51.0,12.0,57.0,3,,73.0,,,2.0,
2016-17,7090035,4,6,Tottenham_Hotspur,Away,108579,78830.0,Harry Kane,harry-kane,F,False,1.0,,2.0,10.0,1.0,10.0,3.0,,,,,1.0,,,,3.0,7.0,2.0,,,,,1.0,,,,,,73.0,1.0,,,,,,,13.0,,7.2,,,1.0,2.0,2.0,1.0,,3.0,,13.0,4.0,16.0,3,,31.0,3.0,1.0,1.0,
2016-17,7090035,4,6,Tottenham_Hotspur,Away,111505,85971.0,Son Heung-min,son-heung-min,F,False,,,,20.0,11.0,31.0,,,6.0,1.0,,,1.0,,,4.0,9.0,3.0,,,,1.0,2.0,,,,3.0,,90.0,2.0,,,,,,,18.0,,8.1,,,1.0,,5.0,2.0,,,,27.0,13.0,38.0,3,,58.0,1.0,2.0,1.0,
2016-17,7090035,4,6,Tottenham_Hotspur,Away,122702,62974.0,Erik Lamela,erik-lamela,M,True,,,1.0,18.0,4.0,22.0,,,1.0,,,,,,,1.0,2.0,1.0,,,1.0,,,,,,1.0,,35.0,1.0,,,,,,,10.0,,6.7,,,,,1.0,4.0,,1.0,,24.0,6.0,26.0,1,,35.0,1.0,,1.0,
2016-17,7090035,4,6,Tottenham_Hotspur,Away,146101,93264.0,Eric Dier,eric-dier,D,False,,,1.0,25.0,20.0,45.0,1.0,2.0,1.0,,,1.0,2.0,,,,4.0,3.0,,,1.0,,,,,1.0,,,90.0,,,,,,,,8.0,,6.6,,,,3.0,,,,3.0,,31.0,22.0,53.0,1,1.0,63.0,,1.0,,1.0
2016-17,7090035,4,6,Tottenham_Hotspur,Away,198028,108823.0,Dele Alli,dele-alli,M,False,,,5.0,26.0,12.0,38.0,1.0,,4.0,,1.0,2.0,5.0,,,1.0,9.0,5.0,,,3.0,,1.0,,,,3.0,,90.0,2.0,,,,,,,5.0,,7.0,,,1.0,,2.0,,,5.0,,27.0,13.0,40.0,5,1.0,54.0,,3.0,1.0,
2016-17,7090035,4,6,Tottenham_Hotspur,Away,339901,165990.0,Vincent Janssen,vincent-janssen,F,True,,,,5.0,1.0,6.0,,,,,,1.0,,,,2.0,4.0,1.0,,,1.0,,,,,,1.0,,17.0,,,,,,,,4.0,,6.5,,,,,2.0,,,,,5.0,1.0,6.0,1,,12.0,1.0,,1.0,
2016-17,7090035,4,6,Tottenham_Hotspur,Away,545780,157668.0,Harry Winks,harry-winks,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090035,4,6,Tottenham_Hotspur,Away,795972,168763.0,Cameron Carter-Vickers,cameron-carter-vickers,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090043,5,6,Tottenham_Hotspur,Home,9048,37915.0,Hugo Lloris,hugo-lloris,G,False,,,11.0,1.0,29.0,30.0,,,13.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,5.0,,7.1,1.0,1.0,,,,,,15.0,,4.0,30.0,34.0,0,,42.0,,,,
2016-17,7090043,5,6,Tottenham_Hotspur,Home,9865,39104.0,Mousa Dembélé,mousa-dembele,M,False,,,7.0,53.0,20.0,73.0,,,5.0,,,1.0,1.0,,,1.0,4.0,4.0,,,1.0,,,,,1.0,3.0,,74.0,1.0,,,,,,,6.0,,7.4,,,,,4.0,,,8.0,,55.0,22.0,77.0,2,,87.0,,1.0,3.0,
2016-17,7090043,5,6,Tottenham_Hotspur,Home,16921,39194.0,Jan Vertonghen,jan-vertonghen,D,False,,,3.0,35.0,16.0,51.0,,7.0,5.0,,,,,,,1.0,1.0,12.0,,,,,,,,2.0,,,90.0,,,,,,,,12.0,,7.8,,,,9.0,1.0,3.0,,6.0,,42.0,18.0,57.0,0,2.0,91.0,,2.0,1.0,2.0
2016-17,7090043,5,6,Tottenham_Hotspur,Home,16944,39215.0,Michel Vorm,michel-vorm,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090043,5,6,Tottenham_Hotspur,Home,27014,45268.0,Moussa Sissoko,moussa-sissoko,M,False,,,1.0,17.0,10.0,27.0,2.0,,4.0,,,2.0,3.0,,,,9.0,5.0,,,3.0,,,,,,1.0,,90.0,,,,,,,,17.0,,6.4,,,3.0,1.0,2.0,5.0,,1.0,,29.0,11.0,35.0,5,,58.0,2.0,4.0,1.0,
