season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2016-17,7089876,1,6,Tottenham_Hotspur,Away,9048,37915.0,Hugo Lloris,hugo-lloris,G,False,,1.0,1.0,,6.0,6.0,,,4.0,,,,,,,,,,,,,,,1.0,,,,,35.0,,,,,,,,3.0,,6.7,3.0,3.0,,1.0,,,1.0,4.0,,3.0,6.0,9.0,0,,16.0,,,,
2016-17,7089876,1,6,Tottenham_Hotspur,Away,16586,38290.0,Danny Rose,danny-rose,D,False,,,7.0,38.0,10.0,48.0,1.0,1.0,6.0,,,2.0,,,,1.0,3.0,7.0,,1.0,,,,,,4.0,,,90.0,,,,,,,,34.0,,7.1,,,,3.0,2.0,4.0,,16.0,,57.0,16.0,69.0,2,2.0,119.0,,3.0,1.0,1.0
2016-17,7089876,1,6,Tottenham_Hotspur,Away,16921,39194.0,Jan Vertonghen,jan-vertonghen,D,False,,,2.0,7.0,30.0,37.0,2.0,3.0,,,,,,,,,2.0,4.0,,,,,,,,2.0,,,90.0,,1.0,,,,,,6.0,,7.1,,,,9.0,1.0,,,2.0,,11.0,31.0,42.0,0,,56.0,1.0,,1.0,
2016-17,7089876,1,6,Tottenham_Hotspur,Away,16944,39215.0,Michel Vorm,michel-vorm,G,True,,,7.0,,16.0,16.0,,,4.0,,,,,,,,,,,,,,,1.0,,,,,55.0,,,,,,,,3.0,,7.1,1.0,2.0,,,,,,10.0,,2.0,17.0,19.0,0,,26.0,,,,
2016-17,7089876,1,6,Tottenham_Hotspur,Away,44567,58791.0,Ryan Mason,ryan-mason,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7089876,1,6,Tottenham_Hotspur,Away,44575,55605.0,Toby Alderweireld,toby-alderweireld,D,False,,,15.0,22.0,25.0,47.0,,,4.0,,,1.0,2.0,,,,2.0,4.0,,,,,,,,1.0,,,90.0,,,,,,,,15.0,,6.9,,,,1.0,2.0,1.0,,25.0,,34.0,28.0,61.0,1,2.0,71.0,,,2.0,2.0
2016-17,7089876,1,6,Tottenham_Hotspur,Away,44614,58621.0,Kyle Walker,kyle-walker,D,False,2.0,,4.0,25.0,15.0,38.0,,2.0,5.0,,,,,,,1.0,3.0,8.0,,,2.0,1.0,,,,1.0,3.0,,90.0,,,,,,,,20.0,,7.7,,,1.0,4.0,3.0,5.0,,8.0,,35.0,19.0,49.0,1,3.0,81.0,2.0,,3.0,2.0
2016-17,7089876,1,6,Tottenham_Hotspur,Away,45956,54756.0,Victor Wanyama,victor-wanyama,M,False,,,3.0,18.0,13.0,31.0,,2.0,6.0,,,,,,,,3.0,6.0,,,3.0,,,,,2.0,,,90.0,,,,,,,,8.0,,7.0,,,,2.0,1.0,,,4.0,,22.0,17.0,39.0,0,2.0,50.0,,1.0,1.0,1.0
2016-17,7089876,1,6,Tottenham_Hotspur,Away,94758,115556.0,Ben Davies,ben-davies,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7089876,1,6,Tottenham_Hotspur,Away,105734,80607.0,Christian Eriksen,christian-eriksen,M,False,1.0,,3.0,35.0,14.0,48.0,2.0,,4.0,,,1.0,1.0,,,5.0,12.0,5.0,,,1.0,,,,,2.0,2.0,,90.0,1.0,,,,,,,20.0,,6.8,,,1.0,,4.0,5.0,,3.0,,45.0,15.0,55.0,3,3.0,85.0,1.0,1.0,1.0,2.0
