season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2019-20,8243393,1,6,Tottenham_Hotspur,Home,9048,37915,Hugo Lloris,hugo-lloris,G,False,,,2.0,,7.0,7.0,,,3.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,6.6,2.0,3.0,,,,,,,2.0,,,7.0,7.0,0,,13.0,,,,
2019-20,8243393,1,6,Tottenham_Hotspur,Home,16586,38290,Danny Rose,danny-rose,D,False,2.0,,,33.0,10.0,41.0,2.0,1.0,6.0,1.0,,,,,2.0,11.0,7.0,1.0,,3.0,,,,,,4.0,,90.0,,,,,,,,,16.0,,6.5,,,,,,6.0,6.0,,1.0,,42.0,10.0,46.0,0,2.0,74.0,1.0,2.0,2.0,
2019-20,8243393,1,6,Tottenham_Hotspur,Home,27014,45268,Moussa Sissoko,moussa-sissoko,M,False,,,1.0,43.0,9.0,52.0,,,8.0,,1.0,2.0,1.0,,2.0,8.0,6.0,,,3.0,1.0,,,,,1.0,,90.0,,,,,,,,,15.0,,6.5,,,2.0,,,5.0,5.0,,2.0,,53.0,10.0,58.0,4,1.0,82.0,,2.0,3.0,
2019-20,8243393,1,6,Tottenham_Hotspur,Home,44575,55605,Toby Alderweireld,toby-alderweireld,D,False,,,10.0,34.0,41.0,75.0,2.0,4.0,6.0,,,,,,,3.0,5.0,,,1.0,,,,,1.0,2.0,,90.0,,1.0,,,,,,,8.0,,7.5,,,2.0,,2.0,,,,14.0,,41.0,42.0,83.0,2,1.0,90.0,,,,1.0
2019-20,8243393,1,6,Tottenham_Hotspur,Home,45956,54756,Victor Wanyama,victor-wanyama,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243393,1,6,Tottenham_Hotspur,Home,105697,80226,Serge Aurier,serge-aurier,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243393,1,6,Tottenham_Hotspur,Home,105734,80607,Christian Eriksen,christian-eriksen,M,True,1.0,,2.0,18.0,2.0,19.0,,,5.0,1.0,,1.0,,,,,,,,,,,,,1.0,3.0,,26.0,1.0,,,,,,,,12.0,,7.5,,,1.0,,,,8.0,,4.0,,29.0,3.0,24.0,3,,38.0,,,,
2019-20,8243393,1,6,Tottenham_Hotspur,Home,108579,78830,Harry Kane,harry-kane,F,False,,,2.0,16.0,1.0,17.0,2.0,1.0,1.0,,,3.0,,,3.0,9.0,2.0,,,3.0,,2.0,,,,2.0,,90.0,2.0,,,,,,,,10.0,,8.5,,,3.0,,,1.0,2.0,,2.0,1.0,22.0,1.0,21.0,8,1.0,37.0,,,,1.0
2019-20,8243393,1,6,Tottenham_Hotspur,Home,122702,62974,Erik Lamela,erik-lamela,M,False,3.0,,1.0,30.0,6.0,33.0,2.0,,5.0,,,2.0,,,3.0,6.0,6.0,,,,,,,,,2.0,,88.0,1.0,,,,,,,,19.0,,7.5,,,1.0,,,3.0,10.0,,1.0,,42.0,6.0,38.0,4,3.0,70.0,2.0,1.0,2.0,3.0
2019-20,8243393,1,6,Tottenham_Hotspur,Home,146101,93264,Eric Dier,eric-dier,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243393,1,6,Tottenham_Hotspur,Home,149710,95715,Lucas Moura,lucas-moura,F,False,,,,29.0,2.0,31.0,1.0,1.0,4.0,1.0,1.0,,,,1.0,5.0,3.0,,,,1.0,,,,,3.0,,90.0,1.0,,,,,,,,9.0,,6.8,,,2.0,,,4.0,1.0,,,,33.0,2.0,34.0,3,1.0,48.0,1.0,,1.0,
2019-20,8243393,1,6,Tottenham_Hotspur,Home,164343,102884,Paulo Gazzaniga,paulo-gazzaniga,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243393,1,6,Tottenham_Hotspur,Home,342909,168566,Georges-Kévin N'Koudou,georges-kevin-nkoudou,M,True,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1,,1.0,,,,
2019-20,8243393,1,6,Tottenham_Hotspur,Home,545780,157668,Harry Winks,harry-winks,M,False,,,8.0,52.0,27.0,79.0,,,5.0,,,,,,1.0,3.0,3.0,,,,,,,,,2.0,1.0,64.0,,,,,,,,,6.0,,7.2,,,1.0,,,3.0,,,8.0,,55.0,27.0,82.0,1,1.0,90.0,,1.0,1.0,1.0
2019-20,8243393,1,6,Tottenham_Hotspur,Home,566102,173904,Davinson Sánchez,davinson-sanchez,D,False,,,1.0,29.0,30.0,59.0,1.0,1.0,6.0,,1.0,,,,,1.0,2.0,,,,,,,,1.0,1.0,,90.0,1.0,,,,,,,,5.0,,6.8,,,1.0,,1.0,,,,3.0,,33.0,31.0,64.0,2,1.0,72.0,,,,1.0
2019-20,8243393,1,6,Tottenham_Hotspur,Home,823085,158534,Kyle Walker-Peters,kyle-walker-peters,D,False,,,2.0,47.0,18.0,65.0,2.0,2.0,6.0,,,1.0,1.0,,1.0,6.0,10.0,,,1.0,,,,,1.0,1.0,,90.0,,,,,,,,,16.0,,7.1,,,,,3.0,3.0,4.0,,5.0,,60.0,18.0,74.0,1,3.0,105.0,,3.0,2.0,3.0
2019-20,8243393,1,6,Tottenham_Hotspur,Home,845486,231372,Tanguy Ndombélé,tanguy-ndombele,M,False,,,1.0,41.0,6.0,47.0,,,4.0,,,,1.0,,2.0,5.0,3.0,,,2.0,,1.0,,,1.0,1.0,,89.0,1.0,,,,,,,,15.0,,7.3,,,1.0,,,,2.0,,2.0,,51.0,6.0,55.0,2,3.0,71.0,3.0,,,2.0
2019-20,8243393,1,6,Tottenham_Hotspur,Home,859901,209042,Oliver Skipp,oliver-skipp,M,True,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0,,1.0,,,,
2019-20,8243413,2,6,Tottenham_Hotspur,Away,9048,37915,Hugo Lloris,hugo-lloris,G,False,,,6.0,3.0,28.0,31.0,1.0,1.0,14.0,,,,,,,1.0,1.0,,,,,,1.0,,,,,90.0,,,,,,,,,11.0,1.0,8.2,5.0,8.0,,,1.0,,,,17.0,,10.0,32.0,42.0,0,,64.0,,1.0,,
2019-20,8243413,2,6,Tottenham_Hotspur,Away,16586,38290,Danny Rose,danny-rose,D,False,,,1.0,5.0,31.0,36.0,1.0,2.0,2.0,,,,,,1.0,5.0,6.0,,,1.0,,,,,,,,90.0,,2.0,,,,,,,17.0,,6.5,,,,,2.0,2.0,2.0,,1.0,,8.0,38.0,44.0,0,1.0,71.0,1.0,4.0,,
2019-20,8243413,2,6,Tottenham_Hotspur,Away,16921,39194,Jan Vertonghen,jan-vertonghen,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
