playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,substituteOn,cornersTakenInclShortCorners,aerialDuels,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,rightsidePasses,totalFoulsWon,winningGoal,duels,forwardPasses,recoveries,appearances,tacklesLost,lastPlayerTackle,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,cornersWon,totalLossesOfPossession,tacklesWon,blocks,leftsidePasses,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,catches,savesMadeFromOutsideBox,goalKicks,cleanSheets,penaltiesFaced,punches,groundDuelsLost,savesMade,goalkeeperSmother,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeFromInsideBox,throwInsToOppositionPlayer,timesTackled,successfulDribbles,totalFoulsConceded,overruns,throughBalls,successfulLayoffs,putthroughBlockedDistributionWon,unsuccessfulDribbles,shotsOffTargetIncWoodwork,foulAttemptedTackle,shotsBlockedInBox,blockedShots,offsides,iboxBlocked,unsuccessfulLayoffs,expectedGoalsFreekick,oboxBlocked,freekickTotal,attemptsFromSetPieces,shotsBlockedOutsideBox,penaltiesConceded,shotsOnTargetOutsideBox,oboxTarget,clearancesOffTheLine
570526,Lucas Bergvall,Midfielder,Spurs,6,Sweden,2026-27,2.0,,0.0122,0.0,,,1.0,,2.0,1.0,1.0,2.0,1.0,20.0,,,,,,45.0,,,2.0,1.0,2.0,18.0,,1.0,1.496,,,,2.0,8.0,,0.0,4.0,3.0,7.0,1.0,1.0,,10.0,2.0,1.0,4.0,,0.0,20.0,,5.0,,,3.0,,,,6.0,27.0,,1.0,,8.0,,0.0,,,,,,,,,2.0,,,,,,,2.0,1.0,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,
221466,Marcos Senesi,Defender,Spurs,6,Argentina,2026-27,8.0,,0.0199,0.0,,,5.0,,6.0,1.0,1.0,8.0,,83.0,,,9.0,,,90.0,,5.0,12.0,1.0,8.0,70.0,,,3.1213,,1.0,8.0,3.0,32.0,3.0,0.0,20.0,33.0,2.0,1.0,1.0,1.0,30.0,3.0,,11.0,4.0,0.0,71.0,,9.0,4.0,2.0,14.0,1.0,,5.0,4.0,104.0,1.0,,,45.0,,0.0,2.0,6.0,,,10.0,,,,3.0,,,10.0,,,,,,2.0,,,,,,,2.0,,,1.0,,,,,,,,,,,
67089,Martin Dúbravka,Goalkeeper,Spurs,6,Slovakia,2026-27,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551226,Mateus Fernandes,Midfielder,Spurs,6,Portugal,2026-27,7.0,1.0,0.2307,0.0,,,4.0,1.0,3.0,3.0,1.0,4.0,3.0,95.0,2.0,4.0,2.0,2.0,,142.0,,1.0,6.0,3.0,5.0,84.0,1.0,1.0,2.3106,5.0,,,3.0,27.0,,0.0,13.0,16.0,6.0,3.0,2.0,,64.0,3.0,5.0,11.0,1.0,0.0,86.0,2.0,11.0,2.0,,30.0,,2.0,7.0,22.0,116.0,2.0,,1.0,29.0,0.0085,1.0,1.0,3.0,,,,,,,6.0,,,,,,,1.0,1.0,5.0,,,7.0,1.0,,1.0,2.0,,,,,,,,,,,,,,
511499,Mathys Tel,Forward,Spurs,6,France,2026-27,25.0,2.0,0.1374,0.0,1.0,0.2914,1.0,3.0,11.0,3.0,3.0,11.0,5.0,75.0,,7.0,4.0,2.0,1.0,232.0,1.0,3.0,13.0,5.0,12.0,63.0,,21.0,3.3792,3.0,,1.0,4.0,23.0,1.0,0.0,38.0,14.0,11.0,3.0,,,52.0,4.0,9.0,34.0,1.0,0.0,72.0,7.0,49.0,1.0,,8.0,,4.0,1.0,30.0,147.0,1.0,2.0,,14.0,0.1958,0.0,,3.0,,,,,,,22.0,,,,,,,16.0,10.0,4.0,,,,1.0,8.0,2.0,1.0,,2.0,,,,0.0981,2.0,2.0,2.0,2.0,,,,
491279,Micky van de Ven,Defender,Spurs,6,Netherlands,2026-27,4.0,,0.0222,0.0,,,4.0,1.0,3.0,2.0,2.0,4.0,,145.0,,,7.0,,,180.0,,1.0,12.0,1.0,6.0,137.0,,3.0,0.7002,,,12.0,2.0,73.0,2.0,0.0,16.0,28.0,8.0,2.0,,,49.0,2.0,,9.0,6.0,0.0,135.0,,5.0,4.0,,37.0,1.0,,4.0,7.0,168.0,1.0,,1.0,92.0,0.572,1.0,1.0,2.0,,,6.0,1.0,,,3.0,,,6.0,,,,1.0,,2.0,,,,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,
460842,Mohammed Kudus,Midfielder,Spurs,6,Ghana,2026-27,4.0,1.0,0.1697,0.0,,,,,2.0,2.0,,2.0,7.0,22.0,2.0,2.0,,1.0,,51.0,,,6.0,1.0,6.0,19.0,,5.0,0.4423,1.0,,,1.0,1.0,3.0,0.0,10.0,3.0,5.0,2.0,,,14.0,1.0,8.0,10.0,,0.0,21.0,1.0,18.0,,,5.0,,1.0,1.0,13.0,45.0,,,,7.0,0.0382,0.0,,,,,,,,,4.0,,,,,,,3.0,3.0,1.0,2.0,,1.0,,1.0,,,1.0,1.0,,1.0,,,,,,,,,,
465920,Mykhailo Mudryk,Midfielder,Spurs,6,Ukraine,2026-27,1.0,,0.0001,0.0,,,,,1.0,1.0,,1.0,1.0,2.0,1.0,,,,,16.0,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,1.0,0.0,2.0,2.0,,1.0,,,1.0,,1.0,2.0,,0.0,2.0,,2.0,,,,,,,,4.0,,,,,,0.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
438234,Omar Marmoush,Forward,Spurs,6,Egypt,2026-27,13.0,,0.0757,0.0,1.0,0.2143,1.0,4.0,1.0,2.0,2.0,1.0,,31.0,,,4.0,,1.0,174.0,1.0,4.0,10.0,1.0,10.0,30.0,,6.0,0.7002,3.0,,,2.0,9.0,2.0,0.0,23.0,6.0,3.0,2.0,,,22.0,2.0,,19.0,,0.0,31.0,,13.0,1.0,,3.0,,,,13.0,63.0,1.0,1.0,,8.0,0.3344,0.0,,,,,,,,,9.0,,,,,,,4.0,7.0,6.0,,,3.0,1.0,2.0,3.0,2.0,,1.0,,,1.0,0.0862,1.0,1.0,1.0,1.0,,,,
441164,Pedro Porro,Defender,Spurs,6,Spain,2026-27,9.0,1.0,0.1641,0.0,1.0,,2.0,4.0,14.0,2.0,2.0,26.0,4.0,92.0,,3.0,2.0,3.0,1.0,180.0,1.0,1.0,8.0,6.0,7.0,64.0,1.0,8.0,0.7002,2.0,1.0,5.0,2.0,7.0,3.0,0.0,17.0,32.0,5.0,2.0,1.0,,42.0,2.0,6.0,15.0,1.0,0.0,86.0,4.0,40.0,1.0,,36.0,1.0,1.0,2.0,17.0,144.0,10.0,,5.0,27.0,0.3546,0.0,12.0,7.0,,,,1.0,,,8.0,,,,,,,4.0,2.0,1.0,,1.0,1.0,3.0,3.0,3.0,1.0,1.0,2.0,,1.0,,,1.0,,,1.0,,,,
212319,Richarlison,Forward,Spurs,6,Brazil,2026-27,9.0,,0.0038,0.0,,,,,1.0,1.0,1.0,1.0,,9.0,,,4.0,,,68.0,,4.0,2.0,,2.0,8.0,,,2.646,,,1.0,3.0,2.0,1.0,0.0,11.0,2.0,,1.0,,,5.0,3.0,,7.0,,0.0,9.0,,5.0,,,2.0,,,1.0,3.0,17.0,,1.0,,3.0,,0.0,,,,,,,,,5.0,,,,,,,2.0,1.0,2.0,,,1.0,,1.0,,1.0,,,,,1.0,,,,,,,,,
202993,Rodrigo Bentancur,Midfielder,Spurs,6,Uruguay,2026-27,24.0,1.0,0.0427,0.0,,,6.0,1.0,11.0,3.0,2.0,13.0,,124.0,1.0,,17.0,1.0,,225.0,,10.0,14.0,4.0,7.0,108.0,,1.0,2.3255,1.0,,10.0,3.0,39.0,,0.0,38.0,28.0,13.0,3.0,1.0,,49.0,3.0,,21.0,7.0,0.0,122.0,,18.0,5.0,1.0,34.0,3.0,,3.0,23.0,155.0,1.0,,1.0,63.0,0.016,0.0,2.0,5.0,,,,1.0,,,14.0,,,,,,,3.0,1.0,8.0,,,4.0,1.0,1.0,1.0,5.0,,,,,,,,,,,1.0,,,
432422,Sandro Tonali,Midfielder,Spurs,6,Italy,2026-27,8.0,,0.0881,0.0,1.0,0.1677,5.0,3.0,17.0,3.0,3.0,20.0,2.0,140.0,,,1.0,,,255.0,,,11.0,4.0,10.0,117.0,,1.0,3.8215,2.0,,1.0,5.0,40.0,4.0,0.0,19.0,37.0,10.0,3.0,4.0,,68.0,5.0,3.0,18.0,1.0,0.0,134.0,,30.0,1.0,2.0,31.0,2.0,,3.0,32.0,178.0,,1.0,,52.0,0.0916,0.0,3.0,2.0,,,,1.0,,,8.0,,,,,,,5.0,1.0,1.0,,3.0,2.0,4.0,1.0,2.0,,,,2.0,,,,,,,,,1.0,1.0,1.0
510281,Sávio,Forward,Spurs,6,Brazil,2026-27,6.0,,0.2698,0.0,,,,,3.0,1.0,1.0,4.0,1.0,19.0,,2.0,,1.0,,61.0,,,6.0,2.0,6.0,15.0,1.0,6.0,0.0149,1.0,,,,1.0,1.0,0.0,12.0,4.0,,1.0,,,13.0,,1.0,12.0,,0.0,18.0,2.0,16.0,,,9.0,,,,5.0,41.0,1.0,1.0,,3.0,0.019,0.0,1.0,,,,,,,,6.0,,,,,,,5.0,5.0,1.0,1.0,,1.0,,4.0,,,1.0,1.0,,1.0,,,,,,,,,,
