playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,oboxTarget,rightFootGoals,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCornersIntoBox,leftFootGoals,freekickTotal,attemptsFromSetPieces,handballsConceded,expectedGoalsFreekick,foulWonPenalty,punches,savesMade,savesMadeFromOutsideBox,goalKicks,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,setPiecesGoals,secondGoalAssists,penaltiesConceded,headedGoals,clearancesOffTheLine,otherGoals,penaltiesTaken,penaltyGoals,ownGoalScored,penaltiesSaved,catches,savesMadeCaught,penaltiesFaced,savesFromPenalty,goalkeeperSmother,drops,crossesNotClaimed,lastPlayerTackle
17349,Aaron Lennon,Midfielder,Spurs,6,England,2013-14,120.0,14.0,4.0608,0.0,15.0,7.0,11.0,2.8172,35.0,10.0,3.0,105.0,27.0,3.0,60.0,26.0,115.0,44.0,770.0,1.0,2.0,0.0,6.0,1.0,2.0,18.0,3.0,2.0,14.0,4.0,2187.0,4.0,3.0,15.0,91.0,7.0,55.0,88.0,644.0,86.0,1.0,3.0,41.9144,34.0,1.0,9.0,40.0,9.0,105.0,143.0,23.0,0.0,211.0,25.0,1.0,170.0,83.0,27.0,2.0,1.0,8.0,37.0,482.0,33.0,45.0,79.0,9.0,193.0,3.0,0.0,765.0,3.0,16.0,276.0,27.0,30.0,2.0,251.0,10.0,18.0,1.0,11.0,206.0,1143.0,17.0,11.0,2.0,6.0,5.0,187.0,5.0,1.9027,1.0,10.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106450,Alex Pritchard,Midfielder,Spurs,6,England,2013-14,,,0.0001,0.0,,,,,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,7.0,,,,,,,,1.0,,,,,,,,,,,,,0.0,,,,,,1.0,,,,,1.0,,,,,,,0.0,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60252,Andros Townsend,Midfielder,Spurs,6,England,2013-14,101.0,13.0,2.7014,0.0,20.0,20.0,12.0,2.3919,25.0,36.0,2.0,71.0,25.0,,37.0,12.0,76.0,56.0,509.0,1.0,1.0,1.0,16.0,13.0,9.0,7.0,4.0,16.0,15.0,3.0,1225.0,3.0,1.0,6.0,123.0,2.0,21.0,122.0,425.0,41.0,1.0,,14.5761,27.0,1.0,1.0,10.0,4.0,95.0,77.0,29.0,1.0,224.0,12.0,0.0,157.0,73.0,25.0,16.0,,6.0,40.0,353.0,8.0,63.0,74.0,4.0,217.0,1.0,0.0,502.0,16.0,20.0,257.0,19.0,68.0,,162.0,8.0,6.0,3.0,8.0,113.0,927.0,11.0,5.0,,16.0,3.0,95.0,2.0,2.1153,2.0,5.0,8.0,1.0,1.0,2.0,2.0,2.0,0.1178,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1803,Brad Friedel,Goalkeeper,Spurs,6,United States,2013-14,1.0,,0.0014,0.0,,,,,,,,,1.0,,,1.0,6.0,,24.0,,,,,,,,,,,,90.0,,,,,,,,12.0,,,,1.7513,,2.0,2.0,1.0,,1.0,4.0,,0.0,1.0,,,12.0,10.0,1.0,,,,,3.0,1.0,,,,1.0,,0.0,16.0,,,7.0,,,,8.0,,,,6.0,,37.0,,,,,4.0,15.0,,,0.0,6.0,,,,,,,,,2.0,3.0,1.0,3.0,8.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,
80607,Christian Eriksen,Midfielder,Spurs,6,Denmark,2013-14,118.0,7.0,4.9412,0.0,15.0,22.0,10.0,9.0439,24.0,33.0,7.0,181.0,25.0,8.0,78.0,23.0,201.0,52.0,1109.0,7.0,,2.0,9.0,2.0,125.0,32.0,3.0,10.0,40.0,5.0,1983.0,5.0,2.0,22.0,72.0,6.0,62.0,62.0,854.0,49.0,,1.0,29.6897,60.0,3.0,13.0,28.0,6.0,96.0,370.0,14.0,2.0,190.0,27.0,5.0,316.0,110.0,25.0,10.0,2.0,5.0,29.0,655.0,22.0,163.0,70.0,6.0,158.0,10.0,0.0,1055.0,11.0,22.0,484.0,19.0,25.0,,218.0,9.0,21.0,87.0,54.0,205.0,1637.0,22.0,9.0,1.0,9.0,13.0,293.0,2.0,5.8334,3.0,20.0,28.0,28.0,4.0,13.0,13.0,1.0,0.7146,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
38290,Danny Rose,Defender,Spurs,6,England,2013-14,111.0,15.0,1.2913,1.0,1.0,3.0,6.0,1.1296,57.0,14.0,1.0,139.0,22.0,2.0,3.0,22.0,191.0,71.0,908.0,1.0,1.0,1.0,,,,51.0,5.0,,15.0,2.0,1902.0,2.0,,23.0,150.0,7.0,42.0,122.0,671.0,30.0,67.0,,25.1117,14.0,11.0,68.0,23.0,1.0,88.0,352.0,43.0,1.0,261.0,15.0,0.0,427.0,128.0,22.0,,,11.0,19.0,401.0,16.0,71.0,45.0,1.0,210.0,28.0,1.0,881.0,11.0,14.0,398.0,46.0,23.0,8.0,30.0,30.0,44.0,,46.0,99.0,1593.0,174.0,4.0,,,49.0,331.0,12.0,0.9745,4.0,52.0,53.0,,,,,1.0,,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,
17500,Emmanuel Adebayor,Forward,Spurs,6,Togo,2013-14,208.0,5.0,1.7765,0.0,11.0,23.0,4.0,10.3549,24.0,33.0,1.0,128.0,21.0,4.0,92.0,20.0,135.0,12.0,794.0,11.0,28.0,7.0,3.0,1.0,,121.0,5.0,5.0,5.0,7.0,1808.0,7.0,15.0,81.0,95.0,6.0,23.0,55.0,621.0,108.0,,2.0,26.9821,30.0,,17.0,27.0,8.0,127.0,262.0,13.0,3.0,303.0,8.0,4.0,135.0,58.0,21.0,5.0,5.0,5.0,18.0,531.0,21.0,12.0,96.0,8.0,182.0,40.0,0.0,783.0,10.0,12.0,316.0,19.0,20.0,2.0,173.0,26.0,4.0,,38.0,224.0,1142.0,9.0,4.0,,3.0,1.0,133.0,6.0,8.1835,0.0,7.0,13.0,,3.0,1.0,1.0,1.0,0.0889,,,,,,,,,,,,,2.0,,1.0,2.0,1.0,,,,,,,,,,
106603,Ezekiel Fryers,Defender,Spurs,6,England,2013-14,13.0,5.0,0.217,0.0,1.0,,,,11.0,1.0,,45.0,7.0,,,3.0,60.0,7.0,239.0,,,,,4.0,,11.0,2.0,,5.0,,399.0,,,6.0,21.0,1.0,12.0,16.0,163.0,3.0,13.0,,6.8977,2.0,5.0,10.0,6.0,1.0,7.0,85.0,5.0,0.0,34.0,4.0,,121.0,26.0,7.0,,,3.0,1.0,92.0,5.0,7.0,4.0,1.0,23.0,5.0,0.0,233.0,1.0,2.0,93.0,8.0,1.0,2.0,14.0,1.0,7.0,,16.0,19.0,351.0,27.0,,,,18.0,92.0,,0.0865,0.0,15.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55422,Gylfi Sigurdsson,Midfielder,Spurs,6,Iceland,2013-14,83.0,3.0,0.6585,0.0,9.0,15.0,4.0,5.1024,27.0,28.0,2.0,69.0,25.0,,41.0,14.0,79.0,16.0,505.0,5.0,2.0,0.0,7.0,11.0,18.0,29.0,1.0,8.0,7.0,2.0,1276.0,2.0,1.0,23.0,62.0,4.0,40.0,56.0,413.0,34.0,1.0,2.0,18.7991,15.0,,14.0,18.0,2.0,60.0,143.0,17.0,2.0,145.0,22.0,5.0,142.0,54.0,25.0,8.0,3.0,5.0,14.0,280.0,14.0,31.0,42.0,2.0,116.0,6.0,0.0,496.0,13.0,7.0,176.0,22.0,12.0,1.0,102.0,9.0,18.0,15.0,13.0,118.0,775.0,5.0,9.0,1.0,7.0,9.0,153.0,1.0,3.8115,2.0,10.0,18.0,3.0,2.0,2.0,2.0,2.0,0.1472,,,,,,,,,,,,,,,,,,,,,,,,,,,
78830,Harry Kane,Forward,Spurs,6,England,2013-14,44.0,,0.6204,0.0,11.0,12.0,,4.1761,5.0,17.0,1.0,33.0,10.0,,10.0,6.0,37.0,9.0,160.0,3.0,5.0,1.0,6.0,4.0,2.0,36.0,2.0,1.0,,8.0,499.0,8.0,1.0,23.0,34.0,2.0,9.0,21.0,117.0,41.0,,,7.5507,7.0,,5.0,6.0,5.0,21.0,53.0,11.0,2.0,78.0,9.0,2.0,42.0,14.0,10.0,1.0,1.0,2.0,5.0,103.0,4.0,9.0,14.0,5.0,42.0,13.0,0.0,152.0,5.0,7.0,71.0,3.0,5.0,1.0,33.0,3.0,3.0,,6.0,32.0,266.0,1.0,2.0,,6.0,2.0,20.0,1.0,4.8798,0.0,4.0,2.0,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,,,,,,,,
