playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,successfulCrossesOpenPlay,expectedAssists,fiftyFifty,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goals,offsides,awayGoals,substituteOn,aerialDuels,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,successfulDribbles,leftsidePasses,backwardPasses,touches,substituteOff,successfulPassesOwnHalf,expectedGoals,unsuccessfulPassesOwnHalf,throughBalls,goalAssists,unsuccessfulCrossesOpenPlay,oboxBlocked,cleanSheets,shotsOnTargetOutsideBox,unsuccessfulLayoffs,throwInsToOppositionPlayer,penaltyGoalsConceded,successfulLaunches,totalClearances,oboxTarget,headedGoals,unsuccessfulCrossesAndCorners,tacklesWon,blocks,totalFoulsConceded,interceptions,successfulLongPasses,throwInsToOwnPlayer,shotsBlockedOutsideBox,unsuccessfulLaunches,foulAttemptedTackle,unsuccessfulLongPasses,goalKicks,gkSuccessfulDistribution,secondGoalAssists,foulWonPenalty,penaltiesConceded,lastPlayerTackle,redCards2ndYellow,hitWoodwork,overruns,cornersTakenInclShortCorners,successfulCornersIntoBox,unsuccessfulCornersIntoBox,handballsConceded,rightFootGoals,expectedGoalsFreekick,freekickTotal,attemptsFromSetPieces,penaltiesSaved,catches,savesMadeFromOutsideBox,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,setPiecesGoals,otherGoals,penaltiesTaken,penaltyGoals,savesMadeCaught,ownGoalScored,clearancesOffTheLine
496179,Alfie Devine,Midfielder,Spurs,6,England,2022-23,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220307,Arnaut Danjuma,Forward,Spurs,6,Netherlands,2022-23,0.0,0.0,0.0,8.0,2.0,0.0567,5.0,2.0,3.0,0.5565,2.0,4.0,17.0,9.0,2.0,2.0,1.0,17.0,54.0,1.0,1.0,0.0,8.0,3.0,2.0,2.0,163.0,2.0,2.0,7.0,1.0,5.0,6.0,37.0,9.0,4.0317,1.0,5.0,2.0,6.0,9.0,1.0,0.0,15.0,1.0,1.0,14.0,1.0,9.0,2.0,1.0,3.0,27.0,4.0,6.0,2.0,12.0,1.0,54.0,1.0,2.0,24.0,3.0,11.0,20.0,79.0,1.0,12.0,0.8139,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115556,Ben Davies,Defender,Spurs,6,Wales,2022-23,0.0,0.0,4.0,107.0,8.0,1.4841,48.0,1.0,5.0,0.6066,28.0,13.0,135.0,31.0,1.0,30.0,26.0,199.0,1182.0,2.0,1.0,1.0,5.0,123.0,8.0,2.0,2289.0,2.0,53.0,120.0,3.0,31.0,50.0,937.0,30.0,28.2962,18.0,33.0,,54.0,502.0,17.0,0.0,227.0,9.0,1.0,476.0,84.0,31.0,17.0,1.0,7.0,418.0,30.0,12.0,,104.0,70.0,1155.0,8.0,6.0,264.0,5.0,76.0,128.0,1510.0,6.0,573.0,0.9669,79.0,1.0,2.0,27.0,1.0,9.0,1.0,1.0,11.0,1.0,5.0,67.0,1.0,1.0,27.0,11.0,8.0,30.0,18.0,46.0,49.0,1.0,23.0,17.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214572,Brandon Austin,Goalkeeper,Spurs,6,England,2022-23,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436234,Bryan Gil,Forward,Spurs,6,Spain,2022-23,0.0,0.0,1.0,13.0,,0.0794,6.0,1.0,1.0,0.0758,3.0,1.0,9.0,4.0,1.0,3.0,2.0,11.0,57.0,,1.0,,2.0,2.0,,,148.0,,2.0,7.0,,6.0,7.0,44.0,2.0,1.1477,1.0,1.0,1.0,11.0,9.0,2.0,0.0,20.0,3.0,,13.0,3.0,4.0,2.0,,3.0,32.0,1.0,6.0,1.0,18.0,,55.0,,1.0,24.0,2.0,18.0,17.0,88.0,2.0,14.0,0.0981,2.0,,1.0,2.0,,,1.0,,,,,1.0,1.0,,2.0,1.0,,2.0,1.0,2.0,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171101,Clément Lenglet,Defender,Spurs,6,France,2022-23,0.0,0.0,4.0,83.0,6.0,0.8166,40.0,7.0,2.0,0.0855,38.0,6.0,93.0,26.0,1.0,12.0,24.0,180.0,1438.0,,,,2.0,71.0,6.0,2.0,2026.0,2.0,28.0,105.0,4.0,26.0,62.0,1181.0,17.0,32.2973,4.0,35.0,4.0,55.0,587.0,17.0,0.0,188.0,15.0,,514.0,119.0,26.0,15.0,,4.0,428.0,31.0,12.0,4.0,117.0,43.0,1415.0,4.0,2.0,219.0,7.0,258.0,79.0,1704.0,10.0,836.0,0.951,78.0,5.0,2.0,10.0,3.0,1.0,,,,2.0,1.0,67.0,,,10.0,23.0,11.0,23.0,18.0,77.0,6.0,3.0,13.0,8.0,87.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221632,Cristian Romero,Defender,Spurs,6,Argentina,2022-23,0.0,1.0,9.0,105.0,,1.0097,57.0,1.0,2.0,0.2167,68.0,10.0,135.0,27.0,1.0,31.0,26.0,195.0,1584.0,,,,1.0,83.0,,2.0,2365.0,2.0,26.0,150.0,6.0,46.0,93.0,1307.0,18.0,38.5262,7.0,41.0,1.0,79.0,200.0,12.0,0.0,255.0,22.0,,581.0,173.0,27.0,32.0,,8.0,440.0,35.0,18.0,1.0,172.0,57.0,1523.0,8.0,2.0,236.0,13.0,712.0,91.0,1972.0,1.0,949.0,1.4423,104.0,4.0,1.0,,,6.0,,,1.0,2.0,6.0,97.0,,,,36.0,18.0,42.0,44.0,82.0,18.0,,26.0,32.0,60.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445044,Dejan Kulusevski,Midfielder,Spurs,6,Sweden,2022-23,0.0,0.0,2.0,175.0,14.0,4.7625,53.0,21.0,10.0,1.6802,38.0,22.0,107.0,30.0,12.0,25.0,23.0,118.0,676.0,2.0,3.0,1.0,7.0,11.0,17.0,6.0,2076.0,6.0,7.0,120.0,4.0,45.0,116.0,548.0,119.0,34.6811,40.0,40.0,11.0,168.0,83.0,25.0,0.0,295.0,19.0,1.0,123.0,145.0,30.0,23.0,2.0,52.0,365.0,36.0,104.0,11.0,284.0,4.0,631.0,12.0,19.0,351.0,54.0,264.0,206.0,1183.0,19.0,210.0,2.5208,28.0,5.0,7.0,39.0,10.0,,2.0,,,2.0,1.0,7.0,2.0,,45.0,15.0,,36.0,13.0,10.0,7.0,10.0,4.0,18.0,11.0,,,,,1.0,,,,5.0,23.0,3.0,6.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
232859,Djed Spence,Defender,Spurs,6,England,2022-23,0.0,0.0,0.0,2.0,,0.0038,1.0,,1.0,,,1.0,4.0,4.0,,,,4.0,9.0,,,,4.0,1.0,,1.0,5.0,1.0,,1.0,,2.0,,5.0,2.0,,,,,2.0,1.0,,0.0,3.0,,,3.0,1.0,4.0,,,,5.0,,2.0,,2.0,1.0,9.0,,,6.0,,4.0,1.0,14.0,,,0.0643,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173904,Dávinson Sánchez,Defender,Spurs,6,Colombia,2022-23,0.0,0.0,1.0,34.0,1.0,0.2191,17.0,,2.0,0.2924,24.0,6.0,47.0,18.0,,11.0,8.0,77.0,588.0,,1.0,,10.0,45.0,1.0,1.0,852.0,1.0,17.0,58.0,3.0,16.0,30.0,497.0,10.0,13.6482,2.0,17.0,,17.0,90.0,4.0,0.0,92.0,6.0,,211.0,45.0,18.0,13.0,,3.0,151.0,14.0,5.0,,47.0,28.0,581.0,4.0,,87.0,2.0,245.0,42.0,731.0,4.0,361.0,0.6261,44.0,,,1.0,,2.0,1.0,,,1.0,6.0,41.0,1.0,,1.0,11.0,10.0,7.0,12.0,14.0,3.0,,12.0,5.0,30.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241157,Emerson Royal,Defender,Spurs,6,Brazil,2022-23,1.0,1.0,2.0,88.0,6.0,0.9938,45.0,4.0,7.0,1.1227,54.0,13.0,109.0,26.0,2.0,21.0,20.0,146.0,862.0,2.0,,1.0,6.0,55.0,6.0,4.0,1736.0,4.0,27.0,133.0,4.0,51.0,105.0,682.0,47.0,22.886,8.0,26.0,1.0,61.0,85.0,33.0,1.0,221.0,14.0,1.0,279.0,102.0,26.0,21.0,,9.0,346.0,22.0,28.0,1.0,166.0,28.0,838.0,6.0,18.0,262.0,18.0,344.0,154.0,1398.0,7.0,376.0,1.6625,64.0,2.0,1.0,40.0,3.0,7.0,1.0,,20.0,1.0,4.0,65.0,1.0,1.0,40.0,33.0,3.0,21.0,18.0,34.0,126.0,3.0,19.0,13.0,37.0,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
93264,Eric Dier,Defender,Spurs,6,England,2022-23,0.0,0.0,3.0,75.0,3.0,0.5723,49.0,8.0,4.0,0.9197,30.0,9.0,139.0,33.0,,33.0,31.0,278.0,1978.0,2.0,1.0,0.0,2.0,115.0,3.0,2.0,2817.0,2.0,35.0,123.0,7.0,32.0,43.0,1582.0,25.0,47.7034,6.0,52.0,6.0,40.0,575.0,10.0,1.0,198.0,17.0,2.0,694.0,140.0,33.0,11.0,,2.0,408.0,45.0,5.0,6.0,83.0,80.0,1918.0,5.0,5.0,308.0,3.0,614.0,95.0,2299.0,1.0,1295.0,1.6712,118.0,2.0,1.0,8.0,2.0,9.0,,,3.0,3.0,3.0,109.0,,2.0,8.0,19.0,24.0,25.0,35.0,118.0,5.0,2.0,38.0,18.0,139.0,2.0,2.0,,,,,,,,,,,,,0.0703,2.0,2.0,,,,,,,,,,,,,,,,,,,,
40383,Fraser Forster,Goalkeeper,Spurs,6,England,2022-23,0.0,0.0,1.0,,,0.0045,,,,,1.0,,4.0,14.0,,,13.0,95.0,291.0,,,,1.0,3.0,,,1215.0,,,6.0,2.0,2.0,3.0,150.0,,21.4358,,24.0,,,64.0,2.0,0.0,6.0,1.0,,160.0,100.0,14.0,1.0,,,25.0,22.0,,,3.0,3.0,159.0,,,98.0,,67.0,,417.0,,171.0,,18.0,,,,,3.0,,,,2.0,6.0,10.0,,,,,,,,46.0,,,19.0,,91.0,93.0,133.0,,,,,,,,,,,,,,,,1.0,4.0,9.0,3.0,1.0,7.0,32.0,1.0,1.0,1.0,31.0,12.0,22.0,,,,,,,
519327,George Abbott,Midfielder,Spurs,6,England,2022-23,0.0,0.0,0.0,,,0.0002,,,,,,,,1.0,,,,,1.0,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,0.0,,,,,,1.0,,,,1.0,,,,,,1.0,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78830,Harry Kane,Forward,Spurs,6,England,2022-23,0.0,0.0,6.0,232.0,7.0,3.9762,70.0,30.0,63.0,18.8539,15.0,100.0,196.0,38.0,31.0,24.0,38.0,238.0,851.0,30.0,16.0,16.0,,147.0,7.0,27.0,3406.0,27.0,81.0,180.0,8.0,59.0,114.0,542.0,182.0,54.5814,54.0,62.0,17.0,151.0,228.0,56.0,11.0,412.0,20.0,14.0,329.0,96.0,38.0,3.0,2.0,53.0,448.0,54.0,110.0,17.0,265.0,66.0,816.0,37.0,30.0,467.0,43.0,134.0,160.0,1477.0,3.0,172.0,21.4204,30.0,20.0,3.0,30.0,13.0,8.0,6.0,1.0,3.0,3.0,1.0,18.0,6.0,10.0,30.0,12.0,7.0,31.0,2.0,71.0,22.0,13.0,1.0,8.0,42.0,,,,2.0,,,,2.0,5.0,,,,4.0,17.0,0.3026,4.0,4.0,,,,,,,,,,,,,,1.0,1.0,6.0,5.0,,,
448791,Harvey White,Midfielder,Spurs,6,England,2022-23,0.0,0.0,0.0,1.0,1.0,0.0374,,,,,,,2.0,1.0,,,,3.0,5.0,,,,1.0,1.0,1.0,,4.0,,,1.0,,,,2.0,,,,,,1.0,,,0.0,2.0,,,3.0,,1.0,,,,3.0,,,,1.0,1.0,5.0,,1.0,5.0,,,2.0,8.0,,,,1.0,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
37915,Hugo Lloris,Goalkeeper,Spurs,6,France,2022-23,0.0,0.0,0.0,5.0,,0.0212,2.0,,,,1.0,,4.0,25.0,,2.0,25.0,163.0,616.0,,,,,13.0,,,2205.0,,3.0,12.0,6.0,1.0,2.0,344.0,,34.381,,39.0,,2.0,168.0,2.0,0.0,17.0,,,287.0,191.0,25.0,,,,48.0,33.0,,,4.0,10.0,359.0,,,169.0,,161.0,,857.0,1.0,405.0,,52.0,,,,,7.0,,,,1.0,10.0,20.0,,,,1.0,,,1.0,109.0,,,47.0,,159.0,186.0,263.0,,,,1.0,,,,,,,,,,,,,17.0,42.0,1.0,,7.0,79.0,2.0,3.0,,32.0,25.0,37.0,,,,,1.0,1.0,
45034,Ivan Perisic,Forward,Spurs,6,Croatia,2022-23,0.0,0.0,6.0,117.0,30.0,5.2069,40.0,5.0,8.0,1.8128,41.0,24.0,181.0,34.0,5.0,19.0,23.0,217.0,782.0,1.0,6.0,1.0,11.0,66.0,48.0,6.0,2109.0,6.0,32.0,101.0,4.0,65.0,67.0,529.0,98.0,40.9753,40.0,44.0,4.0,85.0,282.0,8.0,0.0,218.0,22.0,0.0,246.0,117.0,34.0,17.0,1.0,19.0,344.0,40.0,33.0,4.0,152.0,34.0,776.0,16.0,37.0,476.0,19.0,40.0,214.0,1430.0,13.0,269.0,2.6339,68.0,,8.0,89.0,1.0,2.0,1.0,,38.0,3.0,2.0,42.0,1.0,,148.0,24.0,7.0,30.0,22.0,36.0,100.0,1.0,16.0,11.0,36.0,,,,,,,,3.0,2.0,67.0,15.0,48.0,,,0.084,2.0,2.0,,,,,,,,,,,,,,,,,,,,1.0
199584,Japhet Tanganga,Defender,Spurs,6,England,2022-23,0.0,0.0,0.0,11.0,1.0,0.0168,5.0,,,,3.0,,7.0,4.0,,2.0,2.0,10.0,91.0,,,,2.0,9.0,1.0,,147.0,,3.0,13.0,,1.0,7.0,78.0,,3.6548,,5.0,,8.0,11.0,3.0,0.0,24.0,1.0,,37.0,8.0,4.0,1.0,,1.0,33.0,5.0,2.0,,15.0,6.0,90.0,,,16.0,1.0,34.0,9.0,117.0,2.0,49.0,,6.0,,,,,,,,,,,6.0,,,,2.0,,3.0,2.0,3.0,,,3.0,,3.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95715,Lucas Moura,Forward,Spurs,6,Brazil,2022-23,1.0,1.0,0.0,21.0,1.0,0.4102,6.0,2.0,1.0,0.6689,8.0,2.0,18.0,15.0,1.0,4.0,,19.0,75.0,1.0,,1.0,15.0,9.0,1.0,,145.0,,4.0,21.0,,6.0,16.0,56.0,12.0,4.4578,4.0,4.0,2.0,17.0,8.0,3.0,0.0,42.0,,0.0,20.0,9.0,15.0,3.0,,6.0,40.0,4.0,11.0,2.0,33.0,5.0,74.0,1.0,3.0,44.0,5.0,28.0,19.0,133.0,,17.0,0.5382,4.0,1.0,,8.0,,,,,,,,,,,8.0,5.0,,3.0,2.0,,5.0,,1.0,2.0,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
461201,Matthew Craig,Midfielder,Spurs,6,Scotland,2022-23,0.0,0.0,0.0,,,0.0015,,,,,4.0,,1.0,1.0,,,,1.0,6.0,,,,1.0,,,,13.0,,,4.0,,,4.0,5.0,,,,,,,1.0,,0.0,4.0,,,1.0,,1.0,3.0,,,2.0,,,,4.0,,6.0,,,1.0,,1.0,3.0,11.0,,3.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209042,Oliver Skipp,Midfielder,Spurs,6,England,2022-23,0.0,0.0,7.0,84.0,1.0,0.3896,36.0,3.0,3.0,0.2644,34.0,4.0,70.0,23.0,13.0,23.0,18.0,98.0,757.0,1.0,,0.0,5.0,32.0,1.0,1.0,1494.0,1.0,25.0,69.0,3.0,23.0,62.0,632.0,8.0,25.9069,10.0,28.0,,59.0,205.0,17.0,1.0,153.0,9.0,1.0,186.0,107.0,23.0,17.0,,3.0,299.0,25.0,19.0,,121.0,7.0,745.0,1.0,3.0,149.0,11.0,213.0,153.0,958.0,10.0,361.0,0.2715,38.0,1.0,,9.0,3.0,2.0,1.0,1.0,,2.0,2.0,18.0,1.0,,9.0,17.0,8.0,23.0,17.0,27.0,,3.0,16.0,12.0,28.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
482442,Pape Matar Sarr,Midfielder,Spurs,6,Senegal,2022-23,0.0,0.0,1.0,16.0,,0.0429,6.0,,,,7.0,2.0,7.0,11.0,,3.0,2.0,13.0,154.0,,,,9.0,8.0,,,213.0,,5.0,15.0,3.0,1.0,12.0,141.0,1.0,7.8371,1.0,11.0,,11.0,51.0,3.0,0.0,31.0,1.0,,31.0,22.0,11.0,1.0,,1.0,56.0,8.0,3.0,,23.0,3.0,150.0,2.0,,22.0,2.0,44.0,28.0,199.0,2.0,85.0,0.0622,4.0,,1.0,,,,,,,1.0,,6.0,,,,6.0,2.0,4.0,6.0,,,,4.0,3.0,6.0,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441164,Pedro Porro,Defender,Spurs,6,Spain,2022-23,0.0,0.0,0.0,78.0,15.0,2.2888,22.0,6.0,7.0,1.7945,25.0,20.0,89.0,15.0,,10.0,13.0,118.0,478.0,3.0,1.0,2.0,2.0,12.0,25.0,1.0,1135.0,1.0,11.0,56.0,3.0,52.0,55.0,345.0,25.0,23.6765,22.0,26.0,3.0,67.0,13.0,16.0,1.0,134.0,23.0,1.0,166.0,85.0,15.0,9.0,,23.0,197.0,23.0,30.0,3.0,122.0,1.0,476.0,13.0,13.0,231.0,14.0,193.0,106.0,863.0,7.0,188.0,1.8294,53.0,7.0,3.0,34.0,3.0,1.0,3.0,,11.0,1.0,1.0,20.0,3.0,,52.0,16.0,2.0,12.0,15.0,15.0,80.0,3.0,13.0,10.0,29.0,,,,,,,,1.0,3.0,24.0,9.0,15.0,,3.0,0.0784,1.0,1.0,,,,,,,,,,,,,,,,,,,,
132015,Pierre-Emile Højbjerg,Midfielder,Spurs,6,Denmark,2022-23,0.0,0.0,5.0,132.0,7.0,3.1738,67.0,9.0,9.0,1.6732,56.0,24.0,181.0,35.0,15.0,46.0,35.0,258.0,2256.0,4.0,1.0,2.0,,35.0,7.0,1.0,3133.0,1.0,8.0,151.0,7.0,57.0,124.0,1842.0,34.0,51.7826,25.0,57.0,1.0,124.0,720.0,36.0,0.0,283.0,29.0,2.0,591.0,245.0,35.0,26.0,,12.0,994.0,50.0,47.0,1.0,248.0,27.0,2191.0,15.0,6.0,359.0,32.0,583.0,362.0,2763.0,2.0,1011.0,2.0206,84.0,10.0,5.0,8.0,8.0,10.0,4.0,2.0,,3.0,2.0,58.0,4.0,,8.0,30.0,17.0,38.0,49.0,156.0,16.0,8.0,16.0,27.0,77.0,,,,,,,,1.0,2.0,1.0,1.0,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
212319,Richarlison,Forward,Spurs,6,Brazil,2022-23,0.0,0.0,3.0,95.0,5.0,1.4637,32.0,5.0,14.0,1.6199,21.0,22.0,65.0,27.0,6.0,17.0,12.0,72.0,263.0,1.0,9.0,1.0,15.0,49.0,5.0,13.0,1006.0,13.0,31.0,73.0,2.0,26.0,55.0,181.0,66.0,15.0763,13.0,18.0,4.0,64.0,85.0,22.0,0.0,168.0,13.0,0.0,59.0,52.0,27.0,5.0,,18.0,132.0,16.0,36.0,4.0,119.0,18.0,254.0,8.0,9.0,159.0,12.0,56.0,63.0,490.0,11.0,64.0,3.2791,23.0,4.0,3.0,11.0,1.0,,,1.0,,1.0,,9.0,,1.0,11.0,16.0,1.0,14.0,5.0,10.0,,1.0,6.0,4.0,7.0,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202993,Rodrigo Bentancur,Midfielder,Spurs,6,Uruguay,2022-23,0.0,0.0,8.0,81.0,4.0,0.677,50.0,3.0,9.0,2.2768,45.0,12.0,109.0,18.0,7.0,33.0,17.0,127.0,857.0,5.0,,2.0,1.0,31.0,4.0,2.0,1504.0,2.0,16.0,90.0,3.0,32.0,75.0,707.0,20.0,21.9818,9.0,24.0,3.0,65.0,221.0,8.0,3.0,171.0,13.0,3.0,250.0,128.0,18.0,17.0,1.0,11.0,324.0,21.0,28.0,3.0,140.0,15.0,836.0,3.0,4.0,192.0,22.0,198.0,188.0,1129.0,7.0,410.0,2.2276,46.0,3.0,2.0,12.0,,4.0,2.0,,,1.0,,21.0,2.0,,12.0,28.0,15.0,24.0,20.0,23.0,4.0,,5.0,15.0,18.0,,,,,,,,,,1.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,1.0
461199,Romaine Mundle,Forward,Spurs,6,England,2022-23,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
