playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,totalRedCards,blockedShots,shotsOnTargetIncGoals,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,totalFoulsWon,winningGoal,duels,homeGoals,recoveries,appearances,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,totalFoulsConceded,interceptions,successfulLongPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,unsuccessfulLaunches,successfulPassesOwnHalf,handballsConceded,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,penaltiesConceded,aerialDuelsWon,blocks,punches,catches,savesMade,goalKicks,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,attemptsFromSetPieces,clearancesOffTheLine,savesMadeFromOutsideBox,savesMadeCaught,drops,setPiecesGoals,unsuccessfulCornersIntoBox,penaltiesSaved,penaltiesFaced,savesFromPenalty,goalkeeperSmother,forwardPasses,crossesNotClaimed,penaltiesTaken,foulWonPenalty,penaltyGoals,lastPlayerTackle,headedGoals,ownGoalScored,redCards2ndYellow
17349,Aaron Lennon,Midfielder,Spurs,6,England,2009-10,84.0,29.0,0.0,8.0,13.0,27.0,17.0,5.0,82.0,22.0,9.0,32.0,20.0,90.0,77.0,564.0,3.0,4.0,1.0,2.0,2.0,7.0,2.0,31.0,1791.0,4.0,7.0,110.0,4.0,110.0,459.0,2.0,71.0,1.0,2.0,32.0,3.0,9.0,24.0,77.0,43.0,4.0,194.0,2.0,85.0,22.0,2.0,3.0,1.0,45.0,368.0,20.0,77.0,69.0,187.0,0.0,562.0,4.0,24.0,243.0,24.0,40.0,6.0,20.0,15.0,962.0,13.0,5.0,1.0,4.0,137.0,1.0,1.0,8.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15405,Alan Hutton,Defender,Spurs,6,Scotland,2009-10,59.0,13.0,1.0,1.0,2.0,36.0,7.0,,99.0,19.0,1.0,1.0,12.0,134.0,41.0,461.0,,1.0,,7.0,,26.0,2.0,13.0,1178.0,,12.0,82.0,2.0,68.0,306.0,,19.0,39.0,3.0,12.0,13.0,53.0,16.0,47.0,18.0,0.0,141.0,,50.0,19.0,,9.0,,6.0,227.0,14.0,41.0,18.0,115.0,1.0,448.0,5.0,9.0,256.0,27.0,14.0,16.0,22.0,21.0,870.0,114.0,,,31.0,113.0,,3.0,35.0,21.0,1.0,14.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60252,Andros Townsend,Midfielder,Spurs,6,England,2009-10,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11662,Ben Alnwick,Goalkeeper,Spurs,6,England,2009-10,,,0.0,,,,,,,1.0,,,1.0,10.0,,33.0,,,,,,,,,90.0,,,,,,9.0,,,,,1.0,5.0,1.0,4.0,,,0.0,,,12.0,1.0,,,,,11.0,4.0,,,,0.0,16.0,,,10.0,,,,,14.0,48.0,,,,4.0,12.0,,0.0,10.0,1.0,,,,1.0,3.0,3.0,14.0,18.0,4.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,
28146,Benoit Assou-Ekotto,Defender,Spurs,6,Cameroon,2009-10,94.0,27.0,0.0,5.0,2.0,73.0,7.0,1.0,222.0,30.0,2.0,3.0,29.0,343.0,74.0,1408.0,1.0,,0.0,1.0,,47.0,6.0,27.0,2532.0,,18.0,156.0,5.0,127.0,936.0,,14.0,51.0,5.0,31.0,49.0,109.0,33.0,76.0,32.0,0.0,250.0,1.0,162.0,30.0,,12.0,1.0,7.0,619.0,28.0,74.0,32.0,203.0,0.0,1357.0,5.0,16.0,561.0,61.0,22.0,27.0,106.0,129.0,2276.0,230.0,5.0,,108.0,473.0,1.0,5.0,121.0,79.0,2.0,29.0,10.0,,,,,1.0,,,,2.0,2.0,,,,,,,,,,,,,,,,,,
1708,Carlo Cudicini,Goalkeeper,Spurs,6,Italy,2009-10,1.0,,0.0,,,,,,1.0,7.0,,,6.0,93.0,,172.0,,,,1.0,,2.0,1.0,,613.0,,,4.0,4.0,2.0,31.0,,,,,1.0,11.0,8.0,11.0,1.0,2.0,0.0,5.0,,93.0,7.0,,,,,36.0,7.0,,,3.0,0.0,68.0,,,97.0,,,,,48.0,291.0,,,,42.0,43.0,,0.0,92.0,1.0,,2.0,,5.0,15.0,37.0,68.0,81.0,39.0,9.0,25.0,,,12.0,5.0,1.0,,,,,,,,,,,,,,,
38290,Danny Rose,Defender,Spurs,6,England,2009-10,3.0,,0.0,,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,7.0,1.0,,0.0,,,2.0,,,45.0,,1.0,3.0,,2.0,6.0,,2.0,1.0,,,,,,2.0,1.0,0.0,6.0,1.0,1.0,1.0,,1.0,1.0,1.0,3.0,,1.0,1.0,4.0,0.0,7.0,,,4.0,,,,2.0,,19.0,,1.0,,,3.0,,0.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15440,David Bentley,Midfielder,Spurs,6,England,2009-10,55.0,16.0,0.0,12.0,12.0,22.0,23.0,3.0,55.0,15.0,1.0,18.0,11.0,80.0,52.0,391.0,2.0,5.0,0.0,4.0,73.0,9.0,4.0,32.0,984.0,,5.0,70.0,1.0,66.0,285.0,18.0,19.0,,2.0,29.0,2.0,7.0,9.0,50.0,25.0,0.0,125.0,2.0,69.0,15.0,2.0,7.0,,9.0,243.0,8.0,97.0,26.0,116.0,0.0,356.0,11.0,21.0,214.0,15.0,19.0,18.0,9.0,26.0,705.0,5.0,4.0,1.0,15.0,100.0,3.0,1.0,25.0,13.0,,4.0,2.0,,,,,,,,,6.0,,,,,2.0,38.0,,,,,,,,,,,,,
50093,David Button,Goalkeeper,Spurs,6,England,2009-10,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59032,Dean Parrett,Midfielder,Spurs,6,England,2009-10,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
