playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,oboxTarget,rightFootGoals,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCornersIntoBox,leftFootGoals,freekickTotal,attemptsFromSetPieces,handballsConceded,expectedGoalsFreekick,foulWonPenalty,punches,savesMade,savesMadeFromOutsideBox,goalKicks,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,setPiecesGoals,secondGoalAssists,penaltiesConceded,headedGoals,clearancesOffTheLine,otherGoals,penaltiesTaken,penaltyGoals,ownGoalScored,penaltiesSaved,catches,savesMadeCaught,penaltiesFaced,savesFromPenalty,goalkeeperSmother,drops,crossesNotClaimed,lastPlayerTackle
1803,Brad Friedel,Goalkeeper,Spurs,6,United States,2013-14,1.0,,0.0014,0.0,,,,,,,,,1.0,,,1.0,6.0,,24.0,,,,,,,,,,,,90.0,,,,,,,,12.0,,,,1.7513,,2.0,2.0,1.0,,1.0,4.0,,0.0,1.0,,,12.0,10.0,1.0,,,,,3.0,1.0,,,,1.0,,0.0,16.0,,,7.0,,,,8.0,,,,6.0,,37.0,,,,,4.0,15.0,,,0.0,6.0,,,,,,,,,2.0,3.0,1.0,3.0,8.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,
18656,Heurelho Gomes,Goalkeeper,Spurs,6,Brazil,2013-14,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37915,Hugo Lloris,Goalkeeper,Spurs,6,France,2013-14,3.0,,0.0422,0.0,,,,,4.0,,,18.0,37.0,,,37.0,526.0,,962.0,,,,,,,11.0,14.0,,,,3330.0,,1.0,1.0,20.0,9.0,1.0,10.0,207.0,,,3.0,54.0071,1.0,94.0,49.0,50.0,,2.0,88.0,4.0,0.0,23.0,,,806.0,352.0,37.0,,,1.0,,155.0,41.0,,,,12.0,10.0,0.0,436.0,,,533.0,3.0,2.0,,68.0,2.0,4.0,,229.0,,1338.0,,,,,267.0,281.0,,,2.0,508.0,61.0,,,,,1.0,,,37.0,103.0,39.0,311.0,293.0,173.0,24.0,64.0,,,1.0,,,,,,,1.0,40.0,14.0,5.0,1.0,5.0,1.0,3.0,2.0
