playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,successfulCrossesOpenPlay,expectedAssists,fiftyFifty,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,penaltiesTaken,oboxTarget,rightFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,leftsidePasses,totalFoulsConceded,interceptions,penaltyGoals,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,oboxBlocked,iboxTarget,shotsOnTargetInBox,successfulCornersIntoBox,ownGoalScored,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,expectedGoalsFreekick,unsuccessfulLayoffs,throwInsToOppositionPlayer,tacklesLost,blocks,shotsBlockedOutsideBox,unsuccessfulLaunches,foulWonPenalty,secondGoalAssists,leftFootGoals,headedGoals,hitWoodwork,handballsConceded,penaltiesConceded,penaltiesSaved,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,redCards2ndYellow,clearancesOffTheLine
18892,Ashley Young,Defender,A Villa,7,England,2021-22,0.0,0.0,2.0,46.0,4.0,0.4448,31.0,3.0,3.0,0.2549,18.0,7.0,,71.0,24.0,2.0,5.0,19.0,10.0,104.0,32.0,519.0,,1.0,0.0,14.0,5.0,22.0,3.0,2.0,8.0,1240.0,15.0,65.0,3.0,22.0,58.0,393.0,15.0,1.0,18.4591,11.0,3.0,24.0,19.0,1.0,31.0,161.0,32.0,0.0,111.0,6.0,0.0,202.0,66.0,24.0,,2.0,,7.0,236.0,16.0,36.0,10.0,1.0,89.0,7.0,499.0,4.0,9.0,177.0,6.0,9.0,57.0,16.0,13.0,,22.0,99.0,804.0,69.0,4.0,187.0,13.0,0.4363,33.0,31.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0673,2.0,9.0,12.0,4.0,2.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,
487835,Ben Chrisene,Defender,A Villa,7,England,2021-22,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101184,Calum Chambers,Defender,A Villa,7,England,2021-22,0.0,0.0,1.0,46.0,2.0,0.4439,24.0,2.0,1.0,0.7008,21.0,3.0,1.0,49.0,13.0,,1.0,9.0,11.0,97.0,3.0,560.0,1.0,,1.0,2.0,,54.0,3.0,,2.0,1000.0,26.0,52.0,3.0,18.0,24.0,428.0,10.0,1.0,9.4985,3.0,7.0,49.0,16.0,1.0,20.0,110.0,3.0,0.0,98.0,9.0,0.0,236.0,63.0,13.0,,,1.0,1.0,123.0,13.0,3.0,3.0,1.0,44.0,28.0,552.0,2.0,,111.0,11.0,,175.0,14.0,5.0,,35.0,39.0,706.0,11.0,2.0,342.0,7.0,0.1761,48.0,43.0,,,,,,,,,,,2.0,10.0,11.0,,25.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
199798,Ezri Konsa,Defender,A Villa,7,England,2021-22,1.0,2.0,4.0,71.0,,0.5374,43.0,2.0,6.0,2.2975,25.0,13.0,,80.0,29.0,,1.0,20.0,29.0,137.0,1.0,1005.0,2.0,1.0,0.0,,,100.0,8.0,,,2481.0,42.0,125.0,7.0,17.0,67.0,835.0,37.0,3.0,33.9263,4.0,5.0,82.0,41.0,2.0,29.0,194.0,36.0,1.0,196.0,9.0,2.0,360.0,105.0,29.0,,,1.0,3.0,198.0,34.0,1.0,9.0,2.0,96.0,58.0,974.0,7.0,3.0,157.0,15.0,6.0,383.0,18.0,15.0,,33.0,68.0,1286.0,7.0,3.0,670.0,6.0,1.5763,57.0,53.0,,4.0,4.0,,,,,,,,,10.0,22.0,,35.0,,,,1.0,,,1.0,,,,,,,,,,,,1.0,,,,1.0,
203368,Frédéric Guilbert,Defender,A Villa,7,France,2021-22,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536110,Josh Feeney,Defender,A Villa,7,England,2021-22,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465390,Kaine Kesler-Hayden,Defender,A Villa,7,England,2021-22,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123354,Kortney Hause,Defender,A Villa,7,England,2021-22,0.0,0.0,0.0,16.0,,0.0516,9.0,,2.0,0.5146,3.0,2.0,1.0,28.0,7.0,,,4.0,4.0,47.0,,222.0,1.0,1.0,1.0,3.0,,28.0,1.0,,,397.0,8.0,28.0,3.0,6.0,8.0,158.0,9.0,,7.6547,,2.0,12.0,9.0,,8.0,60.0,2.0,1.0,44.0,3.0,0.0,83.0,41.0,7.0,,,,1.0,48.0,6.0,,2.0,,16.0,20.0,218.0,,1.0,53.0,3.0,3.0,66.0,6.0,6.0,,17.0,13.0,277.0,,1.0,127.0,3.0,0.1141,19.0,14.0,,1.0,1.0,,,,,,,,,,5.0,,7.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,
101188,Lucas Digne,Defender,A Villa,7,France,2021-22,0.0,0.0,6.0,121.0,21.0,1.6886,62.0,7.0,3.0,0.0678,46.0,11.0,1.0,182.0,29.0,4.0,3.0,37.0,29.0,235.0,88.0,1109.0,,3.0,0.0,,60.0,85.0,7.0,1.0,41.0,2442.0,36.0,129.0,4.0,61.0,80.0,851.0,40.0,2.0,17.3368,48.0,6.0,62.0,42.0,2.0,85.0,409.0,25.0,0.0,250.0,18.0,0.0,488.0,160.0,29.0,,1.0,,19.0,527.0,38.0,131.0,38.0,2.0,165.0,49.0,1075.0,8.0,22.0,475.0,29.0,11.0,35.0,33.0,37.0,,23.0,177.0,1886.0,211.0,3.0,388.0,20.0,0.5095,53.0,88.0,1.0,1.0,1.0,15.0,1.0,1.0,4.0,29.0,0.1004,,45.0,17.0,13.0,1.0,26.0,,,,,,3.0,,,,,,,,,,,,,,,,,,1.0
169359,Matt Targett,Defender,A Villa,7,England,2021-22,0.0,0.0,3.0,105.0,16.0,1.6275,63.0,3.0,6.0,0.1321,75.0,10.0,4.0,196.0,33.0,1.0,,37.0,33.0,310.0,63.0,1194.0,1.0,1.0,1.0,,44.0,77.0,8.0,,41.0,2873.0,26.0,160.0,6.0,53.0,109.0,825.0,26.0,3.0,25.4267,40.0,4.0,60.0,47.0,1.0,79.0,396.0,23.0,0.0,265.0,18.0,0.0,571.0,145.0,33.0,,,,12.0,510.0,41.0,94.0,21.0,1.0,188.0,51.0,1167.0,4.0,19.0,497.0,44.0,11.0,66.0,24.0,48.0,,59.0,161.0,1983.0,233.0,3.0,415.0,15.0,0.5237,114.0,92.0,,1.0,1.0,19.0,1.0,,,24.0,,,44.0,31.0,13.0,,44.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,1.0
