playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,overruns,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,substituteOn,aerialDuels,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,leftsidePasses,totalFoulsConceded,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,shotsOnTargetIncGoals,throughBalls,starts,offsides,oboxBlocked,cleanSheets,iboxTarget,shotsOnTargetInBox,goalsConcededOutsideBox,penaltiesConceded,throwInsToOppositionPlayer,penaltyGoalsConceded,ownGoalScored,keyPassesAttemptAssists,successfulLaunches,totalClearances,tacklesLost,redCards2ndYellow,aerialDuelsWon,blocks,interceptions,shotsBlockedOutsideBox,unsuccessfulLaunches,unsuccessfulPassesOwnHalf,expectedGoalsOnTarget,shotsOnTargetOutsideBox,oboxTarget,handballsConceded,secondGoalAssists,cornersTakenInclShortCorners,successfulCornersIntoBox,goals,awayGoals,rightFootGoals,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,clearancesOffTheLine,expectedGoalsFreekick,unsuccessfulLayoffs,homeGoals,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,lastPlayerTackle,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,leftFootGoals,headedGoals,hitWoodwork,penaltiesTaken,penaltyGoals,penaltiesSaved,savesFromPenalty,foulWonPenalty
15405,Alan Hutton,Defender,A Villa,7,Scotland,2015-16,84.0,24.0,2.1361,1.0,1.0,7.0,55.0,8.0,131.0,28.0,1.0,8.0,207.0,97.0,843.0,2.0,50.0,24.0,2241.0,16.0,135.0,46.0,101.0,592.0,36.0,42.68,55.0,,68.0,70.0,36.0,0.0,219.0,25.0,345.0,104.0,28.0,19.0,428.0,49.0,97.0,27.0,,169.0,0.0,825.0,6.0,15.0,429.0,43.0,12.0,318.0,28.0,44.0,110.0,1587.0,201.0,1.0,232.0,14.0,0.682,6.0,76.0,2.0,1.0,26.0,3.0,1.0,2.0,2.0,2.0,6.0,1.0,65.0,3.0,2.0,20.0,13.0,52.0,12.0,1.0,34.0,10.0,52.0,1.0,40.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44354,Aly Cissokho,Defender,A Villa,7,France,2015-16,44.0,15.0,0.8142,1.0,1.0,,26.0,3.0,79.0,18.0,,1.0,166.0,66.0,647.0,,34.0,15.0,1603.0,12.0,56.0,48.0,34.0,445.0,13.0,27.2092,40.0,1.0,32.0,220.0,4.0,0.0,100.0,16.0,268.0,84.0,18.0,6.0,294.0,35.0,66.0,10.0,1.0,66.0,1.0,641.0,,11.0,306.0,19.0,4.0,30.0,13.0,36.0,129.0,1156.0,152.0,,202.0,5.0,0.1167,3.0,87.0,3.0,,18.0,,,3.0,2.0,2.0,5.0,2.0,54.0,2.0,,9.0,14.0,75.0,7.0,,22.0,3.0,40.0,,68.0,61.0,0.1992,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58845,Ciaran Clark,Defender,A Villa,7,Ireland,2015-16,58.0,1.0,0.1481,0.0,,,24.0,10.0,63.0,18.0,,,134.0,,559.0,2.0,80.0,1.0,1353.0,30.0,93.0,13.0,43.0,395.0,21.0,19.5989,31.0,,28.0,153.0,11.0,0.0,151.0,11.0,258.0,68.0,18.0,4.0,129.0,29.0,,7.0,,71.0,0.0,532.0,8.0,1.0,152.0,18.0,9.0,116.0,14.0,30.0,32.0,851.0,2.0,,297.0,7.0,0.7569,6.0,71.0,2.0,,16.0,,,3.0,1.0,1.0,2.0,1.0,,,,4.0,6.0,127.0,6.0,,50.0,13.0,47.0,,38.0,27.0,0.1496,,,1.0,,,,1.0,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,1.0,,,,,,
56981,Joe Bennett,Defender,A Villa,7,England,2015-16,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7551,Joleon Lescott,Defender,A Villa,7,England,2015-16,77.0,1.0,0.3701,0.0,3.0,2.0,35.0,8.0,144.0,32.0,,2.0,249.0,3.0,1061.0,,105.0,1.0,2721.0,34.0,122.0,27.0,51.0,719.0,23.0,45.1307,61.0,3.0,43.0,278.0,9.0,0.0,199.0,15.0,506.0,170.0,32.0,2.0,262.0,52.0,3.0,10.0,3.0,94.0,0.0,1026.0,5.0,4.0,279.0,30.0,7.0,207.0,16.0,93.0,70.0,1493.0,7.0,2.0,551.0,5.0,1.7601,2.0,105.0,3.0,,32.0,,,5.0,2.0,2.0,9.0,,1.0,3.0,,4.0,28.0,186.0,5.0,,71.0,21.0,85.0,,59.0,84.0,0.7617,,,,,,,1.0,1.0,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,
115380,Jordan Amavi,Defender,A Villa,7,France,2015-16,86.0,5.0,0.8995,0.0,3.0,6.0,36.0,2.0,53.0,10.0,2.0,1.0,78.0,35.0,368.0,1.0,37.0,5.0,836.0,17.0,92.0,22.0,72.0,271.0,9.0,11.4089,13.0,1.0,69.0,144.0,11.0,0.0,178.0,8.0,138.0,64.0,10.0,32.0,146.0,11.0,35.0,39.0,1.0,141.0,0.0,361.0,1.0,8.0,179.0,30.0,25.0,13.0,18.0,19.0,73.0,752.0,103.0,,149.0,11.0,0.1863,2.0,25.0,1.0,,9.0,,2.0,2.0,,,2.0,,10.0,,,5.0,7.0,32.0,6.0,,20.0,3.0,37.0,2.0,17.0,40.0,0.0859,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80502,Jores Okore,Defender,A Villa,7,Denmark,2015-16,36.0,,0.0228,0.0,,,37.0,,32.0,12.0,,,64.0,,330.0,,34.0,,1080.0,16.0,66.0,11.0,48.0,229.0,2.0,17.1703,18.0,,20.0,74.0,8.0,0.0,102.0,6.0,139.0,47.0,12.0,1.0,76.0,14.0,,4.0,,68.0,0.0,324.0,,,77.0,24.0,3.0,94.0,8.0,37.0,23.0,524.0,,,190.0,2.0,,1.0,32.0,,,12.0,,,3.0,,,4.0,,,2.0,,1.0,6.0,83.0,13.0,,18.0,8.0,28.0,,18.0,27.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
28386,José Crespo,Defender,A Villa,7,Spain,2015-16,3.0,,0.0017,0.0,,,,,3.0,1.0,,,3.0,,27.0,,1.0,,90.0,1.0,1.0,1.0,1.0,19.0,,1.5217,1.0,,2.0,1.0,1.0,0.0,4.0,,15.0,6.0,1.0,,8.0,1.0,,,,3.0,0.0,27.0,,,3.0,,,9.0,1.0,5.0,2.0,30.0,,,16.0,1.0,,0.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171213,Kevin Toner,Defender,A Villa,7,Ireland,2015-16,11.0,,0.0848,0.0,,,10.0,1.0,18.0,4.0,1.0,,27.0,1.0,97.0,1.0,13.0,,315.0,3.0,24.0,7.0,14.0,63.0,3.0,6.2862,9.0,,8.0,38.0,4.0,0.0,35.0,5.0,43.0,7.0,4.0,1.0,40.0,7.0,1.0,2.0,,22.0,0.0,93.0,1.0,,38.0,5.0,,12.0,2.0,7.0,4.0,177.0,18.0,,30.0,,0.0667,0.0,9.0,,,3.0,,,1.0,,,2.0,,6.0,,,,1.0,18.0,5.0,,10.0,1.0,9.0,,5.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15073,Kieran Richardson,Defender,A Villa,7,England,2015-16,50.0,2.0,0.2147,0.0,1.0,1.0,18.0,6.0,37.0,11.0,1.0,5.0,60.0,16.0,269.0,3.0,18.0,2.0,634.0,9.0,35.0,12.0,26.0,195.0,3.0,13.4886,20.0,,41.0,96.0,4.0,0.0,85.0,4.0,112.0,42.0,11.0,8.0,100.0,19.0,19.0,15.0,,67.0,0.0,266.0,4.0,1.0,121.0,12.0,4.0,14.0,18.0,14.0,47.0,462.0,53.0,3.0,111.0,11.0,0.2525,4.0,23.0,2.0,1.0,8.0,,1.0,,,,1.0,,13.0,,,3.0,5.0,20.0,6.0,,9.0,3.0,12.0,1.0,14.0,22.0,0.1487,2.0,2.0,,,,,,,,1.0,1.0,,,0.0705,2.0,,,,,,,,,,,,,,,,,,,,,,,,
