playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,oboxBlocked,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,oboxTarget,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,clearancesOffTheLine,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,substituteOn,goalKicks,iboxTarget,shotsOnTargetInBox,shotsBlockedInBox,iboxBlocked,gkSuccessfulDistribution,offsides,lastPlayerTackle,goals,awayGoals,successfulCornersIntoBox,rightFootGoals,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,hitWoodwork,handballsConceded,successfulCrossesOpenPlay,expectedGoalsFreekick,cornersTakenInclShortCorners,successfulCrossesAndCorners,unsuccessfulLayoffs,homeGoals,penaltiesTaken,headedGoals,penaltyGoals,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,punches,penaltyGoalsConceded,ownGoalScored,savesMade,goalkeeperSmother,drops,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,foulWonPenalty,penaltiesConceded,throwInsToOppositionPlayer,secondGoalAssists,leftFootGoals,setPiecesGoals,penaltiesSaved,savesFromPenalty
101184,Calum Chambers,Defender,A Villa,7,England,2023-24,6.0,0.0114,0.0,,,,,3.0,,,10.0,5.0,1.0,,1.0,13.0,,113.0,,2.0,,,150.0,1.0,6.0,2.0,3.0,5.0,96.0,,5.1279,,,4.0,6.0,5.0,45.0,1.0,0.0,12.0,1.0,29.0,8.0,5.0,,3.0,,23.0,4.0,,1.0,10.0,1.0,0.0,113.0,,,14.0,,1.0,1.0,25.0,3.0,2.0,,4.0,14.0,132.0,,1.0,,1.0,77.0,1.0,,1.0,3.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171101,Clément Lenglet,Defender,A Villa,7,France,2023-24,25.0,0.5194,0.0,3.0,2.0,,0.3451,13.0,5.0,,48.0,14.0,1.0,,14.0,92.0,3.0,910.0,1.0,26.0,2.0,,1155.0,11.0,43.0,4.0,11.0,28.0,767.0,12.0,25.4177,1.0,9.0,47.0,27.0,14.0,407.0,12.0,0.0,68.0,8.0,294.0,37.0,14.0,,4.0,2.0,227.0,23.0,3.0,5.0,42.0,15.0,0.0,856.0,3.0,1.0,104.0,9.0,3.0,11.0,151.0,3.0,7.0,,51.0,58.0,1043.0,4.0,3.0,1.0,17.0,591.0,3.0,0.8628,3.0,44.0,47.0,,14.0,2.0,2.0,2.0,2.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165659,Diego Carlos,Defender,A Villa,7,Brazil,2023-24,66.0,0.3722,0.0,2.0,1.0,,0.2448,27.0,8.0,,63.0,27.0,,,20.0,155.0,1.0,1339.0,,50.0,5.0,,1811.0,28.0,54.0,6.0,9.0,32.0,1118.0,23.0,39.9102,3.0,7.0,78.0,36.0,38.0,294.0,4.0,0.0,120.0,5.0,463.0,78.0,27.0,,11.0,2.0,347.0,30.0,1.0,6.0,70.0,22.0,0.0,1292.0,7.0,2.0,170.0,16.0,2.0,19.0,516.0,26.0,13.0,1.0,66.0,66.0,1535.0,,2.0,,30.0,837.0,16.0,1.9477,4.0,92.0,56.0,7.0,6.0,1.0,1.0,2.0,2.0,6.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199798,Ezri Konsa,Defender,A Villa,7,England,2023-24,53.0,1.0274,0.0,5.0,5.0,1.0,0.8545,54.0,14.0,1.0,117.0,35.0,,1.0,35.0,153.0,13.0,1953.0,1.0,44.0,6.0,,3073.0,14.0,167.0,9.0,40.0,137.0,1754.0,39.0,54.8294,8.0,4.0,68.0,54.0,39.0,328.0,64.0,0.0,220.0,16.0,633.0,142.0,35.0,,22.0,6.0,663.0,45.0,13.0,23.0,176.0,30.0,0.0,1879.0,9.0,7.0,237.0,32.0,19.0,20.0,807.0,14.0,28.0,,46.0,185.0,2476.0,103.0,5.0,1.0,15.0,1141.0,7.0,2.4728,5.0,36.0,78.0,,3.0,4.0,4.0,4.0,4.0,3.0,,3.0,1.0,0.0,,1.0,,,,,2.0,4.0,,,4.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,1.0,1.0,20.0,,,,,
521966,Finley Munroe,Defender,A Villa,7,England,2023-24,,,0.0,,,,,,,,,1.0,,1.0,,,,1.0,,,,,3.0,,,,,,1.0,,,,,,,,,,0.0,,,,,1.0,,,,,,,,,,0.0,1.0,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465390,Kaine Kesler-Hayden,Defender,A Villa,7,England,2023-24,1.0,,0.0,,,,,,,,,3.0,,,,,,,,1.0,,,5.0,1.0,,,,,,,,,,,,,,,0.0,1.0,,,,3.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101188,Lucas Digne,Defender,A Villa,7,France,2023-24,101.0,3.611,0.0,7.0,4.0,1.0,1.1714,47.0,13.0,,151.0,33.0,3.0,1.0,27.0,188.0,99.0,1013.0,5.0,67.0,3.0,2.0,2410.0,25.0,129.0,9.0,60.0,87.0,804.0,56.0,42.591,35.0,1.0,61.0,41.0,76.0,372.0,30.0,1.0,230.0,18.0,319.0,101.0,33.0,2.0,28.0,16.0,468.0,32.0,118.0,31.0,163.0,42.0,0.0,973.0,9.0,26.0,385.0,19.0,10.0,2.0,27.0,29.0,26.0,,21.0,295.0,1659.0,154.0,9.0,5.0,14.0,393.0,17.0,1.0636,7.0,37.0,80.0,6.0,,1.0,1.0,2.0,2.0,,3.0,,1.0,1.0,12.0,,6.0,6.0,18.0,,2.0,23.0,0.3835,36.0,36.0,,0.0,,1.0,,,,,,,1.0,,,,,,,,,,27.0,,,,,
199796,Matty Cash,Defender,A Villa,7,Poland,2023-24,114.0,2.4646,0.0,10.0,13.0,,3.2163,54.0,23.0,,108.0,29.0,2.0,,23.0,164.0,30.0,1028.0,3.0,36.0,2.0,3.0,2142.0,21.0,103.0,5.0,45.0,88.0,833.0,55.0,35.4574,11.0,6.0,52.0,36.0,93.0,72.0,22.0,1.0,217.0,21.0,367.0,110.0,29.0,3.0,23.0,20.0,420.0,31.0,30.0,35.0,181.0,15.0,0.0,1004.0,10.0,21.0,296.0,31.0,12.0,14.0,327.0,30.0,18.0,1.0,31.0,262.0,1558.0,112.0,7.0,3.0,30.0,453.0,23.0,4.2789,8.0,56.0,63.0,6.0,,8.0,8.0,7.0,7.0,,,,2.0,2.0,,2.0,,,,,2.0,9.0,,,9.0,,0.0,,,,,,,,,1.0,1.0,,,,,,,,1.0,45.0,,,,,
244954,Pau Torres,Defender,A Villa,7,Spain,2023-24,76.0,0.7394,0.0,3.0,5.0,,0.7076,29.0,9.0,1.0,121.0,29.0,,,27.0,216.0,5.0,1770.0,2.0,45.0,6.0,,2463.0,22.0,79.0,5.0,25.0,56.0,1469.0,23.0,40.1894,8.0,9.0,74.0,37.0,54.0,810.0,10.0,0.0,155.0,16.0,599.0,127.0,29.0,,11.0,9.0,561.0,32.0,5.0,22.0,110.0,23.0,0.0,1655.0,4.0,5.0,257.0,18.0,17.0,12.0,250.0,18.0,14.0,2.0,85.0,111.0,2032.0,5.0,2.0,2.0,29.0,996.0,13.0,1.0061,1.0,95.0,93.0,2.0,36.0,3.0,3.0,1.0,1.0,35.0,2.0,,2.0,2.0,,,,,,,2.0,3.0,,,3.0,,0.0,,1.0,,,,,,,1.0,,,,,1.0,,,,,,,1.0,,,
149484,Tyrone Mings,Defender,A Villa,7,England,2023-24,,0.1586,0.0,1.0,,,,,,1.0,,1.0,,,1.0,,,5.0,,1.0,,,31.0,,1.0,,,,4.0,1.0,2.1492,1.0,,1.0,2.0,,1.0,,0.0,1.0,,3.0,2.0,1.0,,,,1.0,2.0,,,,1.0,0.0,5.0,,,1.0,,,,1.0,,1.0,,1.0,,9.0,,1.0,,,4.0,,0.0075,0.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
