season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,metersCoveredHighSpeedRunningKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredSprintingKm,metersCoveredWalkingKm,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2025-26,14025056,1,3,Arsenal,Away,232422,109745,Kepa Arrizabalaga,kepa-arrizabalaga,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025056,1,3,Arsenal,Away,581310,154561,David Raya,david-raya,G,False,,,5.0,5.0,8.0,13.0,,1.0,,13.0,,,,,,,,,1.0,,,0.00065292,,,,0.0,,0.7494,2.0,,,,,0.01,1.92,0.11,0.0,4.07,90.0,,,,,15.0,,1.0,8.1,5.0,7.0,,,,1.0,,,,20.0,,19.0,9.0,28.0,,,0,,47.0,,,,
2025-26,14025065,2,3,Arsenal,Home,232422,109745,Kepa Arrizabalaga,kepa-arrizabalaga,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025065,2,3,Arsenal,Home,581310,154561,David Raya,david-raya,G,False,,,6.0,3.0,25.0,28.0,,,,3.0,,,,,,,,,,,,0.00232419,,,,0.0,,0.1446,,,,,,,,,,,90.0,,,,,3.0,,,7.0,1.0,1.0,,,,,,,,9.0,,6.0,25.0,31.0,,,0,,34.0,,,,
2025-26,14025103,3,3,Arsenal,Away,232422,109745,Kepa Arrizabalaga,kepa-arrizabalaga,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025103,3,3,Arsenal,Away,581310,154561,David Raya,david-raya,G,False,,1.0,15.0,12.0,17.0,29.0,,,,12.0,,,,,,,,,,,1.0,0.0206587,,,,0.0,,-0.7267,1.0,,,1.0,,,,,,,90.0,,,,,15.0,,,6.8,2.0,2.0,,,,,,,1.0,29.0,,24.0,20.0,44.0,,,0,,55.0,,,,
2025-26,14025124,4,3,Arsenal,Home,232422,109745,Kepa Arrizabalaga,kepa-arrizabalaga,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025124,4,3,Arsenal,Home,581310,154561,David Raya,david-raya,G,False,,,3.0,2.0,23.0,25.0,,,,9.0,,,,,,,,,,,,0.00218206,,,,0.0,,0.0627,,,,,,,,,,,90.0,,,,,3.0,,,6.9,1.0,1.0,,,,,,,,6.0,,5.0,23.0,28.0,,,0,,34.0,,,,
2025-26,14025154,5,3,Arsenal,Home,232422,109745,Kepa Arrizabalaga,kepa-arrizabalaga,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025154,5,3,Arsenal,Home,581310,154561,David Raya,david-raya,G,False,,,7.0,6.0,19.0,25.0,,,,6.0,,,,,,,,,1.0,,,0.00859782,,,,0.0,,0.1089,,,,,,,,,,,90.0,,,,,9.0,,,6.8,2.0,2.0,,,,1.0,,,,16.0,,14.0,20.0,34.0,,,0,,39.0,,1.0,,
