playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,fiftyFifty,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,throughBalls,gamesPlayed,successfulFiftyFifty,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,goalsConcededOutsideBox,groundDuelsWon,successfulCornersIntoBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,shotsBlockedInBox,totalFoulsWon,winningGoal,recoveries,appearances,rightFootGoals,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,freekickTotal,openPlayPasses,shotsOffTargetIncWoodwork,totalLossesOfPossession,tacklesWon,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,hitWoodwork,successfulPassesOwnHalf,handballsConceded,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,secondGoalAssists,successfulCrossesOpenPlay,expectedAssists,totalRedCards,expectedGoalsFreekick,overruns,totalShots,unsuccessfulShortPasses,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,duelsWon,putthroughBlockedDistribution,successfulShortPasses,totalTouchesInOppositionBox,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,penaltiesTaken,oboxTarget,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,cornersWon,successfulDribbles,blocks,interceptions,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,foulAttemptedTackle,expectedGoals,yellowCards,penaltiesConceded,throwInsToOppositionPlayer,headedGoals,penaltyGoals,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,foulWonPenalty,lastPlayerTackle,clearancesOffTheLine,otherGoals,ownGoalScored
169528,Antonee Robinson,Defender,Fulham,54,United States,2020-21,99.0,75.0,4.0,4.0,0.3427,45.0,,28.0,35.0,1047.0,,1.0,,1.0,4.0,2.0,2.0,18.0,1.0,104.0,,4.0,32.9508,29.0,5.0,3.0,8.0,0.0,135.0,28.0,,,22.0,74.0,44.0,,1038.0,2.0,506.0,28.0,,40.0,20.0,,33.0,212.0,1767.0,163.0,,364.0,,73.0,87.0,1.0,27.0,1.9548,1.0,,7.0,6.0,190.0,,,24.0,263.0,74.0,,54.0,4.0,2.0,27.0,2162.0,,140.0,53.0,751.0,38.0,54.0,27.0,81.0,424.0,239.0,17.0,,371.0,,2.0,17.0,447.0,26.0,3.0,185.0,36.0,1.0,15.0,51.0,4.0,37.0,2.0,1.0,38.0,11.0,0.4206,4.0,,71.0,,,,,,,,,,,,,,,,,,,,
72681,Denis Odoi,Defender,Fulham,54,Ghana,2020-21,17.0,6.0,,1.0,0.115,3.0,,3.0,3.0,168.0,,1.0,,,,,,5.0,,8.0,,1.0,6.917,1.0,2.0,,4.0,0.0,19.0,3.0,,,,4.0,2.0,,161.0,1.0,37.0,3.0,,44.0,7.0,,7.0,26.0,220.0,16.0,,84.0,,11.0,14.0,,1.0,0.0802,0.0,,,2.0,18.0,,,3.0,29.0,4.0,,11.0,,1.0,1.0,270.0,,14.0,5.0,132.0,,5.0,10.0,12.0,26.0,31.0,2.0,,72.0,,1.0,,56.0,10.0,,20.0,6.0,0.0,1.0,1.0,1.0,5.0,,,6.0,4.0,0.0558,1.0,,,,,,,,,,,,,,,,,,,,,,
174874,Joachim Andersen,Defender,Fulham,54,Denmark,2020-21,99.0,59.0,2.0,3.0,0.4773,33.0,,31.0,31.0,1958.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,44.0,2.0,56.0,,3.0,40.2422,7.0,20.0,1.0,15.0,0.0,172.0,31.0,1.0,,2.0,11.0,5.0,1.0,1890.0,8.0,399.0,19.0,1.0,728.0,39.0,,181.0,102.0,2324.0,15.0,1.0,1166.0,2.0,199.0,118.0,,1.0,0.901,1.0,0.0581,,11.0,166.0,1.0,,30.0,365.0,11.0,,143.0,9.0,1.0,1.0,2730.0,,155.0,24.0,1412.0,26.0,150.0,35.0,55.0,397.0,254.0,11.0,1.0,731.0,,1.0,14.0,428.0,33.0,1.0,111.0,99.0,1.0,4.0,9.0,13.0,44.0,,1.0,73.0,14.0,1.214,7.0,2.0,,,,,,,,,,,,,,,,,,1.0,1.0,,
101105,Joe Bryan,Defender,Fulham,54,England,2020-21,21.0,35.0,3.0,2.0,0.3722,15.0,1.0,16.0,20.0,314.0,1.0,,1.0,2.0,9.0,1.0,1.0,3.0,2.0,36.0,1.0,1.0,15.6601,5.0,4.0,1.0,7.0,0.0,38.0,16.0,,,,41.0,3.0,1.0,306.0,3.0,148.0,8.0,1.0,11.0,10.0,6.0,12.0,62.0,535.0,55.0,1.0,113.0,,32.0,32.0,,5.0,0.4423,0.0,0.0466,,5.0,46.0,,,7.0,78.0,30.0,7.0,9.0,,,7.0,665.0,,42.0,19.0,224.0,9.0,11.0,17.0,18.0,94.0,63.0,6.0,0.0,147.0,,,7.0,130.0,15.0,1.0,54.0,6.0,0.0,2.0,14.0,2.0,14.0,2.0,2.0,19.0,5.0,0.5512,2.0,1.0,11.0,1.0,,,,,,,,,,,,,,,1.0,,,,
167074,Kenny Tete,Defender,Fulham,54,Netherlands,2020-21,72.0,58.0,3.0,1.0,0.0318,48.0,,22.0,39.0,690.0,,2.0,,1.0,4.0,1.0,1.0,20.0,2.0,76.0,,3.0,25.5326,17.0,7.0,2.0,18.0,0.0,85.0,22.0,,,9.0,49.0,17.0,,686.0,3.0,281.0,30.0,,226.0,28.0,,32.0,119.0,1125.0,92.0,,270.0,,32.0,83.0,,23.0,1.4983,0.0,,2.0,4.0,137.0,1.0,,18.0,169.0,49.0,,49.0,4.0,,23.0,1482.0,,105.0,51.0,489.0,19.0,44.0,27.0,52.0,31.0,177.0,9.0,,314.0,,,18.0,274.0,25.0,2.0,128.0,29.0,0.0,10.0,10.0,5.0,27.0,6.0,1.0,24.0,16.0,0.2917,3.0,1.0,23.0,,,,,,,,,,,,,,,,,,,,
84915,Michael Hector,Defender,Fulham,54,Jamaica,2020-21,14.0,9.0,1.0,,,3.0,,4.0,4.0,186.0,,,,,1.0,,,4.0,,9.0,,1.0,6.9733,1.0,2.0,1.0,3.0,0.0,19.0,4.0,,,,,,,176.0,,42.0,2.0,,69.0,5.0,,20.0,7.0,216.0,1.0,,101.0,,29.0,10.0,,,0.0271,0.0,,,,10.0,,,3.0,39.0,,,10.0,,,,264.0,,15.0,3.0,127.0,1.0,6.0,10.0,10.0,27.0,29.0,2.0,,83.0,,,1.0,46.0,10.0,1.0,19.0,6.0,0.0,1.0,3.0,2.0,,1.0,,10.0,4.0,0.0543,2.0,,,,,,,,,,,,,,,,,,,,1.0,,
159506,Ola Aina,Defender,Fulham,54,Nigeria,2020-21,111.0,68.0,3.0,4.0,0.9099,37.0,,31.0,37.0,1462.0,2.0,2.0,1.0,1.0,,,,36.0,1.0,83.0,,5.0,43.1533,14.0,9.0,2.0,25.0,0.0,147.0,31.0,,1.0,12.0,43.0,22.0,1.0,1434.0,7.0,470.0,20.0,1.0,431.0,32.0,,66.0,206.0,2124.0,190.0,,657.0,1.0,113.0,123.0,,9.0,1.1924,0.0,0.0173,3.0,11.0,196.0,1.0,,31.0,309.0,43.0,,67.0,7.0,2.0,9.0,2670.0,,114.0,50.0,1087.0,18.0,81.0,36.0,75.0,206.0,225.0,16.0,1.0,619.0,,2.0,17.0,505.0,35.0,2.0,158.0,31.0,0.0,11.0,21.0,6.0,45.0,7.0,1.0,48.0,19.0,1.2067,3.0,,64.0,,,,,,,,,,,,,,,,,,,1.0,
109434,Terence Kongolo,Defender,Fulham,54,Netherlands,2020-21,3.0,4.0,,,,3.0,,1.0,3.0,44.0,,,,,,,,2.0,,4.0,,,0.2991,,,,1.0,0.0,3.0,1.0,,,,,,,43.0,,8.0,2.0,,2.0,1.0,,,2.0,55.0,,,27.0,,2.0,3.0,,1.0,0.044,0.0,,,,6.0,,,1.0,8.0,,,5.0,,,1.0,90.0,,7.0,1.0,36.0,1.0,2.0,1.0,1.0,21.0,10.0,,,19.0,,,1.0,10.0,1.0,,5.0,3.0,0.0,,,,2.0,,,2.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,
82514,Tim Ream,Defender,Fulham,54,United States,2020-21,18.0,11.0,,,,12.0,,7.0,6.0,468.0,,,,,,,,10.0,1.0,13.0,,2.0,13.3156,,4.0,,,0.0,35.0,7.0,,,1.0,,2.0,,467.0,,48.0,5.0,,104.0,3.0,,26.0,25.0,532.0,,,306.0,,21.0,17.0,,,0.0424,0.0,,,,23.0,,,7.0,44.0,,,21.0,,,,630.0,,24.0,4.0,398.0,1.0,23.0,13.0,8.0,170.0,42.0,3.0,,169.0,,,7.0,118.0,12.0,,21.0,11.0,0.0,,1.0,5.0,6.0,,,9.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,1.0,,,
109646,Tosin Adarabioyo,Defender,Fulham,54,England,2020-21,83.0,65.0,2.0,5.0,0.5242,37.0,,33.0,47.0,1905.0,,2.0,,,,5.0,5.0,39.0,3.0,53.0,,6.0,47.7374,5.0,17.0,2.0,6.0,0.0,143.0,33.0,,,3.0,2.0,8.0,,1870.0,11.0,291.0,19.0,,485.0,16.0,,118.0,82.0,2315.0,5.0,,1242.0,,134.0,107.0,,,0.3827,0.0,,,16.0,129.0,,,33.0,263.0,2.0,,122.0,9.0,,,2954.0,,136.0,17.0,1524.0,36.0,193.0,41.0,44.0,656.0,219.0,6.0,,682.0,,,18.0,400.0,38.0,2.0,97.0,83.0,0.0,1.0,11.0,20.0,42.0,1.0,,53.0,11.0,1.1432,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,1.0
