playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,fiftyFifty,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,throughBalls,gamesPlayed,successfulFiftyFifty,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,goalsConcededOutsideBox,groundDuelsWon,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,shotsBlockedInBox,totalFoulsWon,winningGoal,recoveries,appearances,rightFootGoals,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,openPlayPasses,shotsOffTargetIncWoodwork,totalLossesOfPossession,tacklesWon,leftsidePasses,totalFoulsConceded,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,hitWoodwork,successfulPassesOwnHalf,handballsConceded,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,expectedAssists,totalRedCards,overruns,totalShots,unsuccessfulShortPasses,goalAssists,successfulLayoffs,foulWonPenalty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,duelsWon,putthroughBlockedDistribution,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,penaltiesTaken,oboxTarget,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,headedGoals,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,cornersWon,successfulDribbles,blocks,interceptions,penaltyGoals,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,foulAttemptedTackle,expectedGoals,yellowCards,successfulCornersIntoBox,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,secondGoalAssists,expectedGoalsFreekick,cornersTakenInclShortCorners,penaltiesConceded,penaltiesSaved,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,ownGoalScored,otherGoals,lastPlayerTackle,clearancesOffTheLine,setPiecesGoals
169528,Antonee Robinson,Defender,Fulham,54,United States,2022-23,131.0,54.0,,,,62.0,,35.0,27.0,1466.0,,3.0,,,,,,30.0,5.0,132.0,7.0,54.4253,20.0,13.0,,23.0,0.0,235.0,35.0,,,26.0,101.0,46.0,1448.0,3.0,601.0,38.0,98.0,33.0,80.0,254.0,2378.0,244.0,1.0,581.0,,103.0,139.0,33.0,1.836,0.0,11.0,3.0,236.0,1.0,,,35.0,339.0,101.0,70.0,9.0,,33.0,3089.0,,172.0,87.0,1047.0,29.0,65.0,76.0,44.0,101.0,462.0,303.0,36.0,,652.0,,,24.0,579.0,39.0,,,233.0,40.0,0.0,23.0,47.0,13.0,53.0,,1.0,,32.0,19.0,0.0807,8.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
547673,Charlie Robinson,Defender,Fulham,54,England,2022-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58822,Cédric Soares,Defender,Fulham,54,Portugal,2022-23,12.0,3.0,2.0,,,8.0,,8.0,1.0,156.0,,,,2.0,6.0,,,7.0,,12.0,1.0,1.7093,2.0,,,2.0,0.0,11.0,8.0,,,,22.0,2.0,153.0,,53.0,5.0,57.0,2.0,4.0,25.0,247.0,23.0,,60.0,,11.0,9.0,5.0,0.1772,0.0,1.0,,11.0,,,,2.0,22.0,22.0,9.0,,,5.0,224.0,,14.0,7.0,130.0,3.0,2.0,6.0,3.0,5.0,13.0,26.0,3.0,,61.0,,,3.0,79.0,3.0,,,17.0,2.0,0.0,2.0,2.0,1.0,1.0,,1.0,2.0,3.0,2.0,0.0593,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219924,Issa Diop,Defender,Fulham,54,Morocco,2022-23,56.0,37.0,1.0,2.0,0.2642,28.0,,25.0,19.0,1395.0,1.0,3.0,0.0,,4.0,1.0,1.0,24.0,4.0,42.0,3.0,32.0635,2.0,6.0,1.0,8.0,0.0,116.0,25.0,,,1.0,2.0,2.0,1350.0,,198.0,19.0,448.0,16.0,61.0,81.0,1635.0,1.0,,872.0,1.0,82.0,68.0,,0.4755,0.0,3.0,2.0,98.0,,,,21.0,180.0,2.0,57.0,7.0,,,2009.0,,75.0,15.0,1154.0,9.0,,86.0,26.0,32.0,362.0,131.0,7.0,1.0,504.0,,,9.0,343.0,22.0,,1.0,74.0,33.0,0.0,2.0,6.0,17.0,35.0,,2.0,,23.0,8.0,0.2821,2.0,,,,,,,,2.0,,,,4.0,,,,,,,,,4.0,,,,,1.0,,,
167074,Kenny Tete,Defender,Fulham,54,Netherlands,2022-23,118.0,75.0,3.0,5.0,0.6438,83.0,1.0,31.0,39.0,1114.0,1.0,,1.0,2.0,2.0,1.0,1.0,29.0,5.0,158.0,5.0,42.0604,18.0,6.0,1.0,54.0,0.0,141.0,31.0,,,12.0,76.0,36.0,1077.0,5.0,486.0,46.0,341.0,42.0,47.0,192.0,2016.0,240.0,,411.0,3.0,56.0,111.0,23.0,1.9164,0.0,9.0,10.0,211.0,5.0,2.0,,29.0,267.0,76.0,62.0,5.0,3.0,23.0,2573.0,2.0,191.0,79.0,800.0,29.0,67.0,73.0,36.0,89.0,66.0,309.0,31.0,0.0,515.0,,3.0,37.0,459.0,31.0,1.0,1.0,247.0,33.0,0.0,16.0,21.0,17.0,52.0,,8.0,2.0,19.0,19.0,0.6616,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120721,Kevin Mbabu,Defender,Fulham,54,Switzerland,2022-23,17.0,7.0,,,,3.0,,6.0,3.0,64.0,,,,,5.0,,,6.0,,7.0,1.0,6.6635,1.0,,,,0.0,6.0,6.0,,,2.0,4.0,4.0,64.0,,32.0,2.0,3.0,4.0,1.0,12.0,120.0,16.0,,15.0,,1.0,7.0,3.0,0.4196,0.0,1.0,,14.0,1.0,,,1.0,15.0,4.0,8.0,,,3.0,141.0,,9.0,4.0,48.0,,7.0,2.0,7.0,11.0,17.0,26.0,2.0,,32.0,,,1.0,37.0,7.0,,,18.0,2.0,0.0,,4.0,,3.0,,1.0,,1.0,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89068,Layvin Kurzawa,Defender,Fulham,54,France,2022-23,6.0,2.0,,,,3.0,,3.0,2.0,27.0,,,,,1.0,,,2.0,,5.0,,4.3318,,,,,0.0,5.0,3.0,,,2.0,1.0,3.0,27.0,,20.0,2.0,2.0,1.0,,5.0,68.0,8.0,,14.0,,1.0,4.0,1.0,0.0352,0.0,1.0,,7.0,,,,2.0,8.0,1.0,2.0,,,1.0,136.0,,5.0,2.0,19.0,,4.0,2.0,4.0,4.0,11.0,11.0,,,9.0,,,1.0,6.0,4.0,,,9.0,,0.0,,2.0,1.0,2.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61933,Shane Duffy,Defender,Fulham,54,Ireland,2022-23,1.0,,,,,,,5.0,,20.0,,,,,5.0,,,1.0,,2.0,1.0,3.5566,,,,1.0,0.0,2.0,5.0,,,,,,19.0,1.0,5.0,,9.0,,,7.0,24.0,,,15.0,,3.0,1.0,,0.0003,0.0,,1.0,1.0,,,,,4.0,,3.0,,,,17.0,,4.0,,16.0,1.0,,,4.0,,,5.0,,,4.0,,,,1.0,4.0,,,2.0,2.0,0.0,,1.0,,,,,,1.0,,0.1559,0.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,
478227,Stefan Parkes,Defender,Fulham,54,England,2022-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82514,Tim Ream,Defender,Fulham,54,United States,2022-23,75.0,51.0,,2.0,0.0697,30.0,,33.0,28.0,1902.0,1.0,1.0,1.0,,,1.0,1.0,31.0,4.0,51.0,5.0,51.5672,3.0,9.0,,7.0,0.0,199.0,33.0,,1.0,3.0,4.0,8.0,1854.0,1.0,283.0,16.0,377.0,18.0,137.0,90.0,2234.0,8.0,,1121.0,,113.0,88.0,,0.2875,0.0,,3.0,135.0,,,,33.0,248.0,4.0,79.0,8.0,,,2899.0,,99.0,28.0,1517.0,14.0,3.0,112.0,44.0,44.0,722.0,174.0,20.0,0.0,713.0,,,14.0,533.0,40.0,,,95.0,48.0,0.0,2.0,14.0,24.0,41.0,,2.0,,39.0,12.0,0.2611,2.0,,,,,,,,1.0,,,,14.0,,,,,,,,,14.0,,,,,,3.0,4.0,
109646,Tosin Adarabioyo,Defender,Fulham,54,England,2022-23,56.0,36.0,4.0,4.0,0.3654,30.0,2.0,25.0,19.0,1284.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,26.0,2.0,44.0,5.0,44.2679,6.0,9.0,3.0,5.0,0.0,110.0,25.0,,,2.0,1.0,6.0,1233.0,8.0,245.0,13.0,473.0,17.0,90.0,62.0,1571.0,7.0,,701.0,1.0,98.0,89.0,1.0,0.4558,0.0,1.0,12.0,128.0,,,,23.0,226.0,1.0,85.0,3.0,1.0,1.0,2084.0,,103.0,15.0,968.0,19.0,,138.0,39.0,30.0,227.0,159.0,5.0,0.0,522.0,,1.0,17.0,358.0,37.0,1.0,3.0,74.0,59.0,0.0,1.0,9.0,15.0,26.0,,,1.0,36.0,9.0,0.7038,4.0,,1.0,1.0,,,0.0372,,,,,,4.0,,,,,,,,,4.0,,,,,,1.0,,
