playerId,playerName,position,team_name,team_id,nationality,season,penaltiesSaved,expectedAssists,totalRedCards,catches,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,savesMadeCaught,aerialDuels,penaltiesFaced,timePlayed,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,savesFromPenalty,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,successfulLaunches,totalClearances,goalsConceded,rightsidePasses,savesMade,totalFoulsWon,duels,forwardPasses,recoveries,appearances,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,duelsLost,totalTackles,cleanSheets,aerialDuelsLost,penaltiesConceded,keyPassesAttemptAssists,groundDuelsLost,goalkeeperSmother,drops,crossesNotClaimed,tacklesWon,totalFoulsConceded,interceptions,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalShots,throughBalls,goalAssists,unsuccessfulCrossesOpenPlay,substituteOn,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,putthroughBlockedDistribution,totalTouchesInOppositionBox,throwInsToOppositionPlayer,ownGoalScored,shotsBlockedInBox,putthroughBlockedDistributionWon,tacklesLost,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,iboxBlocked,shotsOffTargetIncWoodwork,cornersWon,successfulDribbles,blocks,backwardPasses,throwInsToOwnPlayer,substituteOff,foulAttemptedTackle,expectedGoals,successfulLayoffs,goals,oboxBlocked,shotsOnTargetOutsideBox,oboxTarget,rightFootGoals,hitWoodwork,shotsBlockedOutsideBox,handballsConceded,clearancesOffTheLine,offsides,secondGoalAssists,cornersTakenInclShortCorners,successfulCornersIntoBox,unsuccessfulCornersIntoBox,unsuccessfulLayoffs,leftFootGoals,redCards2ndYellow,expectedGoalsFreekick,freekickTotal,attemptsFromSetPieces,foulWonPenalty,penaltiesTaken,headedGoals,penaltyGoals
72681,Denis Odoi,Defender,Antwerp,849,Ghana,2018-19,,0.6042,0.0,,,130.0,31.0,29.0,238.0,1332.0,,108.0,,2594.0,150.0,7.0,95.0,1026.0,,,4.0,55.3966,19.0,144.0,62.0,170.0,,31.0,266.0,519.0,191.0,31.0,392.0,55.0,158.0,55.0,0.0,,1286.0,309.0,,,501.0,68.0,1871.0,52.0,706.0,,4.0,108.0,76.0,116.0,48.0,3.0,53.0,1.0,10.0,63.0,,,,34.0,37.0,42.0,4.0,1.0,1.0,0.082,9.0,2.0,1.0,9.0,2.0,4.0,1.0,1.0,43.0,16.0,19.0,1.0,1.0,21.0,14.0,5.0,9.0,1.0,8.0,4.0,16.0,24.0,142.0,63.0,1.0,18.0,0.6169,,,,,,,,,,,,,,,,,,,,,,,,,
101184,Calum Chambers,Defender,Cardiff City,97,England,2018-19,,0.7733,0.0,,,195.0,31.0,29.0,311.0,1484.0,,119.0,,2586.0,154.0,7.0,90.0,1084.0,,,3.0,47.1953,9.0,107.0,52.0,357.0,,4.0,308.0,547.0,233.0,31.0,520.0,45.0,189.0,64.0,0.0,,1462.0,405.0,,,392.0,89.0,1983.0,42.0,653.0,,9.0,116.0,85.0,154.0,63.0,5.0,55.0,,16.0,99.0,,,,36.0,34.0,69.0,,11.0,11.0,1.627,24.0,2.0,,14.0,2.0,,5.0,5.0,52.0,39.0,1.0,,5.0,25.0,27.0,10.0,14.0,5.0,13.0,8.0,23.0,12.0,188.0,2.0,1.0,11.0,2.2819,8.0,2.0,6.0,4.0,4.0,2.0,1.0,6.0,2.0,,,,,,,,,,,,,,,,
149266,Alfie Mawson,Defender,Fulham,54,England,2018-19,,0.0375,0.0,,,43.0,15.0,13.0,84.0,477.0,,53.0,,1130.0,48.0,3.0,16.0,348.0,,,1.0,26.3279,7.0,64.0,26.0,113.0,,5.0,79.0,180.0,64.0,15.0,106.0,23.0,26.0,32.0,0.0,,464.0,96.0,,,140.0,45.0,628.0,19.0,287.0,,2.0,41.0,36.0,31.0,11.0,1.0,21.0,,2.0,10.0,,,,7.0,6.0,19.0,,,1.0,0.1625,2.0,,,3.0,2.0,,1.0,1.0,6.0,7.0,,,,3.0,4.0,,3.0,,1.0,1.0,,17.0,44.0,,2.0,5.0,0.1126,,,,,,,,,,,,,,,,,,,,,,,,,
82514,Tim Ream,Defender,Fulham,54,United States,2018-19,,0.1551,0.0,,,81.0,26.0,25.0,128.0,1053.0,,90.0,,2049.0,84.0,6.0,37.0,888.0,,,4.0,41.6802,10.0,77.0,49.0,431.0,,8.0,158.0,392.0,111.0,26.0,282.0,43.0,68.0,47.0,0.0,,1034.0,146.0,,,175.0,37.0,1263.0,26.0,643.0,,1.0,47.0,53.0,74.0,23.0,5.0,43.0,,3.0,31.0,,,,14.0,12.0,24.0,,,,,1.0,,,1.0,1.0,,,,18.0,1.0,1.0,,,9.0,9.0,,1.0,,1.0,2.0,6.0,10.0,55.0,3.0,5.0,7.0,0.0271,,,,,,,,,,1.0,,,,,,,,,,,,,,,
43626,Håvard Nordtveit,Defender,TSG Hoffenheim,1902,Norway,2018-19,,0.0216,0.0,,,15.0,5.0,4.0,38.0,225.0,,6.0,,361.0,16.0,2.0,12.0,166.0,,,,8.2207,6.0,14.0,10.0,39.0,,2.0,24.0,90.0,25.0,5.0,45.0,8.0,18.0,4.0,0.0,,218.0,42.0,,,82.0,21.0,272.0,6.0,142.0,,0.0,23.0,13.0,8.0,9.0,,2.0,,2.0,6.0,,,,4.0,5.0,8.0,,,,,,,1.0,,1.0,,,,2.0,,,,,,5.0,,,,,,1.0,3.0,14.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
61739,Maxime Le Marchand,Defender,Strasbourg,153,France,2018-19,,0.7038,0.0,,,120.0,26.0,25.0,232.0,1386.0,,101.0,,2252.0,129.0,5.0,73.0,1063.0,,,4.0,48.019,14.0,122.0,53.0,449.0,,7.0,235.0,573.0,164.0,26.0,332.0,48.0,134.0,56.0,0.0,,1351.0,295.0,,,292.0,91.0,1839.0,45.0,826.0,,5.0,112.0,92.0,106.0,56.0,3.0,45.0,1.0,8.0,61.0,,,,36.0,28.0,54.0,4.0,3.0,,,2.0,1.0,1.0,13.0,1.0,4.0,,,30.0,18.0,14.0,,2.0,14.0,20.0,5.0,13.0,2.0,2.0,4.0,10.0,16.0,72.0,58.0,2.0,18.0,0.3126,,,1.0,,,,,1.0,1.0,,3.0,,,,,,,,,,,,,,
201084,Timothy Fosu-Mensah,Defender,Bayer 04 Leverkusen,164,Netherlands,2018-19,,0.635,0.0,,,48.0,12.0,10.0,76.0,406.0,,20.0,,794.0,34.0,3.0,27.0,311.0,,,2.0,17.7125,2.0,25.0,18.0,19.0,,1.0,67.0,128.0,42.0,12.0,168.0,15.0,47.0,7.0,0.0,,403.0,121.0,,,203.0,19.0,586.0,14.0,165.0,,3.0,28.0,28.0,33.0,18.0,,13.0,1.0,6.0,20.0,,,,7.0,7.0,12.0,3.0,,1.0,0.0786,4.0,1.0,,12.0,2.0,3.0,,,16.0,9.0,15.0,1.0,,6.0,11.0,4.0,12.0,,3.0,3.0,8.0,5.0,56.0,42.0,4.0,7.0,0.1009,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
87107,Cyrus Christie,Defender,Bolton Wanderers,30,Ireland,2018-19,,1.6036,0.0,,,139.0,28.0,19.0,209.0,884.0,,88.0,,1945.0,137.0,4.0,81.0,654.0,,,3.0,39.8401,3.0,80.0,42.0,32.0,,13.0,273.0,300.0,94.0,28.0,364.0,38.0,185.0,56.0,0.0,,873.0,430.0,,,361.0,21.0,1578.0,33.0,327.0,,7.0,70.0,56.0,136.0,41.0,2.0,32.0,1.0,16.0,104.0,,,,22.0,29.0,29.0,16.0,3.0,3.0,0.3451,9.0,,1.0,74.0,9.0,16.0,,,50.0,26.0,53.0,,,14.0,19.0,25.0,74.0,,6.0,15.0,27.0,11.0,191.0,179.0,4.0,14.0,0.4865,1.0,,3.0,3.0,3.0,,,3.0,1.0,,2.0,1.0,,,,,,,,,,,,,
101105,Joe Bryan,Defender,Millwall,103,England,2018-19,,3.607,0.0,,,156.0,28.0,27.0,235.0,951.0,,68.0,,2347.0,135.0,8.0,104.0,669.0,,,3.0,47.1919,8.0,70.0,53.0,310.0,,28.0,246.0,441.0,125.0,28.0,392.0,45.0,178.0,31.0,0.0,,927.0,435.0,,,39.0,47.0,1672.0,37.0,346.0,,5.0,79.0,62.0,111.0,61.0,5.0,37.0,,23.0,74.0,,,,41.0,25.0,31.0,16.0,7.0,7.0,0.5665,14.0,1.0,1.0,81.0,1.0,22.0,4.0,4.0,57.0,36.0,45.0,,1.0,22.0,20.0,13.0,93.0,1.0,7.0,21.0,15.0,12.0,161.0,177.0,6.0,17.0,0.6759,1.0,,6.0,3.0,3.0,,,6.0,,,2.0,1.0,15.0,5.0,9.0,,,,,,,,,,
208998,Steven Sessegnon,Defender,Wigan Athletic,111,England,2018-19,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
