playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,substituteOn,aerialDuels,cleanSheets,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,forwardPasses,recoveries,appearances,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,clearancesOffTheLine,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,unsuccessfulLaunches,successfulPassesOwnHalf,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,oboxBlocked,shotsBlockedOutsideBox,successfulCrossesOpenPlay,overruns,throughBalls,goalAssists,successfulLayoffs,foulWonPenalty,goals,offsides,awayGoals,shotsOnTargetOutsideBox,successfulCrossesAndCorners,homeGoals,oboxTarget,rightFootGoals,leftFootGoals,unsuccessfulDribbles,headedGoals,substituteOff,hitWoodwork,cornersTakenInclShortCorners,unsuccessfulLayoffs,penaltiesConceded,penaltyGoalsConceded,unsuccessfulCornersIntoBox,handballsConceded,secondGoalAssists,lastPlayerTackle,setPiecesGoals,successfulCornersIntoBox,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,throwInsToOppositionPlayer,penaltiesTaken,penaltyGoals,penaltiesSaved,penaltiesFaced,savesFromPenalty,punches
1869,Aaron Hughes,Defender,Fulham,54,Northern Ireland,2012-13,70.0,0.5421,0.0,1.0,3.0,0.0911,20.0,7.0,107.0,24.0,23.0,146.0,2.0,1049.0,1.0,127.0,4.0,6.0,2115.0,6.0,58.0,102.0,8.0,33.0,843.0,19.0,42.7665,5.0,9.0,195.0,43.0,2.0,12.0,227.0,11.0,0.0,172.0,410.0,80.0,24.0,3.0,226.0,35.0,2.0,5.0,2.0,45.0,69.0,0.0,1029.0,4.0,3.0,160.0,17.0,2.0,18.0,318.0,3.0,57.0,1.0,60.0,94.0,1399.0,3.0,38.0,677.0,0.5143,1.0,39.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77544,Alex Smith,Defender,Fulham,54,England,2012-13,,0.0005,0.0,1.0,,,,,,1.0,,,,2.0,1.0,,,,1.0,,,,,,2.0,,,1.0,,,,,,2.0,,0.0,,,1.0,1.0,,1.0,,,,,,,0.0,2.0,,1.0,,,,,,,,,,,3.0,,,1.0,0.0343,0.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15284,Brede Hangeland,Defender,Fulham,54,Norway,2012-13,109.0,0.39,1.0,3.0,1.0,0.2355,48.0,8.0,160.0,35.0,35.0,238.0,,1530.0,,170.0,7.0,1.0,3045.0,1.0,44.0,202.0,8.0,76.0,1131.0,31.0,60.3822,5.0,21.0,337.0,52.0,4.0,65.0,492.0,10.0,0.0,311.0,671.0,155.0,35.0,7.0,344.0,44.0,,12.0,4.0,141.0,126.0,1.0,1516.0,7.0,5.0,263.0,41.0,18.0,42.0,273.0,29.0,87.0,1.0,161.0,94.0,2147.0,1.0,44.0,948.0,1.2805,2.0,78.0,50.0,,,,2.0,,,3.0,,,,,,,,,,,4.0,,1.0,1.0,,,,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
15968,Chris Baird,Defender,Fulham,54,Northern Ireland,2012-13,58.0,1.356,0.0,3.0,4.0,1.2578,27.0,11.0,94.0,19.0,14.0,133.0,3.0,863.0,5.0,23.0,2.0,1.0,1315.0,1.0,14.0,44.0,4.0,35.0,671.0,10.0,24.2829,11.0,2.0,33.0,20.0,,44.0,233.0,6.0,2.0,102.0,289.0,92.0,19.0,8.0,401.0,16.0,6.0,11.0,,79.0,9.0,0.0,834.0,7.0,4.0,160.0,19.0,2.0,13.0,217.0,18.0,60.0,1.0,59.0,124.0,1064.0,1.0,17.0,330.0,0.9352,5.0,39.0,32.0,5.0,5.0,,,2.0,,12.0,,2.0,,1.0,4.0,1.0,1.0,4.0,1.0,,1.0,1.0,2.0,,3.0,1.0,1.0,1.0,2.0,1.0,,,,1.0,6.0,4.0,0.2205,,,,,,,,,,,,,,,,,,,
4098,John Arne Riise,Defender,Fulham,54,Norway,2012-13,73.0,1.6696,0.0,9.0,7.0,1.1048,52.0,20.0,159.0,31.0,29.0,277.0,62.0,1164.0,2.0,60.0,8.0,5.0,2530.0,5.0,13.0,122.0,8.0,75.0,798.0,31.0,48.5242,18.0,27.0,114.0,41.0,5.0,60.0,433.0,14.0,0.0,195.0,505.0,120.0,31.0,14.0,440.0,33.0,67.0,27.0,5.0,135.0,47.0,0.0,1120.0,13.0,16.0,439.0,38.0,9.0,13.0,28.0,20.0,53.0,,89.0,198.0,1914.0,219.0,109.0,463.0,1.3379,4.0,118.0,50.0,13.0,13.0,11.0,3.0,,2.0,1.0,1.0,,3.0,,10.0,16.0,,10.0,,,15.0,,3.0,1.0,8.0,,1.0,3.0,4.0,1.0,,,,4.0,10.0,5.0,0.2998,,,,,,,,,,,,,46.0,,,,,,
15073,Kieran Richardson,Defender,Fulham,54,England,2012-13,41.0,0.1474,0.0,2.0,6.0,,21.0,9.0,55.0,15.0,13.0,56.0,19.0,380.0,2.0,12.0,1.0,,915.0,,6.0,39.0,3.0,33.0,308.0,18.0,0.9013,8.0,5.0,29.0,21.0,,35.0,115.0,9.0,0.0,80.0,117.0,59.0,15.0,6.0,178.0,18.0,20.0,15.0,,68.0,6.0,0.0,373.0,3.0,3.0,115.0,15.0,3.0,2.0,53.0,16.0,21.0,,16.0,95.0,591.0,36.0,6.0,150.0,,2.0,1.0,21.0,,,4.0,2.0,2.0,,7.0,,1.0,,1.0,,4.0,0.0,,,1.0,5.0,,9.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,,,,,7.0,,,,,,
42425,Matthew Briggs,Defender,Fulham,54,Guyana,2012-13,10.0,0.0514,0.0,2.0,,,14.0,,19.0,5.0,3.0,26.0,9.0,124.0,2.0,2.0,,,294.0,,,23.0,1.0,21.0,88.0,2.0,5.6564,1.0,2.0,11.0,8.0,,10.0,53.0,2.0,0.0,33.0,50.0,16.0,5.0,2.0,45.0,7.0,9.0,4.0,,31.0,2.0,0.0,121.0,,2.0,44.0,12.0,5.0,1.0,3.0,2.0,9.0,,10.0,18.0,233.0,31.0,8.0,54.0,0.0509,0.0,7.0,8.0,3.0,3.0,1.0,1.0,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
16854,Philippe Senderos,Defender,Fulham,54,Switzerland,2012-13,51.0,0.5363,0.0,1.0,1.0,,25.0,1.0,80.0,21.0,18.0,116.0,2.0,671.0,3.0,57.0,5.0,2.0,1681.0,2.0,28.0,66.0,4.0,37.0,503.0,10.0,32.0321,3.0,7.0,130.0,25.0,2.0,23.0,157.0,6.0,0.0,117.0,273.0,70.0,21.0,10.0,131.0,21.0,2.0,2.0,2.0,60.0,29.0,0.0,656.0,,1.0,130.0,15.0,6.0,8.0,181.0,17.0,43.0,,52.0,60.0,920.0,3.0,32.0,425.0,0.2613,6.0,36.0,36.0,,,1.0,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,1.0,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
17160,Sascha Riether,Defender,Fulham,54,Germany,2012-13,61.0,3.096,0.0,1.0,2.0,1.0201,57.0,6.0,162.0,35.0,35.0,240.0,92.0,1577.0,,37.0,7.0,1.0,3044.0,1.0,16.0,105.0,7.0,84.0,1217.0,24.0,61.5562,20.0,19.0,123.0,53.0,3.0,45.0,34.0,16.0,0.0,166.0,596.0,155.0,35.0,11.0,704.0,46.0,95.0,17.0,3.0,129.0,21.0,0.0,1547.0,4.0,27.0,414.0,46.0,11.0,13.0,676.0,21.0,56.0,4.0,120.0,271.0,2389.0,281.0,71.0,650.0,1.1373,4.0,78.0,62.0,1.0,1.0,17.0,,1.0,4.0,4.0,,1.0,,1.0,1.0,17.0,0.0,1.0,,1.0,11.0,,2.0,1.0,3.0,,1.0,3.0,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,46.0,,,,,,
28313,Stanislav Manolev,Defender,Fulham,54,Bulgaria,2012-13,39.0,0.2849,0.0,,1.0,0.1764,10.0,2.0,42.0,5.0,4.0,50.0,7.0,196.0,1.0,9.0,1.0,1.0,430.0,1.0,6.0,19.0,,16.0,143.0,5.0,4.8119,,1.0,14.0,3.0,,33.0,17.0,3.0,0.0,58.0,69.0,29.0,5.0,3.0,77.0,3.0,7.0,18.0,,49.0,3.0,0.0,196.0,1.0,1.0,85.0,7.0,3.0,,74.0,11.0,12.0,,3.0,36.0,317.0,30.0,7.0,74.0,0.4277,2.0,8.0,16.0,,,5.0,1.0,1.0,,4.0,,,1.0,,,5.0,,,,,9.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,
