playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,catches,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,timePlayed,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,punches,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,successfulLongPasses,touches,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,substituteOn,penaltiesFaced,aerialDuelsLost,totalTouchesInOppositionBox,penaltyGoalsConceded,ownGoalScored,drops,crossesNotClaimed,backwardPasses,successfulCrossesOpenPlay,expectedGoalsFreekick,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,successfulLayoffs,unsuccessfulCrossesOpenPlay,offsides,oboxBlocked,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,successfulCornersIntoBox,throwInsToOppositionPlayer,shotsBlockedInBox,putthroughBlockedDistributionWon,oboxTarget,tacklesLost,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,freekickTotal,iboxBlocked,shotsOffTargetIncWoodwork,cornersWon,tacklesWon,blocks,attemptsFromSetPieces,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,throwInsToOwnPlayer,hitWoodwork,shotsBlockedOutsideBox,foulAttemptedTackle,handballsConceded,expectedGoals,goalAssists,goals,awayGoals,homeGoals,leftFootGoals,penaltiesConceded,rightFootGoals,clearancesOffTheLine,throughBalls,lastPlayerTackle,headedGoals,unsuccessfulLayoffs,penaltiesTaken,setPiecesGoals,secondGoalAssists,foulWonPenalty,penaltyGoals
4098,John Arne Riise,Defender,APOEL Nicosia,479,Norway,2013-14,60.0,1.2742,0.0,,,86.0,20.0,17.0,144.0,556.0,,,34.0,1.0,1486.0,73.0,11.0,17.0,50.0,358.0,,40.6966,15.0,20.0,88.0,47.0,49.0,216.0,,6.0,0.0,133.0,,243.0,63.0,20.0,228.0,36.0,99.0,23.0,0.0,,518.0,268.0,13.0,,,16.0,54.0,1028.0,2.0,55.0,195.0,,2.0,58.0,31.0,3.0,,11.0,16.0,4.0,,,,81.0,9.0,0.145,3.0,4.0,5.0,0.5757,32.0,15.0,6.0,30.0,2.0,2.0,5.0,2.0,11.0,2.0,2.0,1.0,43.0,1.0,10.0,2.0,8.0,13.0,32.0,23.0,2.0,1.0,11.0,10.0,24.0,9.0,2.0,13.0,32.0,2.0,96.0,1.0,2.0,5.0,1.0,0.715,,,,,,,,,,,,,,,,,
10466,John Heitinga,Defender,Ajax,215,Netherlands,2013-14,48.0,0.1376,0.0,,,46.0,15.0,14.0,90.0,402.0,,,41.0,2.0,1250.0,37.0,4.0,11.0,23.0,269.0,,30.7944,4.0,4.0,95.0,32.0,21.0,45.0,,3.0,0.0,85.0,,178.0,56.0,15.0,82.0,28.0,44.0,14.0,0.0,,377.0,110.0,1.0,,,133.0,43.0,628.0,2.0,22.0,230.0,,3.0,44.0,16.0,1.0,,27.0,8.0,3.0,,,,46.0,,,4.0,2.0,,0.7716,20.0,5.0,,4.0,,3.0,,,,1.0,1.0,,11.0,1.0,6.0,,8.0,1.0,4.0,1.0,,1.0,3.0,1.0,12.0,15.0,,15.0,19.0,,27.0,1.0,3.0,4.0,,0.9093,1.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,
16854,Philippe Senderos,Defender,Aston Villa,7,Switzerland,2013-14,33.0,0.1731,0.0,,,35.0,12.0,12.0,54.0,420.0,,,38.0,2.0,1027.0,36.0,5.0,8.0,15.0,335.0,,17.1763,1.0,8.0,88.0,23.0,16.0,92.0,,4.0,0.0,69.0,,176.0,53.0,12.0,79.0,18.0,31.0,21.0,0.0,,404.0,64.0,1.0,,,113.0,31.0,589.0,1.0,22.0,288.0,,3.0,19.0,18.0,,,17.0,10.0,1.0,,,,39.0,1.0,,1.0,2.0,,0.4246,10.0,4.0,1.0,1.0,,,,,1.0,1.0,1.0,,,1.0,5.0,,2.0,,1.0,2.0,,1.0,2.0,1.0,8.0,14.0,,10.0,25.0,,1.0,,,2.0,,0.3102,1.0,1.0,1.0,0.0,,1.0,1.0,,,,,,,,,,
15284,Brede Hangeland,Defender,Crystal Palace,31,Norway,2013-14,55.0,0.159,0.0,,,96.0,23.0,23.0,144.0,818.0,,,84.0,3.0,1906.0,97.0,6.0,11.0,40.0,578.0,,35.7351,2.0,6.0,183.0,41.0,28.0,224.0,,6.0,0.0,152.0,,378.0,84.0,23.0,177.0,35.0,68.0,57.0,0.0,,799.0,162.0,11.0,,,171.0,96.0,1136.0,3.0,25.0,497.0,,0.0,48.0,34.0,,,27.0,8.0,2.0,,,,45.0,,,,1.0,,0.1273,24.0,4.0,,1.0,,,,,,1.0,1.0,,,,4.0,,4.0,3.0,1.0,9.0,,,3.0,1.0,20.0,16.0,,9.0,37.0,,2.0,,,1.0,,0.339,,,,,,,,1.0,,,,,,,,,
52582,Elsad Zverotic,Defender,Sion,1414,Montenegro,2013-14,18.0,0.1792,0.0,,,29.0,6.0,5.0,40.0,175.0,,,9.0,,405.0,27.0,4.0,9.0,21.0,129.0,,12.3483,3.0,7.0,13.0,16.0,15.0,2.0,,8.0,0.0,45.0,,78.0,16.0,6.0,86.0,12.0,36.0,6.0,0.0,,172.0,58.0,1.0,,,57.0,6.0,297.0,2.0,10.0,55.0,,0.0,11.0,12.0,1.0,,3.0,2.0,,,,,38.0,6.0,0.0398,,1.0,,0.0694,12.0,4.0,9.0,11.0,,,,1.0,6.0,,,,5.0,,3.0,1.0,5.0,,11.0,1.0,1.0,,3.0,1.0,7.0,,1.0,5.0,4.0,,49.0,,,,,0.1304,,,,,,,,,,,,,,,,,
42425,Matthew Briggs,Defender,Barnet,34,Guyana,2013-14,3.0,0.005,0.0,,,5.0,2.0,,5.0,30.0,,,1.0,,87.0,11.0,1.0,2.0,10.0,24.0,,1.6943,,1.0,2.0,1.0,3.0,11.0,,1.0,0.0,14.0,,11.0,2.0,2.0,10.0,,13.0,1.0,0.0,,29.0,11.0,1.0,,,3.0,1.0,62.0,,,15.0,,0.0,,1.0,2.0,,,1.0,,,,,5.0,,,1.0,,,,8.0,,,1.0,,1.0,,,,,,,2.0,,1.0,,1.0,1.0,1.0,2.0,,,,,7.0,,,2.0,,,9.0,,1.0,1.0,1.0,0.0204,,,,,,,,,,,,,,,,,
17160,Sascha Riether,Defender,FC Schalke 04,167,Germany,2013-14,55.0,1.1781,0.0,,,174.0,31.0,30.0,255.0,1247.0,,,33.0,4.0,2646.0,76.0,12.0,37.0,60.0,910.0,,48.4881,25.0,14.0,97.0,60.0,38.0,36.0,,11.0,0.0,131.0,,497.0,115.0,31.0,518.0,48.0,98.0,16.0,0.0,,1220.0,425.0,9.0,,,523.0,82.0,1940.0,2.0,83.0,483.0,,3.0,81.0,54.0,1.0,,17.0,15.0,4.0,1.0,,,191.0,7.0,,,1.0,2.0,0.2178,40.0,2.0,9.0,83.0,,,7.0,,9.0,1.0,1.0,2.0,49.0,,12.0,,7.0,1.0,85.0,12.0,,,1.0,16.0,33.0,17.0,,13.0,30.0,1.0,265.0,,,5.0,,0.1604,2.0,,,,,1.0,,4.0,1.0,1.0,,,,,,,
78916,Dan Burn,Defender,Newcastle United,4,England,2013-14,34.0,0.1218,0.0,,,39.0,9.0,6.0,64.0,205.0,,,36.0,,605.0,28.0,4.0,6.0,7.0,125.0,,15.5611,1.0,1.0,81.0,18.0,19.0,48.0,,1.0,0.0,62.0,,102.0,17.0,9.0,26.0,14.0,26.0,21.0,0.0,,205.0,79.0,,,,38.0,16.0,338.0,1.0,16.0,115.0,,0.0,25.0,18.0,3.0,,15.0,11.0,1.0,,,,17.0,,,2.0,,,,6.0,2.0,,,,,,,,,,,6.0,2.0,5.0,,1.0,2.0,,5.0,,2.0,2.0,1.0,5.0,6.0,,6.0,7.0,,3.0,,,1.0,,0.1526,,,,,,,,1.0,,,,,,,,,
20599,Fernando Amorebieta,Defender,Fulham,54,Venezuela,2013-14,79.0,0.4605,1.0,,,85.0,23.0,20.0,163.0,679.0,,,112.0,3.0,1846.0,107.0,8.0,19.0,37.0,435.0,,34.6375,5.0,13.0,190.0,43.0,37.0,219.0,,12.0,0.0,186.0,,345.0,51.0,23.0,174.0,35.0,74.0,70.0,1.0,,661.0,202.0,7.0,,,59.0,81.0,1073.0,1.0,48.0,343.0,,5.0,78.0,36.0,3.0,,42.0,15.0,2.0,1.0,,,56.0,1.0,,1.0,4.0,,1.2417,23.0,10.0,2.0,6.0,1.0,,,,1.0,3.0,3.0,,17.0,1.0,7.0,,4.0,3.0,6.0,7.0,,1.0,6.0,5.0,19.0,17.0,,25.0,44.0,,20.0,,,5.0,,0.6684,,1.0,0.0,1.0,,2.0,,2.0,,,1.0,,,,,,
112060,Josh Passley,Defender,Bromley,2050,England,2013-14,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
