season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2019-20,8243388,1,45,Norwich_City,Away,95791,83428,Grant Hanley,grant-hanley,D,False,,,1.0,1.0,23.0,24.0,1.0,,,,,,,2.0,,,4.0,,,,1.0,,,,,,,,90.0,,1.0,1.0,,,,,3.0,,,5.6,,,,,,5.0,,,,2.0,,2.0,24.0,26.0,,,0,,34.0,1.0,,,
2019-20,8243388,1,45,Norwich_City,Away,254713,113564,Sam Byram,sam-byram,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243388,1,45,Norwich_City,Away,754698,198826,Ben Godfrey,ben-godfrey,D,False,,,5.0,3.0,32.0,35.0,,1.0,,9.0,,,,,,,2.0,1.0,,,1.0,,,,,4.0,,,90.0,1.0,,,,,,,10.0,,,6.6,,,,,,8.0,1.0,,,9.0,,7.0,36.0,43.0,,,1,,62.0,1.0,,,
2019-20,8243388,1,45,Norwich_City,Away,943645,232980,Max Aarons,max-aarons,D,False,,,,8.0,10.0,18.0,3.0,1.0,,6.0,,,,,,1.0,7.0,7.0,,,1.0,,,,,1.0,,,90.0,,1.0,,,,,,13.0,,,6.5,,,,,,5.0,5.0,,,2.0,,10.0,15.0,25.0,,,0,3.0,57.0,2.0,,3.0,3.0
2019-20,8243421,2,45,Norwich_City,Home,95791,83428,Grant Hanley,grant-hanley,D,False,,,1.0,6.0,44.0,50.0,1.0,6.0,,4.0,,,,2.0,,1.0,4.0,9.0,,,1.0,,,,,1.0,,,90.0,,,,,,,,7.0,,,6.8,,,1.0,,,5.0,,,,3.0,,9.0,46.0,55.0,,,1,2.0,68.0,1.0,1.0,,2.0
2019-20,8243421,2,45,Norwich_City,Home,254713,113564,Sam Byram,sam-byram,D,True,,,,1.0,1.0,2.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,,1.0,2.0,3.0,,,0,,6.0,,,,
2019-20,8243421,2,45,Norwich_City,Home,754698,198826,Ben Godfrey,ben-godfrey,D,False,,,4.0,6.0,45.0,51.0,,1.0,,8.0,,,,,,,,1.0,,,,,,,,,,,90.0,,,,,,,,3.0,,,6.8,,,,,,8.0,,,,6.0,,7.0,47.0,54.0,,,0,,63.0,,,,
2019-20,8243421,2,45,Norwich_City,Home,943645,232980,Max Aarons,max-aarons,D,False,,,1.0,21.0,28.0,49.0,,,,3.0,1.0,,1.0,,,,2.0,3.0,,,2.0,,,,,,1.0,,90.0,,,,,,,,11.0,,,6.6,,,,,,1.0,,1.0,,2.0,,26.0,31.0,56.0,,,1,,76.0,2.0,3.0,,
2019-20,8243423,3,45,Norwich_City,Home,70153,84384,Timm Klose,timm-klose,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243423,3,45,Norwich_City,Home,95791,83428,Grant Hanley,grant-hanley,D,False,,,1.0,10.0,42.0,52.0,,4.0,,6.0,,,,,,,,8.0,,,,,,,,2.0,,,90.0,1.0,1.0,,,,,,10.0,,,6.8,,,,,,8.0,,,,6.0,,18.0,44.0,62.0,,,1,3.0,82.0,,1.0,,
2019-20,8243423,3,45,Norwich_City,Home,254713,113564,Sam Byram,sam-byram,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243423,3,45,Norwich_City,Home,754698,198826,Ben Godfrey,ben-godfrey,D,False,,,3.0,6.0,50.0,56.0,1.0,2.0,,10.0,,,,,,,1.0,4.0,,,,,,,1.0,2.0,,,90.0,,3.0,,,,,,9.0,,,7.2,,,1.0,,,5.0,1.0,,,6.0,,10.0,54.0,64.0,,,1,1.0,80.0,1.0,,1.0,
2019-20,8243423,3,45,Norwich_City,Home,943645,232980,Max Aarons,max-aarons,D,False,,,,12.0,13.0,25.0,3.0,,,5.0,,,,1.0,,2.0,11.0,4.0,,,,,,,,1.0,,,90.0,,2.0,,,,,,17.0,,,5.5,,,,,,3.0,5.0,,,3.0,,17.0,15.0,32.0,,,0,3.0,63.0,1.0,1.0,,2.0
2019-20,8243439,4,45,Norwich_City,Away,142568,192303,Christoph Zimmermann,christoph-zimmermann,D,False,,,2.0,6.0,9.0,15.0,1.0,,,1.0,,,,1.0,,1.0,3.0,,,,,,,,,,,,36.0,,1.0,,,,,,4.0,,,6.3,,,,,,1.0,,,,2.0,,8.0,10.0,18.0,,,0,,21.0,,,,
