season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2021-22,9576240,3,13,Leicester_City,Away,758608,218031,Çağlar Söyüncü,caglar-soyuncu,D,False,,,2.0,11.0,43.0,54.0,2.0,2.0,3.0,,,,,,,3.0,4.0,,,1.0,,,,,,1.0,,,90.0,,1.0,,1.0,,,,13.0,,6.6,,,,,6.0,2.0,,,7.0,1.0,17.0,48.0,65.0,0,,80.0,1.0,,2.0,
2021-22,9576240,3,13,Leicester_City,Away,991584,244619,Luke Thomas,luke-thomas,D,False,,,,11.0,17.0,28.0,,,3.0,,,,2.0,,2.0,4.0,5.0,,,,,,,,,,1.0,,90.0,,,,,,,,15.0,,6.5,,,,,1.0,2.0,4.0,,4.0,,19.0,18.0,33.0,0,3.0,61.0,3.0,,2.0,2.0
2021-22,9576165,4,13,Leicester_City,Home,20756,40146,Ryan Bertrand,ryan-bertrand,D,False,,,1.0,4.0,11.0,15.0,1.0,,2.0,,,,1.0,,3.0,5.0,4.0,,,,,,,,,,,,90.0,,1.0,,,,,,7.0,,6.6,,,,,1.0,,,,1.0,,5.0,13.0,18.0,0,4.0,42.0,1.0,,,3.0
2021-22,9576165,4,13,Leicester_City,Home,30144,37642,Jonny Evans,jonny-evans,D,True,,,,5.0,19.0,24.0,,3.0,3.0,,,,,,,,5.0,,,,,,,,,1.0,,,29.0,,1.0,,,,,,3.0,,6.8,,,,,1.0,,,,2.0,,7.0,20.0,27.0,0,1.0,33.0,,1.0,,1.0
2021-22,9576165,4,13,Leicester_City,Home,120538,93100,Jannik Vestergaard,jannik-vestergaard,D,False,,,3.0,2.0,20.0,22.0,1.0,2.0,3.0,,,,,,,2.0,5.0,,,1.0,,,,,,,,,61.0,,3.0,,,,,,4.0,,7.6,,,1.0,,6.0,,,,4.0,,4.0,21.0,25.0,1,2.0,40.0,1.0,1.0,,1.0
2021-22,9576165,4,13,Leicester_City,Home,221200,111931,Ricardo Pereira,ricardo-pereira,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576165,4,13,Leicester_City,Home,329417,166477,Timothy Castagne,timothy-castagne,D,False,,,,8.0,13.0,21.0,,,2.0,,,,1.0,,,1.0,3.0,,,,,,,,,,,,90.0,,,,,,,,7.0,,6.5,,,,,1.0,,,,1.0,,10.0,15.0,25.0,0,3.0,39.0,3.0,,,
2021-22,9576165,4,13,Leicester_City,Home,758608,218031,Çağlar Söyüncü,caglar-soyuncu,D,False,,,3.0,11.0,45.0,56.0,2.0,3.0,4.0,,,,,,,3.0,8.0,,,1.0,,,,,,,,1.0,90.0,,3.0,,,,,,8.0,,7.7,,,,,8.0,,1.0,,9.0,,19.0,45.0,63.0,0,3.0,85.0,,2.0,,2.0
2021-22,9576398,5,13,Leicester_City,Away,20756,40146,Ryan Bertrand,ryan-bertrand,D,False,2.0,,,16.0,15.0,29.0,1.0,,2.0,,,,,,1.0,3.0,,,,1.0,,,,,,1.0,,,68.0,,,,,,,,12.0,,6.3,,,,,2.0,,3.0,,1.0,,22.0,19.0,38.0,0,,54.0,,,,
2021-22,9576398,5,13,Leicester_City,Away,120538,93100,Jannik Vestergaard,jannik-vestergaard,D,False,,,4.0,29.0,54.0,83.0,3.0,,4.0,,,,1.0,,,4.0,3.0,,,1.0,,,,,,1.0,,,90.0,,1.0,,1.0,,,,2.0,,6.7,,,,,3.0,,,,4.0,,29.0,56.0,85.0,0,3.0,97.0,,,,3.0
2021-22,9576398,5,13,Leicester_City,Away,221200,111931,Ricardo Pereira,ricardo-pereira,D,False,,,,29.0,24.0,53.0,,3.0,7.0,,,,6.0,,2.0,10.0,10.0,,,1.0,,,,,,3.0,2.0,,90.0,,,,,,,,21.0,,6.5,,,,,2.0,3.0,3.0,,1.0,,40.0,28.0,65.0,0,4.0,102.0,2.0,1.0,2.0,2.0
2021-22,9576398,5,13,Leicester_City,Away,329417,166477,Timothy Castagne,timothy-castagne,D,True,,,1.0,15.0,7.0,22.0,1.0,,1.0,,,,,,,1.0,2.0,,,,,,,,,,,,22.0,,,,,,,,6.0,,6.8,,,,,,1.0,1.0,,1.0,,19.0,8.0,26.0,0,1.0,34.0,,,1.0,
2021-22,9576398,5,13,Leicester_City,Away,758608,218031,Çağlar Söyüncü,caglar-soyuncu,D,False,,,3.0,18.0,40.0,58.0,,2.0,5.0,,,,2.0,,,2.0,4.0,,,,,,,,,,,,90.0,,,,,,,,8.0,,6.4,,,1.0,,2.0,,,,7.0,,23.0,43.0,66.0,1,2.0,73.0,,,,1.0
2021-22,9576195,6,13,Leicester_City,Home,20756,40146,Ryan Bertrand,ryan-bertrand,D,False,,,2.0,31.0,26.0,57.0,3.0,1.0,4.0,,,,1.0,,,5.0,2.0,,,1.0,,,,,,,,,90.0,,,,,,,,23.0,,6.4,,,,,,,9.0,,3.0,,45.0,31.0,67.0,0,1.0,97.0,1.0,,,1.0
2021-22,9576195,6,13,Leicester_City,Home,30144,37642,Jonny Evans,jonny-evans,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576195,6,13,Leicester_City,Home,120538,93100,Jannik Vestergaard,jannik-vestergaard,D,False,,,5.0,17.0,47.0,64.0,3.0,5.0,5.0,,,,,,,4.0,8.0,,,1.0,,,,,,2.0,,,90.0,,,,,,,,13.0,,6.8,,,,,4.0,1.0,,,11.0,,22.0,54.0,76.0,0,2.0,86.0,1.0,,1.0,2.0
2021-22,9576195,6,13,Leicester_City,Home,221200,111931,Ricardo Pereira,ricardo-pereira,D,False,,,1.0,13.0,9.0,22.0,,,2.0,,,,,,,,1.0,,,,,,,,,1.0,1.0,,45.0,,,,,,,,3.0,,6.6,,,,,1.0,,,,2.0,,15.0,10.0,25.0,0,1.0,35.0,,,,1.0
2021-22,9576195,6,13,Leicester_City,Home,329417,166477,Timothy Castagne,timothy-castagne,D,True,1.0,,1.0,9.0,18.0,26.0,1.0,2.0,3.0,,,,,,1.0,2.0,5.0,,,,,,,,,,1.0,,45.0,,,,,,,,6.0,,7.1,,,,,,,3.0,,1.0,,14.0,18.0,29.0,0,3.0,45.0,,,,2.0
2021-22,9576195,6,13,Leicester_City,Home,758608,218031,Çağlar Söyüncü,caglar-soyuncu,D,False,,,2.0,16.0,43.0,59.0,3.0,4.0,10.0,,,,1.0,,,6.0,4.0,,,1.0,,,,,,1.0,,,90.0,,1.0,,,,,,12.0,,6.4,,,,,4.0,1.0,,,8.0,,18.0,51.0,69.0,0,,79.0,,,,
2021-22,9576219,7,13,Leicester_City,Away,20756,40146,Ryan Bertrand,ryan-bertrand,D,False,,,,6.0,11.0,17.0,3.0,,3.0,,,,1.0,,,5.0,4.0,,,1.0,,,,,,,,,90.0,,2.0,,,,,,10.0,,6.5,,,,,3.0,,,,2.0,,10.0,12.0,22.0,0,3.0,45.0,4.0,1.0,,1.0
2021-22,9576219,7,13,Leicester_City,Away,120538,93100,Jannik Vestergaard,jannik-vestergaard,D,False,,,5.0,15.0,25.0,40.0,1.0,3.0,9.0,,,,2.0,,,3.0,8.0,,,,,,,,,1.0,1.0,,90.0,,,,,,,,10.0,,7.1,,,,,11.0,2.0,,,10.0,,22.0,28.0,50.0,0,3.0,69.0,,,2.0,1.0
2021-22,9576219,7,13,Leicester_City,Away,221200,111931,Ricardo Pereira,ricardo-pereira,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576219,7,13,Leicester_City,Away,329417,166477,Timothy Castagne,timothy-castagne,D,False,,,1.0,4.0,22.0,26.0,,4.0,10.0,,,,2.0,,1.0,5.0,12.0,,,2.0,,,,,,3.0,,,90.0,,1.0,,,,,,15.0,,7.1,,,,,4.0,1.0,,,3.0,,12.0,27.0,39.0,0,5.0,68.0,,2.0,1.0,3.0
2021-22,9576219,7,13,Leicester_City,Away,758608,218031,Çağlar Söyüncü,caglar-soyuncu,D,False,,,1.0,7.0,28.0,35.0,3.0,1.0,6.0,,,,,,,3.0,5.0,,,,,,,,,3.0,,,90.0,,,,,,,,10.0,,6.9,,,,,5.0,,,,7.0,,14.0,31.0,45.0,0,4.0,58.0,,,,3.0
2021-22,9576368,8,13,Leicester_City,Home,20756,40146,Ryan Bertrand,ryan-bertrand,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576368,8,13,Leicester_City,Home,30144,37642,Jonny Evans,jonny-evans,D,False,,,4.0,12.0,39.0,51.0,,3.0,6.0,,,,,,,,5.0,,,,,,,,,,,,88.0,,2.0,,,,,,6.0,,6.9,,,,,,,,,7.0,,16.0,41.0,57.0,0,1.0,61.0,,1.0,,
2021-22,9576368,8,13,Leicester_City,Home,120538,93100,Jannik Vestergaard,jannik-vestergaard,D,True,,,,,5.0,5.0,,,2.0,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,6.5,,,,,,,,,,,,5.0,5.0,0,,5.0,,,,
2021-22,9576368,8,13,Leicester_City,Home,221200,111931,Ricardo Pereira,ricardo-pereira,D,False,,,,13.0,13.0,26.0,1.0,1.0,4.0,,,1.0,1.0,,,3.0,5.0,,,,,,,,,1.0,,,90.0,,,,,,,,16.0,,6.8,,,1.0,,3.0,1.0,2.0,,2.0,,22.0,16.0,36.0,2,3.0,63.0,2.0,1.0,,3.0
2021-22,9576368,8,13,Leicester_City,Home,329417,166477,Timothy Castagne,timothy-castagne,D,False,,,3.0,20.0,22.0,42.0,,1.0,4.0,,,1.0,,,1.0,3.0,2.0,,,,,,,,,2.0,1.0,,90.0,,,,,,,,13.0,,6.5,,,,,1.0,2.0,,,6.0,,26.0,25.0,51.0,1,1.0,65.0,,,,
2021-22,9576368,8,13,Leicester_City,Home,758608,218031,Çağlar Söyüncü,caglar-soyuncu,D,False,,,2.0,14.0,37.0,51.0,1.0,,3.0,,,,,,,1.0,1.0,,,,,1.0,,,,,,,90.0,1.0,,,,,,,6.0,,7.2,,,1.0,,2.0,,,,5.0,,18.0,39.0,57.0,2,1.0,63.0,,,,
2021-22,9576373,9,13,Leicester_City,Away,20756,40146,Ryan Bertrand,ryan-bertrand,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576373,9,13,Leicester_City,Away,30144,37642,Jonny Evans,jonny-evans,D,False,,,3.0,7.0,25.0,32.0,1.0,5.0,8.0,,,,,,,2.0,7.0,,,1.0,,,,,,2.0,,,90.0,,1.0,,,,,,17.0,,7.0,,,,,10.0,,,,11.0,,18.0,30.0,48.0,0,,66.0,1.0,2.0,,
2021-22,9576373,9,13,Leicester_City,Away,120538,93100,Jannik Vestergaard,jannik-vestergaard,D,True,,,2.0,1.0,4.0,5.0,,2.0,3.0,,,,,,,,2.0,,,,,,,,,,,,22.0,,2.0,,,,,,5.0,,7.0,,,,,3.0,,,,3.0,,2.0,6.0,8.0,0,,16.0,2.0,,,
2021-22,9576373,9,13,Leicester_City,Away,221200,111931,Ricardo Pereira,ricardo-pereira,D,False,1.0,,2.0,18.0,16.0,33.0,,1.0,10.0,,,,1.0,,,3.0,10.0,,,,,,,,,1.0,1.0,,90.0,,,,,,,,13.0,,7.1,,,,,4.0,4.0,1.0,,6.0,,24.0,19.0,42.0,0,4.0,73.0,,3.0,2.0,1.0
2021-22,9576373,9,13,Leicester_City,Away,329417,166477,Timothy Castagne,timothy-castagne,D,False,1.0,,2.0,4.0,16.0,19.0,1.0,1.0,4.0,,,,,,1.0,2.0,4.0,,,,,,,,,1.0,,,90.0,,,,,,,,9.0,,6.8,,,,,1.0,1.0,1.0,,4.0,,6.0,21.0,26.0,0,2.0,46.0,,,1.0,
2021-22,9576373,9,13,Leicester_City,Away,758608,218031,Çağlar Söyüncü,caglar-soyuncu,D,False,,,,5.0,20.0,25.0,,4.0,5.0,,,,1.0,,,3.0,7.0,,,2.0,,,,,,2.0,,,68.0,,,,,,,,7.0,,6.8,,,,,6.0,,,,3.0,,9.0,22.0,31.0,0,3.0,46.0,,,,3.0
2021-22,9576470,10,13,Leicester_City,Home,20756,40146,Ryan Bertrand,ryan-bertrand,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576470,10,13,Leicester_City,Home,30144,37642,Jonny Evans,jonny-evans,D,False,,,8.0,28.0,61.0,89.0,2.0,2.0,7.0,,1.0,,1.0,,,5.0,4.0,,,2.0,,,,,1.0,2.0,,,90.0,1.0,,,,,,,12.0,,6.7,,,,,3.0,1.0,,,12.0,,33.0,67.0,100.0,1,1.0,112.0,,1.0,,
2021-22,9576470,10,13,Leicester_City,Home,120538,93100,Jannik Vestergaard,jannik-vestergaard,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576470,10,13,Leicester_City,Home,329417,166477,Timothy Castagne,timothy-castagne,D,False,1.0,,1.0,34.0,25.0,58.0,,1.0,4.0,,,,,,,2.0,3.0,,,1.0,,,,,,,1.0,,90.0,,1.0,,,,,,13.0,,6.9,,,,,3.0,1.0,2.0,,2.0,,40.0,28.0,66.0,0,1.0,84.0,2.0,1.0,,1.0
2021-22,9576470,10,13,Leicester_City,Home,758608,218031,Çağlar Söyüncü,caglar-soyuncu,D,False,,,2.0,29.0,56.0,85.0,2.0,2.0,9.0,,,,2.0,,,6.0,5.0,,,2.0,,,,,,1.0,,,90.0,,1.0,,,,,,8.0,,6.6,,,,,2.0,1.0,,,5.0,,32.0,61.0,93.0,0,2.0,101.0,,,1.0,1.0
2021-22,9576470,10,13,Leicester_City,Home,991584,244619,Luke Thomas,luke-thomas,D,False,,,1.0,24.0,19.0,43.0,2.0,3.0,3.0,,,,1.0,,,3.0,5.0,,,,,,,,,,1.0,,90.0,,,,,,,,17.0,,6.7,,,1.0,,2.0,1.0,4.0,,7.0,,36.0,21.0,53.0,1,1.0,85.0,3.0,,1.0,
2021-22,9576125,11,13,Leicester_City,Away,30144,37642,Jonny Evans,jonny-evans,D,False,,,4.0,10.0,30.0,40.0,1.0,,10.0,,,,1.0,,,2.0,2.0,,,,,,,,,,,,90.0,,1.0,,,,,,17.0,,6.7,,,,,6.0,,,,13.0,,21.0,35.0,56.0,0,2.0,66.0,1.0,,,2.0
2021-22,9576125,11,13,Leicester_City,Away,120538,93100,Jannik Vestergaard,jannik-vestergaard,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576125,11,13,Leicester_City,Away,221200,111931,Ricardo Pereira,ricardo-pereira,D,False,,,1.0,5.0,7.0,12.0,1.0,3.0,10.0,,,,3.0,,,6.0,13.0,,,1.0,,,,,1.0,1.0,,,90.0,,,,,,,,14.0,,7.1,,,,,4.0,2.0,,,3.0,,7.0,13.0,20.0,0,6.0,52.0,2.0,3.0,1.0,4.0
2021-22,9576125,11,13,Leicester_City,Away,329417,166477,Timothy Castagne,timothy-castagne,D,False,,,1.0,10.0,14.0,24.0,,1.0,9.0,,,,1.0,,,2.0,7.0,,,,,,,,,1.0,,,90.0,,,,,,,,19.0,,6.9,,,,,2.0,1.0,,,4.0,,18.0,20.0,38.0,0,5.0,59.0,2.0,1.0,,2.0
2021-22,9576125,11,13,Leicester_City,Away,758608,218031,Çağlar Söyüncü,caglar-soyuncu,D,False,,,2.0,4.0,14.0,18.0,,,4.0,,,,2.0,,1.0,3.0,2.0,,,,,,,,,2.0,,,90.0,,1.0,,,,,,8.0,,6.7,,,1.0,,7.0,,,,6.0,,10.0,14.0,24.0,1,2.0,40.0,1.0,,,1.0
2021-22,9576125,11,13,Leicester_City,Away,991584,244619,Luke Thomas,luke-thomas,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576217,12,13,Leicester_City,Home,20756,40146,Ryan Bertrand,ryan-bertrand,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576217,12,13,Leicester_City,Home,30144,37642,Jonny Evans,jonny-evans,D,False,,,,3.0,34.0,37.0,2.0,2.0,5.0,,,,,,,4.0,2.0,,,2.0,,,,,,,,,90.0,,,,,,,,7.0,,5.9,,,,,3.0,,,,5.0,,7.0,37.0,44.0,0,,47.0,,,,
2021-22,9576217,12,13,Leicester_City,Home,120538,93100,Jannik Vestergaard,jannik-vestergaard,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576217,12,13,Leicester_City,Home,329417,166477,Timothy Castagne,timothy-castagne,D,False,,,2.0,9.0,13.0,22.0,1.0,1.0,6.0,,,,1.0,,1.0,6.0,5.0,,,1.0,,,,,,2.0,,,90.0,,,,,,,,13.0,,6.5,,,,,,3.0,,,2.0,,13.0,17.0,30.0,0,3.0,65.0,,,1.0,2.0
2021-22,9576217,12,13,Leicester_City,Home,758608,218031,Çağlar Söyüncü,caglar-soyuncu,D,False,,,,9.0,24.0,33.0,2.0,1.0,3.0,,,,1.0,,,4.0,5.0,,,1.0,,,,,,2.0,,,90.0,,1.0,,,,,,10.0,,6.5,,,,,1.0,,,,1.0,,17.0,26.0,43.0,0,2.0,53.0,,2.0,,1.0
2021-22,9576167,13,13,Leicester_City,Home,30144,37642,Jonny Evans,jonny-evans,D,False,,,7.0,9.0,25.0,34.0,2.0,4.0,9.0,1.0,,,1.0,,,3.0,12.0,,,,1.0,,,,,,2.0,,90.0,,,,,,,,13.0,,7.9,,,1.0,,1.0,,,,14.0,,17.0,29.0,46.0,1,7.0,59.0,,1.0,,5.0
2021-22,9576167,13,13,Leicester_City,Home,120538,93100,Jannik Vestergaard,jannik-vestergaard,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576167,13,13,Leicester_City,Home,329417,166477,Timothy Castagne,timothy-castagne,D,False,1.0,,3.0,16.0,13.0,28.0,4.0,5.0,5.0,,,,1.0,,1.0,6.0,8.0,1.0,,,,,,,,,2.0,,90.0,,1.0,,,,,,27.0,,6.2,,,,,2.0,,2.0,,9.0,,30.0,20.0,48.0,0,3.0,74.0,2.0,,,2.0
2021-22,9576167,13,13,Leicester_City,Home,758608,218031,Çağlar Söyüncü,caglar-soyuncu,D,False,,,6.0,11.0,23.0,34.0,,8.0,8.0,,,,,,,1.0,11.0,,,1.0,,,,,,3.0,1.0,,90.0,,1.0,,,,,,19.0,,7.2,,,1.0,,4.0,,1.0,,14.0,,23.0,30.0,52.0,1,1.0,67.0,,2.0,,1.0
2021-22,9576167,13,13,Leicester_City,Home,991584,244619,Luke Thomas,luke-thomas,D,False,,,,11.0,11.0,22.0,3.0,2.0,4.0,1.0,,,,,,3.0,9.0,,,,,,,,,1.0,1.0,,90.0,,1.0,,,,,,11.0,,7.4,,,,,2.0,3.0,,,3.0,,18.0,13.0,31.0,0,2.0,55.0,1.0,2.0,3.0,2.0
2021-22,9576402,14,13,Leicester_City,Away,30144,37642,Jonny Evans,jonny-evans,D,False,,,7.0,7.0,37.0,44.0,6.0,4.0,8.0,,,,1.0,,,7.0,6.0,,,,,1.0,,,,1.0,,,90.0,1.0,3.0,,,,,,10.0,,7.7,,,,,3.0,1.0,1.0,,10.0,,15.0,39.0,53.0,1,,70.0,,1.0,1.0,
2021-22,9576402,14,13,Leicester_City,Away,120538,93100,Jannik Vestergaard,jannik-vestergaard,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576402,14,13,Leicester_City,Away,329417,166477,Timothy Castagne,timothy-castagne,D,False,,,2.0,12.0,17.0,29.0,2.0,6.0,2.0,,,,1.0,,2.0,6.0,7.0,,,,,,,,,1.0,,,90.0,,1.0,,,,,,18.0,,6.3,,,,,3.0,1.0,1.0,,2.0,,20.0,21.0,40.0,0,1.0,63.0,1.0,,,
2021-22,9576402,14,13,Leicester_City,Away,758608,218031,Çağlar Söyüncü,caglar-soyuncu,D,False,,,6.0,9.0,46.0,55.0,4.0,6.0,9.0,,,,,,,6.0,6.0,,,2.0,,,,,,2.0,,,90.0,,,,,,,,11.0,,6.5,,,,,1.0,,,,13.0,,15.0,50.0,65.0,0,,73.0,1.0,,,
2021-22,9576402,14,13,Leicester_City,Away,991584,244619,Luke Thomas,luke-thomas,D,False,,,2.0,15.0,17.0,32.0,4.0,2.0,5.0,,,,2.0,,,7.0,4.0,,,,1.0,,,,,2.0,1.0,,90.0,,,,,,,,14.0,,6.4,,,,,4.0,1.0,2.0,,3.0,,20.0,22.0,40.0,0,,70.0,2.0,2.0,,
2021-22,9576270,15,13,Leicester_City,Away,30144,37642,Jonny Evans,jonny-evans,D,False,,,4.0,22.0,32.0,54.0,,5.0,8.0,,,,,,,3.0,6.0,,,3.0,,,,,,2.0,1.0,,90.0,,1.0,,,,,,13.0,,6.9,,,,,4.0,,,,7.0,,29.0,37.0,66.0,0,,75.0,1.0,1.0,,
2021-22,9576270,15,13,Leicester_City,Away,120538,93100,Jannik Vestergaard,jannik-vestergaard,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576270,15,13,Leicester_City,Away,329417,166477,Timothy Castagne,timothy-castagne,D,False,1.0,,,28.0,19.0,46.0,1.0,1.0,4.0,,,,1.0,,,3.0,2.0,,,1.0,,,,,,2.0,,,90.0,,1.0,,,,,,13.0,,6.4,,,,,1.0,,3.0,,3.0,,36.0,23.0,56.0,0,1.0,79.0,1.0,,,
2021-22,9576270,15,13,Leicester_City,Away,758608,218031,Çağlar Söyüncü,caglar-soyuncu,D,False,1.0,,10.0,24.0,42.0,65.0,2.0,5.0,12.0,,,,,,,4.0,6.0,,,2.0,,,,,,2.0,1.0,,90.0,,,,,,,,10.0,,7.1,,,,,1.0,,1.0,,11.0,,28.0,47.0,74.0,0,1.0,80.0,1.0,,,
