season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2019-20,8243389,1,13,Leicester_City,Home,20375,15033,Wes Morgan,wes-morgan,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243389,1,13,Leicester_City,Home,30144,37642,Jonny Evans,jonny-evans,D,False,,,3.0,16.0,55.0,71.0,3.0,6.0,6.0,,,,1.0,,,,4.0,10.0,,,,,,,,,,,90.0,,1.0,,,,,,,11.0,,7.6,,,1.0,,4.0,,1.0,,7.0,,25.0,56.0,80.0,1,4.0,95.0,1.0,,,3.0
2019-20,8243389,1,13,Leicester_City,Home,221200,111931,Ricardo Pereira,ricardo-pereira,D,False,,,,43.0,24.0,67.0,,,9.0,,,,4.0,,,1.0,7.0,13.0,,,,,,,,,2.0,,90.0,,,,,,,,,20.0,,7.2,,,1.0,,1.0,6.0,1.0,,2.0,,52.0,27.0,78.0,1,5.0,114.0,,4.0,4.0,4.0
2019-20,8243389,1,13,Leicester_City,Home,758608,218031,Çağlar Söyüncü,caglar-soyuncu,D,False,,,2.0,13.0,58.0,71.0,2.0,5.0,5.0,,,,2.0,,,,4.0,9.0,,,,,,,,,,,90.0,,,,,,,,,7.0,,7.2,,,,,3.0,1.0,,,4.0,,17.0,61.0,78.0,0,3.0,86.0,,,1.0,2.0
2019-20,8243389,1,13,Leicester_City,Home,802695,172850,Ben Chilwell,ben-chilwell,D,False,,,3.0,37.0,34.0,71.0,3.0,4.0,8.0,,,,1.0,,,,5.0,4.0,,,,,,,,1.0,1.0,,90.0,,,,,,,,,21.0,,6.8,,,1.0,,,1.0,3.0,,4.0,,49.0,39.0,85.0,1,,107.0,2.0,,,
2019-20,8243389,1,13,Leicester_City,Home,827681,220627,James Justin,james-justin,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243416,2,13,Leicester_City,Away,1262,37402,Christian Fuchs,christian-fuchs,D,False,,,3.0,10.0,24.0,34.0,2.0,,6.0,,,,,,,,4.0,5.0,,,,,,,,,2.0,,90.0,,1.0,,,,,,,20.0,,6.9,,,1.0,,1.0,3.0,1.0,,10.0,,18.0,29.0,46.0,1,4.0,71.0,2.0,,1.0,2.0
2019-20,8243416,2,13,Leicester_City,Away,20375,15033,Wes Morgan,wes-morgan,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243416,2,13,Leicester_City,Away,30144,37642,Jonny Evans,jonny-evans,D,False,,,3.0,8.0,38.0,46.0,3.0,2.0,9.0,,,,1.0,,,1.0,5.0,5.0,,,,,,,,1.0,,,90.0,,,,,,,,,7.0,,6.7,,,,,4.0,1.0,,,7.0,,11.0,41.0,52.0,0,2.0,61.0,,,1.0,2.0
2019-20,8243416,2,13,Leicester_City,Away,221200,111931,Ricardo Pereira,ricardo-pereira,D,False,,,3.0,25.0,18.0,43.0,4.0,2.0,11.0,,,,1.0,,,3.0,14.0,17.0,,,4.0,,,,,3.0,,,90.0,,,,,,,,,26.0,,7.1,,,1.0,,5.0,7.0,6.0,,4.0,,41.0,19.0,54.0,1,8.0,109.0,3.0,2.0,5.0,3.0
