season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest
2015-16,6767958,3,13,Leicester_City,Home,1203,12413,Robert Huth,robert-huth,D,False,,,1.0,3.0,4.0,7.0,,3.0,2.0,,,,1.0,,,,3.0,9.0,,,2.0,,,,,1.0,,90.0,,1.0,,,,,,7.0,,,,,5.0,,,,2.0,,4.0,6.0,10.0,0,5.0,23.0,,1.0,
2015-16,6767958,3,13,Leicester_City,Home,1262,37402,Christian Fuchs,christian-fuchs,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767958,3,13,Leicester_City,Home,20375,15033,Wes Morgan,wes-morgan,D,False,,,3.0,3.0,11.0,14.0,1.0,3.0,1.0,,1.0,,,,,,1.0,4.0,,1.0,,,,,,1.0,,90.0,1.0,1.0,,,,,,6.6,,,,,3.0,,,,3.0,,5.0,12.0,17.0,1,1.0,24.0,,,
2015-16,6767958,3,13,Leicester_City,Home,21515,41321,Yohan Benalouane,yohan-benalouane,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767958,3,13,Leicester_City,Home,30420,46695,Ritchie De Laet,ritchie-de-laet,D,False,,,1.0,11.0,6.0,17.0,2.0,3.0,4.0,,,,,,,1.0,4.0,7.0,,,,,,,,3.0,2.0,90.0,,1.0,,,,,,6.9,,,,,3.0,2.0,2.0,,5.0,,19.0,12.0,29.0,0,2.0,66.0,1.0,1.0,1.0
2015-16,6768031,4,13,Leicester_City,Away,1203,12413,Robert Huth,robert-huth,D,False,,,1.0,4.0,17.0,21.0,,4.0,4.0,,,,,,,,1.0,7.0,,,1.0,,,,,5.0,,90.0,,1.0,,,,,,7.3,,,,,8.0,,,,3.0,,8.0,21.0,29.0,0,2.0,48.0,1.0,1.0,
2015-16,6768031,4,13,Leicester_City,Away,1262,37402,Christian Fuchs,christian-fuchs,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768031,4,13,Leicester_City,Away,20375,15033,Wes Morgan,wes-morgan,D,False,,,3.0,7.0,11.0,18.0,1.0,1.0,6.0,,,,,,,,1.0,5.0,,,,,,,,4.0,,90.0,,,,,,,,7.2,,,,,2.0,1.0,,,6.0,,11.0,12.0,23.0,0,2.0,34.0,,1.0,1.0
2015-16,6768031,4,13,Leicester_City,Away,21515,41321,Yohan Benalouane,yohan-benalouane,D,True,,,,1.0,,1.0,,1.0,,,,,,,,,1.0,1.0,,,1.0,,,,,1.0,,1.0,,1.0,,,,,,,,,,,1.0,,1.0,,,,2.0,,1.0,0,,7.0,,,
2015-16,6768031,4,13,Leicester_City,Away,30420,46695,Ritchie De Laet,ritchie-de-laet,D,False,,,5.0,13.0,8.0,21.0,2.0,1.0,7.0,,,,1.0,,,,7.0,5.0,,,2.0,,,,,4.0,,89.0,,,,,,,,6.6,,,,,1.0,2.0,1.0,,11.0,,29.0,12.0,40.0,0,4.0,72.0,,,
2015-16,6768038,5,13,Leicester_City,Home,1203,12413,Robert Huth,robert-huth,D,False,,,1.0,6.0,15.0,21.0,3.0,3.0,3.0,,,,,,,,4.0,6.0,,,1.0,,,,,,,90.0,,,,,,,,6.7,,,,,5.0,,,,2.0,,9.0,16.0,25.0,0,3.0,36.0,1.0,,
2015-16,6768038,5,13,Leicester_City,Home,20375,15033,Wes Morgan,wes-morgan,D,False,,,1.0,7.0,22.0,29.0,3.0,2.0,9.0,,,,,,,1.0,4.0,5.0,,,,,,,,4.0,,90.0,,1.0,,,,,,6.8,,,1.0,,1.0,1.0,,,4.0,,11.0,22.0,33.0,1,2.0,44.0,,,1.0
2015-16,6768038,5,13,Leicester_City,Home,30420,46695,Ritchie De Laet,ritchie-de-laet,D,False,,,,19.0,5.0,24.0,2.0,4.0,7.0,,,,1.0,,,1.0,8.0,14.0,,,3.0,,1.0,,,1.0,1.0,90.0,1.0,2.0,,,,,,7.7,,,,,2.0,2.0,1.0,,2.0,,25.0,6.0,30.0,1,8.0,75.0,,1.0,1.0
2015-16,6768038,5,13,Leicester_City,Home,30502,40725,Danny Simpson,danny-simpson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768063,6,13,Leicester_City,Away,1203,12413,Robert Huth,robert-huth,D,False,,,1.0,10.0,15.0,25.0,1.0,5.0,5.0,,,,,,,,2.0,6.0,,,1.0,,,,,3.0,,90.0,,1.0,,,,,,6.9,,,1.0,,10.0,1.0,,,6.0,,17.0,18.0,35.0,1,,52.0,,1.0,1.0
2015-16,6768063,6,13,Leicester_City,Away,20375,15033,Wes Morgan,wes-morgan,D,False,,,,7.0,9.0,16.0,3.0,7.0,5.0,,,,1.0,,,1.0,5.0,8.0,1.0,,1.0,,,,,1.0,,90.0,,1.0,,,,,,6.1,,,,,12.0,,,,,,10.0,11.0,21.0,0,,43.0,1.0,1.0,
2015-16,6768063,6,13,Leicester_City,Away,21515,41321,Yohan Benalouane,yohan-benalouane,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768063,6,13,Leicester_City,Away,30420,46695,Ritchie De Laet,ritchie-de-laet,D,False,1.0,,2.0,17.0,3.0,19.0,4.0,1.0,5.0,,,,2.0,,,,7.0,3.0,,,,,,,,5.0,2.0,90.0,,,,,,,,6.8,,,1.0,,7.0,1.0,2.0,,6.0,,25.0,7.0,30.0,1,2.0,64.0,,,
2015-16,6768063,6,13,Leicester_City,Away,30502,40725,Danny Simpson,danny-simpson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768069,7,13,Leicester_City,Home,1203,12413,Robert Huth,robert-huth,D,False,,,,9.0,6.0,15.0,1.0,2.0,3.0,,,,1.0,,,1.0,4.0,6.0,,,1.0,,,,,2.0,,90.0,,4.0,,,,,,6.2,,,,,9.0,,,,2.0,,11.0,8.0,19.0,0,3.0,39.0,,1.0,
2015-16,6768069,7,13,Leicester_City,Home,20375,15033,Wes Morgan,wes-morgan,D,False,,,,4.0,11.0,15.0,,2.0,3.0,,,,,,,,,4.0,,,,,,,,2.0,,90.0,,1.0,,,,,,6.1,,,1.0,,3.0,1.0,,,1.0,,6.0,13.0,19.0,1,,28.0,,1.0,1.0
2015-16,6768069,7,13,Leicester_City,Home,30420,46695,Ritchie De Laet,ritchie-de-laet,D,False,1.0,,1.0,13.0,8.0,20.0,,2.0,6.0,,,,,1.0,,1.0,1.0,4.0,,,,,,,,5.0,,90.0,,7.0,,,,,,6.7,,,,,5.0,1.0,3.0,,4.0,,20.0,9.0,26.0,0,,66.0,1.0,1.0,1.0
2015-16,6768069,7,13,Leicester_City,Home,30502,40725,Danny Simpson,danny-simpson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768084,8,13,Leicester_City,Away,1203,12413,Robert Huth,robert-huth,D,False,,,,,3.0,3.0,6.0,7.0,3.0,,,,1.0,,,,9.0,8.0,,,2.0,,,,,1.0,,90.0,,,,,,,,6.6,,,2.0,,11.0,,,,3.0,,5.0,7.0,12.0,2,,28.0,,1.0,
2015-16,6768084,8,13,Leicester_City,Away,1262,37402,Christian Fuchs,christian-fuchs,D,False,1.0,,3.0,16.0,11.0,26.0,,3.0,8.0,,,,3.0,,,,3.0,8.0,,,,,,,,4.0,3.0,90.0,,,,,,,,7.6,,,,,6.0,,4.0,,6.0,,24.0,14.0,34.0,0,5.0,74.0,2.0,,
2015-16,6768084,8,13,Leicester_City,Away,20375,15033,Wes Morgan,wes-morgan,D,False,,,1.0,1.0,5.0,6.0,1.0,,3.0,,,,,,,,2.0,3.0,,,1.0,,,,,3.0,,90.0,,2.0,,,,,,7.0,,,,,7.0,,,,3.0,,4.0,7.0,11.0,0,3.0,27.0,,,
2015-16,6768084,8,13,Leicester_City,Away,21515,41321,Yohan Benalouane,yohan-benalouane,D,True,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,25.0,,1.0,,,,,,6.4,,,,,1.0,,,,2.0,,3.0,2.0,5.0,0,,9.0,,,
2015-16,6768084,8,13,Leicester_City,Away,30420,46695,Ritchie De Laet,ritchie-de-laet,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768084,8,13,Leicester_City,Away,30502,40725,Danny Simpson,danny-simpson,D,False,1.0,,1.0,3.0,8.0,10.0,1.0,1.0,1.0,,,1.0,,,,,1.0,2.0,,,,,,,,3.0,1.0,65.0,,,,,,,,7.1,,,,,2.0,,1.0,,7.0,,13.0,10.0,22.0,1,1.0,40.0,,,
2015-16,6768090,9,13,Leicester_City,Away,1203,12413,Robert Huth,robert-huth,D,False,,,1.0,9.0,11.0,20.0,1.0,1.0,6.0,,1.0,,,,,,2.0,3.0,,,1.0,,,,,2.0,,90.0,1.0,1.0,,,,,,6.8,,,2.0,,4.0,1.0,,,5.0,,14.0,12.0,26.0,3,1.0,39.0,,,1.0
2015-16,6768090,9,13,Leicester_City,Away,1262,37402,Christian Fuchs,christian-fuchs,D,False,1.0,,2.0,15.0,13.0,27.0,,2.0,12.0,,,,3.0,,,,6.0,7.0,,,3.0,,,,,4.0,,90.0,,,,,,,,6.7,,,,,2.0,,10.0,,6.0,,33.0,14.0,37.0,0,3.0,76.0,,2.0,
2015-16,6768090,9,13,Leicester_City,Away,20375,15033,Wes Morgan,wes-morgan,D,False,,,2.0,8.0,6.0,14.0,2.0,5.0,2.0,,,1.0,1.0,,,1.0,5.0,9.0,,,1.0,,,,,5.0,,90.0,,,,,,,,6.9,,,,,2.0,1.0,,,4.0,,15.0,7.0,22.0,1,3.0,37.0,,,1.0
2015-16,6768090,9,13,Leicester_City,Away,21515,41321,Yohan Benalouane,yohan-benalouane,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768090,9,13,Leicester_City,Away,30420,46695,Ritchie De Laet,ritchie-de-laet,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768090,9,13,Leicester_City,Away,30502,40725,Danny Simpson,danny-simpson,D,False,1.0,,1.0,11.0,7.0,17.0,4.0,,4.0,,,,,,,,4.0,2.0,,,,,,,,6.0,1.0,90.0,,1.0,,,,,,7.0,,,,,4.0,,1.0,,4.0,,14.0,8.0,21.0,0,2.0,50.0,1.0,,
2015-16,6768099,10,13,Leicester_City,Home,1203,12413,Robert Huth,robert-huth,D,False,,,,2.0,31.0,33.0,4.0,3.0,10.0,,,,,,,,4.0,4.0,,,1.0,,,,,4.0,,90.0,,,,,,,,7.2,,,,,7.0,,,,5.0,,7.0,36.0,43.0,0,1.0,56.0,1.0,,
2015-16,6768099,10,13,Leicester_City,Home,1262,37402,Christian Fuchs,christian-fuchs,D,False,,,2.0,20.0,20.0,40.0,1.0,,3.0,,,,3.0,,,,5.0,6.0,,,1.0,,,,,2.0,,90.0,,,,,,,,7.2,,,,,10.0,,5.0,,6.0,,31.0,22.0,48.0,0,5.0,84.0,,1.0,
2015-16,6768099,10,13,Leicester_City,Home,20375,15033,Wes Morgan,wes-morgan,D,False,,,1.0,4.0,28.0,32.0,2.0,2.0,5.0,,,,,,,,2.0,2.0,,,,,,,,,,90.0,,1.0,,,,,,6.8,,,,,3.0,,,,4.0,,7.0,29.0,36.0,0,,41.0,,,
2015-16,6768099,10,13,Leicester_City,Home,30420,46695,Ritchie De Laet,ritchie-de-laet,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768099,10,13,Leicester_City,Home,30502,40725,Danny Simpson,danny-simpson,D,False,,,,19.0,21.0,40.0,1.0,3.0,3.0,,,,,,,,3.0,6.0,,,2.0,,,,,5.0,,90.0,,,,,,,,7.5,,,,,8.0,,,,3.0,,22.0,23.0,45.0,0,3.0,75.0,,,
2015-16,6768109,11,13,Leicester_City,Away,1203,12413,Robert Huth,robert-huth,D,False,,,2.0,8.0,11.0,19.0,2.0,4.0,2.0,,,,,,,1.0,4.0,4.0,,,1.0,,,,,2.0,1.0,90.0,,,,,,,,6.5,,,,,7.0,,,,3.0,,10.0,12.0,22.0,0,,33.0,,,
2015-16,6768109,11,13,Leicester_City,Away,20375,15033,Wes Morgan,wes-morgan,D,False,,,2.0,7.0,16.0,23.0,1.0,1.0,5.0,,,,,,,,1.0,2.0,,,,,,,,4.0,,90.0,,1.0,,,,,,6.8,,,,,8.0,,,,5.0,,9.0,18.0,27.0,0,1.0,41.0,,,
2015-16,6768109,11,13,Leicester_City,Away,30420,46695,Ritchie De Laet,ritchie-de-laet,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768109,11,13,Leicester_City,Away,30502,40725,Danny Simpson,danny-simpson,D,False,1.0,,3.0,12.0,11.0,22.0,2.0,6.0,,,,,1.0,,,,3.0,8.0,,,,,,,,2.0,,90.0,,1.0,,,,,,6.8,,,,,7.0,,1.0,,9.0,,22.0,15.0,36.0,0,2.0,62.0,,,
2015-16,6768109,11,13,Leicester_City,Away,802695,172850,Ben Chilwell,ben-chilwell,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768120,12,13,Leicester_City,Home,1203,12413,Robert Huth,robert-huth,D,False,,,1.0,1.0,15.0,16.0,1.0,1.0,6.0,,,,,,,,3.0,1.0,,,2.0,,,,,6.0,,90.0,,,,,,,,6.8,,,,,3.0,,,,2.0,1.0,3.0,17.0,20.0,0,,31.0,,,
2015-16,6768120,12,13,Leicester_City,Home,1262,37402,Christian Fuchs,christian-fuchs,D,False,1.0,,2.0,19.0,15.0,33.0,,1.0,10.0,,,,,,,,1.0,3.0,,,1.0,,,,,3.0,1.0,90.0,,,,,,,,7.0,,,,,4.0,,6.0,,7.0,,33.0,20.0,47.0,0,2.0,69.0,,,
2015-16,6768120,12,13,Leicester_City,Home,20375,15033,Wes Morgan,wes-morgan,D,False,,,1.0,5.0,15.0,20.0,1.0,4.0,8.0,,,,1.0,,,,2.0,7.0,,,,,,,,3.0,,90.0,,,,,,,,7.1,,,1.0,,4.0,1.0,,,7.0,,10.0,19.0,29.0,1,1.0,41.0,,1.0,1.0
2015-16,6768120,12,13,Leicester_City,Home,21515,41321,Yohan Benalouane,yohan-benalouane,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768120,12,13,Leicester_City,Home,30502,40725,Danny Simpson,danny-simpson,D,False,,,,6.0,10.0,16.0,1.0,1.0,3.0,,,,,,,,2.0,3.0,,,1.0,,,,,3.0,,90.0,,,,,,,,6.7,,,,,5.0,,2.0,,8.0,,15.0,16.0,29.0,0,2.0,51.0,1.0,,
2015-16,6768126,13,13,Leicester_City,Away,1203,12413,Robert Huth,robert-huth,D,False,,,1.0,3.0,12.0,15.0,,1.0,5.0,,,,1.0,,,,2.0,4.0,,,1.0,,,,,1.0,,90.0,,1.0,,,,,,7.0,,,,,4.0,,,,5.0,,6.0,14.0,20.0,0,2.0,31.0,,1.0,
2015-16,6768126,13,13,Leicester_City,Away,1262,37402,Christian Fuchs,christian-fuchs,D,False,2.0,,7.0,20.0,13.0,31.0,,,8.0,,,,1.0,,,1.0,3.0,3.0,,,1.0,,,,,8.0,2.0,90.0,,,,,,,,7.9,,,,,2.0,,8.0,,9.0,,33.0,15.0,40.0,0,3.0,85.0,1.0,,
2015-16,6768126,13,13,Leicester_City,Away,20375,15033,Wes Morgan,wes-morgan,D,False,,,2.0,7.0,10.0,17.0,1.0,4.0,3.0,,,,,,,,1.0,4.0,,,,,,,,1.0,,90.0,,2.0,,,,,,7.1,,,1.0,,5.0,,,,3.0,,9.0,12.0,21.0,1,,30.0,,,
2015-16,6768126,13,13,Leicester_City,Away,30420,46695,Ritchie De Laet,ritchie-de-laet,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768126,13,13,Leicester_City,Away,30502,40725,Danny Simpson,danny-simpson,D,False,,,2.0,15.0,12.0,27.0,2.0,3.0,4.0,,,,2.0,,,1.0,6.0,8.0,,,1.0,,,,,2.0,,90.0,1.0,,,,,,,7.1,,,,,,1.0,2.0,,5.0,,24.0,13.0,35.0,1,3.0,61.0,1.0,1.0,1.0
2015-16,6768135,14,13,Leicester_City,Home,1203,12413,Robert Huth,robert-huth,D,False,,,1.0,3.0,9.0,12.0,,3.0,4.0,,,,,,,,1.0,3.0,,,1.0,,,,,1.0,,90.0,,1.0,,,,,,6.7,,,,,7.0,,,,5.0,,13.0,10.0,23.0,0,,32.0,,,
2015-16,6768135,14,13,Leicester_City,Home,1262,37402,Christian Fuchs,christian-fuchs,D,False,,,3.0,9.0,7.0,16.0,1.0,2.0,6.0,,,,1.0,,,,3.0,8.0,,,1.0,1.0,,,,4.0,1.0,90.0,,,,,,,,7.8,,,,,5.0,,1.0,,7.0,,17.0,7.0,23.0,0,5.0,60.0,1.0,1.0,
2015-16,6768135,14,13,Leicester_City,Home,20375,15033,Wes Morgan,wes-morgan,D,False,,,1.0,4.0,14.0,18.0,,2.0,4.0,,,,1.0,,,,1.0,4.0,,,,,,,,3.0,,90.0,,2.0,,,,,,6.8,,,,,4.0,,,,2.0,,6.0,14.0,20.0,0,1.0,33.0,1.0,2.0,
2015-16,6768135,14,13,Leicester_City,Home,30420,46695,Ritchie De Laet,ritchie-de-laet,D,True,,,,,1.0,1.0,,,1.0,,,,,,,,1.0,1.0,,,,,,,,1.0,,10.0,,,,,,,,6.6,,,,,1.0,1.0,,,1.0,,1.0,1.0,2.0,0,1.0,9.0,1.0,,
2015-16,6768135,14,13,Leicester_City,Home,30502,40725,Danny Simpson,danny-simpson,D,False,,,1.0,4.0,2.0,6.0,2.0,1.0,1.0,,,,1.0,,,,3.0,4.0,,,,,,,,,,80.0,,,,,,,,6.6,,,,,3.0,2.0,,,1.0,,11.0,2.0,13.0,0,1.0,35.0,1.0,,2.0
2015-16,6768159,15,13,Leicester_City,Away,1203,12413,Robert Huth,robert-huth,D,False,,,,3.0,13.0,16.0,3.0,1.0,6.0,,,1.0,1.0,,,1.0,5.0,1.0,,,1.0,,,,,3.0,,90.0,,,,,,,,6.8,,,,,4.0,,,,3.0,,6.0,16.0,22.0,1,,34.0,,,
2015-16,6768159,15,13,Leicester_City,Away,1262,37402,Christian Fuchs,christian-fuchs,D,False,,,4.0,17.0,12.0,29.0,2.0,1.0,6.0,,,,2.0,,,1.0,9.0,3.0,,,4.0,,,,,7.0,,90.0,,,,,,,,7.0,,,1.0,,3.0,,,,9.0,,26.0,15.0,41.0,1,2.0,71.0,,,
2015-16,6768159,15,13,Leicester_City,Away,18398,37388,Marcin Wasilewski,marcin-wasilewski,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768159,15,13,Leicester_City,Away,20375,15033,Wes Morgan,wes-morgan,D,False,,,,4.0,9.0,13.0,,1.0,4.0,,,,,,,,,2.0,,,,,,,,3.0,,90.0,,,,,,,,7.0,,,,,4.0,1.0,,,4.0,,9.0,10.0,19.0,0,,27.0,,,1.0
2015-16,6768159,15,13,Leicester_City,Away,21515,41321,Yohan Benalouane,yohan-benalouane,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768159,15,13,Leicester_City,Away,30502,40725,Danny Simpson,danny-simpson,D,False,,,2.0,6.0,15.0,21.0,1.0,1.0,11.0,,,1.0,,,,,3.0,5.0,,,2.0,,,,,2.0,,90.0,,,,,,,,7.5,,,,,6.0,,1.0,,5.0,,11.0,18.0,28.0,1,3.0,57.0,2.0,1.0,
2015-16,6768162,16,13,Leicester_City,Home,1203,12413,Robert Huth,robert-huth,D,False,,,,2.0,6.0,8.0,1.0,2.0,2.0,,,1.0,,,,,4.0,3.0,,,3.0,,,,,1.0,,90.0,,,,,,,,6.6,,,,,7.0,,,,2.0,,5.0,8.0,13.0,1,1.0,23.0,,,
2015-16,6768162,16,13,Leicester_City,Home,1262,37402,Christian Fuchs,christian-fuchs,D,False,,,4.0,7.0,9.0,16.0,1.0,2.0,9.0,,,,1.0,1.0,,,2.0,5.0,,,,,,,,4.0,,90.0,,1.0,,,,,,7.3,,,,,4.0,,1.0,,7.0,,15.0,13.0,27.0,0,3.0,55.0,,,
2015-16,6768162,16,13,Leicester_City,Home,18398,37388,Marcin Wasilewski,marcin-wasilewski,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768162,16,13,Leicester_City,Home,20375,15033,Wes Morgan,wes-morgan,D,False,,,1.0,,7.0,7.0,2.0,2.0,3.0,,,,,,,,2.0,3.0,,,,,,,,5.0,,90.0,,1.0,,,,,,6.9,,,,,6.0,1.0,,,2.0,,4.0,8.0,12.0,0,,26.0,1.0,,1.0
2015-16,6768162,16,13,Leicester_City,Home,21515,41321,Yohan Benalouane,yohan-benalouane,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768162,16,13,Leicester_City,Home,30502,40725,Danny Simpson,danny-simpson,D,False,,,1.0,4.0,7.0,11.0,4.0,4.0,2.0,,,,,,,,5.0,6.0,,,1.0,,,,,4.0,,90.0,,,,,,,,7.0,,,,,7.0,,1.0,,5.0,,13.0,9.0,21.0,0,2.0,52.0,,,
2015-16,6768165,17,13,Leicester_City,Away,1262,37402,Christian Fuchs,christian-fuchs,D,False,1.0,,2.0,14.0,6.0,19.0,1.0,,6.0,,,,4.0,,,1.0,7.0,5.0,,,1.0,,,,,3.0,1.0,90.0,1.0,,,,,,,6.5,,,,,3.0,1.0,3.0,,6.0,,22.0,11.0,30.0,1,4.0,73.0,,,1.0
2015-16,6768165,17,13,Leicester_City,Away,18398,37388,Marcin Wasilewski,marcin-wasilewski,D,False,,,1.0,4.0,7.0,11.0,2.0,3.0,2.0,,,,2.0,,,,6.0,6.0,,,2.0,,,,,4.0,,90.0,,1.0,,,,,,6.6,,,1.0,,7.0,,,,5.0,,11.0,8.0,19.0,1,3.0,35.0,,,
